Indicator,Disaggregation combinations using this value
#15-4-2-ER_MTN_DGRDA,27
#15-4-2-ER_MTN_DGRDP,27
#15-4-2-ER_MTN_GRNCOV,246
#15-4-2-ER_MTN_GRNCVI,297
#15-4-2-ER_MTN_TOTL,27
