Indicator,Disaggregation combinations using this value
#16-7-1-SG_DMK_JDC,45
#16-7-1-SG_DMK_JDC_CNS,20
#16-7-1-SG_DMK_JDC_HGR,22
#16-7-1-SG_DMK_JDC_LWR,29
