Indicator,Disaggregation combinations using this value
#16-6-2-SP_PSR_SATIS_GOV,26
#16-6-2-SP_PSR_SATIS_HLTH,19
#16-6-2-SP_PSR_SATIS_PRM,19
#16-6-2-SP_PSR_SATIS_SEC,9
