Indicator,Disaggregation combinations using this value
#16-7-2-IU_DMK_INCL,1
#4-5-1-SE_GPI_TCAQ,23
#4-a-1-SE_ACS_CMPTR,61
#4-a-1-SE_ACS_INTNT,60
#4-c-1,73
