Indicator,Disaggregation combinations using this value
#16-7-2-IU_DMK_INCL,1
#4-1-1,260
#4-1-2,1660
#4-5-1-SE_AGP_CPRA,436
#4-5-1-SE_ALP_CPLR,424
#4-5-1-SE_AWP_CPRA,203
#4-5-1-SE_GPI_TCAQ,25
#4-5-1-SE_LGP_ACHI,82
#4-5-1-SE_NAP_ACHI,66
#4-5-1-SE_TOT_GPI,84
#4-5-1-SE_TOT_RUPI,79
#4-5-1-SE_TOT_SESPI,79
#4-a-1-SE_ACC_HNDWSH,37
#4-a-1-SE_ACS_CMPTR,56
#4-a-1-SE_ACS_ELECT,40
#4-a-1-SE_ACS_H2O,37
#4-a-1-SE_ACS_INTNT,37
#4-a-1-SE_ACS_SANIT,33
#4-a-1-SE_INF_DSBL,13
#4-c-1,78
