Indicator,Disaggregation combinations using this value
#1-1-1,44
#1-1-1-a,50
#4-3-1,153
#4-5-1-SE_GPI_PART,51
#5-4-1-SL_DOM_TSPD,4
#5-4-1-SL_DOM_TSPDCW,4
#5-4-1-SL_DOM_TSPDDC,4
