Indicator,Disaggregation combinations using this value
#15-4-2-ER_MTN_DGRDA,45
#15-4-2-ER_MTN_DGRDP,45
#15-4-2-ER_MTN_GRNCOV,427
#15-4-2-ER_MTN_GRNCVI,495
#15-4-2-ER_MTN_TOTL,45
