Indicator,Disaggregation combinations using this value
#10-a-1,59
#17-10-1-TM_TAX_WMFN,33
#17-10-1-TM_TAX_WMPS,33
#17-12-1-TM_TAX_DMFN,39
#17-12-1-TM_TAX_DPRF,39
