Indicator,Disaggregation combinations using this value
#4-1-1,330
#4-5-1-SE_LGP_ACHI,104
#4-5-1-SE_NAP_ACHI,94
#4-5-1-SE_TOT_GPI,105
#4-5-1-SE_TOT_RUPI,101
#4-5-1-SE_TOT_SESPI,101
