Indicator,Disaggregation combinations using this value
#10-6-1-SG_INT_MBRDEV,29
#10-6-1-SG_INT_VRTDEV,29
#16-8-1-SG_INT_MBRDEV,29
#16-8-1-SG_INT_VRTDEV,29
