Indicator,Disaggregation combinations using this value
#16-7-1-SG_DMK_JDC,2
#16-7-1-SG_DMK_PSRVC,2
#16-7-2-IU_DMK_ICRS,1
#16-7-2-IU_DMK_INCL,1
#16-7-2-IU_DMK_RESP,1
