Year,SeriesCode,GeoAreaName,Education level,Sex,Type of skill,Value
2015,SE_TOT_PRFL,Georgia,LOWSEC,MALE,SKILL_MATH,40.09174
2015,SE_TOT_PRFL,Georgia,LOWSEC,MALE,SKILL_READ,37.08509
2016,SE_TOT_PRFL,Georgia,PRIMAR,MALE,SKILL_READ,83.28828
2016,SE_TOT_PRFL,Georgia,PRIMAR,BOTHSEX,SKILL_READ,86.47637
2016,SE_TOT_PRFL,Georgia,PRIMAR,FEMALE,SKILL_READ,89.73262
2018,SE_TOT_PRFL,Georgia,LOWSEC,MALE,SKILL_READ,27.93804
2018,SE_TOT_PRFL,Georgia,LOWSEC,BOTHSEX,SKILL_MATH,38.94551
2018,SE_TOT_PRFL,Georgia,LOWSEC,FEMALE,SKILL_MATH,39.71578
2018,SE_TOT_PRFL,Georgia,LOWSEC,MALE,SKILL_MATH,38.23928
2018,SE_TOT_PRFL,Georgia,LOWSEC,BOTHSEX,SKILL_READ,35.62373
2018,SE_TOT_PRFL,Georgia,LOWSEC,FEMALE,SKILL_READ,44.00627
2019,SE_TOT_PRFL,Georgia,PRIMAR,MALE,SKILL_MATH,56.52307
2019,SE_TOT_PRFL,Georgia,PRIMAR,FEMALE,SKILL_MATH,53.25914
2019,SE_TOT_PRFL,Georgia,PRIMAR,BOTHSEX,SKILL_MATH,55.81791
2000,SE_TOT_PRFL,Germany,LOWSEC,MALE,SKILL_MATH,74.81
2000,SE_TOT_PRFL,Germany,LOWSEC,FEMALE,SKILL_MATH,72.86
2000,SE_TOT_PRFL,Germany,LOWSEC,FEMALE,SKILL_READ,81.82
2000,SE_TOT_PRFL,Germany,LOWSEC,BOTHSEX,SKILL_MATH,73.74596
2000,SE_TOT_PRFL,Germany,LOWSEC,BOTHSEX,SKILL_READ,77.3
2000,SE_TOT_PRFL,Germany,LOWSEC,MALE,SKILL_READ,73.42
2001,SE_TOT_PRFL,Germany,PRIMAR,MALE,SKILL_READ,96.65566
2001,SE_TOT_PRFL,Germany,PRIMAR,BOTHSEX,SKILL_READ,97.03419
2001,SE_TOT_PRFL,Germany,PRIMAR,FEMALE,SKILL_READ,97.45722
2003,SE_TOT_PRFL,Germany,LOWSEC,BOTHSEX,SKILL_MATH,78.39567
2003,SE_TOT_PRFL,Germany,LOWSEC,FEMALE,SKILL_READ,83.72
2003,SE_TOT_PRFL,Germany,LOWSEC,FEMALE,SKILL_MATH,78.61
2003,SE_TOT_PRFL,Germany,LOWSEC,MALE,SKILL_READ,71.94
2003,SE_TOT_PRFL,Germany,LOWSEC,MALE,SKILL_MATH,78.59
2003,SE_TOT_PRFL,Germany,LOWSEC,BOTHSEX,SKILL_READ,77.6628
2006,SE_TOT_PRFL,Germany,LOWSEC,FEMALE,SKILL_READ,85.82
2006,SE_TOT_PRFL,Germany,LOWSEC,BOTHSEX,SKILL_MATH,80.13083
2006,SE_TOT_PRFL,Germany,LOWSEC,MALE,SKILL_READ,74.49
2006,SE_TOT_PRFL,Germany,PRIMAR,MALE,SKILL_READ,97.36738
2006,SE_TOT_PRFL,Germany,LOWSEC,BOTHSEX,SKILL_READ,79.97516
2006,SE_TOT_PRFL,Germany,LOWSEC,MALE,SKILL_MATH,82.21
2006,SE_TOT_PRFL,Germany,LOWSEC,FEMALE,SKILL_MATH,77.92
2006,SE_TOT_PRFL,Germany,PRIMAR,FEMALE,SKILL_READ,97.85017
2006,SE_TOT_PRFL,Germany,PRIMAR,BOTHSEX,SKILL_READ,97.40809
2007,SE_TOT_PRFL,Germany,PRIMAR,FEMALE,SKILL_MATH,76.7933
2007,SE_TOT_PRFL,Germany,PRIMAR,MALE,SKILL_MATH,81.70605
2007,SE_TOT_PRFL,Germany,PRIMAR,BOTHSEX,SKILL_MATH,78.48816
2009,SE_TOT_PRFL,Germany,LOWSEC,MALE,SKILL_MATH,82.85
2009,SE_TOT_PRFL,Germany,LOWSEC,BOTHSEX,SKILL_READ,81.53328
2009,SE_TOT_PRFL,Germany,LOWSEC,FEMALE,SKILL_MATH,79.85
2009,SE_TOT_PRFL,Germany,LOWSEC,MALE,SKILL_READ,75.99
2009,SE_TOT_PRFL,Germany,LOWSEC,FEMALE,SKILL_READ,87.32
2009,SE_TOT_PRFL,Germany,LOWSEC,BOTHSEX,SKILL_MATH,81.3819
2011,SE_TOT_PRFL,Germany,PRIMAR,FEMALE,SKILL_MATH,79.34368
2011,SE_TOT_PRFL,Germany,PRIMAR,MALE,SKILL_MATH,82.06358
2011,SE_TOT_PRFL,Germany,PRIMAR,BOTHSEX,SKILL_MATH,80.72361
2011,SE_TOT_PRFL,Germany,PRIMAR,MALE,SKILL_READ,97.32029
2011,SE_TOT_PRFL,Germany,PRIMAR,BOTHSEX,SKILL_READ,97.6106
2011,SE_TOT_PRFL,Germany,PRIMAR,FEMALE,SKILL_READ,98.12445
2012,SE_TOT_PRFL,Germany,LOWSEC,BOTHSEX,SKILL_READ,85.50899
2012,SE_TOT_PRFL,Germany,LOWSEC,MALE,SKILL_MATH,83.2
2012,SE_TOT_PRFL,Germany,LOWSEC,FEMALE,SKILL_MATH,81.29
2012,SE_TOT_PRFL,Germany,LOWSEC,MALE,SKILL_READ,79.87
2012,SE_TOT_PRFL,Germany,LOWSEC,FEMALE,SKILL_READ,91.35
2012,SE_TOT_PRFL,Germany,LOWSEC,BOTHSEX,SKILL_MATH,82.26133
2015,SE_TOT_PRFL,Germany,LOWSEC,BOTHSEX,SKILL_MATH,82.80903
2015,SE_TOT_PRFL,Germany,LOWSEC,FEMALE,SKILL_READ,86.41999
2015,SE_TOT_PRFL,Germany,LOWSEC,MALE,SKILL_READ,81.21955
2015,SE_TOT_PRFL,Germany,LOWSEC,FEMALE,SKILL_MATH,80.67615
2015,SE_TOT_PRFL,Germany,LOWSEC,MALE,SKILL_MATH,84.86765
2015,SE_TOT_PRFL,Germany,LOWSEC,BOTHSEX,SKILL_READ,83.77371
2015,SE_TOT_PRFL,Germany,PRIMAR,FEMALE,SKILL_MATH,76.02794
2015,SE_TOT_PRFL,Germany,PRIMAR,MALE,SKILL_MATH,77.33704
2015,SE_TOT_PRFL,Germany,PRIMAR,BOTHSEX,SKILL_MATH,76.73478
2016,SE_TOT_PRFL,Germany,PRIMAR,MALE,SKILL_READ,94.80321
2016,SE_TOT_PRFL,Germany,PRIMAR,FEMALE,SKILL_READ,96.17979
2016,SE_TOT_PRFL,Germany,PRIMAR,BOTHSEX,SKILL_READ,94.50745
2018,SE_TOT_PRFL,Germany,LOWSEC,FEMALE,SKILL_READ,83.6235
2018,SE_TOT_PRFL,Germany,LOWSEC,MALE,SKILL_READ,75.61141
2018,SE_TOT_PRFL,Germany,LOWSEC,BOTHSEX,SKILL_MATH,78.90338
2018,SE_TOT_PRFL,Germany,LOWSEC,BOTHSEX,SKILL_READ,79.3149
2018,SE_TOT_PRFL,Germany,LOWSEC,MALE,SKILL_MATH,78.82264
2018,SE_TOT_PRFL,Germany,LOWSEC,FEMALE,SKILL_MATH,78.99731
2019,SE_TOT_PRFL,Germany,PRIMAR,FEMALE,SKILL_MATH,73.54794
2019,SE_TOT_PRFL,Germany,PRIMAR,MALE,SKILL_MATH,78.36313
2019,SE_TOT_PRFL,Germany,PRIMAR,BOTHSEX,SKILL_MATH,74.64573
2000,SE_TOT_PRFL,Greece,LOWSEC,BOTHSEX,SKILL_MATH,61.16936
2000,SE_TOT_PRFL,Greece,LOWSEC,FEMALE,SKILL_MATH,61.3
2000,SE_TOT_PRFL,Greece,LOWSEC,MALE,SKILL_MATH,61.63
2000,SE_TOT_PRFL,Greece,LOWSEC,BOTHSEX,SKILL_READ,75.7
2000,SE_TOT_PRFL,Greece,LOWSEC,MALE,SKILL_READ,69.14
2000,SE_TOT_PRFL,Greece,LOWSEC,FEMALE,SKILL_READ,82.31
2001,SE_TOT_PRFL,Greece,PRIMAR,MALE,SKILL_READ,92.07542
2001,SE_TOT_PRFL,Greece,PRIMAR,BOTHSEX,SKILL_READ,94.50704
2001,SE_TOT_PRFL,Greece,PRIMAR,FEMALE,SKILL_READ,97.14339
2003,SE_TOT_PRFL,Greece,LOWSEC,FEMALE,SKILL_READ,81.53
2003,SE_TOT_PRFL,Greece,LOWSEC,MALE,SKILL_READ,67.46
2003,SE_TOT_PRFL,Greece,LOWSEC,BOTHSEX,SKILL_READ,74.73981
2003,SE_TOT_PRFL,Greece,LOWSEC,MALE,SKILL_MATH,64.25
2003,SE_TOT_PRFL,Greece,LOWSEC,FEMALE,SKILL_MATH,58.09
2003,SE_TOT_PRFL,Greece,LOWSEC,BOTHSEX,SKILL_MATH,61.05708
2006,SE_TOT_PRFL,Greece,LOWSEC,BOTHSEX,SKILL_MATH,67.66031
2006,SE_TOT_PRFL,Greece,LOWSEC,FEMALE,SKILL_MATH,68.07
2006,SE_TOT_PRFL,Greece,LOWSEC,MALE,SKILL_MATH,67.26
2006,SE_TOT_PRFL,Greece,LOWSEC,BOTHSEX,SKILL_READ,72.31361
2006,SE_TOT_PRFL,Greece,LOWSEC,MALE,SKILL_READ,61.4
2006,SE_TOT_PRFL,Greece,LOWSEC,FEMALE,SKILL_READ,83.34
2009,SE_TOT_PRFL,Greece,LOWSEC,BOTHSEX,SKILL_READ,78.67834
2009,SE_TOT_PRFL,Greece,LOWSEC,MALE,SKILL_MATH,71.52
2009,SE_TOT_PRFL,Greece,LOWSEC,FEMALE,SKILL_MATH,67.91
2009,SE_TOT_PRFL,Greece,LOWSEC,FEMALE,SKILL_READ,86.78
2009,SE_TOT_PRFL,Greece,LOWSEC,MALE,SKILL_READ,70.28
2009,SE_TOT_PRFL,Greece,LOWSEC,BOTHSEX,SKILL_MATH,69.68157
2012,SE_TOT_PRFL,Greece,LOWSEC,MALE,SKILL_READ,67.84
2012,SE_TOT_PRFL,Greece,LOWSEC,FEMALE,SKILL_READ,86.73
2012,SE_TOT_PRFL,Greece,LOWSEC,BOTHSEX,SKILL_MATH,64.31079
2012,SE_TOT_PRFL,Greece,LOWSEC,FEMALE,SKILL_MATH,63.12
2012,SE_TOT_PRFL,Greece,LOWSEC,MALE,SKILL_MATH,65.52
2012,SE_TOT_PRFL,Greece,LOWSEC,BOTHSEX,SKILL_READ,77.37254
2015,SE_TOT_PRFL,Greece,LOWSEC,FEMALE,SKILL_READ,80.43881
2015,SE_TOT_PRFL,Greece,LOWSEC,MALE,SKILL_READ,65.53277
2015,SE_TOT_PRFL,Greece,LOWSEC,BOTHSEX,SKILL_READ,72.68283
2015,SE_TOT_PRFL,Greece,LOWSEC,MALE,SKILL_MATH,63.14876
2015,SE_TOT_PRFL,Greece,LOWSEC,FEMALE,SKILL_MATH,65.43095
2015,SE_TOT_PRFL,Greece,LOWSEC,BOTHSEX,SKILL_MATH,64.24347
2003,SE_TOT_PRFL,Türkiye,LOWSEC,MALE,SKILL_READ,55.89
2006,SE_TOT_PRFL,Türkiye,LOWSEC,FEMALE,SKILL_READ,78.49
2006,SE_TOT_PRFL,Türkiye,LOWSEC,MALE,SKILL_READ,58.99
2006,SE_TOT_PRFL,Türkiye,LOWSEC,BOTHSEX,SKILL_READ,67.82652
2007,SE_TOT_PRFL,Türkiye,LOWSEC,BOTHSEX,SKILL_MATH,32.86918
2007,SE_TOT_PRFL,Türkiye,LOWSEC,FEMALE,SKILL_MATH,33.14527
2007,SE_TOT_PRFL,Türkiye,LOWSEC,MALE,SKILL_MATH,32.67366
2018,SE_TOT_PRFL,Greece,LOWSEC,BOTHSEX,SKILL_MATH,64.16108
2018,SE_TOT_PRFL,Greece,LOWSEC,FEMALE,SKILL_MATH,65.37629
2018,SE_TOT_PRFL,Greece,LOWSEC,MALE,SKILL_MATH,62.97993
2018,SE_TOT_PRFL,Greece,LOWSEC,BOTHSEX,SKILL_READ,69.48421
2018,SE_TOT_PRFL,Greece,LOWSEC,MALE,SKILL_READ,60.83468
2018,SE_TOT_PRFL,Greece,LOWSEC,FEMALE,SKILL_READ,78.38316
2000,SE_TOT_PRFL,Hungary,LOWSEC,BOTHSEX,SKILL_READ,77.4
2000,SE_TOT_PRFL,Hungary,LOWSEC,FEMALE,SKILL_READ,82.08
2000,SE_TOT_PRFL,Hungary,LOWSEC,MALE,SKILL_READ,72.8
2001,SE_TOT_PRFL,Hungary,PRIMAR,FEMALE,SKILL_READ,98.55017
2001,SE_TOT_PRFL,Hungary,PRIMAR,MALE,SKILL_READ,96.51043
2001,SE_TOT_PRFL,Hungary,PRIMAR,BOTHSEX,SKILL_READ,97.54714
2003,SE_TOT_PRFL,Hungary,LOWSEC,FEMALE,SKILL_READ,85.07
2003,SE_TOT_PRFL,Hungary,LOWSEC,MALE,SKILL_READ,74.46
2003,SE_TOT_PRFL,Hungary,LOWSEC,BOTHSEX,SKILL_READ,79.47239
2003,SE_TOT_PRFL,Hungary,LOWSEC,FEMALE,SKILL_MATH,74.98354
2003,SE_TOT_PRFL,Hungary,PRIMAR,FEMALE,SKILL_MATH,76.19501
2003,SE_TOT_PRFL,Hungary,LOWSEC,MALE,SKILL_MATH,75.59392
2003,SE_TOT_PRFL,Hungary,PRIMAR,BOTHSEX,SKILL_MATH,75.9732
2003,SE_TOT_PRFL,Hungary,PRIMAR,MALE,SKILL_MATH,75.75478
2003,SE_TOT_PRFL,Hungary,LOWSEC,BOTHSEX,SKILL_MATH,75.3206
2006,SE_TOT_PRFL,Hungary,LOWSEC,BOTHSEX,SKILL_READ,79.44211
2006,SE_TOT_PRFL,Hungary,LOWSEC,FEMALE,SKILL_READ,86.78
2006,SE_TOT_PRFL,Hungary,PRIMAR,MALE,SKILL_READ,97.15556
2006,SE_TOT_PRFL,Hungary,LOWSEC,MALE,SKILL_READ,72.68
2006,SE_TOT_PRFL,Hungary,PRIMAR,BOTHSEX,SKILL_READ,97.43173
2006,SE_TOT_PRFL,Hungary,PRIMAR,FEMALE,SKILL_READ,97.6992
2007,SE_TOT_PRFL,Hungary,PRIMAR,FEMALE,SKILL_MATH,66.32261
2007,SE_TOT_PRFL,Hungary,PRIMAR,MALE,SKILL_MATH,68.0535
2007,SE_TOT_PRFL,Hungary,LOWSEC,FEMALE,SKILL_MATH,70.03138
2007,SE_TOT_PRFL,Hungary,LOWSEC,BOTHSEX,SKILL_MATH,69.26851
2007,SE_TOT_PRFL,Hungary,PRIMAR,BOTHSEX,SKILL_MATH,67.1362
2007,SE_TOT_PRFL,Hungary,LOWSEC,MALE,SKILL_MATH,68.54831
2009,SE_TOT_PRFL,Hungary,LOWSEC,BOTHSEX,SKILL_READ,82.44745
2009,SE_TOT_PRFL,Hungary,LOWSEC,MALE,SKILL_READ,76.36
2009,SE_TOT_PRFL,Hungary,LOWSEC,FEMALE,SKILL_READ,88.64
2011,SE_TOT_PRFL,Hungary,PRIMAR,FEMALE,SKILL_READ,95.94409
2011,SE_TOT_PRFL,Hungary,PRIMAR,FEMALE,SKILL_MATH,70.64845
2011,SE_TOT_PRFL,Hungary,LOWSEC,MALE,SKILL_MATH,66.15227
2011,SE_TOT_PRFL,Hungary,PRIMAR,BOTHSEX,SKILL_MATH,70.38942
2011,SE_TOT_PRFL,Hungary,PRIMAR,MALE,SKILL_MATH,70.13925
2011,SE_TOT_PRFL,Hungary,LOWSEC,BOTHSEX,SKILL_MATH,65.44757
2011,SE_TOT_PRFL,Hungary,LOWSEC,FEMALE,SKILL_MATH,64.71118
2011,SE_TOT_PRFL,Hungary,PRIMAR,MALE,SKILL_READ,93.6272
2011,SE_TOT_PRFL,Hungary,PRIMAR,BOTHSEX,SKILL_READ,94.641
2012,SE_TOT_PRFL,Hungary,LOWSEC,MALE,SKILL_READ,73.1
2012,SE_TOT_PRFL,Hungary,LOWSEC,BOTHSEX,SKILL_READ,80.27892
2012,SE_TOT_PRFL,Hungary,LOWSEC,FEMALE,SKILL_READ,86.97
2015,SE_TOT_PRFL,Hungary,LOWSEC,MALE,SKILL_READ,68.11465
2015,SE_TOT_PRFL,Hungary,LOWSEC,FEMALE,SKILL_READ,76.95121
2015,SE_TOT_PRFL,Hungary,LOWSEC,BOTHSEX,SKILL_READ,72.52249
2015,SE_TOT_PRFL,Hungary,LOWSEC,BOTHSEX,SKILL_MATH,66.86111
2015,SE_TOT_PRFL,Hungary,LOWSEC,MALE,SKILL_MATH,68.63867
2015,SE_TOT_PRFL,Hungary,PRIMAR,BOTHSEX,SKILL_MATH,74.91241
2015,SE_TOT_PRFL,Hungary,PRIMAR,FEMALE,SKILL_MATH,74.55678
2015,SE_TOT_PRFL,Hungary,PRIMAR,MALE,SKILL_MATH,75.25922
2015,SE_TOT_PRFL,Hungary,LOWSEC,FEMALE,SKILL_MATH,65.03739
2016,SE_TOT_PRFL,Hungary,PRIMAR,MALE,SKILL_READ,96.54117
2016,SE_TOT_PRFL,Hungary,PRIMAR,BOTHSEX,SKILL_READ,97.13811
2016,SE_TOT_PRFL,Hungary,PRIMAR,FEMALE,SKILL_READ,97.744
2018,SE_TOT_PRFL,Hungary,LOWSEC,FEMALE,SKILL_READ,79.45977
2018,SE_TOT_PRFL,Hungary,LOWSEC,MALE,SKILL_READ,69.90336
2018,SE_TOT_PRFL,Hungary,LOWSEC,BOTHSEX,SKILL_READ,74.72606
2019,SE_TOT_PRFL,Hungary,PRIMAR,BOTHSEX,SKILL_MATH,73.6384
2019,SE_TOT_PRFL,Hungary,PRIMAR,MALE,SKILL_MATH,75.46546
2019,SE_TOT_PRFL,Hungary,LOWSEC,BOTHSEX,SKILL_MATH,67.82932
2019,SE_TOT_PRFL,Hungary,LOWSEC,FEMALE,SKILL_MATH,65.97526
2019,SE_TOT_PRFL,Hungary,LOWSEC,MALE,SKILL_MATH,69.59356
2019,SE_TOT_PRFL,Hungary,PRIMAR,FEMALE,SKILL_MATH,71.66305
2000,SE_TOT_PRFL,Iceland,LOWSEC,FEMALE,SKILL_READ,91.96
2000,SE_TOT_PRFL,Iceland,LOWSEC,MALE,SKILL_MATH,86.66
2000,SE_TOT_PRFL,Iceland,LOWSEC,BOTHSEX,SKILL_READ,85.5
2000,SE_TOT_PRFL,Iceland,LOWSEC,FEMALE,SKILL_MATH,88.78
2000,SE_TOT_PRFL,Iceland,LOWSEC,BOTHSEX,SKILL_MATH,87.19275
2000,SE_TOT_PRFL,Iceland,LOWSEC,MALE,SKILL_READ,79.94
2001,SE_TOT_PRFL,Iceland,GRAD23,FEMALE,SKILL_READ,94.72924
2001,SE_TOT_PRFL,Iceland,GRAD23,BOTHSEX,SKILL_READ,92.13533
2001,SE_TOT_PRFL,Iceland,GRAD23,MALE,SKILL_READ,89.81849
2003,SE_TOT_PRFL,Iceland,LOWSEC,MALE,SKILL_READ,73.09
2003,SE_TOT_PRFL,Iceland,LOWSEC,BOTHSEX,SKILL_READ,81.50275
2003,SE_TOT_PRFL,Iceland,LOWSEC,MALE,SKILL_MATH,81.74
2003,SE_TOT_PRFL,Iceland,LOWSEC,BOTHSEX,SKILL_MATH,84.99815
2003,SE_TOT_PRFL,Iceland,LOWSEC,FEMALE,SKILL_MATH,88.47
2003,SE_TOT_PRFL,Iceland,LOWSEC,FEMALE,SKILL_READ,90.48
2006,SE_TOT_PRFL,Iceland,LOWSEC,MALE,SKILL_READ,71.72
2006,SE_TOT_PRFL,Iceland,LOWSEC,FEMALE,SKILL_READ,87.48
2006,SE_TOT_PRFL,Iceland,LOWSEC,FEMALE,SKILL_MATH,84.74
2006,SE_TOT_PRFL,Iceland,GRAD23,BOTHSEX,SKILL_READ,93.17114
2006,SE_TOT_PRFL,Iceland,LOWSEC,BOTHSEX,SKILL_MATH,83.18169
2006,SE_TOT_PRFL,Iceland,LOWSEC,MALE,SKILL_MATH,81.65
2006,SE_TOT_PRFL,Iceland,LOWSEC,BOTHSEX,SKILL_READ,79.53711
2006,SE_TOT_PRFL,Iceland,GRAD23,MALE,SKILL_READ,90.92284
2006,SE_TOT_PRFL,Iceland,GRAD23,FEMALE,SKILL_READ,95.59939
2009,SE_TOT_PRFL,Iceland,LOWSEC,BOTHSEX,SKILL_READ,83.1797
2009,SE_TOT_PRFL,Iceland,LOWSEC,MALE,SKILL_MATH,82.12
2009,SE_TOT_PRFL,Iceland,LOWSEC,BOTHSEX,SKILL_MATH,83.04626
2009,SE_TOT_PRFL,Iceland,LOWSEC,FEMALE,SKILL_MATH,83.96
2009,SE_TOT_PRFL,Iceland,LOWSEC,FEMALE,SKILL_READ,90.11
2009,SE_TOT_PRFL,Türkiye,LOWSEC,FEMALE,SKILL_READ,85.02
2009,SE_TOT_PRFL,Türkiye,LOWSEC,BOTHSEX,SKILL_READ,75.49418
2009,SE_TOT_PRFL,Türkiye,LOWSEC,MALE,SKILL_READ,66.56
2011,SE_TOT_PRFL,Türkiye,LOWSEC,MALE,SKILL_MATH,39.27701
2011,SE_TOT_PRFL,Türkiye,PRIMAR,BOTHSEX,SKILL_MATH,51.02146
2011,SE_TOT_PRFL,Türkiye,PRIMAR,MALE,SKILL_MATH,51.24732
2011,SE_TOT_PRFL,Türkiye,PRIMAR,FEMALE,SKILL_MATH,50.77845
2011,SE_TOT_PRFL,Türkiye,LOWSEC,FEMALE,SKILL_MATH,41.54576
2011,SE_TOT_PRFL,Türkiye,LOWSEC,BOTHSEX,SKILL_MATH,40.39901
2012,SE_TOT_PRFL,Türkiye,LOWSEC,MALE,SKILL_READ,69.1
2012,SE_TOT_PRFL,Türkiye,LOWSEC,BOTHSEX,SKILL_READ,78.36575
2012,SE_TOT_PRFL,Türkiye,LOWSEC,FEMALE,SKILL_READ,87.83
2015,SE_TOT_PRFL,Türkiye,LOWSEC,MALE,SKILL_READ,53.92574
2015,SE_TOT_PRFL,Türkiye,LOWSEC,BOTHSEX,SKILL_READ,60.02242
2018,SE_TOT_PRFL,Mexico,LOWSEC,FEMALE,SKILL_MATH,41.00605
2018,SE_TOT_PRFL,Mexico,LOWSEC,MALE,SKILL_MATH,46.7353
2018,SE_TOT_PRFL,Mexico,LOWSEC,FEMALE,SKILL_READ,58.30066
2019,SE_TOT_PRFL,Mexico,PRIMAR,BOTHSEX,SKILL_READ,41.7
2019,SE_TOT_PRFL,Mexico,GRAD23,FEMALE,SKILL_READ,64.38377
2019,SE_TOT_PRFL,Mexico,PRIMAR,MALE,SKILL_MATH,37.06964
2019,SE_TOT_PRFL,Mexico,PRIMAR,BOTHSEX,SKILL_MATH,38.0
2015,SE_TOT_PRFL,Türkiye,LOWSEC,BOTHSEX,SKILL_MATH,42.38519
2015,SE_TOT_PRFL,Türkiye,LOWSEC,FEMALE,SKILL_MATH,43.49121
2015,SE_TOT_PRFL,Türkiye,LOWSEC,FEMALE,SKILL_READ,66.1306
2015,SE_TOT_PRFL,Türkiye,PRIMAR,FEMALE,SKILL_MATH,56.37688
2015,SE_TOT_PRFL,Türkiye,PRIMAR,MALE,SKILL_MATH,57.78831
2015,SE_TOT_PRFL,Türkiye,PRIMAR,BOTHSEX,SKILL_MATH,57.09063
2015,SE_TOT_PRFL,Türkiye,LOWSEC,MALE,SKILL_MATH,41.47503
2006,SE_TOT_PRFL,Azerbaijan,LOWSEC,BOTHSEX,SKILL_MATH,89.4645
2006,SE_TOT_PRFL,Azerbaijan,LOWSEC,FEMALE,SKILL_READ,24.88
2009,SE_TOT_PRFL,Azerbaijan,LOWSEC,MALE,SKILL_READ,22.49
2009,SE_TOT_PRFL,Azerbaijan,LOWSEC,FEMALE,SKILL_READ,32.16
2009,SE_TOT_PRFL,Azerbaijan,LOWSEC,BOTHSEX,SKILL_MATH,54.72519
2009,SE_TOT_PRFL,Azerbaijan,LOWSEC,FEMALE,SKILL_MATH,51.39
2009,SE_TOT_PRFL,Azerbaijan,LOWSEC,BOTHSEX,SKILL_READ,27.21145
2009,SE_TOT_PRFL,Azerbaijan,LOWSEC,MALE,SKILL_MATH,57.9
2011,SE_TOT_PRFL,Azerbaijan,PRIMAR,FEMALE,SKILL_READ,84.08595
2011,SE_TOT_PRFL,Azerbaijan,PRIMAR,BOTHSEX,SKILL_READ,81.85957
2011,SE_TOT_PRFL,Azerbaijan,PRIMAR,BOTHSEX,SKILL_MATH,46.41994
2011,SE_TOT_PRFL,Azerbaijan,PRIMAR,MALE,SKILL_READ,79.86655
2016,SE_TOT_PRFL,Azerbaijan,PRIMAR,BOTHSEX,SKILL_READ,80.78633
2016,SE_TOT_PRFL,Azerbaijan,PRIMAR,FEMALE,SKILL_READ,83.53725
2016,SE_TOT_PRFL,Azerbaijan,PRIMAR,MALE,SKILL_READ,78.49785
2019,SE_TOT_PRFL,Azerbaijan,PRIMAR,BOTHSEX,SKILL_MATH,71.74673
2019,SE_TOT_PRFL,Azerbaijan,PRIMAR,MALE,SKILL_MATH,72.52979
2019,SE_TOT_PRFL,Azerbaijan,PRIMAR,FEMALE,SKILL_MATH,74.16929
2000,SE_TOT_PRFL,Australia,LOWSEC,BOTHSEX,SKILL_MATH,89.67317
2000,SE_TOT_PRFL,Australia,LOWSEC,FEMALE,SKILL_MATH,88.85
2000,SE_TOT_PRFL,Australia,LOWSEC,MALE,SKILL_MATH,90.69
2018,SE_TOT_PRFL,Türkiye,LOWSEC,BOTHSEX,SKILL_READ,73.86774
2018,SE_TOT_PRFL,Türkiye,LOWSEC,MALE,SKILL_READ,68.42978
2018,SE_TOT_PRFL,Türkiye,LOWSEC,FEMALE,SKILL_READ,79.40005
2019,SE_TOT_PRFL,Türkiye,LOWSEC,BOTHSEX,SKILL_MATH,56.35907
2019,SE_TOT_PRFL,Türkiye,LOWSEC,MALE,SKILL_MATH,53.67237
2019,SE_TOT_PRFL,Türkiye,PRIMAR,BOTHSEX,SKILL_MATH,70.42284
2019,SE_TOT_PRFL,Türkiye,PRIMAR,MALE,SKILL_MATH,70.62878
2019,SE_TOT_PRFL,Türkiye,PRIMAR,FEMALE,SKILL_MATH,70.35872
2019,SE_TOT_PRFL,Türkiye,LOWSEC,FEMALE,SKILL_MATH,58.9857
2007,SE_TOT_PRFL,Ukraine,PRIMAR,BOTHSEX,SKILL_MATH,50.17306
2007,SE_TOT_PRFL,Ukraine,PRIMAR,MALE,SKILL_MATH,50.8602
2007,SE_TOT_PRFL,Ukraine,PRIMAR,FEMALE,SKILL_MATH,49.43602
2018,SE_TOT_PRFL,Ukraine,LOWSEC,FEMALE,SKILL_READ,81.13622
2018,SE_TOT_PRFL,Ukraine,LOWSEC,BOTHSEX,SKILL_MATH,64.07934
2000,SE_TOT_PRFL,Australia,LOWSEC,BOTHSEX,SKILL_READ,87.6
2000,SE_TOT_PRFL,Australia,LOWSEC,MALE,SKILL_READ,84.02
2000,SE_TOT_PRFL,Australia,LOWSEC,FEMALE,SKILL_READ,91.64
2003,SE_TOT_PRFL,Australia,LOWSEC,BOTHSEX,SKILL_READ,88.15696
2003,SE_TOT_PRFL,Australia,PRIMAR,BOTHSEX,SKILL_MATH,64.86305
2003,SE_TOT_PRFL,Australia,PRIMAR,MALE,SKILL_MATH,68.09821
2003,SE_TOT_PRFL,Australia,LOWSEC,MALE,SKILL_MATH,85.09
2003,SE_TOT_PRFL,Australia,GRAD23,BOTHSEX,SKILL_MATH,63.75372
2003,SE_TOT_PRFL,Australia,LOWSEC,FEMALE,SKILL_READ,92.94
2003,SE_TOT_PRFL,Australia,LOWSEC,MALE,SKILL_READ,83.53
2003,SE_TOT_PRFL,Australia,PRIMAR,FEMALE,SKILL_MATH,62.65826
2003,SE_TOT_PRFL,Australia,LOWSEC,FEMALE,SKILL_MATH,86.24
2003,SE_TOT_PRFL,Australia,LOWSEC,BOTHSEX,SKILL_MATH,85.6574
2003,SE_TOT_PRFL,Australia,GRAD23,MALE,SKILL_MATH,64.38044
2003,SE_TOT_PRFL,Australia,GRAD23,FEMALE,SKILL_MATH,63.08257
2006,SE_TOT_PRFL,Australia,LOWSEC,BOTHSEX,SKILL_MATH,87.03281
