Year,SeriesCode,Страна ,Value
2000,SH_ACS_UNHC,Albania,43
2005,SH_ACS_UNHC,Albania,52
2010,SH_ACS_UNHC,Albania,57
2015,SH_ACS_UNHC,Albania,61
2017,SH_ACS_UNHC,Albania,61
2019,SH_ACS_UNHC,Albania,64
2021,SH_ACS_UNHC,Albania,64
2000,SH_ACS_UNHC,Azerbaijan,42
2005,SH_ACS_UNHC,Azerbaijan,38
2010,SH_ACS_UNHC,Azerbaijan,51
2015,SH_ACS_UNHC,Azerbaijan,62
2017,SH_ACS_UNHC,Azerbaijan,64
2019,SH_ACS_UNHC,Azerbaijan,67
2021,SH_ACS_UNHC,Azerbaijan,66
2000,SH_ACS_UNHC,Australia,81
2005,SH_ACS_UNHC,Australia,83
2010,SH_ACS_UNHC,Australia,84
2015,SH_ACS_UNHC,Australia,87
2017,SH_ACS_UNHC,Australia,87
2019,SH_ACS_UNHC,Australia,87
2021,SH_ACS_UNHC,Australia,87
2000,SH_ACS_UNHC,Austria,70
2005,SH_ACS_UNHC,Austria,77
2010,SH_ACS_UNHC,Austria,81
2015,SH_ACS_UNHC,Austria,84
2017,SH_ACS_UNHC,Austria,84
2019,SH_ACS_UNHC,Austria,84
2021,SH_ACS_UNHC,Austria,85
2000,SH_ACS_UNHC,Armenia,44
2005,SH_ACS_UNHC,Armenia,51
2010,SH_ACS_UNHC,Armenia,60
2015,SH_ACS_UNHC,Armenia,67
2017,SH_ACS_UNHC,Armenia,69
2019,SH_ACS_UNHC,Armenia,70
2021,SH_ACS_UNHC,Armenia,68
2000,SH_ACS_UNHC,Belgium,77
2005,SH_ACS_UNHC,Belgium,81
2010,SH_ACS_UNHC,Belgium,83
2015,SH_ACS_UNHC,Belgium,86
2017,SH_ACS_UNHC,Belgium,87
2019,SH_ACS_UNHC,Belgium,87
2021,SH_ACS_UNHC,Belgium,86
2000,SH_ACS_UNHC,Bosnia and Herzegovina,44
2005,SH_ACS_UNHC,Bosnia and Herzegovina,61
2010,SH_ACS_UNHC,Bosnia and Herzegovina,62
2015,SH_ACS_UNHC,Bosnia and Herzegovina,68
2017,SH_ACS_UNHC,Bosnia and Herzegovina,70
2019,SH_ACS_UNHC,Bosnia and Herzegovina,67
2021,SH_ACS_UNHC,Bosnia and Herzegovina,66
2000,SH_ACS_UNHC,Bulgaria,56
2005,SH_ACS_UNHC,Bulgaria,61
2010,SH_ACS_UNHC,Bulgaria,65
2015,SH_ACS_UNHC,Bulgaria,70
2017,SH_ACS_UNHC,Bulgaria,72
2019,SH_ACS_UNHC,Bulgaria,76
2021,SH_ACS_UNHC,Bulgaria,73
2000,SH_ACS_UNHC,Belarus,53
2005,SH_ACS_UNHC,Belarus,59
2010,SH_ACS_UNHC,Belarus,70
2015,SH_ACS_UNHC,Belarus,76
2017,SH_ACS_UNHC,Belarus,78
2019,SH_ACS_UNHC,Belarus,81
2021,SH_ACS_UNHC,Belarus,79
2000,SH_ACS_UNHC,Canada,74
2005,SH_ACS_UNHC,Canada,79
2010,SH_ACS_UNHC,Canada,83
2015,SH_ACS_UNHC,Canada,90
2017,SH_ACS_UNHC,Canada,90
2019,SH_ACS_UNHC,Canada,91
2021,SH_ACS_UNHC,Canada,91
2000,SH_ACS_UNHC,Chile,65
2005,SH_ACS_UNHC,Chile,74
2010,SH_ACS_UNHC,Chile,77
2015,SH_ACS_UNHC,Chile,79
2017,SH_ACS_UNHC,Chile,82
2019,SH_ACS_UNHC,Chile,82
2021,SH_ACS_UNHC,Chile,82
2000,SH_ACS_UNHC,China,47
2005,SH_ACS_UNHC,China,57
2010,SH_ACS_UNHC,China,66
2015,SH_ACS_UNHC,China,76
2017,SH_ACS_UNHC,China,79
2019,SH_ACS_UNHC,China,81
2021,SH_ACS_UNHC,China,81
2000,SH_ACS_UNHC,Colombia,52
2005,SH_ACS_UNHC,Colombia,63
2010,SH_ACS_UNHC,Colombia,68
2015,SH_ACS_UNHC,Colombia,78
2017,SH_ACS_UNHC,Colombia,80
2019,SH_ACS_UNHC,Colombia,80
2021,SH_ACS_UNHC,Colombia,80
