Year,SeriesCode,Страна ,Value
2001,AG_XPD_AGSGB,Slovakia,4.28
2002,AG_XPD_AGSGB,Slovakia,2.63
2003,AG_XPD_AGSGB,Slovakia,2.57
2004,AG_XPD_AGSGB,Slovakia,2.83
2005,AG_XPD_AGSGB,Slovakia,3.59
2006,AG_XPD_AGSGB,Slovakia,3.25
2007,AG_XPD_AGSGB,Slovakia,3.23
2008,AG_XPD_AGSGB,Slovakia,3.49
2009,AG_XPD_AGSGB,Slovakia,4.08
2010,AG_XPD_AGSGB,Slovakia,3.85
2011,AG_XPD_AGSGB,Slovakia,3.67
2012,AG_XPD_AGSGB,Slovakia,0.8
2013,AG_XPD_AGSGB,Slovakia,0.84
2014,AG_XPD_AGSGB,Slovakia,0.77
2015,AG_XPD_AGSGB,Slovakia,0.86
2016,AG_XPD_AGSGB,Slovakia,0.6
2017,AG_XPD_AGSGB,Slovakia,0.56
2018,AG_XPD_AGSGB,Slovakia,0.54
2019,AG_XPD_AGSGB,Slovakia,0.62
2020,AG_XPD_AGSGB,Slovakia,0.65
2021,AG_XPD_AGSGB,Slovakia,0.61
2001,AG_XPD_AGSGB,Viet Nam,4.17
2002,AG_XPD_AGSGB,Viet Nam,4.24
2003,AG_XPD_AGSGB,Viet Nam,4.41
2004,AG_XPD_AGSGB,Viet Nam,4.7
2005,AG_XPD_AGSGB,Viet Nam,4.71
2006,AG_XPD_AGSGB,Viet Nam,3.48
2007,AG_XPD_AGSGB,Viet Nam,3.62
2008,AG_XPD_AGSGB,Viet Nam,3.44
2009,AG_XPD_AGSGB,Viet Nam,5.5
2010,AG_XPD_AGSGB,Viet Nam,5.04
2011,AG_XPD_AGSGB,Viet Nam,5.73
2012,AG_XPD_AGSGB,Viet Nam,5.34
2013,AG_XPD_AGSGB,Viet Nam,5.58
2014,AG_XPD_AGSGB,Viet Nam,5.26
2015,AG_XPD_AGSGB,Viet Nam,5.07
2016,AG_XPD_AGSGB,Viet Nam,4.97
2017,AG_XPD_AGSGB,Viet Nam,4.24
2018,AG_XPD_AGSGB,Viet Nam,4.84
2019,AG_XPD_AGSGB,Viet Nam,5.2
2020,AG_XPD_AGSGB,Viet Nam,5.03
2021,AG_XPD_AGSGB,Viet Nam,4.16
2001,AG_XPD_AGSGB,Slovenia,2.08
2001,AG_XPD_AGSGB,Chile,1.68
2002,AG_XPD_AGSGB,Chile,1.67
2003,AG_XPD_AGSGB,Chile,1.81
2004,AG_XPD_AGSGB,Chile,1.72
2005,AG_XPD_AGSGB,Chile,1.78
2006,AG_XPD_AGSGB,Chile,1.71
2007,AG_XPD_AGSGB,Chile,1.76
2008,AG_XPD_AGSGB,Chile,1.81
2009,AG_XPD_AGSGB,Chile,1.76
2010,AG_XPD_AGSGB,Chile,1.59
2011,AG_XPD_AGSGB,Chile,1.57
2012,AG_XPD_AGSGB,Chile,1.54
2002,AG_XPD_AGSGB,Slovenia,2.25
2003,AG_XPD_AGSGB,Slovenia,2.39
2004,AG_XPD_AGSGB,Slovenia,2.01
2005,AG_XPD_AGSGB,Slovenia,1.51
2006,AG_XPD_AGSGB,Slovenia,1.63
2007,AG_XPD_AGSGB,Slovenia,1.54
2008,AG_XPD_AGSGB,Slovenia,1.65
2009,AG_XPD_AGSGB,Slovenia,1.41
2010,AG_XPD_AGSGB,Slovenia,1.04
2011,AG_XPD_AGSGB,Slovenia,1.03
2012,AG_XPD_AGSGB,Slovenia,1.17
2013,AG_XPD_AGSGB,Slovenia,1.02
2013,AG_XPD_AGSGB,Chile,1.55
2014,AG_XPD_AGSGB,Chile,1.54
2015,AG_XPD_AGSGB,Chile,1.53
2016,AG_XPD_AGSGB,Chile,1.57
2017,AG_XPD_AGSGB,Chile,1.5
2018,AG_XPD_AGSGB,Chile,1.38
2019,AG_XPD_AGSGB,Chile,1.36
2020,AG_XPD_AGSGB,Chile,1.18
2021,AG_XPD_AGSGB,Chile,1.04
2001,AG_XPD_AGSGB,China,8.14
2002,AG_XPD_AGSGB,China,8.08
2003,AG_XPD_AGSGB,China,8.1
2014,AG_XPD_AGSGB,Slovenia,0.95
2015,AG_XPD_AGSGB,Slovenia,1.21
2016,AG_XPD_AGSGB,Slovenia,1.01
2017,AG_XPD_AGSGB,Slovenia,1.08
2018,AG_XPD_AGSGB,Slovenia,1.14
2019,AG_XPD_AGSGB,Slovenia,1.26
2020,AG_XPD_AGSGB,Slovenia,1.13
2021,AG_XPD_AGSGB,Slovenia,1.09
2001,AG_XPD_AGSGB,Spain,1.68
2002,AG_XPD_AGSGB,Spain,1.59
2003,AG_XPD_AGSGB,Spain,1.59
2004,AG_XPD_AGSGB,Spain,1.6
2005,AG_XPD_AGSGB,Spain,1.6
2006,AG_XPD_AGSGB,Spain,1.54
2007,AG_XPD_AGSGB,Spain,1.54
2008,AG_XPD_AGSGB,Spain,1.51
2009,AG_XPD_AGSGB,Spain,1.22
2010,AG_XPD_AGSGB,Spain,1.1
2011,AG_XPD_AGSGB,Spain,1.0
2012,AG_XPD_AGSGB,Spain,0.82
2013,AG_XPD_AGSGB,Spain,0.87
2014,AG_XPD_AGSGB,Spain,0.81
2015,AG_XPD_AGSGB,Spain,0.87
2016,AG_XPD_AGSGB,Spain,0.71
2004,AG_XPD_AGSGB,China,8.3
2005,AG_XPD_AGSGB,China,8.58
2006,AG_XPD_AGSGB,China,8.86
2007,AG_XPD_AGSGB,China,6.84
2008,AG_XPD_AGSGB,China,7.26
2009,AG_XPD_AGSGB,China,8.81
2010,AG_XPD_AGSGB,China,9.05
2011,AG_XPD_AGSGB,China,9.1
2012,AG_XPD_AGSGB,China,9.51
2013,AG_XPD_AGSGB,China,9.52
2014,AG_XPD_AGSGB,China,9.34
2015,AG_XPD_AGSGB,China,9.88
2016,AG_XPD_AGSGB,China,9.9
2017,AG_XPD_AGSGB,China,9.4
2018,AG_XPD_AGSGB,China,9.55
2019,AG_XPD_AGSGB,China,9.57
2020,AG_XPD_AGSGB,China,9.75
2021,AG_XPD_AGSGB,China,8.99
2009,AG_XPD_AGSGB,Colombia,0.84
2010,AG_XPD_AGSGB,Colombia,1.01
2011,AG_XPD_AGSGB,Colombia,0.69
2012,AG_XPD_AGSGB,Colombia,1.23
2013,AG_XPD_AGSGB,Colombia,0.89
2014,AG_XPD_AGSGB,Colombia,0.95
2015,AG_XPD_AGSGB,Colombia,0.97
2016,AG_XPD_AGSGB,Colombia,0.83
2017,AG_XPD_AGSGB,Colombia,0.79
2018,AG_XPD_AGSGB,Colombia,0.68
2017,AG_XPD_AGSGB,Spain,0.74
2018,AG_XPD_AGSGB,Spain,0.79
2019,AG_XPD_AGSGB,Spain,0.83
2020,AG_XPD_AGSGB,Spain,0.77
2021,AG_XPD_AGSGB,Spain,0.78
2001,AG_XPD_AGSGB,Sweden,0.33
2002,AG_XPD_AGSGB,Sweden,0.37
2003,AG_XPD_AGSGB,Sweden,0.36
2004,AG_XPD_AGSGB,Sweden,0.32
2005,AG_XPD_AGSGB,Sweden,0.43
2006,AG_XPD_AGSGB,Sweden,0.38
2007,AG_XPD_AGSGB,Sweden,0.32
2001,AG_XPD_AGSGB,Albania,2.93
2002,AG_XPD_AGSGB,Albania,3.72
2003,AG_XPD_AGSGB,Albania,2.46
2004,AG_XPD_AGSGB,Albania,2.12
2005,AG_XPD_AGSGB,Albania,2.14
2006,AG_XPD_AGSGB,Albania,2.16
2007,AG_XPD_AGSGB,Albania,2.16
2008,AG_XPD_AGSGB,Albania,1.65
2009,AG_XPD_AGSGB,Albania,1.65
2010,AG_XPD_AGSGB,Albania,1.69
2011,AG_XPD_AGSGB,Albania,1.66
2012,AG_XPD_AGSGB,Albania,1.57
2008,AG_XPD_AGSGB,Sweden,0.37
2009,AG_XPD_AGSGB,Sweden,0.36
2010,AG_XPD_AGSGB,Sweden,0.36
2011,AG_XPD_AGSGB,Sweden,0.34
2012,AG_XPD_AGSGB,Sweden,0.33
2013,AG_XPD_AGSGB,Sweden,0.32
2014,AG_XPD_AGSGB,Sweden,0.31
2015,AG_XPD_AGSGB,Sweden,0.27
2016,AG_XPD_AGSGB,Sweden,0.27
2017,AG_XPD_AGSGB,Sweden,0.26
2018,AG_XPD_AGSGB,Sweden,0.3
2019,AG_XPD_AGSGB,Sweden,0.29
2020,AG_XPD_AGSGB,Sweden,0.23
2021,AG_XPD_AGSGB,Sweden,0.27
2001,AG_XPD_AGSGB,Switzerland,3.23
2002,AG_XPD_AGSGB,Switzerland,3.02
2003,AG_XPD_AGSGB,Switzerland,2.99
2004,AG_XPD_AGSGB,Switzerland,2.87
2005,AG_XPD_AGSGB,Switzerland,2.77
2006,AG_XPD_AGSGB,Switzerland,2.76
2007,AG_XPD_AGSGB,Switzerland,2.69
2008,AG_XPD_AGSGB,Switzerland,2.45
2009,AG_XPD_AGSGB,Switzerland,2.44
2010,AG_XPD_AGSGB,Switzerland,2.36
2019,AG_XPD_AGSGB,Colombia,0.72
2020,AG_XPD_AGSGB,Colombia,0.73
2021,AG_XPD_AGSGB,Colombia,0.66
2001,AG_XPD_AGSGB,Costa Rica,2.52
2002,AG_XPD_AGSGB,Costa Rica,2.13
2003,AG_XPD_AGSGB,Costa Rica,2.42
2004,AG_XPD_AGSGB,Costa Rica,1.72
2005,AG_XPD_AGSGB,Costa Rica,2.37
2006,AG_XPD_AGSGB,Costa Rica,2.93
2007,AG_XPD_AGSGB,Costa Rica,3.83
2008,AG_XPD_AGSGB,Costa Rica,4.36
2009,AG_XPD_AGSGB,Costa Rica,4.54
2011,AG_XPD_AGSGB,Switzerland,2.34
2012,AG_XPD_AGSGB,Switzerland,2.32
2013,AG_XPD_AGSGB,Switzerland,2.22
2014,AG_XPD_AGSGB,Switzerland,2.23
