Year,SeriesCode,Страна ,Sex,Value
2005,SH_STA_SCIDE,Hungary,FEMALE,11.6
2005,SH_STA_SCIDE,Hungary,MALE,42.8
2010,SH_STA_SCIDE,Hungary,BOTHSEX,25.5
2010,SH_STA_SCIDE,Hungary,FEMALE,11.0
2010,SH_STA_SCIDE,Hungary,MALE,41.6
2015,SH_STA_SCIDE,Hungary,BOTHSEX,19.9
2015,SH_STA_SCIDE,Hungary,FEMALE,9.9
2015,SH_STA_SCIDE,Hungary,MALE,31.0
2019,SH_STA_SCIDE,Hungary,MALE,25.9
2019,SH_STA_SCIDE,Hungary,BOTHSEX,16.6
2019,SH_STA_SCIDE,Hungary,FEMALE,8.3
2000,SH_STA_SCIDE,Iceland,BOTHSEX,13.1
2000,SH_STA_SCIDE,Iceland,FEMALE,6.3
2000,SH_STA_SCIDE,Iceland,MALE,19.8
2005,SH_STA_SCIDE,Iceland,BOTHSEX,11.8
2005,SH_STA_SCIDE,Iceland,FEMALE,8.3
2005,SH_STA_SCIDE,Iceland,MALE,15.4
2010,SH_STA_SCIDE,Iceland,BOTHSEX,12.8
2010,SH_STA_SCIDE,Iceland,FEMALE,5.7
2010,SH_STA_SCIDE,Iceland,MALE,19.7
2015,SH_STA_SCIDE,Iceland,MALE,22.5
2015,SH_STA_SCIDE,Iceland,BOTHSEX,14.3
2015,SH_STA_SCIDE,Iceland,FEMALE,5.9
2019,SH_STA_SCIDE,Iceland,BOTHSEX,11.9
2019,SH_STA_SCIDE,Iceland,FEMALE,3.9
2019,SH_STA_SCIDE,Iceland,MALE,19.8
2000,SH_STA_SCIDE,India,MALE,17.5
2000,SH_STA_SCIDE,India,FEMALE,16.4
2000,SH_STA_SCIDE,India,BOTHSEX,17.0
2005,SH_STA_SCIDE,India,BOTHSEX,15.5
2005,SH_STA_SCIDE,India,FEMALE,13.7
2005,SH_STA_SCIDE,India,MALE,17.1
2010,SH_STA_SCIDE,India,MALE,16.3
2010,SH_STA_SCIDE,India,BOTHSEX,14.6
2010,SH_STA_SCIDE,India,FEMALE,12.9
2015,SH_STA_SCIDE,India,BOTHSEX,12.3
2015,SH_STA_SCIDE,India,FEMALE,10.8
2015,SH_STA_SCIDE,India,MALE,13.7
2019,SH_STA_SCIDE,India,BOTHSEX,12.7
2019,SH_STA_SCIDE,India,FEMALE,11.1
2019,SH_STA_SCIDE,India,MALE,14.1
2000,SH_STA_SCIDE,Ireland,BOTHSEX,12.7
2000,SH_STA_SCIDE,Ireland,FEMALE,4.8
2000,SH_STA_SCIDE,Ireland,MALE,20.7
2005,SH_STA_SCIDE,Ireland,MALE,18.6
2005,SH_STA_SCIDE,Ireland,FEMALE,5.1
2005,SH_STA_SCIDE,Ireland,BOTHSEX,11.8
2010,SH_STA_SCIDE,Ireland,BOTHSEX,11.9
2010,SH_STA_SCIDE,Ireland,FEMALE,5.4
2010,SH_STA_SCIDE,Ireland,MALE,18.5
2015,SH_STA_SCIDE,Ireland,BOTHSEX,9.3
2015,SH_STA_SCIDE,Ireland,FEMALE,4.0
2015,SH_STA_SCIDE,Ireland,MALE,14.7
2019,SH_STA_SCIDE,Ireland,BOTHSEX,9.6
2019,SH_STA_SCIDE,Ireland,FEMALE,3.9
2019,SH_STA_SCIDE,Ireland,MALE,15.4
2000,SH_STA_SCIDE,Israel,BOTHSEX,6.8
2000,SH_STA_SCIDE,Israel,FEMALE,2.9
2000,SH_STA_SCIDE,Israel,MALE,10.7
2005,SH_STA_SCIDE,Israel,BOTHSEX,6.7
2005,SH_STA_SCIDE,Israel,FEMALE,3.8
2005,SH_STA_SCIDE,Israel,MALE,9.8
2010,SH_STA_SCIDE,Israel,FEMALE,2.5
2010,SH_STA_SCIDE,Israel,MALE,11.0
2010,SH_STA_SCIDE,Israel,BOTHSEX,6.7
2015,SH_STA_SCIDE,Israel,BOTHSEX,4.5
2015,SH_STA_SCIDE,Israel,FEMALE,2.1
2015,SH_STA_SCIDE,Israel,MALE,7.1
2019,SH_STA_SCIDE,Israel,BOTHSEX,5.3
2019,SH_STA_SCIDE,Israel,FEMALE,2.3
2019,SH_STA_SCIDE,Israel,MALE,8.3
2000,SH_STA_SCIDE,Italy,BOTHSEX,7.5
2000,SH_STA_SCIDE,Italy,FEMALE,3.9
2000,SH_STA_SCIDE,Italy,MALE,11.4
2005,SH_STA_SCIDE,Italy,MALE,10.1
2005,SH_STA_SCIDE,Italy,BOTHSEX,6.7
2005,SH_STA_SCIDE,Italy,FEMALE,3.5
2010,SH_STA_SCIDE,Italy,FEMALE,3.2
2010,SH_STA_SCIDE,Italy,BOTHSEX,6.9
2010,SH_STA_SCIDE,Italy,MALE,10.8
2015,SH_STA_SCIDE,Italy,BOTHSEX,7.1
2015,SH_STA_SCIDE,Italy,FEMALE,3.6
2015,SH_STA_SCIDE,Italy,MALE,10.9
2019,SH_STA_SCIDE,Italy,BOTHSEX,6.7
2019,SH_STA_SCIDE,Italy,FEMALE,3.5
2019,SH_STA_SCIDE,Italy,MALE,10.1
2000,SH_STA_SCIDE,Japan,FEMALE,13.6
2000,SH_STA_SCIDE,Japan,MALE,34.6
2000,SH_STA_SCIDE,Japan,BOTHSEX,23.9
2005,SH_STA_SCIDE,Japan,BOTHSEX,24.3
2005,SH_STA_SCIDE,Japan,FEMALE,13.2
2005,SH_STA_SCIDE,Japan,MALE,35.9
2010,SH_STA_SCIDE,Japan,BOTHSEX,24.1
2010,SH_STA_SCIDE,Japan,FEMALE,13.8
2010,SH_STA_SCIDE,Japan,MALE,34.9
2015,SH_STA_SCIDE,Japan,FEMALE,11.4
2015,SH_STA_SCIDE,Japan,MALE,27.2
2015,SH_STA_SCIDE,Japan,BOTHSEX,19.1
2019,SH_STA_SCIDE,Japan,MALE,21.8
2019,SH_STA_SCIDE,Japan,BOTHSEX,15.3
2019,SH_STA_SCIDE,Japan,FEMALE,9.2
2000,SH_STA_SCIDE,Казахстан,BOTHSEX,38.7
2000,SH_STA_SCIDE,Казахстан,FEMALE,11.5
2000,SH_STA_SCIDE,Казахстан,MALE,68.1
2005,SH_STA_SCIDE,Казахстан,BOTHSEX,39.2
2005,SH_STA_SCIDE,Казахстан,FEMALE,12.3
2005,SH_STA_SCIDE,Казахстан,MALE,68.2
