Year,SeriesCode,Страна ,Education level,Type of skill,Value
2012,SE_TOT_SESPI,Germany,LOWSEC,SKILL_READ,0.76668
2012,SE_TOT_SESPI,Germany,LOWSEC,SKILL_MATH,0.69128
2015,SE_TOT_SESPI,Germany,PRIMAR,SKILL_MATH,0.67866
2015,SE_TOT_SESPI,Germany,LOWSEC,SKILL_MATH,0.75515
2015,SE_TOT_SESPI,Germany,LOWSEC,SKILL_READ,0.79995
2016,SE_TOT_SESPI,Germany,PRIMAR,SKILL_READ,0.81756
2018,SE_TOT_SESPI,Germany,LOWSEC,SKILL_READ,0.705
2018,SE_TOT_SESPI,Germany,LOWSEC,SKILL_MATH,0.68252
2019,SE_TOT_SESPI,Germany,PRIMAR,SKILL_MATH,0.5206
2000,SE_TOT_SESPI,Greece,LOWSEC,SKILL_READ,0.68283
2000,SE_TOT_SESPI,Greece,LOWSEC,SKILL_MATH,0.50983
2001,SE_TOT_SESPI,Greece,PRIMAR,SKILL_READ,0.95322
2003,SE_TOT_SESPI,Greece,LOWSEC,SKILL_MATH,0.48128
2003,SE_TOT_SESPI,Greece,LOWSEC,SKILL_READ,0.6766
2006,SE_TOT_SESPI,Greece,LOWSEC,SKILL_READ,0.6309
2006,SE_TOT_SESPI,Greece,LOWSEC,SKILL_MATH,0.5089
2009,SE_TOT_SESPI,Greece,LOWSEC,SKILL_MATH,0.59668
2009,SE_TOT_SESPI,Greece,LOWSEC,SKILL_READ,0.6695
2012,SE_TOT_SESPI,Greece,LOWSEC,SKILL_READ,0.68064
2012,SE_TOT_SESPI,Greece,LOWSEC,SKILL_MATH,0.52051
2015,SE_TOT_SESPI,Greece,LOWSEC,SKILL_MATH,0.60008
2015,SE_TOT_SESPI,Greece,LOWSEC,SKILL_READ,0.63769
2018,SE_TOT_SESPI,Greece,LOWSEC,SKILL_READ,0.63257
2018,SE_TOT_SESPI,Greece,LOWSEC,SKILL_MATH,0.57279
2000,SE_TOT_SESPI,Hungary,LOWSEC,SKILL_READ,0.54199
2001,SE_TOT_SESPI,Hungary,PRIMAR,SKILL_READ,0.96317
2003,SE_TOT_SESPI,Hungary,LOWSEC,SKILL_READ,0.60329
2003,SE_TOT_SESPI,Hungary,PRIMAR,SKILL_MATH,0.7844
2003,SE_TOT_SESPI,Hungary,LOWSEC,SKILL_MATH,0.76782
2006,SE_TOT_SESPI,Hungary,LOWSEC,SKILL_READ,0.59983
2006,SE_TOT_SESPI,Hungary,PRIMAR,SKILL_READ,0.92399
2007,SE_TOT_SESPI,Hungary,LOWSEC,SKILL_MATH,0.67982
2007,SE_TOT_SESPI,Hungary,PRIMAR,SKILL_MATH,0.58794
2009,SE_TOT_SESPI,Hungary,LOWSEC,SKILL_READ,0.59894
2011,SE_TOT_SESPI,Hungary,PRIMAR,SKILL_MATH,0.6002
2011,SE_TOT_SESPI,Hungary,LOWSEC,SKILL_MATH,0.5147
2011,SE_TOT_SESPI,Hungary,PRIMAR,SKILL_READ,0.88068
2012,SE_TOT_SESPI,Hungary,LOWSEC,SKILL_READ,0.60651
2015,SE_TOT_SESPI,Hungary,LOWSEC,SKILL_READ,0.55173
2015,SE_TOT_SESPI,Hungary,LOWSEC,SKILL_MATH,0.52673
2015,SE_TOT_SESPI,Hungary,PRIMAR,SKILL_MATH,0.59845
2016,SE_TOT_SESPI,Hungary,PRIMAR,SKILL_READ,0.93555
2018,SE_TOT_SESPI,Hungary,LOWSEC,SKILL_READ,0.58132
2019,SE_TOT_SESPI,Hungary,PRIMAR,SKILL_MATH,0.48292
2019,SE_TOT_SESPI,Hungary,LOWSEC,SKILL_MATH,0.42186
2000,SE_TOT_SESPI,Iceland,LOWSEC,SKILL_MATH,0.86593
2000,SE_TOT_SESPI,Iceland,LOWSEC,SKILL_READ,0.85946
2001,SE_TOT_SESPI,Iceland,GRAD23,SKILL_READ,1.06839
2003,SE_TOT_SESPI,Iceland,LOWSEC,SKILL_MATH,0.82745
2003,SE_TOT_SESPI,Iceland,LOWSEC,SKILL_READ,0.85186
2006,SE_TOT_SESPI,Iceland,LOWSEC,SKILL_READ,0.79961
2006,SE_TOT_SESPI,Iceland,LOWSEC,SKILL_MATH,0.78843
2006,SE_TOT_SESPI,Iceland,GRAD23,SKILL_READ,0.94164
2009,SE_TOT_SESPI,Iceland,LOWSEC,SKILL_MATH,0.79746
2009,SE_TOT_SESPI,Iceland,LOWSEC,SKILL_READ,0.8372
2012,SE_TOT_SESPI,Iceland,LOWSEC,SKILL_READ,0.78555
2012,SE_TOT_SESPI,Iceland,LOWSEC,SKILL_MATH,0.75299
2015,SE_TOT_SESPI,Iceland,LOWSEC,SKILL_MATH,0.77992
2015,SE_TOT_SESPI,Iceland,LOWSEC,SKILL_READ,0.82258
2018,SE_TOT_SESPI,Iceland,LOWSEC,SKILL_READ,0.7323
2018,SE_TOT_SESPI,Iceland,LOWSEC,SKILL_MATH,0.76399
2000,SE_TOT_SESPI,Ireland,LOWSEC,SKILL_MATH,0.766
2000,SE_TOT_SESPI,Ireland,LOWSEC,SKILL_READ,0.84724
2003,SE_TOT_SESPI,Ireland,LOWSEC,SKILL_READ,0.79212
2003,SE_TOT_SESPI,Ireland,LOWSEC,SKILL_MATH,0.69692
2006,SE_TOT_SESPI,Ireland,LOWSEC,SKILL_MATH,0.74327
2006,SE_TOT_SESPI,Ireland,LOWSEC,SKILL_READ,0.81699
2009,SE_TOT_SESPI,Ireland,LOWSEC,SKILL_READ,0.75565
2009,SE_TOT_SESPI,Ireland,LOWSEC,SKILL_MATH,0.68837
2011,SE_TOT_SESPI,Ireland,GRAD23,SKILL_READ,0.95633
2011,SE_TOT_SESPI,Ireland,GRAD23,SKILL_MATH,0.75275
2012,SE_TOT_SESPI,Ireland,LOWSEC,SKILL_MATH,0.71223
2012,SE_TOT_SESPI,Ireland,LOWSEC,SKILL_READ,0.81359
2015,SE_TOT_SESPI,Ireland,LOWSEC,SKILL_READ,0.84597
2015,SE_TOT_SESPI,Ireland,LOWSEC,SKILL_MATH,0.77805
2015,SE_TOT_SESPI,Ireland,GRAD23,SKILL_MATH,0.79886
2016,SE_TOT_SESPI,Ireland,GRAD23,SKILL_READ,0.96489
2018,SE_TOT_SESPI,Ireland,LOWSEC,SKILL_MATH,0.77503
2018,SE_TOT_SESPI,Ireland,LOWSEC,SKILL_READ,0.83875
2019,SE_TOT_SESPI,Ireland,GRAD23,SKILL_MATH,0.83688
2000,SE_TOT_SESPI,Israel,LOWSEC,SKILL_MATH,0.42127
2000,SE_TOT_SESPI,Israel,LOWSEC,SKILL_READ,0.49192
2001,SE_TOT_SESPI,Israel,PRIMAR,SKILL_READ,0.8101
2006,SE_TOT_SESPI,Israel,LOWSEC,SKILL_MATH,0.45476
2006,SE_TOT_SESPI,Israel,PRIMAR,SKILL_READ,0.68437
2006,SE_TOT_SESPI,Israel,LOWSEC,SKILL_READ,0.57364
2009,SE_TOT_SESPI,Israel,LOWSEC,SKILL_MATH,0.45019
2009,SE_TOT_SESPI,Israel,LOWSEC,SKILL_READ,0.64168
2011,SE_TOT_SESPI,Israel,PRIMAR,SKILL_READ,0.87635
2012,SE_TOT_SESPI,Israel,LOWSEC,SKILL_READ,0.68897
2012,SE_TOT_SESPI,Israel,LOWSEC,SKILL_MATH,0.48919
2015,SE_TOT_SESPI,Israel,LOWSEC,SKILL_MATH,0.60267
2015,SE_TOT_SESPI,Israel,LOWSEC,SKILL_READ,0.68438
2016,SE_TOT_SESPI,Israel,PRIMAR,SKILL_READ,0.77198
2018,SE_TOT_SESPI,Israel,LOWSEC,SKILL_MATH,0.53239
2018,SE_TOT_SESPI,Israel,LOWSEC,SKILL_READ,0.57027
2000,SE_TOT_SESPI,Italy,LOWSEC,SKILL_READ,0.75306
2001,SE_TOT_SESPI,Italy,PRIMAR,SKILL_READ,0.90706
2003,SE_TOT_SESPI,Italy,LOWSEC,SKILL_READ,0.6255
2003,SE_TOT_SESPI,Italy,LOWSEC,SKILL_MATH,0.59755
2003,SE_TOT_SESPI,Italy,PRIMAR,SKILL_MATH,0.87789
2006,SE_TOT_SESPI,Italy,LOWSEC,SKILL_READ,0.6998
2006,SE_TOT_SESPI,Italy,PRIMAR,SKILL_READ,0.9864
2007,SE_TOT_SESPI,Italy,LOWSEC,SKILL_MATH,0.41431
2007,SE_TOT_SESPI,Italy,PRIMAR,SKILL_MATH,0.80953
2009,SE_TOT_SESPI,Italy,LOWSEC,SKILL_READ,0.70057
2011,SE_TOT_SESPI,Italy,PRIMAR,SKILL_READ,0.99055
2011,SE_TOT_SESPI,Italy,LOWSEC,SKILL_MATH,0.60151
2011,SE_TOT_SESPI,Italy,PRIMAR,SKILL_MATH,0.954
2012,SE_TOT_SESPI,Italy,LOWSEC,SKILL_READ,0.73417
2015,SE_TOT_SESPI,Italy,PRIMAR,SKILL_MATH,0.76093
2015,SE_TOT_SESPI,Italy,LOWSEC,SKILL_READ,0.70419
2015,SE_TOT_SESPI,Italy,LOWSEC,SKILL_MATH,0.63853
2016,SE_TOT_SESPI,Italy,PRIMAR,SKILL_READ,0.97895
2018,SE_TOT_SESPI,Italy,LOWSEC,SKILL_READ,0.71899
2019,SE_TOT_SESPI,Italy,LOWSEC,SKILL_MATH,0.613
2019,SE_TOT_SESPI,Italy,PRIMAR,SKILL_MATH,0.8168
2007,SE_TOT_SESPI,Казахстан,PRIMAR,SKILL_MATH,1.17026
2009,SE_TOT_SESPI,Казахстан,LOWSEC,SKILL_MATH,0.41805
2009,SE_TOT_SESPI,Казахстан,LOWSEC,SKILL_READ,0.3808
2011,SE_TOT_SESPI,Казахстан,PRIMAR,SKILL_MATH,0.79132
2012,SE_TOT_SESPI,Казахстан,LOWSEC,SKILL_READ,0.36688
2012,SE_TOT_SESPI,Казахстан,LOWSEC,SKILL_MATH,0.55877
2015,SE_TOT_SESPI,Казахстан,PRIMAR,SKILL_MATH,0.81732
2016,SE_TOT_SESPI,Казахстан,PRIMAR,SKILL_READ,1.0008
2018,SE_TOT_SESPI,Казахстан,LOWSEC,SKILL_READ,0.56165
2018,SE_TOT_SESPI,Казахстан,LOWSEC,SKILL_MATH,0.74628
2019,SE_TOT_SESPI,Казахстан,PRIMAR,SKILL_MATH,0.83746
2000,SE_TOT_SESPI,Republic of Korea,LOWSEC,SKILL_READ,0.89859
2000,SE_TOT_SESPI,Republic of Korea,LOWSEC,SKILL_MATH,0.87011
2003,SE_TOT_SESPI,Republic of Korea,LOWSEC,SKILL_MATH,0.83159
2003,SE_TOT_SESPI,Republic of Korea,LOWSEC,SKILL_READ,0.88619
2006,SE_TOT_SESPI,Republic of Korea,LOWSEC,SKILL_READ,0.93392
2006,SE_TOT_SESPI,Republic of Korea,LOWSEC,SKILL_MATH,0.87916
2009,SE_TOT_SESPI,Republic of Korea,LOWSEC,SKILL_MATH,0.86981
2009,SE_TOT_SESPI,Republic of Korea,LOWSEC,SKILL_READ,0.89816
2011,SE_TOT_SESPI,Republic of Korea,PRIMAR,SKILL_MATH,0.94116
2012,SE_TOT_SESPI,Republic of Korea,LOWSEC,SKILL_READ,0.90639
2012,SE_TOT_SESPI,Republic of Korea,LOWSEC,SKILL_MATH,0.88993
2015,SE_TOT_SESPI,Republic of Korea,LOWSEC,SKILL_MATH,0.78525
2015,SE_TOT_SESPI,Republic of Korea,LOWSEC,SKILL_READ,0.83226
2015,SE_TOT_SESPI,Republic of Korea,PRIMAR,SKILL_MATH,0.93485
2018,SE_TOT_SESPI,Republic of Korea,LOWSEC,SKILL_MATH,0.79945
2018,SE_TOT_SESPI,Republic of Korea,LOWSEC,SKILL_READ,0.81618
2019,SE_TOT_SESPI,Republic of Korea,PRIMAR,SKILL_MATH,0.93616
2000,SE_TOT_SESPI,Latvia,LOWSEC,SKILL_READ,0.65382
2000,SE_TOT_SESPI,Latvia,LOWSEC,SKILL_MATH,0.65548
2001,SE_TOT_SESPI,Latvia,PRIMAR,SKILL_READ,0.99584
2003,SE_TOT_SESPI,Latvia,LOWSEC,SKILL_READ,0.81215
2003,SE_TOT_SESPI,Latvia,LOWSEC,SKILL_MATH,0.7103
2003,SE_TOT_SESPI,Latvia,PRIMAR,SKILL_MATH,0.76397
2006,SE_TOT_SESPI,Latvia,LOWSEC,SKILL_MATH,0.7156
2006,SE_TOT_SESPI,Latvia,LOWSEC,SKILL_READ,0.73914
2006,SE_TOT_SESPI,Latvia,PRIMAR,SKILL_READ,0.982
2007,SE_TOT_SESPI,Latvia,PRIMAR,SKILL_MATH,0.72646
2009,SE_TOT_SESPI,Latvia,LOWSEC,SKILL_READ,0.7754
2009,SE_TOT_SESPI,Latvia,LOWSEC,SKILL_MATH,0.67667
2012,SE_TOT_SESPI,Latvia,LOWSEC,SKILL_MATH,0.7148
2012,SE_TOT_SESPI,Latvia,LOWSEC,SKILL_READ,0.74428
2015,SE_TOT_SESPI,Latvia,LOWSEC,SKILL_READ,0.80293
2015,SE_TOT_SESPI,Latvia,LOWSEC,SKILL_MATH,0.73995
2016,SE_TOT_SESPI,Latvia,PRIMAR,SKILL_READ,0.97786
2018,SE_TOT_SESPI,Latvia,LOWSEC,SKILL_MATH,0.77905
2018,SE_TOT_SESPI,Latvia,LOWSEC,SKILL_READ,0.78214
2019,SE_TOT_SESPI,Latvia,PRIMAR,SKILL_MATH,0.67224
2001,SE_TOT_SESPI,Lithuania,PRIMAR,SKILL_READ,0.95785
2003,SE_TOT_SESPI,Lithuania,PRIMAR,SKILL_MATH,0.77248
2006,SE_TOT_SESPI,Lithuania,LOWSEC,SKILL_READ,0.6435
2006,SE_TOT_SESPI,Lithuania,PRIMAR,SKILL_READ,0.98652
2006,SE_TOT_SESPI,Lithuania,LOWSEC,SKILL_MATH,0.63854
2009,SE_TOT_SESPI,Lithuania,LOWSEC,SKILL_MATH,0.59473
2009,SE_TOT_SESPI,Lithuania,LOWSEC,SKILL_READ,0.667
2011,SE_TOT_SESPI,Lithuania,PRIMAR,SKILL_READ,0.94784
2011,SE_TOT_SESPI,Lithuania,PRIMAR,SKILL_MATH,0.80367
2012,SE_TOT_SESPI,Lithuania,LOWSEC,SKILL_READ,0.71039
2012,SE_TOT_SESPI,Lithuania,LOWSEC,SKILL_MATH,0.60835
2015,SE_TOT_SESPI,Lithuania,LOWSEC,SKILL_MATH,0.68326
2015,SE_TOT_SESPI,Lithuania,LOWSEC,SKILL_READ,0.69735
2015,SE_TOT_SESPI,Lithuania,PRIMAR,SKILL_MATH,0.79332
2016,SE_TOT_SESPI,Lithuania,PRIMAR,SKILL_READ,0.91455
2018,SE_TOT_SESPI,Lithuania,LOWSEC,SKILL_MATH,0.64529
2018,SE_TOT_SESPI,Lithuania,LOWSEC,SKILL_READ,0.67645
2019,SE_TOT_SESPI,Lithuania,PRIMAR,SKILL_MATH,0.65034
2000,SE_TOT_SESPI,Luxembourg,LOWSEC,SKILL_READ,0.4216
2000,SE_TOT_SESPI,Luxembourg,LOWSEC,SKILL_MATH,0.48294
2003,SE_TOT_SESPI,Luxembourg,LOWSEC,SKILL_MATH,0.64653
2003,SE_TOT_SESPI,Luxembourg,LOWSEC,SKILL_READ,0.58502
2006,SE_TOT_SESPI,Luxembourg,LOWSEC,SKILL_READ,0.56862
2006,SE_TOT_SESPI,Luxembourg,LOWSEC,SKILL_MATH,0.61544
2009,SE_TOT_SESPI,Luxembourg,LOWSEC,SKILL_READ,0.55272
2009,SE_TOT_SESPI,Luxembourg,LOWSEC,SKILL_MATH,0.60713
2012,SE_TOT_SESPI,Luxembourg,LOWSEC,SKILL_READ,0.6411
2012,SE_TOT_SESPI,Luxembourg,LOWSEC,SKILL_MATH,0.58649
2015,SE_TOT_SESPI,Luxembourg,LOWSEC,SKILL_MATH,0.60661
2015,SE_TOT_SESPI,Luxembourg,LOWSEC,SKILL_READ,0.60261
2018,SE_TOT_SESPI,Luxembourg,LOWSEC,SKILL_MATH,0.59476
2018,SE_TOT_SESPI,Luxembourg,LOWSEC,SKILL_READ,0.58258
2009,SE_TOT_SESPI,Malta,LOWSEC,SKILL_READ,0.56898
2011,SE_TOT_SESPI,Malta,PRIMAR,SKILL_READ,0.66731
2011,SE_TOT_SESPI,Malta,PRIMAR,SKILL_MATH,0.67663
2015,SE_TOT_SESPI,Malta,LOWSEC,SKILL_READ,0.59718
2016,SE_TOT_SESPI,Malta,PRIMAR,SKILL_READ,0.92722
2018,SE_TOT_SESPI,Malta,LOWSEC,SKILL_READ,0.64493
2019,SE_TOT_SESPI,Malta,PRIMAR,SKILL_MATH,0.6128
2000,SE_TOT_SESPI,Mexico,LOWSEC,SKILL_MATH,0.23465
2000,SE_TOT_SESPI,Mexico,LOWSEC,SKILL_READ,0.39471
2003,SE_TOT_SESPI,Mexico,LOWSEC,SKILL_MATH,0.21604
2003,SE_TOT_SESPI,Mexico,LOWSEC,SKILL_READ,0.33305
2006,SE_TOT_SESPI,Mexico,LOWSEC,SKILL_MATH,0.32756
2006,SE_TOT_SESPI,Mexico,LOWSEC,SKILL_READ,0.41139
2009,SE_TOT_SESPI,Mexico,LOWSEC,SKILL_READ,0.45478
2009,SE_TOT_SESPI,Mexico,LOWSEC,SKILL_MATH,0.38066
2012,SE_TOT_SESPI,Mexico,LOWSEC,SKILL_MATH,0.42768
2012,SE_TOT_SESPI,Mexico,LOWSEC,SKILL_READ,0.52188
2015,SE_TOT_SESPI,Mexico,LOWSEC,SKILL_READ,0.53123
2015,SE_TOT_SESPI,Mexico,LOWSEC,SKILL_MATH,0.47686
2018,SE_TOT_SESPI,Mexico,LOWSEC,SKILL_MATH,0.44045
2018,SE_TOT_SESPI,Mexico,LOWSEC,SKILL_READ,0.46809
2019,SE_TOT_SESPI,Mexico,PRIMAR,SKILL_READ,0.4255
2019,SE_TOT_SESPI,Mexico,PRIMAR,SKILL_MATH,0.49639
2019,SE_TOT_SESPI,Mexico,GRAD23,SKILL_MATH,0.65329
2019,SE_TOT_SESPI,Mexico,GRAD23,SKILL_READ,0.60161
2001,SE_TOT_SESPI,Republic of Moldova,PRIMAR,SKILL_READ,1.02064
2003,SE_TOT_SESPI,Republic of Moldova,PRIMAR,SKILL_MATH,1.10897
2006,SE_TOT_SESPI,Republic of Moldova,PRIMAR,SKILL_READ,1.00406
2009,SE_TOT_SESPI,Republic of Moldova,LOWSEC,SKILL_READ,0.37892
2009,SE_TOT_SESPI,Republic of Moldova,LOWSEC,SKILL_MATH,0.35052
2015,SE_TOT_SESPI,Republic of Moldova,LOWSEC,SKILL_MATH,0.4761
2015,SE_TOT_SESPI,Republic of Moldova,LOWSEC,SKILL_READ,0.48289
2018,SE_TOT_SESPI,Republic of Moldova,LOWSEC,SKILL_READ,0.43878
2018,SE_TOT_SESPI,Republic of Moldova,LOWSEC,SKILL_MATH,0.38107
2015,SE_TOT_SESPI,Montenegro,LOWSEC,SKILL_READ,0.64496
2015,SE_TOT_SESPI,Montenegro,LOWSEC,SKILL_MATH,0.59865
2018,SE_TOT_SESPI,Montenegro,LOWSEC,SKILL_READ,0.62797
2018,SE_TOT_SESPI,Montenegro,LOWSEC,SKILL_MATH,0.59556
2019,SE_TOT_SESPI,Montenegro,PRIMAR,SKILL_MATH,0.80506
2000,SE_TOT_SESPI,Netherlands (Kingdom of the),LOWSEC,SKILL_READ,0.82798
2000,SE_TOT_SESPI,Netherlands (Kingdom of the),LOWSEC,SKILL_MATH,0.86085
2001,SE_TOT_SESPI,Netherlands (Kingdom of the),PRIMAR,SKILL_READ,0.95058
2003,SE_TOT_SESPI,Netherlands (Kingdom of the),LOWSEC,SKILL_READ,0.81559
2003,SE_TOT_SESPI,Netherlands (Kingdom of the),LOWSEC,SKILL_MATH,0.81466
2003,SE_TOT_SESPI,Netherlands (Kingdom of the),PRIMAR,SKILL_MATH,0.71909
2006,SE_TOT_SESPI,Netherlands (Kingdom of the),LOWSEC,SKILL_MATH,0.78907
2006,SE_TOT_SESPI,Netherlands (Kingdom of the),PRIMAR,SKILL_READ,0.97408
2006,SE_TOT_SESPI,Netherlands (Kingdom of the),LOWSEC,SKILL_READ,0.76204
2007,SE_TOT_SESPI,Netherlands (Kingdom of the),PRIMAR,SKILL_MATH,0.63959
2009,SE_TOT_SESPI,Netherlands (Kingdom of the),LOWSEC,SKILL_READ,0.82515
2009,SE_TOT_SESPI,Netherlands (Kingdom of the),LOWSEC,SKILL_MATH,0.77643
2011,SE_TOT_SESPI,Netherlands (Kingdom of the),PRIMAR,SKILL_READ,0.98737
2011,SE_TOT_SESPI,Netherlands (Kingdom of the),PRIMAR,SKILL_MATH,0.81099
2012,SE_TOT_SESPI,Netherlands (Kingdom of the),LOWSEC,SKILL_MATH,0.78697
2012,SE_TOT_SESPI,Netherlands (Kingdom of the),LOWSEC,SKILL_READ,0.79348
2015,SE_TOT_SESPI,Netherlands (Kingdom of the),LOWSEC,SKILL_MATH,0.77436
2015,SE_TOT_SESPI,Netherlands (Kingdom of the),LOWSEC,SKILL_READ,0.77432
2015,SE_TOT_SESPI,Netherlands (Kingdom of the),PRIMAR,SKILL_MATH,0.93638
2016,SE_TOT_SESPI,Netherlands (Kingdom of the),PRIMAR,SKILL_READ,0.91728
2018,SE_TOT_SESPI,Netherlands (Kingdom of the),LOWSEC,SKILL_READ,0.73254
2018,SE_TOT_SESPI,Netherlands (Kingdom of the),LOWSEC,SKILL_MATH,0.77903
2019,SE_TOT_SESPI,Netherlands (Kingdom of the),PRIMAR,SKILL_MATH,0.84945
2000,SE_TOT_SESPI,New Zealand,LOWSEC,SKILL_MATH,0.79957
2000,SE_TOT_SESPI,New Zealand,LOWSEC,SKILL_READ,0.79879
2001,SE_TOT_SESPI,New Zealand,PRIMAR,SKILL_READ,0.82457
2003,SE_TOT_SESPI,New Zealand,LOWSEC,SKILL_READ,0.75028
2003,SE_TOT_SESPI,New Zealand,LOWSEC,SKILL_MATH,0.7323
2003,SE_TOT_SESPI,New Zealand,PRIMAR,SKILL_MATH,0.46084
2006,SE_TOT_SESPI,New Zealand,LOWSEC,SKILL_MATH,0.7896
2006,SE_TOT_SESPI,New Zealand,LOWSEC,SKILL_READ,0.78108
2007,SE_TOT_SESPI,New Zealand,PRIMAR,SKILL_MATH,0.43456
2009,SE_TOT_SESPI,New Zealand,LOWSEC,SKILL_MATH,0.69892
2009,SE_TOT_SESPI,New Zealand,LOWSEC,SKILL_READ,0.75509
2011,SE_TOT_SESPI,New Zealand,PRIMAR,SKILL_READ,0.84206
2011,SE_TOT_SESPI,New Zealand,PRIMAR,SKILL_MATH,0.41489
2012,SE_TOT_SESPI,New Zealand,LOWSEC,SKILL_READ,0.7176
2012,SE_TOT_SESPI,New Zealand,LOWSEC,SKILL_MATH,0.61202
2015,SE_TOT_SESPI,New Zealand,LOWSEC,SKILL_READ,0.77375
2015,SE_TOT_SESPI,New Zealand,PRIMAR,SKILL_MATH,0.40954
2015,SE_TOT_SESPI,New Zealand,LOWSEC,SKILL_MATH,0.70299
2016,SE_TOT_SESPI,New Zealand,PRIMAR,SKILL_READ,0.83416
2018,SE_TOT_SESPI,New Zealand,LOWSEC,SKILL_READ,0.75234
2018,SE_TOT_SESPI,New Zealand,LOWSEC,SKILL_MATH,0.70054
2019,SE_TOT_SESPI,New Zealand,PRIMAR,SKILL_MATH,0.38151
2000,SE_TOT_SESPI,Norway,LOWSEC,SKILL_READ,0.78945
2000,SE_TOT_SESPI,Norway,LOWSEC,SKILL_MATH,0.77691
2003,SE_TOT_SESPI,Norway,LOWSEC,SKILL_MATH,0.71594
2003,SE_TOT_SESPI,Norway,LOWSEC,SKILL_READ,0.75011
2006,SE_TOT_SESPI,Norway,LOWSEC,SKILL_READ,0.74986
2006,SE_TOT_SESPI,Norway,LOWSEC,SKILL_MATH,0.7371
2009,SE_TOT_SESPI,Norway,LOWSEC,SKILL_MATH,0.74858
2009,SE_TOT_SESPI,Norway,LOWSEC,SKILL_READ,0.80514
2011,SE_TOT_SESPI,Norway,GRAD23,SKILL_MATH,0.69581
2011,SE_TOT_SESPI,Norway,GRAD23,SKILL_READ,0.96525
2012,SE_TOT_SESPI,Norway,LOWSEC,SKILL_READ,0.83795
2012,SE_TOT_SESPI,Norway,LOWSEC,SKILL_MATH,0.73659
2015,SE_TOT_SESPI,Norway,LOWSEC,SKILL_MATH,0.79911
2015,SE_TOT_SESPI,Norway,LOWSEC,SKILL_READ,0.85418
2015,SE_TOT_SESPI,Norway,PRIMAR,SKILL_MATH,0.79076
2018,SE_TOT_SESPI,Norway,LOWSEC,SKILL_READ,0.80612
2018,SE_TOT_SESPI,Norway,LOWSEC,SKILL_MATH,0.78398
2019,SE_TOT_SESPI,Norway,PRIMAR,SKILL_MATH,0.7246
2019,SE_TOT_SESPI,Norway,GRAD23,SKILL_MATH,0.75237
2000,SE_TOT_SESPI,Poland,LOWSEC,SKILL_MATH,0.58845
2000,SE_TOT_SESPI,Poland,LOWSEC,SKILL_READ,0.68496
2003,SE_TOT_SESPI,Poland,LOWSEC,SKILL_READ,0.71388
2003,SE_TOT_SESPI,Poland,LOWSEC,SKILL_MATH,0.63895
2006,SE_TOT_SESPI,Poland,LOWSEC,SKILL_MATH,0.68218
2006,SE_TOT_SESPI,Poland,LOWSEC,SKILL_READ,0.74897
2006,SE_TOT_SESPI,Poland,PRIMAR,SKILL_READ,1.05173
2009,SE_TOT_SESPI,Poland,LOWSEC,SKILL_READ,0.75815
2009,SE_TOT_SESPI,Poland,LOWSEC,SKILL_MATH,0.66571
2011,SE_TOT_SESPI,Poland,PRIMAR,SKILL_MATH,0.65872
2011,SE_TOT_SESPI,Poland,PRIMAR,SKILL_READ,0.92972
2012,SE_TOT_SESPI,Poland,LOWSEC,SKILL_READ,0.82607
2012,SE_TOT_SESPI,Poland,LOWSEC,SKILL_MATH,0.74024
2015,SE_TOT_SESPI,Poland,LOWSEC,SKILL_MATH,0.76216
2015,SE_TOT_SESPI,Poland,PRIMAR,SKILL_MATH,0.81375
2015,SE_TOT_SESPI,Poland,LOWSEC,SKILL_READ,0.79174
2016,SE_TOT_SESPI,Poland,PRIMAR,SKILL_READ,0.9616
2018,SE_TOT_SESPI,Poland,LOWSEC,SKILL_READ,0.81008
2018,SE_TOT_SESPI,Poland,LOWSEC,SKILL_MATH,0.77565
2019,SE_TOT_SESPI,Poland,PRIMAR,SKILL_MATH,0.6495
2000,SE_TOT_SESPI,Portugal,LOWSEC,SKILL_MATH,0.53342
2000,SE_TOT_SESPI,Portugal,LOWSEC,SKILL_READ,0.63549
2003,SE_TOT_SESPI,Portugal,LOWSEC,SKILL_READ,0.6538
2003,SE_TOT_SESPI,Portugal,LOWSEC,SKILL_MATH,0.52417
2006,SE_TOT_SESPI,Portugal,LOWSEC,SKILL_READ,0.61023
2006,SE_TOT_SESPI,Portugal,LOWSEC,SKILL_MATH,0.55864
2009,SE_TOT_SESPI,Portugal,LOWSEC,SKILL_READ,0.72571
2009,SE_TOT_SESPI,Portugal,LOWSEC,SKILL_MATH,0.6247
2011,SE_TOT_SESPI,Portugal,PRIMAR,SKILL_READ,0.96094
2011,SE_TOT_SESPI,Portugal,PRIMAR,SKILL_MATH,0.78742
2012,SE_TOT_SESPI,Portugal,LOWSEC,SKILL_MATH,0.59721
2012,SE_TOT_SESPI,Portugal,LOWSEC,SKILL_READ,0.67333
2015,SE_TOT_SESPI,Portugal,PRIMAR,SKILL_MATH,0.84736
2015,SE_TOT_SESPI,Portugal,LOWSEC,SKILL_READ,0.75535
2015,SE_TOT_SESPI,Portugal,LOWSEC,SKILL_MATH,0.67143
2016,SE_TOT_SESPI,Portugal,PRIMAR,SKILL_READ,0.97159
2018,SE_TOT_SESPI,Portugal,LOWSEC,SKILL_MATH,0.64781
2018,SE_TOT_SESPI,Portugal,LOWSEC,SKILL_READ,0.714
