Year,SeriesCode,Страна ,Age,Location,Sex,Value
2003,SL_DOM_TSPDDC,Italy,3+,ALLAREA,MALE,4.875
2003,SL_DOM_TSPDDC,Italy,15+,ALLAREA,MALE,5.41667
2003,SL_DOM_TSPDDC,Italy,65+,URBAN,MALE,8.83333
2003,SL_DOM_TSPDDC,Italy,45-54,URBAN,MALE,6.16667
2003,SL_DOM_TSPDDC,Italy,25-44,RURAL,MALE,3.75
2003,SL_DOM_TSPDDC,Italy,3+,RURAL,MALE,4.66667
2003,SL_DOM_TSPDDC,Italy,45-54,RURAL,MALE,5.25
2003,SL_DOM_TSPDDC,Italy,15+,RURAL,MALE,5.16667
2003,SL_DOM_TSPDDC,Italy,15-24,RURAL,MALE,1.79167
2003,SL_DOM_TSPDDC,Italy,45-54,RURAL,FEMALE,25.0
2003,SL_DOM_TSPDDC,Italy,55-64,RURAL,FEMALE,25.66667
2003,SL_DOM_TSPDDC,Italy,25-44,URBAN,MALE,3.79167
2003,SL_DOM_TSPDDC,Italy,3+,URBAN,MALE,4.95833
2003,SL_DOM_TSPDDC,Italy,15+,URBAN,MALE,5.5
2003,SL_DOM_TSPDDC,Italy,15-24,URBAN,MALE,1.875
2003,SL_DOM_TSPDDC,Italy,3+,URBAN,FEMALE,16.79167
2003,SL_DOM_TSPDDC,Italy,45-54,URBAN,FEMALE,23.25
2003,SL_DOM_TSPDDC,Italy,55-64,URBAN,FEMALE,24.95833
2003,SL_DOM_TSPDDC,Italy,65+,URBAN,FEMALE,19.66667
2003,SL_DOM_TSPDDC,Italy,15-24,ALLAREA,MALE,1.83333
2003,SL_DOM_TSPDDC,Italy,55-64,ALLAREA,FEMALE,25.125
2003,SL_DOM_TSPDDC,Italy,65+,ALLAREA,FEMALE,19.83333
2003,SL_DOM_TSPDDC,Italy,45-54,ALLAREA,FEMALE,23.70833
2003,SL_DOM_TSPDDC,Italy,55-64,ALLAREA,MALE,8.375
2003,SL_DOM_TSPDDC,Italy,45-54,ALLAREA,MALE,5.91667
2003,SL_DOM_TSPDDC,Italy,55-64,URBAN,MALE,8.25
2003,SL_DOM_TSPDDC,Italy,15+,URBAN,FEMALE,18.66667
2003,SL_DOM_TSPDDC,Italy,65+,RURAL,FEMALE,20.20833
2003,SL_DOM_TSPDDC,Italy,15-24,RURAL,FEMALE,7.04167
2003,SL_DOM_TSPDDC,Italy,15+,RURAL,FEMALE,19.45833
2003,SL_DOM_TSPDDC,Italy,25-44,RURAL,FEMALE,18.54167
2003,SL_DOM_TSPDDC,Italy,3+,RURAL,FEMALE,17.54167
2003,SL_DOM_TSPDDC,Italy,65+,ALLAREA,MALE,8.5
2003,SL_DOM_TSPDDC,Italy,65+,RURAL,MALE,7.70833
2003,SL_DOM_TSPDDC,Italy,55-64,RURAL,MALE,8.70833
2009,SL_DOM_TSPDDC,Italy,15+,ALLAREA,FEMALE,18.29167
2009,SL_DOM_TSPDDC,Italy,3+,URBAN,FEMALE,16.25
2009,SL_DOM_TSPDDC,Italy,15-24,RURAL,FEMALE,7.08333
2009,SL_DOM_TSPDDC,Italy,15-24,ALLAREA,FEMALE,6.16667
2009,SL_DOM_TSPDDC,Italy,55-64,RURAL,MALE,8.95833
2009,SL_DOM_TSPDDC,Italy,65+,RURAL,MALE,8.70833
2009,SL_DOM_TSPDDC,Italy,15+,URBAN,FEMALE,18.04167
2009,SL_DOM_TSPDDC,Italy,15-24,URBAN,FEMALE,5.75
2009,SL_DOM_TSPDDC,Italy,3+,ALLAREA,MALE,5.16667
2009,SL_DOM_TSPDDC,Italy,25-44,ALLAREA,MALE,4.04167
2009,SL_DOM_TSPDDC,Italy,15-24,ALLAREA,MALE,1.83333
2009,SL_DOM_TSPDDC,Italy,15+,ALLAREA,MALE,5.70833
2009,SL_DOM_TSPDDC,Italy,55-64,ALLAREA,FEMALE,23.70833
2009,SL_DOM_TSPDDC,Italy,65+,ALLAREA,FEMALE,20.41667
2009,SL_DOM_TSPDDC,Italy,45-54,URBAN,FEMALE,21.375
2009,SL_DOM_TSPDDC,Italy,55-64,URBAN,FEMALE,23.25
2009,SL_DOM_TSPDDC,Italy,45-54,RURAL,FEMALE,23.70833
2009,SL_DOM_TSPDDC,Italy,25-44,ALLAREA,FEMALE,16.66667
2009,SL_DOM_TSPDDC,Italy,15+,RURAL,MALE,5.45833
2009,SL_DOM_TSPDDC,Italy,55-64,RURAL,FEMALE,25.0
2009,SL_DOM_TSPDDC,Italy,65+,RURAL,FEMALE,20.29167
2009,SL_DOM_TSPDDC,Italy,15-24,RURAL,MALE,1.875
2009,SL_DOM_TSPDDC,Italy,25-44,RURAL,MALE,3.66667
2009,SL_DOM_TSPDDC,Italy,3+,RURAL,MALE,4.95833
2009,SL_DOM_TSPDDC,Italy,45-54,RURAL,MALE,5.0
2009,SL_DOM_TSPDDC,Italy,25-44,URBAN,FEMALE,16.29167
2009,SL_DOM_TSPDDC,Italy,3+,RURAL,FEMALE,17.125
2009,SL_DOM_TSPDDC,Italy,3+,ALLAREA,FEMALE,16.5
2009,SL_DOM_TSPDDC,Italy,45-54,ALLAREA,FEMALE,22.0
2009,SL_DOM_TSPDDC,Italy,25-44,RURAL,FEMALE,17.625
2009,SL_DOM_TSPDDC,Italy,65+,ALLAREA,MALE,9.125
2009,SL_DOM_TSPDDC,Italy,15+,RURAL,FEMALE,18.91667
2009,SL_DOM_TSPDDC,Italy,45-54,ALLAREA,MALE,5.58333
2009,SL_DOM_TSPDDC,Italy,55-64,ALLAREA,MALE,8.66667
2009,SL_DOM_TSPDDC,Italy,65+,URBAN,FEMALE,20.45833
2009,SL_DOM_TSPDDC,Italy,15+,URBAN,MALE,5.83333
2009,SL_DOM_TSPDDC,Italy,15-24,URBAN,MALE,1.79167
2009,SL_DOM_TSPDDC,Italy,25-44,URBAN,MALE,4.20833
2009,SL_DOM_TSPDDC,Italy,3+,URBAN,MALE,5.29167
2009,SL_DOM_TSPDDC,Italy,45-54,URBAN,MALE,5.83333
2009,SL_DOM_TSPDDC,Italy,55-64,URBAN,MALE,8.54167
2009,SL_DOM_TSPDDC,Italy,65+,URBAN,MALE,9.33333
2014,SL_DOM_TSPDDC,Italy,15+,ALLAREA,FEMALE,17.625
2014,SL_DOM_TSPDDC,Italy,45-54,ALLAREA,FEMALE,21.33333
2014,SL_DOM_TSPDDC,Italy,3+,URBAN,MALE,5.75
2014,SL_DOM_TSPDDC,Italy,45-54,URBAN,MALE,6.08333
2014,SL_DOM_TSPDDC,Italy,55-64,URBAN,MALE,9.16667
2014,SL_DOM_TSPDDC,Italy,65+,URBAN,MALE,9.91667
2014,SL_DOM_TSPDDC,Italy,15+,ALLAREA,MALE,6.33333
2014,SL_DOM_TSPDDC,Italy,15-24,ALLAREA,MALE,1.91667
2014,SL_DOM_TSPDDC,Italy,25-44,ALLAREA,MALE,4.75
2014,SL_DOM_TSPDDC,Italy,3+,ALLAREA,MALE,5.75
2014,SL_DOM_TSPDDC,Italy,15+,URBAN,FEMALE,17.125
2014,SL_DOM_TSPDDC,Italy,15-24,URBAN,FEMALE,5.5
2014,SL_DOM_TSPDDC,Italy,65+,RURAL,MALE,9.33333
2014,SL_DOM_TSPDDC,Italy,25-44,URBAN,FEMALE,15.08333
2014,SL_DOM_TSPDDC,Italy,3+,URBAN,FEMALE,15.41667
2014,SL_DOM_TSPDDC,Italy,25-44,URBAN,MALE,4.75
2014,SL_DOM_TSPDDC,Italy,15-24,URBAN,MALE,1.83333
2014,SL_DOM_TSPDDC,Italy,15+,URBAN,MALE,6.375
2014,SL_DOM_TSPDDC,Italy,15-24,RURAL,MALE,2.16667
2014,SL_DOM_TSPDDC,Italy,15-24,ALLAREA,FEMALE,5.70833
2014,SL_DOM_TSPDDC,Italy,25-44,ALLAREA,FEMALE,15.70833
2014,SL_DOM_TSPDDC,Italy,3+,ALLAREA,FEMALE,15.875
2014,SL_DOM_TSPDDC,Italy,65+,RURAL,FEMALE,20.5
2014,SL_DOM_TSPDDC,Italy,15+,RURAL,MALE,6.25
2014,SL_DOM_TSPDDC,Italy,65+,ALLAREA,FEMALE,19.45833
2014,SL_DOM_TSPDDC,Italy,55-64,RURAL,FEMALE,24.16667
2014,SL_DOM_TSPDDC,Italy,55-64,ALLAREA,FEMALE,22.5
2014,SL_DOM_TSPDDC,Italy,45-54,ALLAREA,MALE,6.08333
2014,SL_DOM_TSPDDC,Italy,55-64,ALLAREA,MALE,8.79167
2014,SL_DOM_TSPDDC,Italy,65+,ALLAREA,MALE,9.70833
2014,SL_DOM_TSPDDC,Italy,15+,RURAL,FEMALE,18.875
2014,SL_DOM_TSPDDC,Italy,3+,RURAL,FEMALE,17.08333
2014,SL_DOM_TSPDDC,Italy,45-54,RURAL,FEMALE,22.95833
2014,SL_DOM_TSPDDC,Italy,15-24,RURAL,FEMALE,6.25
2014,SL_DOM_TSPDDC,Italy,25-44,RURAL,FEMALE,17.29167
2014,SL_DOM_TSPDDC,Italy,25-44,RURAL,MALE,4.70833
2014,SL_DOM_TSPDDC,Italy,3+,RURAL,MALE,5.75
2014,SL_DOM_TSPDDC,Italy,45-54,RURAL,MALE,6.16667
2014,SL_DOM_TSPDDC,Italy,55-64,RURAL,MALE,8.0
2014,SL_DOM_TSPDDC,Italy,45-54,URBAN,FEMALE,20.79167
2014,SL_DOM_TSPDDC,Italy,55-64,URBAN,FEMALE,21.91667
2014,SL_DOM_TSPDDC,Italy,65+,URBAN,FEMALE,19.0
2001,SL_DOM_TSPDDC,Japan,65+,ALLAREA,FEMALE,13.88889
2001,SL_DOM_TSPDDC,Japan,10+,ALLAREA,MALE,1.875
2001,SL_DOM_TSPDDC,Japan,15+,ALLAREA,MALE,1.94444
2001,SL_DOM_TSPDDC,Japan,65+,ALLAREA,MALE,3.61111
2001,SL_DOM_TSPDDC,Japan,45-54,ALLAREA,MALE,1.59722
2001,SL_DOM_TSPDDC,Japan,55-64,ALLAREA,MALE,2.22222
2001,SL_DOM_TSPDDC,Japan,25-44,ALLAREA,MALE,1.5
2001,SL_DOM_TSPDDC,Japan,15-24,ALLAREA,MALE,1.18056
2001,SL_DOM_TSPDDC,Japan,10+,ALLAREA,FEMALE,12.98611
2001,SL_DOM_TSPDDC,Japan,15+,ALLAREA,FEMALE,13.68056
2001,SL_DOM_TSPDDC,Japan,15-24,ALLAREA,FEMALE,3.33333
2001,SL_DOM_TSPDDC,Japan,45-54,ALLAREA,FEMALE,17.43056
2001,SL_DOM_TSPDDC,Japan,25-44,ALLAREA,FEMALE,14.45833
2001,SL_DOM_TSPDDC,Japan,55-64,ALLAREA,FEMALE,16.94444
2006,SL_DOM_TSPDDC,Japan,10+,ALLAREA,MALE,2.22222
2006,SL_DOM_TSPDDC,Japan,15+,ALLAREA,MALE,2.22222
2006,SL_DOM_TSPDDC,Japan,15-24,ALLAREA,MALE,1.11111
2006,SL_DOM_TSPDDC,Japan,55-64,ALLAREA,MALE,2.36111
2006,SL_DOM_TSPDDC,Japan,45-54,ALLAREA,MALE,1.73611
2006,SL_DOM_TSPDDC,Japan,25-44,ALLAREA,MALE,1.66667
2006,SL_DOM_TSPDDC,Japan,10+,ALLAREA,FEMALE,13.05556
2006,SL_DOM_TSPDDC,Japan,15+,ALLAREA,FEMALE,13.61111
2006,SL_DOM_TSPDDC,Japan,15-24,ALLAREA,FEMALE,2.98611
2006,SL_DOM_TSPDDC,Japan,25-44,ALLAREA,FEMALE,13.45833
2006,SL_DOM_TSPDDC,Japan,45-54,ALLAREA,FEMALE,17.91667
2006,SL_DOM_TSPDDC,Japan,55-64,ALLAREA,FEMALE,16.94444
2006,SL_DOM_TSPDDC,Japan,65+,ALLAREA,FEMALE,14.16667
2006,SL_DOM_TSPDDC,Japan,65+,ALLAREA,MALE,4.23611
2011,SL_DOM_TSPDDC,Japan,65+,ALLAREA,FEMALE,14.44444
2011,SL_DOM_TSPDDC,Japan,10+,ALLAREA,MALE,2.43056
2011,SL_DOM_TSPDDC,Japan,15+,ALLAREA,MALE,2.5
2011,SL_DOM_TSPDDC,Japan,15-24,ALLAREA,MALE,1.18056
2011,SL_DOM_TSPDDC,Japan,25-44,ALLAREA,MALE,1.75
2011,SL_DOM_TSPDDC,Japan,55-64,ALLAREA,FEMALE,17.22222
2011,SL_DOM_TSPDDC,Japan,10+,ALLAREA,FEMALE,12.98611
2011,SL_DOM_TSPDDC,Japan,15+,ALLAREA,FEMALE,13.61111
2011,SL_DOM_TSPDDC,Japan,15-24,ALLAREA,FEMALE,2.91667
2011,SL_DOM_TSPDDC,Japan,25-44,ALLAREA,FEMALE,13.04167
2011,SL_DOM_TSPDDC,Japan,45-54,ALLAREA,FEMALE,17.01389
2011,SL_DOM_TSPDDC,Japan,45-54,ALLAREA,MALE,2.08333
2011,SL_DOM_TSPDDC,Japan,55-64,ALLAREA,MALE,2.56944
2011,SL_DOM_TSPDDC,Japan,65+,ALLAREA,MALE,4.30556
2016,SL_DOM_TSPDDC,Japan,55-64,ALLAREA,FEMALE,16.38889
2016,SL_DOM_TSPDDC,Japan,65+,ALLAREA,FEMALE,14.51389
2016,SL_DOM_TSPDDC,Japan,10+,ALLAREA,MALE,2.5
2016,SL_DOM_TSPDDC,Japan,15+,ALLAREA,MALE,2.56944
2016,SL_DOM_TSPDDC,Japan,15-24,ALLAREA,MALE,1.11111
2016,SL_DOM_TSPDDC,Japan,65+,ALLAREA,MALE,4.09722
2016,SL_DOM_TSPDDC,Japan,10+,ALLAREA,FEMALE,12.36111
2016,SL_DOM_TSPDDC,Japan,15+,ALLAREA,FEMALE,12.91667
2016,SL_DOM_TSPDDC,Japan,15-24,ALLAREA,FEMALE,2.29167
2016,SL_DOM_TSPDDC,Japan,25-44,ALLAREA,FEMALE,11.58333
2016,SL_DOM_TSPDDC,Japan,45-54,ALLAREA,FEMALE,15.83333
2016,SL_DOM_TSPDDC,Japan,55-64,ALLAREA,MALE,2.70833
2016,SL_DOM_TSPDDC,Japan,25-44,ALLAREA,MALE,1.875
2016,SL_DOM_TSPDDC,Japan,45-54,ALLAREA,MALE,2.08333
2021,SL_DOM_TSPDDC,Japan,15-24,ALLAREA,MALE,1.25
2021,SL_DOM_TSPDDC,Japan,25-44,ALLAREA,MALE,2.58333
2021,SL_DOM_TSPDDC,Japan,45-54,ALLAREA,MALE,2.79167
2021,SL_DOM_TSPDDC,Japan,55-64,ALLAREA,MALE,3.125
2021,SL_DOM_TSPDDC,Japan,15+,ALLAREA,FEMALE,12.91667
2021,SL_DOM_TSPDDC,Japan,15-24,ALLAREA,FEMALE,2.375
2021,SL_DOM_TSPDDC,Japan,25-44,ALLAREA,FEMALE,10.75
2021,SL_DOM_TSPDDC,Japan,45-54,ALLAREA,FEMALE,15.625
2021,SL_DOM_TSPDDC,Japan,55-64,ALLAREA,FEMALE,16.25
2021,SL_DOM_TSPDDC,Japan,65+,ALLAREA,MALE,4.66667
2021,SL_DOM_TSPDDC,Japan,10+,ALLAREA,FEMALE,12.41667
2021,SL_DOM_TSPDDC,Japan,65+,ALLAREA,FEMALE,15.125
2021,SL_DOM_TSPDDC,Japan,10+,ALLAREA,MALE,3.0
2021,SL_DOM_TSPDDC,Japan,15+,ALLAREA,MALE,3.125
2003,SL_DOM_TSPDDC,Казахстан,20-74,ALLAREA,MALE,15.97222
2003,SL_DOM_TSPDDC,Казахстан,20-74,ALLAREA,FEMALE,24.79167
2006,SL_DOM_TSPDDC,Казахстан,20-74,ALLAREA,FEMALE,23.26389
2006,SL_DOM_TSPDDC,Казахстан,20-74,ALLAREA,MALE,13.88889
2012,SL_DOM_TSPDDC,Казахстан,10+,ALLAREA,FEMALE,15.0
2012,SL_DOM_TSPDDC,Казахстан,10+,ALLAREA,MALE,6.94444
2018,SL_DOM_TSPDDC,Казахстан,10+,ALLAREA,FEMALE,15.06944
2018,SL_DOM_TSPDDC,Казахстан,15+,ALLAREA,FEMALE,15.90278
2018,SL_DOM_TSPDDC,Казахстан,15-24,ALLAREA,FEMALE,12.5
2018,SL_DOM_TSPDDC,Казахстан,25-44,ALLAREA,FEMALE,17.15278
2018,SL_DOM_TSPDDC,Казахстан,45-54,ALLAREA,FEMALE,16.31944
2018,SL_DOM_TSPDDC,Казахстан,55-64,ALLAREA,FEMALE,17.36111
2018,SL_DOM_TSPDDC,Казахстан,10+,URBAN,FEMALE,14.44444
2018,SL_DOM_TSPDDC,Казахстан,15+,URBAN,FEMALE,15.13889
2018,SL_DOM_TSPDDC,Казахстан,15-24,URBAN,FEMALE,11.18056
2018,SL_DOM_TSPDDC,Казахстан,25-44,URBAN,FEMALE,15.76389
2018,SL_DOM_TSPDDC,Казахстан,45-54,URBAN,FEMALE,15.20833
2018,SL_DOM_TSPDDC,Казахстан,45-54,URBAN,MALE,4.72222
2018,SL_DOM_TSPDDC,Казахстан,25-44,URBAN,MALE,4.02778
2018,SL_DOM_TSPDDC,Казахстан,55-64,RURAL,FEMALE,17.70833
2018,SL_DOM_TSPDDC,Казахстан,65+,RURAL,FEMALE,12.36111
2018,SL_DOM_TSPDDC,Казахстан,10+,RURAL,MALE,5.41667
2018,SL_DOM_TSPDDC,Казахстан,15+,RURAL,MALE,5.69444
2018,SL_DOM_TSPDDC,Казахстан,15-24,RURAL,MALE,4.79167
2018,SL_DOM_TSPDDC,Казахстан,15-24,RURAL,FEMALE,14.16667
2018,SL_DOM_TSPDDC,Казахстан,25-44,RURAL,FEMALE,19.44444
2018,SL_DOM_TSPDDC,Казахстан,45-54,RURAL,FEMALE,18.05556
2018,SL_DOM_TSPDDC,Казахстан,65+,ALLAREA,FEMALE,14.16667
2018,SL_DOM_TSPDDC,Казахстан,10+,ALLAREA,MALE,4.79167
2018,SL_DOM_TSPDDC,Казахстан,25-44,ALLAREA,MALE,4.65278
2018,SL_DOM_TSPDDC,Казахстан,45-54,RURAL,MALE,6.18056
2018,SL_DOM_TSPDDC,Казахстан,55-64,RURAL,MALE,6.52778
2018,SL_DOM_TSPDDC,Казахстан,65+,URBAN,MALE,6.73611
2018,SL_DOM_TSPDDC,Казахстан,65+,RURAL,MALE,6.45833
2018,SL_DOM_TSPDDC,Казахстан,55-64,URBAN,MALE,5.625
2018,SL_DOM_TSPDDC,Казахстан,65+,URBAN,FEMALE,15.20833
2018,SL_DOM_TSPDDC,Казахстан,15+,ALLAREA,MALE,5.06944
2018,SL_DOM_TSPDDC,Казахстан,55-64,URBAN,FEMALE,17.15278
2018,SL_DOM_TSPDDC,Казахстан,10+,URBAN,MALE,4.375
2018,SL_DOM_TSPDDC,Казахстан,15+,URBAN,MALE,4.51389
2018,SL_DOM_TSPDDC,Казахстан,15-24,URBAN,MALE,3.81944
2018,SL_DOM_TSPDDC,Казахстан,25-44,RURAL,MALE,5.55556
2018,SL_DOM_TSPDDC,Казахстан,45-54,ALLAREA,MALE,5.34722
2018,SL_DOM_TSPDDC,Казахстан,15-24,ALLAREA,MALE,4.23611
2018,SL_DOM_TSPDDC,Казахстан,55-64,ALLAREA,MALE,6.04167
2018,SL_DOM_TSPDDC,Казахстан,65+,ALLAREA,MALE,6.59722
2018,SL_DOM_TSPDDC,Казахстан,10+,RURAL,FEMALE,16.04167
2018,SL_DOM_TSPDDC,Казахстан,15+,RURAL,FEMALE,17.15278
2004,SL_DOM_TSPDDC,Republic of Korea,10+,ALLAREA,FEMALE,11.32083
2004,SL_DOM_TSPDDC,Republic of Korea,10+,ALLAREA,MALE,1.875
2009,SL_DOM_TSPDDC,Republic of Korea,10+,ALLAREA,FEMALE,11.17917
2009,SL_DOM_TSPDDC,Republic of Korea,10+,ALLAREA,MALE,2.22083
2014,SL_DOM_TSPDDC,Republic of Korea,10+,ALLAREA,FEMALE,11.1125
2014,SL_DOM_TSPDDC,Republic of Korea,15+,ALLAREA,FEMALE,11.59583
2014,SL_DOM_TSPDDC,Republic of Korea,15-24,ALLAREA,FEMALE,3.19583
2014,SL_DOM_TSPDDC,Republic of Korea,25-44,ALLAREA,FEMALE,12.0125
2014,SL_DOM_TSPDDC,Republic of Korea,45-54,ALLAREA,FEMALE,13.54167
2014,SL_DOM_TSPDDC,Republic of Korea,55-64,ALLAREA,FEMALE,15.0
2014,SL_DOM_TSPDDC,Republic of Korea,65+,ALLAREA,FEMALE,13.6125
2014,SL_DOM_TSPDDC,Republic of Korea,10+,ALLAREA,MALE,2.5
2014,SL_DOM_TSPDDC,Republic of Korea,25-44,URBAN,FEMALE,11.875
2014,SL_DOM_TSPDDC,Republic of Korea,45-54,URBAN,FEMALE,13.47083
2014,SL_DOM_TSPDDC,Republic of Korea,55-64,URBAN,FEMALE,15.0
2014,SL_DOM_TSPDDC,Republic of Korea,65+,URBAN,FEMALE,13.6125
2014,SL_DOM_TSPDDC,Republic of Korea,10+,URBAN,MALE,2.43333
2014,SL_DOM_TSPDDC,Republic of Korea,15+,URBAN,MALE,2.56667
2014,SL_DOM_TSPDDC,Republic of Korea,15-24,URBAN,MALE,1.3875
2014,SL_DOM_TSPDDC,Republic of Korea,25-44,URBAN,MALE,2.29167
2014,SL_DOM_TSPDDC,Republic of Korea,45-54,URBAN,MALE,2.225
2014,SL_DOM_TSPDDC,Republic of Korea,25-44,RURAL,FEMALE,13.68333
2014,SL_DOM_TSPDDC,Republic of Korea,45-54,RURAL,FEMALE,13.6125
2014,SL_DOM_TSPDDC,Republic of Korea,55-64,RURAL,FEMALE,15.20833
2014,SL_DOM_TSPDDC,Republic of Korea,65+,RURAL,FEMALE,13.67917
2014,SL_DOM_TSPDDC,Republic of Korea,10+,RURAL,MALE,3.125
2014,SL_DOM_TSPDDC,Republic of Korea,15+,RURAL,MALE,3.2625
2014,SL_DOM_TSPDDC,Republic of Korea,15-24,RURAL,MALE,1.31667
2014,SL_DOM_TSPDDC,Republic of Korea,25-44,RURAL,MALE,2.15417
2014,SL_DOM_TSPDDC,Republic of Korea,55-64,RURAL,MALE,4.30417
2014,SL_DOM_TSPDDC,Republic of Korea,15+,ALLAREA,MALE,2.6375
2014,SL_DOM_TSPDDC,Republic of Korea,15-24,ALLAREA,MALE,1.45833
2014,SL_DOM_TSPDDC,Republic of Korea,45-54,ALLAREA,MALE,2.3625
2014,SL_DOM_TSPDDC,Republic of Korea,25-44,ALLAREA,MALE,2.29167
2014,SL_DOM_TSPDDC,Republic of Korea,10+,URBAN,FEMALE,10.83333
2014,SL_DOM_TSPDDC,Republic of Korea,15+,URBAN,FEMALE,11.45833
2014,SL_DOM_TSPDDC,Republic of Korea,15-24,URBAN,FEMALE,3.19583
2014,SL_DOM_TSPDDC,Republic of Korea,55-64,URBAN,MALE,3.19167
2014,SL_DOM_TSPDDC,Republic of Korea,65+,RURAL,MALE,5.20833
2014,SL_DOM_TSPDDC,Republic of Korea,45-54,RURAL,MALE,3.05417
2014,SL_DOM_TSPDDC,Republic of Korea,65+,ALLAREA,MALE,4.79167
2014,SL_DOM_TSPDDC,Republic of Korea,10+,RURAL,FEMALE,12.29167
2014,SL_DOM_TSPDDC,Republic of Korea,15+,RURAL,FEMALE,12.84583
2014,SL_DOM_TSPDDC,Republic of Korea,15-24,RURAL,FEMALE,3.54167
2014,SL_DOM_TSPDDC,Republic of Korea,55-64,ALLAREA,MALE,3.4
2014,SL_DOM_TSPDDC,Republic of Korea,65+,URBAN,MALE,4.65417
2019,SL_DOM_TSPDDC,Republic of Korea,25-44,RURAL,FEMALE,10.41667
2019,SL_DOM_TSPDDC,Republic of Korea,45-54,RURAL,FEMALE,12.56944
2019,SL_DOM_TSPDDC,Republic of Korea,55-64,RURAL,FEMALE,13.47222
2019,SL_DOM_TSPDDC,Republic of Korea,65+,RURAL,FEMALE,12.63889
2019,SL_DOM_TSPDDC,Republic of Korea,10+,RURAL,MALE,3.33333
2019,SL_DOM_TSPDDC,Republic of Korea,10+,RURAL,FEMALE,10.90278
2019,SL_DOM_TSPDDC,Republic of Korea,15+,ALLAREA,FEMALE,10.48611
2019,SL_DOM_TSPDDC,Republic of Korea,15-24,ALLAREA,FEMALE,2.91667
2019,SL_DOM_TSPDDC,Republic of Korea,25-44,ALLAREA,FEMALE,9.65278
2019,SL_DOM_TSPDDC,Republic of Korea,45-54,ALLAREA,FEMALE,12.70833
2019,SL_DOM_TSPDDC,Republic of Korea,55-64,ALLAREA,FEMALE,12.98611
2019,SL_DOM_TSPDDC,Republic of Korea,65+,ALLAREA,FEMALE,12.36111
2019,SL_DOM_TSPDDC,Republic of Korea,10+,ALLAREA,MALE,2.84722
2019,SL_DOM_TSPDDC,Republic of Korea,45-54,URBAN,FEMALE,12.77778
2019,SL_DOM_TSPDDC,Republic of Korea,55-64,URBAN,FEMALE,12.91667
2019,SL_DOM_TSPDDC,Republic of Korea,65+,URBAN,FEMALE,12.22222
2019,SL_DOM_TSPDDC,Republic of Korea,10+,URBAN,MALE,2.77778
2019,SL_DOM_TSPDDC,Republic of Korea,15+,URBAN,MALE,2.84722
2019,SL_DOM_TSPDDC,Republic of Korea,15-24,URBAN,MALE,1.38889
2019,SL_DOM_TSPDDC,Republic of Korea,25-44,URBAN,MALE,2.5
2019,SL_DOM_TSPDDC,Republic of Korea,45-54,URBAN,MALE,2.84722
2019,SL_DOM_TSPDDC,Republic of Korea,55-64,URBAN,MALE,3.33333
2019,SL_DOM_TSPDDC,Republic of Korea,15+,RURAL,MALE,3.40278
2019,SL_DOM_TSPDDC,Republic of Korea,15-24,RURAL,MALE,1.73611
2019,SL_DOM_TSPDDC,Republic of Korea,25-44,RURAL,MALE,2.91667
2019,SL_DOM_TSPDDC,Republic of Korea,45-54,RURAL,MALE,3.05556
2019,SL_DOM_TSPDDC,Republic of Korea,55-64,RURAL,MALE,4.09722
2019,SL_DOM_TSPDDC,Republic of Korea,65+,RURAL,MALE,4.44444
2019,SL_DOM_TSPDDC,Republic of Korea,10+,URBAN,FEMALE,9.93056
2019,SL_DOM_TSPDDC,Republic of Korea,15-24,RURAL,FEMALE,3.47222
2019,SL_DOM_TSPDDC,Republic of Korea,10+,ALLAREA,FEMALE,10.06944
2019,SL_DOM_TSPDDC,Republic of Korea,15+,RURAL,FEMALE,11.38889
2019,SL_DOM_TSPDDC,Republic of Korea,65+,URBAN,MALE,4.58333
2019,SL_DOM_TSPDDC,Republic of Korea,15+,ALLAREA,MALE,2.98611
2019,SL_DOM_TSPDDC,Republic of Korea,15-24,ALLAREA,MALE,1.45833
2019,SL_DOM_TSPDDC,Republic of Korea,25-44,ALLAREA,MALE,2.56944
2019,SL_DOM_TSPDDC,Republic of Korea,45-54,ALLAREA,MALE,2.84722
2019,SL_DOM_TSPDDC,Republic of Korea,55-64,ALLAREA,MALE,3.47222
2019,SL_DOM_TSPDDC,Republic of Korea,65+,ALLAREA,MALE,4.51389
2019,SL_DOM_TSPDDC,Republic of Korea,15+,URBAN,FEMALE,10.27778
2019,SL_DOM_TSPDDC,Republic of Korea,25-44,URBAN,FEMALE,9.51389
2019,SL_DOM_TSPDDC,Republic of Korea,15-24,URBAN,FEMALE,2.84722
2000,SL_DOM_TSPDDC,Кыргызстан,20-74,ALLAREA,MALE,12.22222
2000,SL_DOM_TSPDDC,Кыргызстан,20-74,ALLAREA,FEMALE,22.36111
2005,SL_DOM_TSPDDC,Кыргызстан,20-74,ALLAREA,FEMALE,19.86111
2005,SL_DOM_TSPDDC,Кыргызстан,20-74,ALLAREA,MALE,8.61111
2010,SL_DOM_TSPDDC,Кыргызстан,12+,ALLAREA,MALE,5.69444
2010,SL_DOM_TSPDDC,Кыргызстан,12+,ALLAREA,FEMALE,17.36111
2015,SL_DOM_TSPDDC,Кыргызстан,12+,ALLAREA,FEMALE,15.625
2015,SL_DOM_TSPDDC,Кыргызстан,12+,ALLAREA,MALE,8.95833
2003,SL_DOM_TSPDDC,Latvia,20-74,ALLAREA,FEMALE,16.04167
