Year,SeriesCode,Страна ,Cities,Value
2010,EN_LND_CNSPOP,Туркменистан,TM_TURKMENBASY,-0.3303
2010,EN_LND_CNSPOP,Туркменистан,TM_ASHGABAT,1.2717
2010,EN_LND_CNSPOP,Туркменистан,TM_BALKANABAT,-0.7204
2020,EN_LND_CNSPOP,Туркменистан,TM_TURKMENABAT,0.4736
2020,EN_LND_CNSPOP,Туркменистан,TM_TEJEN,-5.3483
2020,EN_LND_CNSPOP,Узбекистан,UZ_QOQON,0.3613
2020,EN_LND_CNSPOP,Узбекистан,UZ_TERMIZ,3.1249
2020,EN_LND_CNSPOP,Туркменистан,TM_SERDAR,2.5088
2020,EN_LND_CNSPOP,Туркменистан,TM_BALKANABAT,-0.209
2020,EN_LND_CNSPOP,Туркменистан,TM_ASHGABAT,0.7597
2020,EN_LND_CNSPOP,Туркменистан,TM_TURKMENBASY,-0.809
2020,EN_LND_CNSPOP,Туркменистан,TM_MARY,1.289
2020,EN_LND_CNSPOP,Туркменистан,TM_BAYRAMALY,0.7266
2020,EN_LND_CNSPOP,Туркменистан,TM_DASOGUZ,0.4265
2010,EN_LND_CNSPOP,Ukraine,UA_MYKOLAIV,-2.5356
2010,EN_LND_CNSPOP,Ukraine,UA_LVIV,-5.91
2010,EN_LND_CNSPOP,Ukraine,UA_RIVNE,-5.0354
2020,EN_LND_CNSPOP,Ukraine,UA_LVIV,-3.9416
2020,EN_LND_CNSPOP,Ukraine,UA_MYKOLAIV,-2.3634
2020,EN_LND_CNSPOP,Ukraine,UA_RIVNE,-4.0761
2010,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_HASTINGS,0.7159
2010,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_GLASGOW,1.0175
2010,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_MANCHESTER,2.9373
2010,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_EDINBURGH,0.2616
2010,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_COVENTRY,0.4076
2010,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_CARLISLE,0.2978
2010,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_BANGOR,3.5783
2010,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_BASINGSTOKE,0.4951
2010,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_BURTON_UPON_TRENT,0.2746
2010,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_CAMBRIDGE,0.446
2010,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_SCARBOROUGH,1.5627
2010,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_NORWICH,0.4605
2010,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_OXFORD,0.2219
2020,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_HASTINGS,0.8258
2020,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_SCARBOROUGH,9.496
2020,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_NORWICH,0.6912
2020,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_OXFORD,0.6668
2020,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_BASINGSTOKE,0.5442
2020,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_BANGOR,0.5872
2020,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_COVENTRY,0.2957
2020,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_CARLISLE,0.7538
2020,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_EDINBURGH,0.2442
2020,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_GLASGOW,0.8266
2020,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_MANCHESTER,2.0802
2020,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_CAMBRIDGE,0.8706
2020,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_BURTON_UPON_TRENT,0.6311
2020,EN_LND_CNSPOP,United Kingdom of Great Britain and Northern Ireland,GB_BURTON_UPON_TRENT,0.6311
