Year,SeriesCode,Страна ,Migratory status,Sex,Value
2019,SL_EMP_INJUR,Israel,_T,FEMALE,1166.1
2011,SL_EMP_INJUR,Sweden,NONMIG,FEMALE,0.0
2011,SL_EMP_INJUR,Sweden,_T,MALE,852.93
2011,SL_EMP_INJUR,Sweden,NONMIG,MALE,0.0
2012,SL_EMP_INJUR,Sweden,_T,BOTHSEX,787.72
2012,SL_EMP_INJUR,Sweden,NONMIG,MALE,0.0
2012,SL_EMP_INJUR,Sweden,NONMIG,BOTHSEX,0.0
2020,SL_EMP_INJUR,Israel,_T,MALE,2331.37
2020,SL_EMP_INJUR,Israel,_T,BOTHSEX,1659.72
2020,SL_EMP_INJUR,Israel,_T,FEMALE,1174.2
2000,SL_EMP_INJUR,Italy,_T,BOTHSEX,3891.0
2001,SL_EMP_INJUR,Italy,_T,BOTHSEX,3515.0
2002,SL_EMP_INJUR,Italy,_T,BOTHSEX,3311.0
2003,SL_EMP_INJUR,Italy,_T,BOTHSEX,3193.0
2004,SL_EMP_INJUR,Italy,_T,BOTHSEX,3097.0
2002,SL_EMP_INJUR,Canada,_T,MALE,2594.0
2002,SL_EMP_INJUR,Canada,_T,FEMALE,1317.0
2003,SL_EMP_INJUR,Canada,_T,BOTHSEX,1896.0
2003,SL_EMP_INJUR,Canada,_T,FEMALE,1257.0
2003,SL_EMP_INJUR,Canada,_T,MALE,2442.0
2004,SL_EMP_INJUR,Canada,_T,BOTHSEX,1830.0
2004,SL_EMP_INJUR,Canada,_T,MALE,2340.0
2012,SL_EMP_INJUR,Sweden,_T,MALE,880.61
2012,SL_EMP_INJUR,Sweden,NONMIG,FEMALE,0.0
2012,SL_EMP_INJUR,Sweden,_T,FEMALE,684.71
2013,SL_EMP_INJUR,Sweden,_T,FEMALE,697.53
2013,SL_EMP_INJUR,Sweden,_T,BOTHSEX,792.84
2013,SL_EMP_INJUR,Sweden,_T,MALE,879.15
2004,SL_EMP_INJUR,Canada,_T,FEMALE,1238.0
2005,SL_EMP_INJUR,Canada,_T,BOTHSEX,1786.0
2005,SL_EMP_INJUR,Canada,_T,FEMALE,1232.0
2005,SL_EMP_INJUR,Canada,_T,MALE,2263.0
2006,SL_EMP_INJUR,Canada,_T,MALE,2162.0
2006,SL_EMP_INJUR,Canada,_T,BOTHSEX,1716.0
2006,SL_EMP_INJUR,Canada,_T,FEMALE,1201.0
2013,SL_EMP_INJUR,Sweden,NONMIG,MALE,0.0
2013,SL_EMP_INJUR,Sweden,NONMIG,BOTHSEX,0.0
2013,SL_EMP_INJUR,Sweden,NONMIG,FEMALE,0.0
2014,SL_EMP_INJUR,Sweden,NONMIG,FEMALE,0.0
2014,SL_EMP_INJUR,Sweden,NONMIG,BOTHSEX,0.0
2014,SL_EMP_INJUR,Sweden,_T,MALE,812.85
2007,SL_EMP_INJUR,Canada,_T,FEMALE,1148.0
2007,SL_EMP_INJUR,Canada,_T,MALE,2008.0
2007,SL_EMP_INJUR,Canada,_T,BOTHSEX,1607.0
2008,SL_EMP_INJUR,Canada,_T,MALE,1879.0
2008,SL_EMP_INJUR,Canada,_T,FEMALE,1122.0
2008,SL_EMP_INJUR,Canada,_T,BOTHSEX,1522.0
2009,SL_EMP_INJUR,Canada,_T,BOTHSEX,1339.01
2014,SL_EMP_INJUR,Sweden,_T,FEMALE,716.74
2014,SL_EMP_INJUR,Sweden,NONMIG,MALE,0.0
2014,SL_EMP_INJUR,Sweden,_T,BOTHSEX,767.09
2015,SL_EMP_INJUR,Sweden,NONMIG,BOTHSEX,0.0
2015,SL_EMP_INJUR,Sweden,_T,MALE,819.91
2015,SL_EMP_INJUR,Sweden,NONMIG,MALE,0.0
2009,SL_EMP_INJUR,Canada,_T,FEMALE,1006.93
2009,SL_EMP_INJUR,Canada,_T,MALE,1642.33
2010,SL_EMP_INJUR,Canada,_T,FEMALE,958.5
2010,SL_EMP_INJUR,Canada,_T,BOTHSEX,1256.13
2010,SL_EMP_INJUR,Canada,_T,MALE,1525.08
2011,SL_EMP_INJUR,Canada,_T,BOTHSEX,1246.0
2011,SL_EMP_INJUR,Canada,_T,FEMALE,948.0
2011,SL_EMP_INJUR,Canada,_T,MALE,1511.0
2013,SL_EMP_INJUR,Canada,_T,FEMALE,942.0
2013,SL_EMP_INJUR,Canada,_T,BOTHSEX,1205.0
2005,SL_EMP_INJUR,Italy,_T,BOTHSEX,2848.0
2006,SL_EMP_INJUR,Italy,_T,BOTHSEX,2744.0
2007,SL_EMP_INJUR,Italy,_T,BOTHSEX,2647.0
2008,SL_EMP_INJUR,Italy,_T,BOTHSEX,2445.0
2009,SL_EMP_INJUR,Italy,NONMIG,BOTHSEX,0.0
2009,SL_EMP_INJUR,Italy,_T,BOTHSEX,1913.47
2009,SL_EMP_INJUR,Italy,_T,FEMALE,1174.22
2015,SL_EMP_INJUR,Sweden,_T,BOTHSEX,777.19
2015,SL_EMP_INJUR,Sweden,_T,FEMALE,730.27
2015,SL_EMP_INJUR,Sweden,NONMIG,FEMALE,0.0
2016,SL_EMP_INJUR,Sweden,_T,MALE,792.0
2016,SL_EMP_INJUR,Sweden,_T,FEMALE,622.0
2016,SL_EMP_INJUR,Sweden,_T,BOTHSEX,1094.0
2017,SL_EMP_INJUR,Sweden,_T,BOTHSEX,753.28
2009,SL_EMP_INJUR,Italy,_T,MALE,2404.67
2009,SL_EMP_INJUR,Italy,NONMIG,MALE,0.0
2009,SL_EMP_INJUR,Italy,NONMIG,FEMALE,0.0
2010,SL_EMP_INJUR,Italy,_T,FEMALE,1178.08
2010,SL_EMP_INJUR,Italy,_T,BOTHSEX,1883.78
2010,SL_EMP_INJUR,Italy,NONMIG,MALE,0.0
2010,SL_EMP_INJUR,Italy,NONMIG,FEMALE,0.0
2010,SL_EMP_INJUR,Italy,_T,MALE,2357.74
2010,SL_EMP_INJUR,Italy,NONMIG,BOTHSEX,0.0
2011,SL_EMP_INJUR,Italy,_T,BOTHSEX,1768.71
2011,SL_EMP_INJUR,Italy,NONMIG,FEMALE,0.0
2011,SL_EMP_INJUR,Italy,NONMIG,BOTHSEX,0.0
2013,SL_EMP_INJUR,Canada,_T,MALE,1443.0
2014,SL_EMP_INJUR,Canada,_T,BOTHSEX,1188.95
2014,SL_EMP_INJUR,Canada,_T,FEMALE,940.61
2014,SL_EMP_INJUR,Canada,_T,MALE,1414.44
2015,SL_EMP_INJUR,Canada,_T,BOTHSEX,1148.47
2016,SL_EMP_INJUR,Canada,_T,BOTHSEX,1131.7
2018,SL_EMP_INJUR,Sweden,_T,BOTHSEX,739.97
2019,SL_EMP_INJUR,Sweden,_T,MALE,807.9
2019,SL_EMP_INJUR,Sweden,_T,FEMALE,659.1
2019,SL_EMP_INJUR,Sweden,_T,BOTHSEX,736.8
2020,SL_EMP_INJUR,Sweden,_T,MALE,725.1
2020,SL_EMP_INJUR,Sweden,_T,BOTHSEX,663.2
2020,SL_EMP_INJUR,Sweden,_T,FEMALE,596.9
2021,SL_EMP_INJUR,Sweden,_T,FEMALE,784.5
2017,SL_EMP_INJUR,Canada,_T,BOTHSEX,1206.47
2018,SL_EMP_INJUR,Canada,_T,BOTHSEX,1271.43
2019,SL_EMP_INJUR,Canada,_T,BOTHSEX,1431.64
2020,SL_EMP_INJUR,Canada,_T,BOTHSEX,1407.82
2000,SL_EMP_INJUR,Chile,_T,BOTHSEX,7613.8
2001,SL_EMP_INJUR,Chile,_T,BOTHSEX,7578.3
2002,SL_EMP_INJUR,Chile,_T,BOTHSEX,7700.8
2003,SL_EMP_INJUR,Chile,_T,BOTHSEX,7491.2
2011,SL_EMP_INJUR,Italy,NONMIG,MALE,0.0
2011,SL_EMP_INJUR,Italy,_T,FEMALE,1116.3
2011,SL_EMP_INJUR,Italy,_T,MALE,2208.68
2012,SL_EMP_INJUR,Italy,_T,MALE,1970.86
2012,SL_EMP_INJUR,Italy,NONMIG,FEMALE,0.0
2012,SL_EMP_INJUR,Italy,_T,FEMALE,998.81
2021,SL_EMP_INJUR,Sweden,_T,MALE,815.3
2021,SL_EMP_INJUR,Sweden,_T,BOTHSEX,800.5
2000,SL_EMP_INJUR,Switzerland,_T,BOTHSEX,2580.0
2001,SL_EMP_INJUR,Switzerland,_T,BOTHSEX,2546.0
2002,SL_EMP_INJUR,Switzerland,_T,BOTHSEX,2534.0
2003,SL_EMP_INJUR,Switzerland,_T,BOTHSEX,2447.0
2004,SL_EMP_INJUR,Switzerland,_T,BOTHSEX,2342.0
2012,SL_EMP_INJUR,Italy,NONMIG,MALE,0.0
2012,SL_EMP_INJUR,Italy,NONMIG,BOTHSEX,0.0
2012,SL_EMP_INJUR,Italy,_T,BOTHSEX,1569.36
2013,SL_EMP_INJUR,Italy,NONMIG,MALE,0.0
2013,SL_EMP_INJUR,Italy,_T,FEMALE,952.46
2013,SL_EMP_INJUR,Italy,NONMIG,BOTHSEX,0.0
2005,SL_EMP_INJUR,Switzerland,_T,BOTHSEX,2377.0
2006,SL_EMP_INJUR,Switzerland,_T,BOTHSEX,2349.0
2007,SL_EMP_INJUR,Switzerland,_T,BOTHSEX,2270.0
2008,SL_EMP_INJUR,Switzerland,_T,BOTHSEX,2295.0
2009,SL_EMP_INJUR,Switzerland,NONMIG,MALE,1642.53
2009,SL_EMP_INJUR,Switzerland,_T,BOTHSEX,1632.15
2013,SL_EMP_INJUR,Italy,NONMIG,FEMALE,0.0
2013,SL_EMP_INJUR,Italy,_T,BOTHSEX,1469.23
2013,SL_EMP_INJUR,Italy,_T,MALE,1837.54
2014,SL_EMP_INJUR,Italy,NONMIG,MALE,0.0
2014,SL_EMP_INJUR,Italy,_T,FEMALE,932.64
2014,SL_EMP_INJUR,Italy,_T,BOTHSEX,1406.32
2014,SL_EMP_INJUR,Italy,NONMIG,FEMALE,0.0
2014,SL_EMP_INJUR,Italy,NONMIG,BOTHSEX,0.0
2014,SL_EMP_INJUR,Italy,_T,MALE,1747.84
2015,SL_EMP_INJUR,Italy,NONMIG,BOTHSEX,0.0
2015,SL_EMP_INJUR,Italy,_T,FEMALE,852.6
2015,SL_EMP_INJUR,Italy,_T,MALE,1644.58
2004,SL_EMP_INJUR,Chile,_T,BOTHSEX,7318.0
2011,SL_EMP_INJUR,Chile,_T,BOTHSEX,5488.26
2011,SL_EMP_INJUR,Chile,_T,MALE,6309.52
2011,SL_EMP_INJUR,Chile,_T,FEMALE,4990.39
2012,SL_EMP_INJUR,Chile,_T,FEMALE,4484.61
2012,SL_EMP_INJUR,Chile,_T,MALE,5609.12
2012,SL_EMP_INJUR,Chile,_T,BOTHSEX,4876.16
2013,SL_EMP_INJUR,Chile,_T,BOTHSEX,4287.55
2013,SL_EMP_INJUR,Chile,_T,FEMALE,3612.7
2013,SL_EMP_INJUR,Chile,_T,MALE,4659.96
2017,SL_EMP_INJUR,Chile,_T,BOTHSEX,3367.71
2017,SL_EMP_INJUR,Chile,_T,MALE,3726.42
2015,SL_EMP_INJUR,Italy,NONMIG,MALE,0.0
2015,SL_EMP_INJUR,Italy,_T,BOTHSEX,1313.89
2015,SL_EMP_INJUR,Italy,NONMIG,FEMALE,0.0
2016,SL_EMP_INJUR,Italy,_T,BOTHSEX,1300.51
2017,SL_EMP_INJUR,Italy,_T,BOTHSEX,1277.69
2018,SL_EMP_INJUR,Italy,_T,BOTHSEX,1255.67
2019,SL_EMP_INJUR,Italy,_T,BOTHSEX,1238.38
2020,SL_EMP_INJUR,Italy,_T,BOTHSEX,1413.27
2016,SL_EMP_INJUR,Japan,_T,BOTHSEX,220.0
2017,SL_EMP_INJUR,Japan,_T,BOTHSEX,220.0
2018,SL_EMP_INJUR,Japan,_T,BOTHSEX,230.0
2019,SL_EMP_INJUR,Japan,_T,BOTHSEX,208.0
2021,SL_EMP_INJUR,Japan,_T,BOTHSEX,266.0
2009,SL_EMP_INJUR,Switzerland,_T,FEMALE,804.53
2009,SL_EMP_INJUR,Switzerland,_T,MALE,2224.16
2009,SL_EMP_INJUR,Switzerland,NONMIG,BOTHSEX,1209.83
2009,SL_EMP_INJUR,Switzerland,NONMIG,FEMALE,648.97
2010,SL_EMP_INJUR,Switzerland,NONMIG,BOTHSEX,1446.33
2010,SL_EMP_INJUR,Switzerland,_T,BOTHSEX,1850.02
2000,SL_EMP_INJUR,Казахстан,_T,MALE,221.9
2000,SL_EMP_INJUR,Казахстан,_T,BOTHSEX,141.9
2000,SL_EMP_INJUR,Казахстан,_T,FEMALE,49.8
2001,SL_EMP_INJUR,Казахстан,_T,MALE,172.7
2001,SL_EMP_INJUR,Казахстан,_T,BOTHSEX,111.7
2001,SL_EMP_INJUR,Казахстан,_T,FEMALE,38.8
2002,SL_EMP_INJUR,Казахстан,_T,FEMALE,45.6
2002,SL_EMP_INJUR,Казахстан,_T,MALE,165.0
2010,SL_EMP_INJUR,Switzerland,_T,FEMALE,815.76
2010,SL_EMP_INJUR,Switzerland,_T,MALE,2717.38
2010,SL_EMP_INJUR,Switzerland,NONMIG,MALE,2103.71
2010,SL_EMP_INJUR,Switzerland,NONMIG,FEMALE,709.13
2011,SL_EMP_INJUR,Switzerland,NONMIG,MALE,1943.09
2011,SL_EMP_INJUR,Switzerland,_T,FEMALE,868.03
2002,SL_EMP_INJUR,Казахстан,_T,BOTHSEX,115.8
2003,SL_EMP_INJUR,Казахстан,_T,BOTHSEX,107.3
2003,SL_EMP_INJUR,Казахстан,_T,FEMALE,41.6
2003,SL_EMP_INJUR,Казахстан,_T,MALE,162.0
2004,SL_EMP_INJUR,Казахстан,_T,BOTHSEX,101.2
2004,SL_EMP_INJUR,Казахстан,_T,MALE,156.8
2004,SL_EMP_INJUR,Казахстан,_T,FEMALE,35.3
2005,SL_EMP_INJUR,Казахстан,_T,FEMALE,35.7
2011,SL_EMP_INJUR,Switzerland,_T,BOTHSEX,1810.64
2011,SL_EMP_INJUR,Switzerland,NONMIG,FEMALE,760.16
2011,SL_EMP_INJUR,Switzerland,NONMIG,BOTHSEX,1417.58
2011,SL_EMP_INJUR,Switzerland,_T,MALE,2514.0
2012,SL_EMP_INJUR,Switzerland,NONMIG,BOTHSEX,1675.9
2012,SL_EMP_INJUR,Switzerland,_T,MALE,2944.64
2005,SL_EMP_INJUR,Казахстан,_T,MALE,146.7
2005,SL_EMP_INJUR,Казахстан,_T,BOTHSEX,96.1
2006,SL_EMP_INJUR,Казахстан,_T,FEMALE,36.9
2006,SL_EMP_INJUR,Казахстан,_T,MALE,121.3
2006,SL_EMP_INJUR,Казахстан,_T,BOTHSEX,87.2
2007,SL_EMP_INJUR,Казахстан,_T,BOTHSEX,72.5
2007,SL_EMP_INJUR,Казахстан,_T,FEMALE,28.5
2007,SL_EMP_INJUR,Казахстан,_T,MALE,108.6
2012,SL_EMP_INJUR,Switzerland,_T,BOTHSEX,2110.7
2012,SL_EMP_INJUR,Switzerland,NONMIG,MALE,2302.96
2012,SL_EMP_INJUR,Switzerland,NONMIG,FEMALE,895.25
2012,SL_EMP_INJUR,Switzerland,_T,FEMALE,1005.3
2013,SL_EMP_INJUR,Switzerland,_T,BOTHSEX,1928.81
2013,SL_EMP_INJUR,Switzerland,NONMIG,MALE,2196.39
2008,SL_EMP_INJUR,Казахстан,_T,FEMALE,26.0
2008,SL_EMP_INJUR,Казахстан,_T,BOTHSEX,65.1
2008,SL_EMP_INJUR,Казахстан,_T,MALE,96.4
2013,SL_EMP_INJUR,Казахстан,_T,BOTHSEX,58.28
2013,SL_EMP_INJUR,Казахстан,_T,MALE,89.87
2013,SL_EMP_INJUR,Казахстан,_T,FEMALE,21.46
2015,SL_EMP_INJUR,Казахстан,_T,BOTHSEX,49.89
2015,SL_EMP_INJUR,Казахстан,_T,MALE,75.45
2015,SL_EMP_INJUR,Казахстан,_T,FEMALE,20.13
2017,SL_EMP_INJUR,Казахстан,_T,BOTHSEX,41.5
2017,SL_EMP_INJUR,Казахстан,_T,FEMALE,17.5
2017,SL_EMP_INJUR,Казахстан,_T,MALE,24.0
2017,SL_EMP_INJUR,Chile,_T,FEMALE,2794.91
2018,SL_EMP_INJUR,Chile,_T,FEMALE,2613.37
2018,SL_EMP_INJUR,Chile,_T,BOTHSEX,3141.8
2018,SL_EMP_INJUR,Chile,_T,MALE,3473.84
2011,SL_EMP_INJUR,Colombia,_T,BOTHSEX,3237.28
2012,SL_EMP_INJUR,Colombia,_T,BOTHSEX,3417.22
2013,SL_EMP_INJUR,Colombia,_T,BOTHSEX,6310.0
2014,SL_EMP_INJUR,Colombia,_T,BOTHSEX,3369.0
2015,SL_EMP_INJUR,Colombia,_T,BOTHSEX,7495.59
2017,SL_EMP_INJUR,Colombia,_T,BOTHSEX,3.71
2000,SL_EMP_INJUR,Costa Rica,_T,BOTHSEX,15994.0
2001,SL_EMP_INJUR,Costa Rica,_T,BOTHSEX,14213.0
2002,SL_EMP_INJUR,Costa Rica,_T,BOTHSEX,13838.0
2003,SL_EMP_INJUR,Costa Rica,_T,BOTHSEX,13330.0
2004,SL_EMP_INJUR,Costa Rica,_T,BOTHSEX,13017.3
2005,SL_EMP_INJUR,Costa Rica,_T,BOTHSEX,11802.0
2006,SL_EMP_INJUR,Costa Rica,_T,BOTHSEX,12839.0
2007,SL_EMP_INJUR,Costa Rica,_T,BOTHSEX,13927.0
2008,SL_EMP_INJUR,Costa Rica,_T,BOTHSEX,12961.1
2009,SL_EMP_INJUR,Costa Rica,_T,BOTHSEX,12281.63
2013,SL_EMP_INJUR,Switzerland,NONMIG,BOTHSEX,1516.72
2013,SL_EMP_INJUR,Switzerland,_T,FEMALE,874.08
2013,SL_EMP_INJUR,Switzerland,NONMIG,FEMALE,767.58
2013,SL_EMP_INJUR,Switzerland,_T,MALE,2831.26
2014,SL_EMP_INJUR,Switzerland,NONMIG,FEMALE,742.06
2014,SL_EMP_INJUR,Switzerland,NONMIG,MALE,2178.82
2010,SL_EMP_INJUR,Costa Rica,_T,BOTHSEX,12004.47
2011,SL_EMP_INJUR,Costa Rica,_T,BOTHSEX,11733.38
2012,SL_EMP_INJUR,Costa Rica,_T,BOTHSEX,11853.5
2013,SL_EMP_INJUR,Costa Rica,_T,BOTHSEX,10299.26
2014,SL_EMP_INJUR,Costa Rica,_T,BOTHSEX,8866.9
2015,SL_EMP_INJUR,Costa Rica,_T,BOTHSEX,8916.3
2016,SL_EMP_INJUR,Costa Rica,_T,BOTHSEX,9421.38
2000,SL_EMP_INJUR,Кыргызстан,_T,BOTHSEX,47.0
2001,SL_EMP_INJUR,Кыргызстан,_T,BOTHSEX,46.0
2002,SL_EMP_INJUR,Кыргызстан,_T,BOTHSEX,45.0
2003,SL_EMP_INJUR,Кыргызстан,_T,BOTHSEX,38.0
2004,SL_EMP_INJUR,Кыргызстан,_T,BOTHSEX,38.0
2005,SL_EMP_INJUR,Кыргызстан,_T,BOTHSEX,39.0
2006,SL_EMP_INJUR,Кыргызстан,_T,BOTHSEX,32.0
2007,SL_EMP_INJUR,Кыргызстан,_T,MALE,42.0
2007,SL_EMP_INJUR,Кыргызстан,_T,FEMALE,16.0
2007,SL_EMP_INJUR,Кыргызстан,_T,BOTHSEX,28.0
2008,SL_EMP_INJUR,Кыргызстан,_T,MALE,52.0
2008,SL_EMP_INJUR,Кыргызстан,_T,BOTHSEX,32.0
2008,SL_EMP_INJUR,Кыргызстан,_T,FEMALE,13.0
2013,SL_EMP_INJUR,Кыргызстан,_T,FEMALE,16.0
2013,SL_EMP_INJUR,Кыргызстан,_T,BOTHSEX,38.0
2013,SL_EMP_INJUR,Кыргызстан,_T,MALE,63.0
2015,SL_EMP_INJUR,Кыргызстан,_T,MALE,37.9
2015,SL_EMP_INJUR,Кыргызстан,_T,BOTHSEX,22.1
2015,SL_EMP_INJUR,Кыргызстан,_T,FEMALE,8.4
2002,SL_EMP_INJUR,Latvia,_T,BOTHSEX,165.3
2003,SL_EMP_INJUR,Latvia,_T,BOTHSEX,157.0
2014,SL_EMP_INJUR,Switzerland,NONMIG,BOTHSEX,1489.28
2014,SL_EMP_INJUR,Switzerland,_T,FEMALE,849.4
2014,SL_EMP_INJUR,Switzerland,_T,MALE,2815.62
2014,SL_EMP_INJUR,Switzerland,_T,BOTHSEX,1904.19
2015,SL_EMP_INJUR,Switzerland,_T,FEMALE,1155.16
2015,SL_EMP_INJUR,Switzerland,NONMIG,MALE,2055.12
2004,SL_EMP_INJUR,Latvia,_T,BOTHSEX,151.1
2005,SL_EMP_INJUR,Latvia,_T,BOTHSEX,163.0
2006,SL_EMP_INJUR,Latvia,_T,BOTHSEX,178.4
2007,SL_EMP_INJUR,Latvia,_T,BOTHSEX,179.1
2009,SL_EMP_INJUR,Latvia,_T,MALE,158.74
2009,SL_EMP_INJUR,Latvia,_T,FEMALE,86.66
2009,SL_EMP_INJUR,Latvia,_T,BOTHSEX,120.61
2000,SL_EMP_INJUR,Croatia,_T,MALE,2324.0
2000,SL_EMP_INJUR,Croatia,_T,FEMALE,928.0
2000,SL_EMP_INJUR,Croatia,_T,BOTHSEX,1697.53
2001,SL_EMP_INJUR,Croatia,_T,BOTHSEX,1662.48
2001,SL_EMP_INJUR,Croatia,_T,MALE,2272.0
2001,SL_EMP_INJUR,Croatia,_T,FEMALE,910.0
2002,SL_EMP_INJUR,Croatia,_T,BOTHSEX,1595.0
2002,SL_EMP_INJUR,Croatia,_T,MALE,2147.0
2015,SL_EMP_INJUR,Switzerland,NONMIG,BOTHSEX,1627.5
2015,SL_EMP_INJUR,Switzerland,NONMIG,FEMALE,1011.28
2016,SL_EMP_INJUR,Switzerland,_T,BOTHSEX,2178.75
2017,SL_EMP_INJUR,Switzerland,_T,BOTHSEX,2200.53
2018,SL_EMP_INJUR,Switzerland,_T,BOTHSEX,2267.3
2019,SL_EMP_INJUR,Switzerland,_T,BOTHSEX,2294.75
2020,SL_EMP_INJUR,Switzerland,_T,BOTHSEX,2108.12
2002,SL_EMP_INJUR,Croatia,_T,FEMALE,909.0
2003,SL_EMP_INJUR,Croatia,_T,FEMALE,1011.0
2003,SL_EMP_INJUR,Croatia,_T,BOTHSEX,1659.0
2003,SL_EMP_INJUR,Croatia,_T,MALE,2167.0
2004,SL_EMP_INJUR,Croatia,_T,MALE,2066.0
2004,SL_EMP_INJUR,Croatia,_T,BOTHSEX,1551.0
2004,SL_EMP_INJUR,Croatia,_T,FEMALE,906.0
2005,SL_EMP_INJUR,Croatia,_T,FEMALE,968.0
2005,SL_EMP_INJUR,Croatia,_T,BOTHSEX,1564.0
2005,SL_EMP_INJUR,Croatia,_T,MALE,2048.0
2006,SL_EMP_INJUR,Croatia,_T,MALE,2162.0
2006,SL_EMP_INJUR,Croatia,_T,FEMALE,1010.0
2006,SL_EMP_INJUR,Croatia,_T,BOTHSEX,1645.0
2007,SL_EMP_INJUR,Croatia,_T,MALE,2011.0
2007,SL_EMP_INJUR,Croatia,_T,FEMALE,965.0
2007,SL_EMP_INJUR,Croatia,_T,BOTHSEX,1540.0
2010,SL_EMP_INJUR,Latvia,_T,MALE,178.11
2010,SL_EMP_INJUR,Latvia,NONMIG,BOTHSEX,153.06
2010,SL_EMP_INJUR,Latvia,_T,FEMALE,88.58
2010,SL_EMP_INJUR,Latvia,NONMIG,MALE,212.03
2010,SL_EMP_INJUR,Latvia,NONMIG,FEMALE,102.14
2010,SL_EMP_INJUR,Latvia,_T,BOTHSEX,130.77
2011,SL_EMP_INJUR,Latvia,NONMIG,MALE,258.8
2011,SL_EMP_INJUR,Latvia,_T,BOTHSEX,167.44
2011,SL_EMP_INJUR,Latvia,_T,FEMALE,105.18
2011,SL_EMP_INJUR,Latvia,NONMIG,BOTHSEX,179.96
2011,SL_EMP_INJUR,Latvia,_T,MALE,237.51
2011,SL_EMP_INJUR,Latvia,NONMIG,FEMALE,113.33
2008,SL_EMP_INJUR,Croatia,_T,BOTHSEX,1656.3
2008,SL_EMP_INJUR,Croatia,_T,FEMALE,1109.8
2008,SL_EMP_INJUR,Croatia,_T,MALE,2101.5
2009,SL_EMP_INJUR,Croatia,_T,FEMALE,910.09
2009,SL_EMP_INJUR,Croatia,_T,MALE,1480.43
2009,SL_EMP_INJUR,Croatia,_T,BOTHSEX,1218.87
2010,SL_EMP_INJUR,Croatia,_T,BOTHSEX,831.59
2011,SL_EMP_INJUR,Croatia,_T,BOTHSEX,962.06
2012,SL_EMP_INJUR,Croatia,_T,FEMALE,525.96
2012,SL_EMP_INJUR,Croatia,NONMIG,FEMALE,526.4
2012,SL_EMP_INJUR,Croatia,_T,MALE,1034.6
2012,SL_EMP_INJUR,Croatia,_T,BOTHSEX,798.55
2012,SL_EMP_INJUR,Croatia,NONMIG,MALE,1037.38
2000,SL_EMP_INJUR,Türkiye,_T,BOTHSEX,35.1
2001,SL_EMP_INJUR,Türkiye,_T,FEMALE,6.6
2001,SL_EMP_INJUR,Türkiye,_T,MALE,54.1
2001,SL_EMP_INJUR,Türkiye,_T,BOTHSEX,44.6
2002,SL_EMP_INJUR,Türkiye,_T,MALE,48.4
2002,SL_EMP_INJUR,Türkiye,_T,FEMALE,6.3
2002,SL_EMP_INJUR,Türkiye,_T,BOTHSEX,40.0
2003,SL_EMP_INJUR,Türkiye,_T,BOTHSEX,28.4
2012,SL_EMP_INJUR,Croatia,NONMIG,BOTHSEX,800.03
2013,SL_EMP_INJUR,Croatia,NONMIG,FEMALE,587.74
2013,SL_EMP_INJUR,Croatia,NONMIG,MALE,1051.82
2013,SL_EMP_INJUR,Croatia,NONMIG,BOTHSEX,834.22
2013,SL_EMP_INJUR,Croatia,_T,MALE,1064.2
2013,SL_EMP_INJUR,Croatia,_T,FEMALE,593.0
2013,SL_EMP_INJUR,Croatia,_T,BOTHSEX,843.5
2014,SL_EMP_INJUR,Croatia,_T,FEMALE,636.64
2014,SL_EMP_INJUR,Croatia,_T,BOTHSEX,871.75
2014,SL_EMP_INJUR,Croatia,NONMIG,MALE,1064.84
2014,SL_EMP_INJUR,Croatia,NONMIG,FEMALE,633.23
2014,SL_EMP_INJUR,Croatia,_T,MALE,1077.96
2012,SL_EMP_INJUR,Latvia,_T,MALE,242.84
2012,SL_EMP_INJUR,Latvia,NONMIG,BOTHSEX,191.24
2012,SL_EMP_INJUR,Latvia,_T,FEMALE,118.15
2012,SL_EMP_INJUR,Latvia,_T,BOTHSEX,177.16
2012,SL_EMP_INJUR,Latvia,NONMIG,FEMALE,124.87
2012,SL_EMP_INJUR,Latvia,NONMIG,MALE,268.61
2003,SL_EMP_INJUR,Türkiye,_T,FEMALE,4.2
2003,SL_EMP_INJUR,Türkiye,_T,MALE,34.8
2004,SL_EMP_INJUR,Türkiye,_T,FEMALE,3.9
2004,SL_EMP_INJUR,Türkiye,_T,BOTHSEX,27.4
2004,SL_EMP_INJUR,Türkiye,_T,MALE,33.4
2005,SL_EMP_INJUR,Türkiye,_T,MALE,29.0
2005,SL_EMP_INJUR,Türkiye,_T,FEMALE,3.0
2005,SL_EMP_INJUR,Türkiye,_T,BOTHSEX,24.0
2013,SL_EMP_INJUR,Latvia,_T,BOTHSEX,197.8
2013,SL_EMP_INJUR,Latvia,NONMIG,BOTHSEX,208.81
2013,SL_EMP_INJUR,Latvia,_T,FEMALE,129.69
2013,SL_EMP_INJUR,Latvia,NONMIG,FEMALE,135.97
2013,SL_EMP_INJUR,Latvia,NONMIG,MALE,293.76
2013,SL_EMP_INJUR,Latvia,_T,MALE,274.81
2014,SL_EMP_INJUR,Latvia,_T,MALE,263.18
2014,SL_EMP_INJUR,Latvia,NONMIG,BOTHSEX,188.67
2014,SL_EMP_INJUR,Latvia,_T,BOTHSEX,189.02
2014,SL_EMP_INJUR,Latvia,NONMIG,MALE,265.07
2014,SL_EMP_INJUR,Latvia,NONMIG,FEMALE,119.41
2014,SL_EMP_INJUR,Latvia,_T,FEMALE,120.35
