Year,SeriesCode,Страна ,Type of waste treatment,Value
2015,EN_HAZ_TREATV,Serbia,INCINRT,11410.0
2016,EN_HAZ_TREATV,Serbia,INCINRT_EGY,302108.0
2016,EN_HAZ_TREATV,Serbia,INCINRT,0.0
2016,EN_HAZ_TREATV,Serbia,LANDFIL,17147694.0
2016,EN_HAZ_TREATV,Serbia,RECYCL,696322.0
2016,EN_HAZ_TREATV,Serbia,OTHERWM,85.0
2018,EN_HAZ_TREATV,Serbia,RECYCL,1165717.0
2018,EN_HAZ_TREATV,Serbia,INCINRT_EGY,482235.0
2018,EN_HAZ_TREATV,Serbia,OTHERWM,0.0
2018,EN_HAZ_TREATV,Serbia,INCINRT,0.0
2018,EN_HAZ_TREATV,Serbia,LANDFIL,15266719.0
2020,EN_HAZ_TREATV,Serbia,RECYCL,1805231.0
2020,EN_HAZ_TREATV,Serbia,LANDFIL,11249727.0
2020,EN_HAZ_TREATV,Serbia,INCINRT,0.0
2020,EN_HAZ_TREATV,Serbia,INCINRT_EGY,508271.0
2020,EN_HAZ_TREATV,Serbia,OTHERWM,0.0
2004,EN_HAZ_TREATV,Slovakia,INCINRT,47870.0
2004,EN_HAZ_TREATV,Slovakia,LANDFIL,135760.0
2004,EN_HAZ_TREATV,Slovakia,INCINRT_EGY,21710.0
2004,EN_HAZ_TREATV,Slovakia,OTHERWM,18310.0
2006,EN_HAZ_TREATV,Slovakia,OTHERWM,82842.0
2006,EN_HAZ_TREATV,Slovakia,LANDFIL,194262.0
2006,EN_HAZ_TREATV,Slovakia,INCINRT_EGY,8919.0
2006,EN_HAZ_TREATV,Slovakia,INCINRT,47929.0
2008,EN_HAZ_TREATV,Slovakia,OTHERWM,117973.0
2008,EN_HAZ_TREATV,Slovakia,LANDFIL,228251.0
2008,EN_HAZ_TREATV,Slovakia,INCINRT,47459.0
2008,EN_HAZ_TREATV,Slovakia,INCINRT_EGY,12588.0
2010,EN_HAZ_TREATV,Slovakia,INCINRT_EGY,4036.0
2010,EN_HAZ_TREATV,Slovakia,OTHERWM,48075.0
2010,EN_HAZ_TREATV,Slovakia,LANDFIL,145445.0
2010,EN_HAZ_TREATV,Slovakia,INCINRT,43196.0
2010,EN_HAZ_TREATV,Slovakia,RECYCL,286443.0
2012,EN_HAZ_TREATV,Slovakia,INCINRT_EGY,4248.0
2012,EN_HAZ_TREATV,Slovakia,OTHERWM,49575.0
2012,EN_HAZ_TREATV,Slovakia,LANDFIL,134816.0
2012,EN_HAZ_TREATV,Slovakia,INCINRT,20133.0
2012,EN_HAZ_TREATV,Slovakia,RECYCL,285278.0
2014,EN_HAZ_TREATV,Slovakia,RECYCL,169314.0
2014,EN_HAZ_TREATV,Slovakia,OTHERWM,84669.0
2014,EN_HAZ_TREATV,Slovakia,INCINRT_EGY,4607.0
2014,EN_HAZ_TREATV,Slovakia,INCINRT,17290.0
2014,EN_HAZ_TREATV,Slovakia,LANDFIL,137203.0
2016,EN_HAZ_TREATV,Slovakia,INCINRT_EGY,4216.0
2016,EN_HAZ_TREATV,Slovakia,LANDFIL,79798.0
2016,EN_HAZ_TREATV,Slovakia,INCINRT,14451.0
2016,EN_HAZ_TREATV,Slovakia,OTHERWM,11458.0
2016,EN_HAZ_TREATV,Slovakia,RECYCL,112860.0
2018,EN_HAZ_TREATV,Slovakia,INCINRT_EGY,7495.0
2018,EN_HAZ_TREATV,Slovakia,OTHERWM,19622.0
2018,EN_HAZ_TREATV,Slovakia,RECYCL,213206.0
2018,EN_HAZ_TREATV,Slovakia,LANDFIL,87220.0
2018,EN_HAZ_TREATV,Slovakia,INCINRT,7041.0
2020,EN_HAZ_TREATV,Slovakia,OTHERWM,4480.0
2020,EN_HAZ_TREATV,Slovakia,INCINRT,6858.0
2020,EN_HAZ_TREATV,Slovakia,RECYCL,204088.0
2020,EN_HAZ_TREATV,Slovakia,LANDFIL,55611.0
2020,EN_HAZ_TREATV,Slovakia,INCINRT_EGY,6549.0
2004,EN_HAZ_TREATV,Slovenia,OTHERWM,0.0
2004,EN_HAZ_TREATV,Slovenia,INCINRT,11586.0
2004,EN_HAZ_TREATV,Slovenia,LANDFIL,7734.0
2004,EN_HAZ_TREATV,Slovenia,INCINRT_EGY,31617.0
2006,EN_HAZ_TREATV,Slovenia,OTHERWM,0.0
2006,EN_HAZ_TREATV,Slovenia,LANDFIL,24144.0
2006,EN_HAZ_TREATV,Slovenia,INCINRT_EGY,14993.0
2006,EN_HAZ_TREATV,Slovenia,INCINRT,13073.0
2008,EN_HAZ_TREATV,Slovenia,OTHERWM,1.0
2008,EN_HAZ_TREATV,Slovenia,LANDFIL,49426.0
2008,EN_HAZ_TREATV,Slovenia,INCINRT,11112.0
2008,EN_HAZ_TREATV,Slovenia,INCINRT_EGY,9791.0
2010,EN_HAZ_TREATV,Slovenia,OTHERWM,0.0
2010,EN_HAZ_TREATV,Slovenia,RECYCL,31131.0
2010,EN_HAZ_TREATV,Slovenia,LANDFIL,29970.0
2010,EN_HAZ_TREATV,Slovenia,INCINRT,12615.0
2010,EN_HAZ_TREATV,Slovenia,INCINRT_EGY,8685.0
2012,EN_HAZ_TREATV,Slovenia,LANDFIL,12539.0
2012,EN_HAZ_TREATV,Slovenia,RECYCL,40196.0
2012,EN_HAZ_TREATV,Slovenia,INCINRT,8658.0
2012,EN_HAZ_TREATV,Slovenia,INCINRT_EGY,4500.0
2012,EN_HAZ_TREATV,Slovenia,OTHERWM,0.0
2014,EN_HAZ_TREATV,Slovenia,INCINRT,9965.0
2014,EN_HAZ_TREATV,Slovenia,OTHERWM,0.0
2014,EN_HAZ_TREATV,Slovenia,RECYCL,42719.0
2014,EN_HAZ_TREATV,Slovenia,LANDFIL,10675.0
2014,EN_HAZ_TREATV,Slovenia,INCINRT_EGY,1443.0
2016,EN_HAZ_TREATV,Slovenia,RECYCL,72570.0
2016,EN_HAZ_TREATV,Slovenia,INCINRT_EGY,5014.0
2016,EN_HAZ_TREATV,Slovenia,OTHERWM,0.0
2016,EN_HAZ_TREATV,Slovenia,LANDFIL,10674.0
2016,EN_HAZ_TREATV,Slovenia,INCINRT,9887.0
2018,EN_HAZ_TREATV,Slovenia,OTHERWM,0.0
2018,EN_HAZ_TREATV,Slovenia,LANDFIL,14219.0
2018,EN_HAZ_TREATV,Slovenia,RECYCL,50644.0
2018,EN_HAZ_TREATV,Slovenia,INCINRT_EGY,4090.0
2018,EN_HAZ_TREATV,Slovenia,INCINRT,8009.0
2020,EN_HAZ_TREATV,Slovenia,RECYCL,53669.0
2020,EN_HAZ_TREATV,Slovenia,INCINRT_EGY,2773.0
2020,EN_HAZ_TREATV,Slovenia,LANDFIL,11983.0
2020,EN_HAZ_TREATV,Slovenia,INCINRT,7144.0
2020,EN_HAZ_TREATV,Slovenia,OTHERWM,0.0
2004,EN_HAZ_TREATV,Spain,INCINRT,124295.0
2004,EN_HAZ_TREATV,Spain,LANDFIL,1236503.0
2004,EN_HAZ_TREATV,Spain,INCINRT_EGY,357847.0
2004,EN_HAZ_TREATV,Spain,OTHERWM,32025.0
2006,EN_HAZ_TREATV,Spain,LANDFIL,1254790.0
2006,EN_HAZ_TREATV,Spain,OTHERWM,2508.0
2006,EN_HAZ_TREATV,Spain,INCINRT_EGY,313051.0
2006,EN_HAZ_TREATV,Spain,INCINRT,93668.0
2008,EN_HAZ_TREATV,Spain,OTHERWM,92038.0
2008,EN_HAZ_TREATV,Spain,LANDFIL,1187376.0
2008,EN_HAZ_TREATV,Spain,INCINRT,10425.0
2008,EN_HAZ_TREATV,Spain,INCINRT_EGY,341526.0
2010,EN_HAZ_TREATV,Spain,OTHERWM,27333.0
2010,EN_HAZ_TREATV,Spain,INCINRT_EGY,205079.0
2010,EN_HAZ_TREATV,Spain,RECYCL,3415081.0
2010,EN_HAZ_TREATV,Spain,LANDFIL,901543.0
2010,EN_HAZ_TREATV,Spain,INCINRT,18465.0
2012,EN_HAZ_TREATV,Spain,INCINRT_EGY,163962.0
2012,EN_HAZ_TREATV,Spain,LANDFIL,643688.0
2012,EN_HAZ_TREATV,Spain,OTHERWM,13478.0
2012,EN_HAZ_TREATV,Spain,INCINRT,6.0
2012,EN_HAZ_TREATV,Spain,RECYCL,3475951.0
2014,EN_HAZ_TREATV,Spain,INCINRT,354.0
2014,EN_HAZ_TREATV,Spain,OTHERWM,114.0
2014,EN_HAZ_TREATV,Spain,INCINRT_EGY,137387.0
2014,EN_HAZ_TREATV,Spain,RECYCL,2366474.0
2014,EN_HAZ_TREATV,Spain,LANDFIL,524826.0
2016,EN_HAZ_TREATV,Spain,RECYCL,2229863.0
2016,EN_HAZ_TREATV,Spain,OTHERWM,733.0
2016,EN_HAZ_TREATV,Spain,LANDFIL,399024.0
2016,EN_HAZ_TREATV,Spain,INCINRT_EGY,148534.0
2016,EN_HAZ_TREATV,Spain,INCINRT,636.0
2018,EN_HAZ_TREATV,Spain,LANDFIL,519996.0
2018,EN_HAZ_TREATV,Spain,OTHERWM,6034.0
2018,EN_HAZ_TREATV,Spain,INCINRT_EGY,94030.0
2018,EN_HAZ_TREATV,Spain,RECYCL,3349096.0
2018,EN_HAZ_TREATV,Spain,INCINRT,65778.0
2020,EN_HAZ_TREATV,Spain,RECYCL,2435403.0
2020,EN_HAZ_TREATV,Spain,LANDFIL,490290.0
2020,EN_HAZ_TREATV,Spain,INCINRT,52864.0
2020,EN_HAZ_TREATV,Spain,OTHERWM,10002.0
2020,EN_HAZ_TREATV,Spain,INCINRT_EGY,81719.0
2004,EN_HAZ_TREATV,Sweden,INCINRT,71120.0
2004,EN_HAZ_TREATV,Sweden,INCINRT_EGY,310802.0
2004,EN_HAZ_TREATV,Sweden,OTHERWM,0.0
2004,EN_HAZ_TREATV,Sweden,LANDFIL,494123.0
2006,EN_HAZ_TREATV,Sweden,OTHERWM,0.0
2006,EN_HAZ_TREATV,Sweden,INCINRT,103455.0
2006,EN_HAZ_TREATV,Sweden,LANDFIL,143853.0
2006,EN_HAZ_TREATV,Sweden,INCINRT_EGY,208781.0
2008,EN_HAZ_TREATV,Sweden,OTHERWM,0.0
2008,EN_HAZ_TREATV,Sweden,LANDFIL,384266.0
2008,EN_HAZ_TREATV,Sweden,INCINRT_EGY,100154.0
2008,EN_HAZ_TREATV,Sweden,INCINRT,86805.0
2010,EN_HAZ_TREATV,Sweden,OTHERWM,0.0
2010,EN_HAZ_TREATV,Sweden,INCINRT_EGY,82826.0
2010,EN_HAZ_TREATV,Sweden,INCINRT,85830.0
2010,EN_HAZ_TREATV,Sweden,LANDFIL,355732.0
2010,EN_HAZ_TREATV,Sweden,RECYCL,6352.0
2012,EN_HAZ_TREATV,Sweden,LANDFIL,466196.0
2012,EN_HAZ_TREATV,Sweden,RECYCL,10749.0
2012,EN_HAZ_TREATV,Sweden,OTHERWM,0.0
2012,EN_HAZ_TREATV,Sweden,INCINRT,42347.0
2012,EN_HAZ_TREATV,Sweden,INCINRT_EGY,137461.0
2014,EN_HAZ_TREATV,Sweden,INCINRT,102739.0
2014,EN_HAZ_TREATV,Sweden,INCINRT_EGY,153013.0
2014,EN_HAZ_TREATV,Sweden,RECYCL,24109.0
2014,EN_HAZ_TREATV,Sweden,LANDFIL,426026.0
2014,EN_HAZ_TREATV,Sweden,OTHERWM,0.0
2016,EN_HAZ_TREATV,Sweden,RECYCL,17611.0
2016,EN_HAZ_TREATV,Sweden,OTHERWM,0.0
2016,EN_HAZ_TREATV,Sweden,INCINRT_EGY,109902.0
2016,EN_HAZ_TREATV,Sweden,INCINRT,210477.0
2016,EN_HAZ_TREATV,Sweden,LANDFIL,626580.0
2018,EN_HAZ_TREATV,Sweden,RECYCL,12245.0
2018,EN_HAZ_TREATV,Sweden,INCINRT_EGY,403770.0
2018,EN_HAZ_TREATV,Sweden,LANDFIL,636526.0
2018,EN_HAZ_TREATV,Sweden,OTHERWM,0.0
2018,EN_HAZ_TREATV,Sweden,INCINRT,129928.0
2020,EN_HAZ_TREATV,Sweden,INCINRT,67523.0
2020,EN_HAZ_TREATV,Sweden,OTHERWM,4070810.0
2020,EN_HAZ_TREATV,Sweden,INCINRT_EGY,285101.0
2020,EN_HAZ_TREATV,Sweden,LANDFIL,4782526.0
2010,EN_HAZ_TREATV,United Arab Emirates,RECYCL,0.0
2010,EN_HAZ_TREATV,United Arab Emirates,LANDFIL,144835.42188
2010,EN_HAZ_TREATV,United Arab Emirates,OTHERWM,177105.8125
2010,EN_HAZ_TREATV,United Arab Emirates,INCINRT,2612.0
2011,EN_HAZ_TREATV,United Arab Emirates,OTHERWM,281943.25
2011,EN_HAZ_TREATV,United Arab Emirates,LANDFIL,51697.0
2011,EN_HAZ_TREATV,United Arab Emirates,INCINRT,10334.03125
2011,EN_HAZ_TREATV,United Arab Emirates,RECYCL,0.0
2012,EN_HAZ_TREATV,United Arab Emirates,LANDFIL,167075.17188
2012,EN_HAZ_TREATV,United Arab Emirates,OTHERWM,158693.1875
2012,EN_HAZ_TREATV,United Arab Emirates,RECYCL,0.0
2012,EN_HAZ_TREATV,United Arab Emirates,INCINRT,15654.90039
2013,EN_HAZ_TREATV,United Arab Emirates,RECYCL,10515.0
2013,EN_HAZ_TREATV,United Arab Emirates,INCINRT,16888.62891
2013,EN_HAZ_TREATV,United Arab Emirates,OTHERWM,227945.6094
2013,EN_HAZ_TREATV,United Arab Emirates,LANDFIL,49350.01172
2014,EN_HAZ_TREATV,United Arab Emirates,RECYCL,52971.64844
2014,EN_HAZ_TREATV,United Arab Emirates,LANDFIL,58778.98047
2014,EN_HAZ_TREATV,United Arab Emirates,INCINRT,24149.06641
2014,EN_HAZ_TREATV,United Arab Emirates,OTHERWM,222993.6875
2015,EN_HAZ_TREATV,United Arab Emirates,LANDFIL,75040.34375
2015,EN_HAZ_TREATV,United Arab Emirates,OTHERWM,190685.9063
2015,EN_HAZ_TREATV,United Arab Emirates,RECYCL,37124.04688
2015,EN_HAZ_TREATV,United Arab Emirates,INCINRT,6177.67529
2016,EN_HAZ_TREATV,United Arab Emirates,INCINRT,6772.45313
2016,EN_HAZ_TREATV,United Arab Emirates,OTHERWM,137838.0313
2016,EN_HAZ_TREATV,United Arab Emirates,LANDFIL,57433.87891
2016,EN_HAZ_TREATV,United Arab Emirates,RECYCL,33419.32422
2017,EN_HAZ_TREATV,United Arab Emirates,INCINRT,11159.76856
2017,EN_HAZ_TREATV,United Arab Emirates,OTHERWM,246837.7813
2017,EN_HAZ_TREATV,United Arab Emirates,RECYCL,38553.96484
2017,EN_HAZ_TREATV,United Arab Emirates,LANDFIL,72221.00781
2018,EN_HAZ_TREATV,United Arab Emirates,INCINRT,24294.65039
2018,EN_HAZ_TREATV,United Arab Emirates,OTHERWM,223531.6094
2018,EN_HAZ_TREATV,United Arab Emirates,LANDFIL,149894.51563
2018,EN_HAZ_TREATV,United Arab Emirates,INCINRT_EGY,4833.95996
2018,EN_HAZ_TREATV,United Arab Emirates,RECYCL,32220.06055
2019,EN_HAZ_TREATV,United Arab Emirates,LANDFIL,67144.67188
2019,EN_HAZ_TREATV,United Arab Emirates,RECYCL,354271.375
2019,EN_HAZ_TREATV,United Arab Emirates,INCINRT,25082.63086
2019,EN_HAZ_TREATV,United Arab Emirates,INCINRT_EGY,4527.25977
2019,EN_HAZ_TREATV,United Arab Emirates,OTHERWM,130044.4219
2004,EN_HAZ_TREATV,Türkiye,OTHERWM,65.0
2004,EN_HAZ_TREATV,Türkiye,INCINRT,191901.0
2004,EN_HAZ_TREATV,Türkiye,LANDFIL,790840.0
2006,EN_HAZ_TREATV,Türkiye,OTHERWM,0.0
2006,EN_HAZ_TREATV,Türkiye,LANDFIL,26241.0
2006,EN_HAZ_TREATV,Türkiye,INCINRT,28251.0
2008,EN_HAZ_TREATV,Türkiye,LANDFIL,738319.0
2008,EN_HAZ_TREATV,Türkiye,OTHERWM,126.0
2008,EN_HAZ_TREATV,Türkiye,INCINRT,56947.0
2010,EN_HAZ_TREATV,Türkiye,INCINRT,27331.0
2010,EN_HAZ_TREATV,Türkiye,OTHERWM,7.0
2012,EN_HAZ_TREATV,Türkiye,LANDFIL,2750268.0
2012,EN_HAZ_TREATV,Türkiye,INCINRT,40559.0
2012,EN_HAZ_TREATV,Türkiye,OTHERWM,33.0
2014,EN_HAZ_TREATV,Türkiye,INCINRT,33329.0
2014,EN_HAZ_TREATV,Türkiye,OTHERWM,0.0
2016,EN_HAZ_TREATV,Türkiye,INCINRT,57814.0
2016,EN_HAZ_TREATV,Türkiye,INCINRT_EGY,0.0
2018,EN_HAZ_TREATV,Türkiye,OTHERWM,0.0
2018,EN_HAZ_TREATV,Türkiye,INCINRT,62068.0
2018,EN_HAZ_TREATV,Türkiye,LANDFIL,17497261.0
2020,EN_HAZ_TREATV,Türkiye,INCINRT,50897.0
2020,EN_HAZ_TREATV,Türkiye,INCINRT_EGY,0.0
2020,EN_HAZ_TREATV,Türkiye,OTHERWM,0.0
2020,EN_HAZ_TREATV,Türkiye,LANDFIL,35861448.0
2000,EN_HAZ_TREATV,Ukraine,OTHERWM,13183.0
2000,EN_HAZ_TREATV,Ukraine,RECYCL,1280924.0
2000,EN_HAZ_TREATV,Ukraine,INCINRT,95301.0
2000,EN_HAZ_TREATV,Ukraine,LANDFIL,760626.0
2001,EN_HAZ_TREATV,Ukraine,INCINRT,121935.0
2001,EN_HAZ_TREATV,Ukraine,RECYCL,2170048.0
2001,EN_HAZ_TREATV,Ukraine,LANDFIL,640041.0
2001,EN_HAZ_TREATV,Ukraine,OTHERWM,12183.0
2002,EN_HAZ_TREATV,Ukraine,INCINRT,390358.0
2002,EN_HAZ_TREATV,Ukraine,LANDFIL,726922.0
2002,EN_HAZ_TREATV,Ukraine,RECYCL,1310757.0
2002,EN_HAZ_TREATV,Ukraine,OTHERWM,8534.0
2003,EN_HAZ_TREATV,Ukraine,RECYCL,802010.0
2003,EN_HAZ_TREATV,Ukraine,INCINRT,382185.0
2003,EN_HAZ_TREATV,Ukraine,LANDFIL,931700.0
2003,EN_HAZ_TREATV,Ukraine,OTHERWM,8136.0
2004,EN_HAZ_TREATV,Ukraine,RECYCL,689365.0
2004,EN_HAZ_TREATV,Ukraine,INCINRT,150660.0
2004,EN_HAZ_TREATV,Ukraine,LANDFIL,1102787.0
2004,EN_HAZ_TREATV,Ukraine,OTHERWM,13415.0
2005,EN_HAZ_TREATV,Ukraine,RECYCL,811305.0
2005,EN_HAZ_TREATV,Ukraine,INCINRT,123486.0
2005,EN_HAZ_TREATV,Ukraine,OTHERWM,1843.0
2005,EN_HAZ_TREATV,Ukraine,LANDFIL,948461.0
2006,EN_HAZ_TREATV,Ukraine,INCINRT,120043.0
2006,EN_HAZ_TREATV,Ukraine,LANDFIL,1056953.0
2006,EN_HAZ_TREATV,Ukraine,OTHERWM,1916.0
2006,EN_HAZ_TREATV,Ukraine,RECYCL,789994.0
2007,EN_HAZ_TREATV,Ukraine,OTHERWM,1362.0
2007,EN_HAZ_TREATV,Ukraine,LANDFIL,990591.0
2007,EN_HAZ_TREATV,Ukraine,INCINRT,75388.0
2007,EN_HAZ_TREATV,Ukraine,RECYCL,995424.0
2008,EN_HAZ_TREATV,Ukraine,OTHERWM,4837.0
2008,EN_HAZ_TREATV,Ukraine,LANDFIL,1066308.0
2008,EN_HAZ_TREATV,Ukraine,INCINRT,56288.0
2008,EN_HAZ_TREATV,Ukraine,RECYCL,894834.0
2009,EN_HAZ_TREATV,Ukraine,LANDFIL,333246.0
2009,EN_HAZ_TREATV,Ukraine,INCINRT,47298.0
2009,EN_HAZ_TREATV,Ukraine,RECYCL,794407.0
2009,EN_HAZ_TREATV,Ukraine,OTHERWM,805.0
2010,EN_HAZ_TREATV,Ukraine,OTHERWM,179845.0
2010,EN_HAZ_TREATV,Ukraine,INCINRT,16473.0
2010,EN_HAZ_TREATV,Ukraine,RECYCL,642392.0
2010,EN_HAZ_TREATV,Ukraine,INCINRT_EGY,6212.0
2010,EN_HAZ_TREATV,Ukraine,LANDFIL,126849.0
2011,EN_HAZ_TREATV,Ukraine,INCINRT,15612.0
2011,EN_HAZ_TREATV,Ukraine,OTHERWM,104.0
2011,EN_HAZ_TREATV,Ukraine,LANDFIL,138455.0
2011,EN_HAZ_TREATV,Ukraine,RECYCL,597529.0
2011,EN_HAZ_TREATV,Ukraine,INCINRT_EGY,4394.0
2012,EN_HAZ_TREATV,Ukraine,OTHERWM,31.0
2012,EN_HAZ_TREATV,Ukraine,RECYCL,541356.0
2012,EN_HAZ_TREATV,Ukraine,INCINRT_EGY,765.0
2012,EN_HAZ_TREATV,Ukraine,INCINRT,14007.0
2012,EN_HAZ_TREATV,Ukraine,LANDFIL,146760.0
2013,EN_HAZ_TREATV,Ukraine,LANDFIL,102983.0
2013,EN_HAZ_TREATV,Ukraine,INCINRT,15097.0
2013,EN_HAZ_TREATV,Ukraine,INCINRT_EGY,1079.0
2013,EN_HAZ_TREATV,Ukraine,RECYCL,439049.0
2013,EN_HAZ_TREATV,Ukraine,OTHERWM,40.0
2014,EN_HAZ_TREATV,Ukraine,LANDFIL,81584.0
2014,EN_HAZ_TREATV,Ukraine,OTHERWM,351.0
2014,EN_HAZ_TREATV,Ukraine,INCINRT,8273.0
2014,EN_HAZ_TREATV,Ukraine,INCINRT_EGY,635.0
2014,EN_HAZ_TREATV,Ukraine,RECYCL,327134.0
2015,EN_HAZ_TREATV,Ukraine,RECYCL,314543.0
2015,EN_HAZ_TREATV,Ukraine,OTHERWM,711.0
2015,EN_HAZ_TREATV,Ukraine,INCINRT,5808.0
2015,EN_HAZ_TREATV,Ukraine,INCINRT_EGY,554.0
2015,EN_HAZ_TREATV,Ukraine,LANDFIL,78650.0
2016,EN_HAZ_TREATV,Ukraine,INCINRT,6232.0
2016,EN_HAZ_TREATV,Ukraine,OTHERWM,1092.0
2016,EN_HAZ_TREATV,Ukraine,LANDFIL,102517.0
2016,EN_HAZ_TREATV,Ukraine,RECYCL,337658.0
2016,EN_HAZ_TREATV,Ukraine,INCINRT_EGY,271.0
2017,EN_HAZ_TREATV,Ukraine,RECYCL,305545.0
2017,EN_HAZ_TREATV,Ukraine,INCINRT,8748.0
2017,EN_HAZ_TREATV,Ukraine,INCINRT_EGY,1346.0
2017,EN_HAZ_TREATV,Ukraine,LANDFIL,96810.0
2017,EN_HAZ_TREATV,Ukraine,OTHERWM,1178.0
2018,EN_HAZ_TREATV,Ukraine,LANDFIL,114914.0
2018,EN_HAZ_TREATV,Ukraine,INCINRT_EGY,1567.0
2018,EN_HAZ_TREATV,Ukraine,INCINRT,11895.0
2018,EN_HAZ_TREATV,Ukraine,RECYCL,276491.0
2018,EN_HAZ_TREATV,Ukraine,OTHERWM,1448.0
2019,EN_HAZ_TREATV,Ukraine,OTHERWM,1089.0
2019,EN_HAZ_TREATV,Ukraine,RECYCL,252075.0
2019,EN_HAZ_TREATV,Ukraine,INCINRT,10626.0
2019,EN_HAZ_TREATV,Ukraine,LANDFIL,93262.0
2019,EN_HAZ_TREATV,Ukraine,INCINRT_EGY,1309.0
2008,EN_HAZ_TREATV,North Macedonia,INCINRT,20.0
2008,EN_HAZ_TREATV,North Macedonia,OTHERWM,0.0
2008,EN_HAZ_TREATV,North Macedonia,LANDFIL,2693.0
2010,EN_HAZ_TREATV,North Macedonia,LANDFIL,148936.0
2010,EN_HAZ_TREATV,North Macedonia,OTHERWM,0.0
2010,EN_HAZ_TREATV,North Macedonia,INCINRT,120.0
2012,EN_HAZ_TREATV,North Macedonia,OTHERWM,0.0
2012,EN_HAZ_TREATV,North Macedonia,LANDFIL,676021.0
2012,EN_HAZ_TREATV,North Macedonia,INCINRT,149.0
2014,EN_HAZ_TREATV,North Macedonia,OTHERWM,21.25
2014,EN_HAZ_TREATV,North Macedonia,INCINRT_EGY,0.0
2014,EN_HAZ_TREATV,North Macedonia,INCINRT,0.0
2014,EN_HAZ_TREATV,North Macedonia,LANDFIL,3763.0
2014,EN_HAZ_TREATV,North Macedonia,RECYCL,0.0
2018,EN_HAZ_TREATV,North Macedonia,LANDFIL,7121.0
2018,EN_HAZ_TREATV,North Macedonia,INCINRT,1665.0
2018,EN_HAZ_TREATV,North Macedonia,OTHERWM,3561.0
2020,EN_HAZ_TREATV,North Macedonia,OTHERWM,588.0
2020,EN_HAZ_TREATV,North Macedonia,INCINRT,1151.0
2020,EN_HAZ_TREATV,North Macedonia,LANDFIL,410645.0
2004,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,OTHERWM,7396.0
2004,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,INCINRT,116585.0
2004,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,LANDFIL,3011088.0
2006,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,LANDFIL,1533467.0
2006,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,INCINRT,440947.0
2006,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,OTHERWM,24161.0
2008,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,INCINRT,432555.0
2008,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,OTHERWM,0.0
2008,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,LANDFIL,1270785.0
2010,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,INCINRT,262759.0
2010,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,LANDFIL,1331655.0
2010,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,OTHERWM,34801.0
2012,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,INCINRT_EGY,167.0
2012,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,LANDFIL,1034933.0
2012,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,RECYCL,3025.0
2012,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,OTHERWM,0.0
2012,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,INCINRT,239519.0
2014,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,INCINRT_EGY,0.0
2014,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,OTHERWM,0.0
2014,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,RECYCL,5585.0
2014,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,INCINRT,241230.0
2014,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,LANDFIL,869205.0
2016,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,INCINRT,300070.0
2016,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,INCINRT_EGY,8.0
2016,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,RECYCL,3439.0
2016,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,LANDFIL,844535.0
2016,EN_HAZ_TREATV,United Kingdom of Great Britain and Northern Ireland,OTHERWM,0.0
2011,EN_HAZ_TREATV,Bosnia and Herzegovina,INCINRT,0.0
2012,EN_HAZ_TREATV,Bosnia and Herzegovina,INCINRT,0.0
2016,EN_HAZ_TREATV,Bosnia and Herzegovina,RECYCL,0.0
2020,EN_HAZ_TREATV,Bosnia and Herzegovina,RECYCL,0.0
2004,EN_HAZ_TREATV,Bulgaria,INCINRT_EGY,322.0
2004,EN_HAZ_TREATV,Bulgaria,LANDFIL,11981941.0
2004,EN_HAZ_TREATV,Bulgaria,INCINRT,44984.0
2004,EN_HAZ_TREATV,Bulgaria,OTHERWM,0.0
2006,EN_HAZ_TREATV,Bulgaria,INCINRT_EGY,782.0
2006,EN_HAZ_TREATV,Bulgaria,LANDFIL,13302797.0
