Year,SeriesCode,Страна ,Type of waste treatment,Value
2006,EN_HAZ_TREATV,Bulgaria,OTHERWM,0.0
2006,EN_HAZ_TREATV,Bulgaria,INCINRT,81641.0
2008,EN_HAZ_TREATV,Bulgaria,INCINRT,49759.0
2008,EN_HAZ_TREATV,Bulgaria,OTHERWM,0.0
2008,EN_HAZ_TREATV,Bulgaria,LANDFIL,12846297.0
2008,EN_HAZ_TREATV,Bulgaria,INCINRT_EGY,0.0
2010,EN_HAZ_TREATV,Bulgaria,RECYCL,391266.0
2010,EN_HAZ_TREATV,Bulgaria,INCINRT,1762.0
2010,EN_HAZ_TREATV,Bulgaria,INCINRT_EGY,0.0
2010,EN_HAZ_TREATV,Bulgaria,OTHERWM,0.0
2010,EN_HAZ_TREATV,Bulgaria,LANDFIL,13501203.0
2012,EN_HAZ_TREATV,Bulgaria,INCINRT_EGY,188.0
2012,EN_HAZ_TREATV,Bulgaria,RECYCL,356786.0
2012,EN_HAZ_TREATV,Bulgaria,OTHERWM,164883.0
2012,EN_HAZ_TREATV,Bulgaria,INCINRT,5352.0
2012,EN_HAZ_TREATV,Bulgaria,LANDFIL,13322743.0
2014,EN_HAZ_TREATV,Bulgaria,LANDFIL,12017033.0
2014,EN_HAZ_TREATV,Bulgaria,INCINRT,7171.0
2014,EN_HAZ_TREATV,Bulgaria,OTHERWM,163064.0
2014,EN_HAZ_TREATV,Bulgaria,RECYCL,222970.0
2014,EN_HAZ_TREATV,Bulgaria,INCINRT_EGY,333.0
2016,EN_HAZ_TREATV,Bulgaria,INCINRT_EGY,659.0
2016,EN_HAZ_TREATV,Bulgaria,INCINRT,5259.0
2016,EN_HAZ_TREATV,Bulgaria,OTHERWM,13021325.0
2016,EN_HAZ_TREATV,Bulgaria,LANDFIL,13059515.0
2016,EN_HAZ_TREATV,Bulgaria,RECYCL,248036.0
2018,EN_HAZ_TREATV,Bulgaria,OTHERWM,13215461.0
2018,EN_HAZ_TREATV,Bulgaria,LANDFIL,13295635.0
2018,EN_HAZ_TREATV,Bulgaria,RECYCL,232003.0
2018,EN_HAZ_TREATV,Bulgaria,INCINRT,3814.0
2018,EN_HAZ_TREATV,Bulgaria,INCINRT_EGY,5016.0
2020,EN_HAZ_TREATV,Bulgaria,INCINRT_EGY,24566.0
2020,EN_HAZ_TREATV,Bulgaria,LANDFIL,13336987.0
2020,EN_HAZ_TREATV,Bulgaria,INCINRT,98152.0
2020,EN_HAZ_TREATV,Bulgaria,RECYCL,265969.0
2020,EN_HAZ_TREATV,Bulgaria,OTHERWM,13293040.0
2005,EN_HAZ_TREATV,Belarus,RECYCL,227400.0
2005,EN_HAZ_TREATV,Belarus,OTHERWM,0.0
2005,EN_HAZ_TREATV,Belarus,LANDFIL,19200.0
2005,EN_HAZ_TREATV,Belarus,INCINRT,50200.0
2006,EN_HAZ_TREATV,Belarus,INCINRT,54200.0
2006,EN_HAZ_TREATV,Belarus,LANDFIL,16800.0
2006,EN_HAZ_TREATV,Belarus,RECYCL,252900.0
2006,EN_HAZ_TREATV,Belarus,OTHERWM,0.0
2007,EN_HAZ_TREATV,Belarus,RECYCL,344700.0
2007,EN_HAZ_TREATV,Belarus,INCINRT,41400.0
2007,EN_HAZ_TREATV,Belarus,OTHERWM,0.0
2007,EN_HAZ_TREATV,Belarus,LANDFIL,34300.0
2008,EN_HAZ_TREATV,Belarus,LANDFIL,61200.0
2008,EN_HAZ_TREATV,Belarus,RECYCL,437100.0
2008,EN_HAZ_TREATV,Belarus,INCINRT,39600.0
2008,EN_HAZ_TREATV,Belarus,OTHERWM,0.0
2009,EN_HAZ_TREATV,Belarus,RECYCL,675200.0
2009,EN_HAZ_TREATV,Belarus,OTHERWM,0.0
2009,EN_HAZ_TREATV,Belarus,INCINRT,34600.0
2009,EN_HAZ_TREATV,Belarus,LANDFIL,100000.0
2010,EN_HAZ_TREATV,Belarus,LANDFIL,136600.0
2010,EN_HAZ_TREATV,Belarus,INCINRT,46000.0
2010,EN_HAZ_TREATV,Belarus,OTHERWM,0.0
2010,EN_HAZ_TREATV,Belarus,RECYCL,774900.0
2011,EN_HAZ_TREATV,Belarus,OTHERWM,0.0
2011,EN_HAZ_TREATV,Belarus,RECYCL,827600.0
2011,EN_HAZ_TREATV,Belarus,INCINRT,57100.0
2011,EN_HAZ_TREATV,Belarus,LANDFIL,83700.0
2012,EN_HAZ_TREATV,Belarus,LANDFIL,123680.0
2012,EN_HAZ_TREATV,Belarus,OTHERWM,0.0
2012,EN_HAZ_TREATV,Belarus,RECYCL,1324330.0
2012,EN_HAZ_TREATV,Belarus,INCINRT,29050.0
2013,EN_HAZ_TREATV,Belarus,LANDFIL,124720.0
2013,EN_HAZ_TREATV,Belarus,OTHERWM,0.0
2013,EN_HAZ_TREATV,Belarus,RECYCL,1091670.0
2013,EN_HAZ_TREATV,Belarus,INCINRT,21250.0
2014,EN_HAZ_TREATV,Belarus,OTHERWM,0.0
2014,EN_HAZ_TREATV,Belarus,INCINRT,59290.0
2014,EN_HAZ_TREATV,Belarus,LANDFIL,153560.0
2014,EN_HAZ_TREATV,Belarus,RECYCL,1242210.0
2015,EN_HAZ_TREATV,Belarus,OTHERWM,0.0
2015,EN_HAZ_TREATV,Belarus,RECYCL,889780.0
2015,EN_HAZ_TREATV,Belarus,LANDFIL,99280.0
2015,EN_HAZ_TREATV,Belarus,INCINRT,24510.0
2016,EN_HAZ_TREATV,Belarus,RECYCL,1201580.0
2016,EN_HAZ_TREATV,Belarus,INCINRT,33810.0
2016,EN_HAZ_TREATV,Belarus,OTHERWM,0.0
2016,EN_HAZ_TREATV,Belarus,LANDFIL,115960.0
2017,EN_HAZ_TREATV,Belarus,RECYCL,1047870.0
2017,EN_HAZ_TREATV,Belarus,INCINRT,49820.0
2017,EN_HAZ_TREATV,Belarus,OTHERWM,0.0
2017,EN_HAZ_TREATV,Belarus,LANDFIL,110730.0
2018,EN_HAZ_TREATV,Belarus,INCINRT,29069.0
2018,EN_HAZ_TREATV,Belarus,LANDFIL,123918.0
2018,EN_HAZ_TREATV,Belarus,RECYCL,2041936.0
2018,EN_HAZ_TREATV,Belarus,OTHERWM,0.0
2019,EN_HAZ_TREATV,Belarus,INCINRT,30330.0
2019,EN_HAZ_TREATV,Belarus,OTHERWM,0.0
2019,EN_HAZ_TREATV,Belarus,RECYCL,1505210.0
2019,EN_HAZ_TREATV,Belarus,LANDFIL,177170.0
2020,EN_HAZ_TREATV,Belarus,LANDFIL,134146.0
2020,EN_HAZ_TREATV,Belarus,RECYCL,1759552.0
2020,EN_HAZ_TREATV,Belarus,OTHERWM,0.0
2020,EN_HAZ_TREATV,Belarus,INCINRT,17809.0
2021,EN_HAZ_TREATV,Belarus,LANDFIL,160872.0
2021,EN_HAZ_TREATV,Belarus,INCINRT,18697.0
2021,EN_HAZ_TREATV,Belarus,OTHERWM,0.0
2021,EN_HAZ_TREATV,Belarus,RECYCL,1484471.0
2000,EN_HAZ_TREATV,Croatia,OTHERWM,2000.0
2004,EN_HAZ_TREATV,Croatia,INCINRT_EGY,19062.0
2004,EN_HAZ_TREATV,Croatia,LANDFIL,14078.0
2004,EN_HAZ_TREATV,Croatia,OTHERWM,3417.0
2004,EN_HAZ_TREATV,Croatia,INCINRT,41.0
2006,EN_HAZ_TREATV,Croatia,LANDFIL,562856.0
2006,EN_HAZ_TREATV,Croatia,INCINRT_EGY,823.0
2006,EN_HAZ_TREATV,Croatia,INCINRT,47133.0
2006,EN_HAZ_TREATV,Croatia,OTHERWM,2054.0
2008,EN_HAZ_TREATV,Croatia,INCINRT,402.0
2008,EN_HAZ_TREATV,Croatia,LANDFIL,3246.0
2008,EN_HAZ_TREATV,Croatia,OTHERWM,9466.0
2008,EN_HAZ_TREATV,Croatia,INCINRT_EGY,5250.0
2010,EN_HAZ_TREATV,Croatia,RECYCL,1866212.0
2010,EN_HAZ_TREATV,Croatia,OTHERWM,58.0
2010,EN_HAZ_TREATV,Croatia,LANDFIL,8793.0
2010,EN_HAZ_TREATV,Croatia,INCINRT,4573.0
2010,EN_HAZ_TREATV,Croatia,INCINRT_EGY,28817.0
2011,EN_HAZ_TREATV,Croatia,OTHERWM,61.0
2012,EN_HAZ_TREATV,Croatia,INCINRT_EGY,8380.0
2012,EN_HAZ_TREATV,Croatia,INCINRT,45.0
2012,EN_HAZ_TREATV,Croatia,OTHERWM,6.6
2012,EN_HAZ_TREATV,Croatia,LANDFIL,10319.0
2012,EN_HAZ_TREATV,Croatia,RECYCL,1636793.0
2014,EN_HAZ_TREATV,Croatia,LANDFIL,10035.0
2014,EN_HAZ_TREATV,Croatia,INCINRT_EGY,11371.0
2014,EN_HAZ_TREATV,Croatia,RECYCL,1821805.0
2014,EN_HAZ_TREATV,Croatia,INCINRT,0.0
2014,EN_HAZ_TREATV,Croatia,OTHERWM,0.0
2016,EN_HAZ_TREATV,Croatia,INCINRT,0.0
2016,EN_HAZ_TREATV,Croatia,INCINRT_EGY,14076.0
2016,EN_HAZ_TREATV,Croatia,OTHERWM,0.0
2016,EN_HAZ_TREATV,Croatia,RECYCL,1861771.0
2016,EN_HAZ_TREATV,Croatia,LANDFIL,6251.0
2018,EN_HAZ_TREATV,Croatia,INCINRT,0.0
2018,EN_HAZ_TREATV,Croatia,LANDFIL,2827.0
2018,EN_HAZ_TREATV,Croatia,INCINRT_EGY,10158.0
2018,EN_HAZ_TREATV,Croatia,RECYCL,2712452.0
2018,EN_HAZ_TREATV,Croatia,OTHERWM,0.0
2020,EN_HAZ_TREATV,Croatia,INCINRT_EGY,13797.0
2020,EN_HAZ_TREATV,Croatia,RECYCL,2568744.0
2020,EN_HAZ_TREATV,Croatia,INCINRT,0.0
2020,EN_HAZ_TREATV,Croatia,OTHERWM,0.0
2020,EN_HAZ_TREATV,Croatia,LANDFIL,3497.0
2004,EN_HAZ_TREATV,Cyprus,LANDFIL,18904.0
2004,EN_HAZ_TREATV,Cyprus,INCINRT,2207.0
2004,EN_HAZ_TREATV,Cyprus,OTHERWM,308.0
2004,EN_HAZ_TREATV,Cyprus,INCINRT_EGY,1758.0
2006,EN_HAZ_TREATV,Cyprus,INCINRT_EGY,34.0
2006,EN_HAZ_TREATV,Cyprus,OTHERWM,0.0
2006,EN_HAZ_TREATV,Cyprus,LANDFIL,5064.0
2006,EN_HAZ_TREATV,Cyprus,INCINRT,47.0
2008,EN_HAZ_TREATV,Cyprus,INCINRT,53.0
2008,EN_HAZ_TREATV,Cyprus,LANDFIL,13154.0
2008,EN_HAZ_TREATV,Cyprus,OTHERWM,0.0
2008,EN_HAZ_TREATV,Cyprus,INCINRT_EGY,1156.0
2010,EN_HAZ_TREATV,Cyprus,INCINRT_EGY,1324.0
2010,EN_HAZ_TREATV,Cyprus,RECYCL,44942.0
2010,EN_HAZ_TREATV,Cyprus,INCINRT,89.0
2010,EN_HAZ_TREATV,Cyprus,OTHERWM,4.0
2010,EN_HAZ_TREATV,Cyprus,LANDFIL,14814.0
2012,EN_HAZ_TREATV,Cyprus,OTHERWM,93.0
2012,EN_HAZ_TREATV,Cyprus,INCINRT_EGY,59.0
2012,EN_HAZ_TREATV,Cyprus,LANDFIL,5563.0
2012,EN_HAZ_TREATV,Cyprus,INCINRT,3.0
2012,EN_HAZ_TREATV,Cyprus,RECYCL,35678.0
2014,EN_HAZ_TREATV,Cyprus,INCINRT_EGY,1379.0
2014,EN_HAZ_TREATV,Cyprus,RECYCL,24564.0
2014,EN_HAZ_TREATV,Cyprus,OTHERWM,0.0
2014,EN_HAZ_TREATV,Cyprus,LANDFIL,141248.0
2014,EN_HAZ_TREATV,Cyprus,INCINRT,0.0
2016,EN_HAZ_TREATV,Cyprus,LANDFIL,128870.0
2016,EN_HAZ_TREATV,Cyprus,RECYCL,15645.0
2016,EN_HAZ_TREATV,Cyprus,INCINRT_EGY,237.0
2016,EN_HAZ_TREATV,Cyprus,INCINRT,0.0
2016,EN_HAZ_TREATV,Cyprus,OTHERWM,0.0
2018,EN_HAZ_TREATV,Cyprus,INCINRT_EGY,916.0
2018,EN_HAZ_TREATV,Cyprus,OTHERWM,0.0
2018,EN_HAZ_TREATV,Cyprus,LANDFIL,194224.0
2018,EN_HAZ_TREATV,Cyprus,INCINRT,0.0
2018,EN_HAZ_TREATV,Cyprus,RECYCL,16865.0
2020,EN_HAZ_TREATV,Cyprus,INCINRT_EGY,306.0
2020,EN_HAZ_TREATV,Cyprus,LANDFIL,1085.0
2020,EN_HAZ_TREATV,Cyprus,INCINRT,0.0
2020,EN_HAZ_TREATV,Cyprus,RECYCL,14188.0
2020,EN_HAZ_TREATV,Cyprus,OTHERWM,0.0
2004,EN_HAZ_TREATV,Czechia,INCINRT_EGY,29171.0
2004,EN_HAZ_TREATV,Czechia,OTHERWM,0.0
2004,EN_HAZ_TREATV,Czechia,LANDFIL,150858.0
2004,EN_HAZ_TREATV,Czechia,INCINRT,30693.0
2006,EN_HAZ_TREATV,Czechia,INCINRT,49141.0
2006,EN_HAZ_TREATV,Czechia,OTHERWM,0.0
2006,EN_HAZ_TREATV,Czechia,LANDFIL,65263.0
2006,EN_HAZ_TREATV,Czechia,INCINRT_EGY,55784.0
2008,EN_HAZ_TREATV,Czechia,OTHERWM,2080.0
2008,EN_HAZ_TREATV,Czechia,INCINRT,61128.0
2008,EN_HAZ_TREATV,Czechia,INCINRT_EGY,61643.0
2008,EN_HAZ_TREATV,Czechia,LANDFIL,79496.0
2010,EN_HAZ_TREATV,Czechia,OTHERWM,0.0
2010,EN_HAZ_TREATV,Czechia,INCINRT,49533.0
2010,EN_HAZ_TREATV,Czechia,LANDFIL,60288.0
2010,EN_HAZ_TREATV,Czechia,INCINRT_EGY,41901.0
2010,EN_HAZ_TREATV,Czechia,RECYCL,237150.0
2012,EN_HAZ_TREATV,Czechia,INCINRT_EGY,38262.0
2012,EN_HAZ_TREATV,Czechia,OTHERWM,3078.0
2012,EN_HAZ_TREATV,Czechia,RECYCL,505973.0
2012,EN_HAZ_TREATV,Czechia,INCINRT,71077.0
2012,EN_HAZ_TREATV,Czechia,LANDFIL,36716.0
2014,EN_HAZ_TREATV,Czechia,INCINRT_EGY,51433.0
2014,EN_HAZ_TREATV,Czechia,LANDFIL,35512.0
2014,EN_HAZ_TREATV,Czechia,RECYCL,312465.0
2014,EN_HAZ_TREATV,Czechia,INCINRT,73373.0
2014,EN_HAZ_TREATV,Czechia,OTHERWM,0.0
2016,EN_HAZ_TREATV,Czechia,INCINRT,77049.0
2016,EN_HAZ_TREATV,Czechia,OTHERWM,1.0
2016,EN_HAZ_TREATV,Czechia,RECYCL,514749.0
2016,EN_HAZ_TREATV,Czechia,LANDFIL,33206.0
2016,EN_HAZ_TREATV,Czechia,INCINRT_EGY,30401.0
2018,EN_HAZ_TREATV,Czechia,INCINRT_EGY,33160.0
2018,EN_HAZ_TREATV,Czechia,OTHERWM,0.0
2018,EN_HAZ_TREATV,Czechia,INCINRT,87273.0
2018,EN_HAZ_TREATV,Czechia,LANDFIL,94334.0
2018,EN_HAZ_TREATV,Czechia,RECYCL,1410674.0
2020,EN_HAZ_TREATV,Czechia,LANDFIL,221703.0
2020,EN_HAZ_TREATV,Czechia,RECYCL,741650.0
2020,EN_HAZ_TREATV,Czechia,OTHERWM,0.0
2020,EN_HAZ_TREATV,Czechia,INCINRT_EGY,60547.0
2020,EN_HAZ_TREATV,Czechia,INCINRT,81612.0
2004,EN_HAZ_TREATV,Denmark,LANDFIL,115162.0
2004,EN_HAZ_TREATV,Denmark,INCINRT_EGY,0.0
2004,EN_HAZ_TREATV,Denmark,INCINRT,93137.0
2006,EN_HAZ_TREATV,Denmark,INCINRT_EGY,84699.0
2006,EN_HAZ_TREATV,Denmark,INCINRT,0.0
2006,EN_HAZ_TREATV,Denmark,LANDFIL,163542.0
2008,EN_HAZ_TREATV,Denmark,INCINRT,0.0
2008,EN_HAZ_TREATV,Denmark,INCINRT_EGY,91978.0
2008,EN_HAZ_TREATV,Denmark,OTHERWM,0.0
2008,EN_HAZ_TREATV,Denmark,LANDFIL,169800.0
2010,EN_HAZ_TREATV,Denmark,OTHERWM,0.0
2010,EN_HAZ_TREATV,Denmark,INCINRT,0.0
2010,EN_HAZ_TREATV,Denmark,RECYCL,9500261.0
2010,EN_HAZ_TREATV,Denmark,INCINRT_EGY,167878.0
2010,EN_HAZ_TREATV,Denmark,LANDFIL,668190.0
2012,EN_HAZ_TREATV,Denmark,RECYCL,9687326.0
2012,EN_HAZ_TREATV,Denmark,OTHERWM,0.0
2012,EN_HAZ_TREATV,Denmark,LANDFIL,526737.0
2012,EN_HAZ_TREATV,Denmark,INCINRT_EGY,171171.0
2012,EN_HAZ_TREATV,Denmark,INCINRT,2701.0
2014,EN_HAZ_TREATV,Denmark,INCINRT,3293.0
2014,EN_HAZ_TREATV,Denmark,RECYCL,9641160.0
2014,EN_HAZ_TREATV,Denmark,INCINRT_EGY,199765.0
2014,EN_HAZ_TREATV,Denmark,LANDFIL,1031289.0
2014,EN_HAZ_TREATV,Denmark,OTHERWM,0.0
2016,EN_HAZ_TREATV,Denmark,RECYCL,9843189.0
2016,EN_HAZ_TREATV,Denmark,INCINRT_EGY,233738.0
2016,EN_HAZ_TREATV,Denmark,LANDFIL,1132336.0
2016,EN_HAZ_TREATV,Denmark,OTHERWM,0.0
2016,EN_HAZ_TREATV,Denmark,INCINRT,4109.0
2018,EN_HAZ_TREATV,Denmark,INCINRT,4386.0
2018,EN_HAZ_TREATV,Denmark,INCINRT_EGY,207608.0
2018,EN_HAZ_TREATV,Denmark,LANDFIL,139322.0
2018,EN_HAZ_TREATV,Denmark,RECYCL,10137059.0
2018,EN_HAZ_TREATV,Denmark,OTHERWM,788.0
2020,EN_HAZ_TREATV,Denmark,RECYCL,9334607.0
2020,EN_HAZ_TREATV,Denmark,INCINRT_EGY,217250.0
2020,EN_HAZ_TREATV,Denmark,LANDFIL,95687.0
2020,EN_HAZ_TREATV,Denmark,OTHERWM,830.0
2020,EN_HAZ_TREATV,Denmark,INCINRT,939.0
2004,EN_HAZ_TREATV,Estonia,INCINRT_EGY,44094.0
2004,EN_HAZ_TREATV,Estonia,LANDFIL,6643259.0
2004,EN_HAZ_TREATV,Estonia,INCINRT,477.0
2004,EN_HAZ_TREATV,Estonia,OTHERWM,298.0
2006,EN_HAZ_TREATV,Estonia,OTHERWM,221300.0
2006,EN_HAZ_TREATV,Estonia,LANDFIL,6315240.0
2006,EN_HAZ_TREATV,Estonia,INCINRT_EGY,32647.0
2006,EN_HAZ_TREATV,Estonia,INCINRT,40.0
2008,EN_HAZ_TREATV,Estonia,INCINRT,0.0
2008,EN_HAZ_TREATV,Estonia,OTHERWM,0.0
2008,EN_HAZ_TREATV,Estonia,LANDFIL,6429778.0
2008,EN_HAZ_TREATV,Estonia,INCINRT_EGY,36806.0
2010,EN_HAZ_TREATV,Estonia,INCINRT_EGY,15968.0
2010,EN_HAZ_TREATV,Estonia,OTHERWM,0.0
2010,EN_HAZ_TREATV,Estonia,LANDFIL,7979192.0
2010,EN_HAZ_TREATV,Estonia,RECYCL,143043.0
2010,EN_HAZ_TREATV,Estonia,INCINRT,0.0
2012,EN_HAZ_TREATV,Estonia,LANDFIL,7466476.0
2012,EN_HAZ_TREATV,Estonia,INCINRT_EGY,18666.0
2012,EN_HAZ_TREATV,Estonia,OTHERWM,0.0
2012,EN_HAZ_TREATV,Estonia,INCINRT,38.0
2012,EN_HAZ_TREATV,Estonia,RECYCL,22364.0
2014,EN_HAZ_TREATV,Estonia,LANDFIL,8983360.0
2014,EN_HAZ_TREATV,Estonia,RECYCL,3220.0
2014,EN_HAZ_TREATV,Estonia,INCINRT_EGY,15279.0
2014,EN_HAZ_TREATV,Estonia,OTHERWM,0.0
2014,EN_HAZ_TREATV,Estonia,INCINRT,20.0
2016,EN_HAZ_TREATV,Estonia,OTHERWM,0.0
2016,EN_HAZ_TREATV,Estonia,INCINRT,59.0
2016,EN_HAZ_TREATV,Estonia,INCINRT_EGY,12729.0
2016,EN_HAZ_TREATV,Estonia,LANDFIL,9232944.0
2016,EN_HAZ_TREATV,Estonia,RECYCL,2739.0
2018,EN_HAZ_TREATV,Estonia,INCINRT_EGY,16345.0
2018,EN_HAZ_TREATV,Estonia,LANDFIL,10068058.0
2018,EN_HAZ_TREATV,Estonia,OTHERWM,0.0
2018,EN_HAZ_TREATV,Estonia,INCINRT,43.0
2018,EN_HAZ_TREATV,Estonia,RECYCL,2667.0
2020,EN_HAZ_TREATV,Estonia,INCINRT,4.0
2020,EN_HAZ_TREATV,Estonia,OTHERWM,0.0
2020,EN_HAZ_TREATV,Estonia,LANDFIL,979835.0
2020,EN_HAZ_TREATV,Estonia,INCINRT_EGY,7004.0
2004,EN_HAZ_TREATV,Finland,OTHERWM,666.0
2004,EN_HAZ_TREATV,Finland,INCINRT_EGY,147958.0
2004,EN_HAZ_TREATV,Finland,INCINRT,93676.0
2004,EN_HAZ_TREATV,Finland,LANDFIL,1818793.0
2006,EN_HAZ_TREATV,Finland,INCINRT_EGY,91502.0
2006,EN_HAZ_TREATV,Finland,OTHERWM,54.0
2006,EN_HAZ_TREATV,Finland,LANDFIL,1738261.0
2006,EN_HAZ_TREATV,Finland,INCINRT,79679.0
2008,EN_HAZ_TREATV,Finland,INCINRT_EGY,57879.0
2008,EN_HAZ_TREATV,Finland,LANDFIL,1721934.0
2008,EN_HAZ_TREATV,Finland,OTHERWM,152.0
2008,EN_HAZ_TREATV,Finland,INCINRT,112686.0
2010,EN_HAZ_TREATV,Finland,RECYCL,245358.0
2010,EN_HAZ_TREATV,Finland,LANDFIL,877708.0
2010,EN_HAZ_TREATV,Finland,OTHERWM,4030.0
2010,EN_HAZ_TREATV,Finland,INCINRT_EGY,60107.0
2010,EN_HAZ_TREATV,Finland,INCINRT,141509.0
2012,EN_HAZ_TREATV,Finland,INCINRT_EGY,68000.0
2012,EN_HAZ_TREATV,Finland,OTHERWM,6565.0
2012,EN_HAZ_TREATV,Finland,LANDFIL,950554.0
2012,EN_HAZ_TREATV,Finland,RECYCL,454933.0
2012,EN_HAZ_TREATV,Finland,INCINRT,107476.0
2014,EN_HAZ_TREATV,Finland,LANDFIL,1551237.0
2014,EN_HAZ_TREATV,Finland,INCINRT_EGY,45705.0
2014,EN_HAZ_TREATV,Finland,RECYCL,411036.0
2014,EN_HAZ_TREATV,Finland,INCINRT,149463.0
2014,EN_HAZ_TREATV,Finland,OTHERWM,363431.0
2016,EN_HAZ_TREATV,Finland,OTHERWM,5239.0
2016,EN_HAZ_TREATV,Finland,INCINRT,42460.0
2016,EN_HAZ_TREATV,Finland,RECYCL,385016.0
2016,EN_HAZ_TREATV,Finland,LANDFIL,1723271.0
2016,EN_HAZ_TREATV,Finland,INCINRT_EGY,125313.0
2018,EN_HAZ_TREATV,Finland,LANDFIL,1329817.0
2018,EN_HAZ_TREATV,Finland,INCINRT,84304.0
2018,EN_HAZ_TREATV,Finland,OTHERWM,4012.0
2018,EN_HAZ_TREATV,Finland,INCINRT_EGY,94513.0
2018,EN_HAZ_TREATV,Finland,RECYCL,372532.0
2020,EN_HAZ_TREATV,Finland,INCINRT_EGY,116280.0
2020,EN_HAZ_TREATV,Finland,RECYCL,1819547.0
2020,EN_HAZ_TREATV,Finland,LANDFIL,2614967.0
2020,EN_HAZ_TREATV,Finland,OTHERWM,1515977.0
2020,EN_HAZ_TREATV,Finland,INCINRT,104023.0
2004,EN_HAZ_TREATV,France,INCINRT,37000.0
2004,EN_HAZ_TREATV,France,LANDFIL,1707000.0
2004,EN_HAZ_TREATV,France,INCINRT_EGY,2332000.0
2004,EN_HAZ_TREATV,France,OTHERWM,0.0
2006,EN_HAZ_TREATV,France,INCINRT,1220900.0
2006,EN_HAZ_TREATV,France,INCINRT_EGY,1630100.0
2006,EN_HAZ_TREATV,France,OTHERWM,300.0
2006,EN_HAZ_TREATV,France,LANDFIL,1769040.0
2008,EN_HAZ_TREATV,France,OTHERWM,0.0
2008,EN_HAZ_TREATV,France,LANDFIL,2120360.0
2008,EN_HAZ_TREATV,France,INCINRT_EGY,1042501.0
2008,EN_HAZ_TREATV,France,INCINRT,1228645.0
2010,EN_HAZ_TREATV,France,OTHERWM,0.0
2010,EN_HAZ_TREATV,France,INCINRT,1306167.0
2010,EN_HAZ_TREATV,France,RECYCL,26371.0
2010,EN_HAZ_TREATV,France,INCINRT_EGY,1083008.0
2010,EN_HAZ_TREATV,France,LANDFIL,2729389.0
2012,EN_HAZ_TREATV,France,INCINRT_EGY,1103481.0
2012,EN_HAZ_TREATV,France,OTHERWM,0.0
2012,EN_HAZ_TREATV,France,INCINRT,1422701.0
2012,EN_HAZ_TREATV,France,RECYCL,54660.0
2012,EN_HAZ_TREATV,France,LANDFIL,2838870.0
2014,EN_HAZ_TREATV,France,INCINRT,1520287.0
2014,EN_HAZ_TREATV,France,LANDFIL,2672055.0
2014,EN_HAZ_TREATV,France,RECYCL,44649.0
2014,EN_HAZ_TREATV,France,INCINRT_EGY,1046249.0
2014,EN_HAZ_TREATV,France,OTHERWM,0.0
2016,EN_HAZ_TREATV,France,OTHERWM,0.0
2016,EN_HAZ_TREATV,France,INCINRT,1514417.0
2016,EN_HAZ_TREATV,France,LANDFIL,2322485.0
2016,EN_HAZ_TREATV,France,INCINRT_EGY,1098465.0
2016,EN_HAZ_TREATV,France,RECYCL,55565.0
2018,EN_HAZ_TREATV,France,INCINRT_EGY,1110043.0
2018,EN_HAZ_TREATV,France,OTHERWM,0.0
2018,EN_HAZ_TREATV,France,LANDFIL,3285021.0
2018,EN_HAZ_TREATV,France,INCINRT,1778037.0
2018,EN_HAZ_TREATV,France,RECYCL,67651.0
2020,EN_HAZ_TREATV,France,INCINRT_EGY,1105699.0
2020,EN_HAZ_TREATV,France,RECYCL,88332.0
2020,EN_HAZ_TREATV,France,LANDFIL,2886539.0
2020,EN_HAZ_TREATV,France,INCINRT,1691252.0
2020,EN_HAZ_TREATV,France,OTHERWM,0.0
2004,EN_HAZ_TREATV,Georgia,RECYCL,0.0
2004,EN_HAZ_TREATV,Georgia,INCINRT,0.0
2004,EN_HAZ_TREATV,Georgia,LANDFIL,0.0
2005,EN_HAZ_TREATV,Georgia,LANDFIL,0.0
2005,EN_HAZ_TREATV,Georgia,RECYCL,0.0
2005,EN_HAZ_TREATV,Georgia,INCINRT,0.0
2004,EN_HAZ_TREATV,Germany,INCINRT_EGY,1741450.0
2004,EN_HAZ_TREATV,Germany,INCINRT,1436474.0
2004,EN_HAZ_TREATV,Germany,OTHERWM,809186.0
2004,EN_HAZ_TREATV,Germany,LANDFIL,5570009.0
2006,EN_HAZ_TREATV,Germany,OTHERWM,575094.0
2006,EN_HAZ_TREATV,Germany,INCINRT,1351419.0
2006,EN_HAZ_TREATV,Germany,INCINRT_EGY,1813661.0
2006,EN_HAZ_TREATV,Germany,LANDFIL,4826070.0
2008,EN_HAZ_TREATV,Germany,LANDFIL,5215311.0
2008,EN_HAZ_TREATV,Germany,OTHERWM,158200.0
2008,EN_HAZ_TREATV,Germany,INCINRT,1543961.0
2008,EN_HAZ_TREATV,Germany,INCINRT_EGY,2390370.0
2010,EN_HAZ_TREATV,Germany,INCINRT_EGY,2592474.0
2010,EN_HAZ_TREATV,Germany,OTHERWM,44315.0
2010,EN_HAZ_TREATV,Germany,INCINRT,1128772.0
2010,EN_HAZ_TREATV,Germany,RECYCL,933398.0
2010,EN_HAZ_TREATV,Germany,LANDFIL,3983980.0
2012,EN_HAZ_TREATV,Germany,RECYCL,1568605.0
2012,EN_HAZ_TREATV,Germany,INCINRT,1142653.0
2012,EN_HAZ_TREATV,Germany,LANDFIL,4863231.0
2012,EN_HAZ_TREATV,Germany,INCINRT_EGY,3169878.0
