Year,SeriesCode,Страна ,Location,Value
2005,SH_SAN_SAFE,Slovakia,URBAN,89.40912
2005,SH_SAN_SAFE,Slovakia,ALLAREA,84.20451
2006,SH_SAN_SAFE,Slovakia,RURAL,77.45319
2006,SH_SAN_SAFE,Slovakia,ALLAREA,84.02431
2006,SH_SAN_SAFE,Slovakia,URBAN,89.31186
2007,SH_SAN_SAFE,Slovakia,ALLAREA,83.84365
2007,SH_SAN_SAFE,Slovakia,RURAL,77.20954
2007,SH_SAN_SAFE,Slovakia,URBAN,89.2146
2008,SH_SAN_SAFE,Slovakia,ALLAREA,83.66267
2009,SH_SAN_SAFE,Costa Rica,RURAL,34.60283
2010,SH_SAN_SAFE,Costa Rica,ALLAREA,23.63854
2010,SH_SAN_SAFE,Costa Rica,RURAL,34.64429
2010,SH_SAN_SAFE,Costa Rica,URBAN,19.30227
2011,SH_SAN_SAFE,Costa Rica,RURAL,34.71057
2011,SH_SAN_SAFE,Costa Rica,URBAN,19.63695
2011,SH_SAN_SAFE,Costa Rica,ALLAREA,23.72672
2012,SH_SAN_SAFE,Costa Rica,ALLAREA,23.84282
2012,SH_SAN_SAFE,Costa Rica,URBAN,19.99054
2012,SH_SAN_SAFE,Costa Rica,RURAL,34.77629
2008,SH_SAN_SAFE,Slovakia,URBAN,89.11736
2008,SH_SAN_SAFE,Slovakia,RURAL,76.96585
2009,SH_SAN_SAFE,Slovakia,ALLAREA,83.4811
2009,SH_SAN_SAFE,Slovakia,RURAL,76.72211
2009,SH_SAN_SAFE,Slovakia,URBAN,89.02012
2010,SH_SAN_SAFE,Slovakia,ALLAREA,83.28364
2010,SH_SAN_SAFE,Slovakia,RURAL,76.47833
2010,SH_SAN_SAFE,Slovakia,URBAN,88.9229
2011,SH_SAN_SAFE,Slovakia,RURAL,76.2345
2011,SH_SAN_SAFE,Slovakia,URBAN,88.82568
2013,SH_SAN_SAFE,Costa Rica,ALLAREA,23.96744
2013,SH_SAN_SAFE,Costa Rica,URBAN,20.33698
2013,SH_SAN_SAFE,Costa Rica,RURAL,34.84144
2014,SH_SAN_SAFE,Costa Rica,ALLAREA,24.09969
2014,SH_SAN_SAFE,Costa Rica,RURAL,34.90601
2014,SH_SAN_SAFE,Costa Rica,URBAN,20.67612
2015,SH_SAN_SAFE,Costa Rica,ALLAREA,24.23838
2015,SH_SAN_SAFE,Costa Rica,URBAN,21.00782
2015,SH_SAN_SAFE,Costa Rica,RURAL,34.96997
2016,SH_SAN_SAFE,Costa Rica,ALLAREA,24.38255
2011,SH_SAN_SAFE,Slovakia,ALLAREA,83.08662
2012,SH_SAN_SAFE,Slovakia,ALLAREA,82.90473
2012,SH_SAN_SAFE,Slovakia,RURAL,75.99063
2012,SH_SAN_SAFE,Slovakia,URBAN,88.72848
2013,SH_SAN_SAFE,Slovakia,ALLAREA,82.72242
2013,SH_SAN_SAFE,Slovakia,RURAL,75.74671
2013,SH_SAN_SAFE,Slovakia,URBAN,88.63128
2014,SH_SAN_SAFE,Slovakia,URBAN,88.5341
2014,SH_SAN_SAFE,Slovakia,ALLAREA,82.53968
2014,SH_SAN_SAFE,Slovakia,RURAL,75.50275
2007,SH_SAN_SAFE,Australia,ALLAREA,94.28016
2008,SH_SAN_SAFE,Australia,ALLAREA,94.38273
2009,SH_SAN_SAFE,Australia,ALLAREA,94.48531
2010,SH_SAN_SAFE,Australia,ALLAREA,94.58789
2011,SH_SAN_SAFE,Australia,ALLAREA,94.69047
2012,SH_SAN_SAFE,Australia,ALLAREA,94.79304
2013,SH_SAN_SAFE,Australia,ALLAREA,94.89562
2014,SH_SAN_SAFE,Australia,ALLAREA,94.9982
2015,SH_SAN_SAFE,Australia,ALLAREA,95.10078
2016,SH_SAN_SAFE,Australia,ALLAREA,95.20335
2015,SH_SAN_SAFE,Slovakia,URBAN,88.52908
2015,SH_SAN_SAFE,Slovakia,ALLAREA,82.52556
2015,SH_SAN_SAFE,Slovakia,RURAL,75.50936
2016,SH_SAN_SAFE,Slovakia,RURAL,75.51597
2016,SH_SAN_SAFE,Slovakia,URBAN,88.52405
2016,SH_SAN_SAFE,Slovakia,ALLAREA,82.5151
2017,SH_SAN_SAFE,Slovakia,ALLAREA,82.5083
2017,SH_SAN_SAFE,Slovakia,RURAL,75.52259
2017,SH_SAN_SAFE,Slovakia,URBAN,88.51903
2018,SH_SAN_SAFE,Slovakia,ALLAREA,82.49797
2003,SH_SAN_SAFE,Кыргызстан,ALLAREA,86.0301
2004,SH_SAN_SAFE,Кыргызстан,ALLAREA,86.42672
2004,SH_SAN_SAFE,Кыргызстан,RURAL,90.56862
2004,SH_SAN_SAFE,Кыргызстан,URBAN,78.83253
2005,SH_SAN_SAFE,Кыргызстан,ALLAREA,86.91096
2005,SH_SAN_SAFE,Кыргызстан,RURAL,91.07466
2005,SH_SAN_SAFE,Кыргызстан,URBAN,79.27615
2006,SH_SAN_SAFE,Кыргызстан,ALLAREA,87.38567
2006,SH_SAN_SAFE,Кыргызстан,RURAL,91.56688
2006,SH_SAN_SAFE,Кыргызстан,URBAN,79.71839
2016,SH_SAN_SAFE,Costa Rica,RURAL,35.03332
2016,SH_SAN_SAFE,Costa Rica,URBAN,21.33194
2017,SH_SAN_SAFE,Costa Rica,ALLAREA,24.53153
2017,SH_SAN_SAFE,Costa Rica,RURAL,35.09603
2017,SH_SAN_SAFE,Costa Rica,URBAN,21.64834
2018,SH_SAN_SAFE,Costa Rica,ALLAREA,24.68425
2018,SH_SAN_SAFE,Costa Rica,RURAL,35.1581
2018,SH_SAN_SAFE,Costa Rica,URBAN,21.95687
2019,SH_SAN_SAFE,Costa Rica,ALLAREA,24.83997
2019,SH_SAN_SAFE,Costa Rica,URBAN,22.2574
2018,SH_SAN_SAFE,Slovakia,RURAL,75.51652
2018,SH_SAN_SAFE,Slovakia,URBAN,88.51107
2019,SH_SAN_SAFE,Slovakia,RURAL,75.51046
2019,SH_SAN_SAFE,Slovakia,URBAN,88.5031
2019,SH_SAN_SAFE,Slovakia,ALLAREA,82.49127
2020,SH_SAN_SAFE,Slovakia,ALLAREA,82.48822
2020,SH_SAN_SAFE,Slovakia,RURAL,75.5044
2020,SH_SAN_SAFE,Slovakia,URBAN,88.49514
2021,SH_SAN_SAFE,Slovakia,RURAL,75.49834
2021,SH_SAN_SAFE,Slovakia,ALLAREA,82.48893
2017,SH_SAN_SAFE,Australia,ALLAREA,95.30593
2018,SH_SAN_SAFE,Australia,ALLAREA,95.40873
2019,SH_SAN_SAFE,Australia,ALLAREA,95.51137
2020,SH_SAN_SAFE,Australia,ALLAREA,95.61375
2021,SH_SAN_SAFE,Australia,ALLAREA,95.71612
2022,SH_SAN_SAFE,Australia,ALLAREA,95.81849
2000,SH_SAN_SAFE,Austria,URBAN,100.0
2000,SH_SAN_SAFE,Austria,ALLAREA,99.70665
2000,SH_SAN_SAFE,Austria,RURAL,99.26269
2001,SH_SAN_SAFE,Austria,URBAN,100.0
2019,SH_SAN_SAFE,Costa Rica,RURAL,35.2195
2020,SH_SAN_SAFE,Costa Rica,URBAN,22.54976
2020,SH_SAN_SAFE,Costa Rica,ALLAREA,24.9977
2020,SH_SAN_SAFE,Costa Rica,RURAL,35.28023
2021,SH_SAN_SAFE,Costa Rica,ALLAREA,25.16757
2021,SH_SAN_SAFE,Costa Rica,URBAN,22.83384
2021,SH_SAN_SAFE,Costa Rica,RURAL,35.39767
2022,SH_SAN_SAFE,Costa Rica,ALLAREA,25.35265
2022,SH_SAN_SAFE,Costa Rica,URBAN,23.10947
2022,SH_SAN_SAFE,Costa Rica,RURAL,35.60076
2021,SH_SAN_SAFE,Slovakia,URBAN,88.48717
2022,SH_SAN_SAFE,Slovakia,ALLAREA,82.4934
2022,SH_SAN_SAFE,Slovakia,RURAL,75.49228
2022,SH_SAN_SAFE,Slovakia,URBAN,88.47921
2000,SH_SAN_SAFE,Viet Nam,URBAN,39.49572
2000,SH_SAN_SAFE,Viet Nam,RURAL,29.21919
2000,SH_SAN_SAFE,Viet Nam,ALLAREA,31.72399
2001,SH_SAN_SAFE,Viet Nam,URBAN,39.95249
2001,SH_SAN_SAFE,Viet Nam,ALLAREA,33.07225
2001,SH_SAN_SAFE,Viet Nam,RURAL,30.78654
2000,SH_SAN_SAFE,Croatia,ALLAREA,78.79695
2000,SH_SAN_SAFE,Croatia,URBAN,89.10445
2001,SH_SAN_SAFE,Croatia,ALLAREA,78.84441
2001,SH_SAN_SAFE,Croatia,URBAN,89.10445
2002,SH_SAN_SAFE,Croatia,URBAN,89.02496
2002,SH_SAN_SAFE,Croatia,ALLAREA,78.73216
2003,SH_SAN_SAFE,Croatia,ALLAREA,78.62049
2003,SH_SAN_SAFE,Croatia,URBAN,88.94543
2004,SH_SAN_SAFE,Croatia,ALLAREA,78.50896
2004,SH_SAN_SAFE,Croatia,URBAN,88.86585
2001,SH_SAN_SAFE,Austria,ALLAREA,99.7046
2001,SH_SAN_SAFE,Austria,RURAL,99.26272
2002,SH_SAN_SAFE,Austria,ALLAREA,99.70255
2002,SH_SAN_SAFE,Austria,RURAL,99.26274
2002,SH_SAN_SAFE,Austria,URBAN,100.0
2003,SH_SAN_SAFE,Austria,ALLAREA,99.69887
2003,SH_SAN_SAFE,Austria,RURAL,99.26274
2003,SH_SAN_SAFE,Austria,URBAN,99.99727
2004,SH_SAN_SAFE,Austria,ALLAREA,99.69495
2004,SH_SAN_SAFE,Austria,RURAL,99.26274
2007,SH_SAN_SAFE,Кыргызстан,ALLAREA,87.85231
2007,SH_SAN_SAFE,Кыргызстан,URBAN,80.15922
2007,SH_SAN_SAFE,Кыргызстан,RURAL,92.04722
2008,SH_SAN_SAFE,Кыргызстан,ALLAREA,88.31665
2008,SH_SAN_SAFE,Кыргызстан,RURAL,92.52479
2008,SH_SAN_SAFE,Кыргызстан,URBAN,80.59865
2009,SH_SAN_SAFE,Кыргызстан,ALLAREA,88.77857
2009,SH_SAN_SAFE,Кыргызстан,RURAL,92.99955
2009,SH_SAN_SAFE,Кыргызстан,URBAN,81.03667
2010,SH_SAN_SAFE,Кыргызстан,RURAL,93.47151
2005,SH_SAN_SAFE,Croatia,URBAN,88.78623
2005,SH_SAN_SAFE,Croatia,ALLAREA,78.39779
2006,SH_SAN_SAFE,Croatia,ALLAREA,78.28699
2006,SH_SAN_SAFE,Croatia,URBAN,88.70657
2007,SH_SAN_SAFE,Croatia,ALLAREA,78.17655
2007,SH_SAN_SAFE,Croatia,URBAN,88.62687
2008,SH_SAN_SAFE,Croatia,ALLAREA,78.06647
2008,SH_SAN_SAFE,Croatia,URBAN,88.54712
2009,SH_SAN_SAFE,Croatia,ALLAREA,77.95676
2009,SH_SAN_SAFE,Croatia,URBAN,88.46733
2002,SH_SAN_SAFE,Viet Nam,ALLAREA,33.57521
2002,SH_SAN_SAFE,Viet Nam,URBAN,39.91826
2002,SH_SAN_SAFE,Viet Nam,RURAL,31.40285
2003,SH_SAN_SAFE,Viet Nam,URBAN,39.88403
2003,SH_SAN_SAFE,Viet Nam,RURAL,32.01916
2003,SH_SAN_SAFE,Viet Nam,ALLAREA,34.07126
2004,SH_SAN_SAFE,Viet Nam,ALLAREA,34.56047
2004,SH_SAN_SAFE,Viet Nam,URBAN,39.8498
2004,SH_SAN_SAFE,Viet Nam,RURAL,32.63547
2005,SH_SAN_SAFE,Viet Nam,ALLAREA,35.11984
2010,SH_SAN_SAFE,Croatia,ALLAREA,77.84742
2010,SH_SAN_SAFE,Croatia,URBAN,88.38749
2011,SH_SAN_SAFE,Croatia,URBAN,88.30762
2011,SH_SAN_SAFE,Croatia,ALLAREA,77.73821
2012,SH_SAN_SAFE,Croatia,ALLAREA,77.63339
2012,SH_SAN_SAFE,Croatia,URBAN,88.2277
2013,SH_SAN_SAFE,Croatia,ALLAREA,77.53278
2013,SH_SAN_SAFE,Croatia,URBAN,88.14773
2014,SH_SAN_SAFE,Croatia,ALLAREA,77.43669
2014,SH_SAN_SAFE,Croatia,URBAN,88.06773
2015,SH_SAN_SAFE,Croatia,ALLAREA,77.50991
2015,SH_SAN_SAFE,Croatia,URBAN,88.08681
2016,SH_SAN_SAFE,Croatia,URBAN,88.10589
2016,SH_SAN_SAFE,Croatia,ALLAREA,77.58697
2017,SH_SAN_SAFE,Croatia,ALLAREA,77.66788
2017,SH_SAN_SAFE,Croatia,URBAN,88.12497
2018,SH_SAN_SAFE,Croatia,ALLAREA,77.73481
2018,SH_SAN_SAFE,Croatia,URBAN,88.12497
2019,SH_SAN_SAFE,Croatia,ALLAREA,77.80533
2019,SH_SAN_SAFE,Croatia,URBAN,88.12497
2005,SH_SAN_SAFE,Viet Nam,RURAL,33.32438
2005,SH_SAN_SAFE,Viet Nam,URBAN,39.90573
2006,SH_SAN_SAFE,Viet Nam,URBAN,39.96151
2006,SH_SAN_SAFE,Viet Nam,RURAL,34.01598
2006,SH_SAN_SAFE,Viet Nam,ALLAREA,35.67407
2007,SH_SAN_SAFE,Viet Nam,ALLAREA,36.22294
2007,SH_SAN_SAFE,Viet Nam,URBAN,40.01713
2007,SH_SAN_SAFE,Viet Nam,RURAL,34.71027
2008,SH_SAN_SAFE,Viet Nam,RURAL,35.40726
2008,SH_SAN_SAFE,Viet Nam,ALLAREA,36.76618
2020,SH_SAN_SAFE,Croatia,ALLAREA,77.8797
2020,SH_SAN_SAFE,Croatia,URBAN,88.12497
2021,SH_SAN_SAFE,Croatia,ALLAREA,77.95741
2021,SH_SAN_SAFE,Croatia,URBAN,88.12497
2000,SH_SAN_SAFE,Cyprus,URBAN,86.44807
2000,SH_SAN_SAFE,Cyprus,ALLAREA,76.26209
2001,SH_SAN_SAFE,Cyprus,URBAN,86.44807
2001,SH_SAN_SAFE,Cyprus,ALLAREA,76.3014
2002,SH_SAN_SAFE,Cyprus,ALLAREA,76.27703
2002,SH_SAN_SAFE,Cyprus,URBAN,86.44807
2008,SH_SAN_SAFE,Viet Nam,URBAN,40.07259
2009,SH_SAN_SAFE,Viet Nam,RURAL,36.10693
2009,SH_SAN_SAFE,Viet Nam,URBAN,40.1279
2009,SH_SAN_SAFE,Viet Nam,ALLAREA,37.30365
2010,SH_SAN_SAFE,Viet Nam,URBAN,40.18306
2010,SH_SAN_SAFE,Viet Nam,ALLAREA,37.8355
2010,SH_SAN_SAFE,Viet Nam,RURAL,36.8093
2011,SH_SAN_SAFE,Viet Nam,RURAL,37.51436
2011,SH_SAN_SAFE,Viet Nam,URBAN,40.23806
2011,SH_SAN_SAFE,Viet Nam,ALLAREA,38.36088
2003,SH_SAN_SAFE,Cyprus,ALLAREA,76.16306
2003,SH_SAN_SAFE,Cyprus,URBAN,86.31423
2004,SH_SAN_SAFE,Cyprus,ALLAREA,76.09144
2004,SH_SAN_SAFE,Cyprus,URBAN,86.1804
2005,SH_SAN_SAFE,Cyprus,URBAN,86.17781
2005,SH_SAN_SAFE,Cyprus,ALLAREA,76.12928
2006,SH_SAN_SAFE,Cyprus,ALLAREA,76.16881
2006,SH_SAN_SAFE,Cyprus,URBAN,86.17704
2007,SH_SAN_SAFE,Cyprus,URBAN,86.17627
2007,SH_SAN_SAFE,Cyprus,ALLAREA,76.20911
2010,SH_SAN_SAFE,Кыргызстан,ALLAREA,89.23541
2010,SH_SAN_SAFE,Кыргызстан,URBAN,81.47327
2011,SH_SAN_SAFE,Кыргызстан,ALLAREA,89.68703
2011,SH_SAN_SAFE,Кыргызстан,RURAL,93.94066
2011,SH_SAN_SAFE,Кыргызстан,URBAN,81.90843
2012,SH_SAN_SAFE,Кыргызстан,ALLAREA,90.13326
2012,SH_SAN_SAFE,Кыргызстан,URBAN,82.34216
2012,SH_SAN_SAFE,Кыргызстан,RURAL,94.40699
2013,SH_SAN_SAFE,Кыргызстан,ALLAREA,90.57433
2013,SH_SAN_SAFE,Кыргызстан,RURAL,94.87047
2012,SH_SAN_SAFE,Viet Nam,RURAL,38.22211
2012,SH_SAN_SAFE,Viet Nam,ALLAREA,38.87963
2012,SH_SAN_SAFE,Viet Nam,URBAN,40.29291
2013,SH_SAN_SAFE,Viet Nam,URBAN,40.3476
2013,SH_SAN_SAFE,Viet Nam,ALLAREA,39.39143
2013,SH_SAN_SAFE,Viet Nam,RURAL,38.93255
2014,SH_SAN_SAFE,Viet Nam,ALLAREA,39.89618
2014,SH_SAN_SAFE,Viet Nam,URBAN,40.40213
2014,SH_SAN_SAFE,Viet Nam,RURAL,39.64568
2015,SH_SAN_SAFE,Viet Nam,RURAL,40.3615
2015,SH_SAN_SAFE,Viet Nam,ALLAREA,40.39362
2015,SH_SAN_SAFE,Viet Nam,URBAN,40.45651
2016,SH_SAN_SAFE,Viet Nam,ALLAREA,40.88356
2016,SH_SAN_SAFE,Viet Nam,RURAL,41.08001
2016,SH_SAN_SAFE,Viet Nam,URBAN,40.51074
2017,SH_SAN_SAFE,Viet Nam,RURAL,41.80122
2017,SH_SAN_SAFE,Viet Nam,URBAN,40.56481
2017,SH_SAN_SAFE,Viet Nam,ALLAREA,41.36584
2018,SH_SAN_SAFE,Viet Nam,ALLAREA,41.84036
2018,SH_SAN_SAFE,Viet Nam,RURAL,42.52512
2008,SH_SAN_SAFE,Cyprus,URBAN,86.17551
2008,SH_SAN_SAFE,Cyprus,ALLAREA,76.25017
2009,SH_SAN_SAFE,Cyprus,ALLAREA,76.2917
2009,SH_SAN_SAFE,Cyprus,URBAN,86.17474
2010,SH_SAN_SAFE,Cyprus,ALLAREA,76.334
2010,SH_SAN_SAFE,Cyprus,URBAN,86.17397
2011,SH_SAN_SAFE,Cyprus,ALLAREA,76.37677
2011,SH_SAN_SAFE,Cyprus,URBAN,86.1732
2012,SH_SAN_SAFE,Cyprus,ALLAREA,76.42033
2012,SH_SAN_SAFE,Cyprus,URBAN,86.17243
2013,SH_SAN_SAFE,Кыргызстан,URBAN,82.77444
2014,SH_SAN_SAFE,Кыргызстан,ALLAREA,91.01007
2014,SH_SAN_SAFE,Кыргызстан,URBAN,83.20527
2014,SH_SAN_SAFE,Кыргызстан,RURAL,95.33112
2015,SH_SAN_SAFE,Кыргызстан,ALLAREA,91.44047
2015,SH_SAN_SAFE,Кыргызстан,RURAL,95.7889
2015,SH_SAN_SAFE,Кыргызстан,URBAN,83.63464
2016,SH_SAN_SAFE,Кыргызстан,RURAL,96.15866
2016,SH_SAN_SAFE,Кыргызстан,ALLAREA,91.81083
2016,SH_SAN_SAFE,Кыргызстан,URBAN,84.06254
2018,SH_SAN_SAFE,Viet Nam,URBAN,40.61872
2019,SH_SAN_SAFE,Viet Nam,ALLAREA,42.30699
2019,SH_SAN_SAFE,Viet Nam,RURAL,43.2517
2019,SH_SAN_SAFE,Viet Nam,URBAN,40.67248
2020,SH_SAN_SAFE,Viet Nam,RURAL,43.98098
2020,SH_SAN_SAFE,Viet Nam,URBAN,40.72609
2020,SH_SAN_SAFE,Viet Nam,ALLAREA,42.76561
2021,SH_SAN_SAFE,Viet Nam,RURAL,44.71295
2021,SH_SAN_SAFE,Viet Nam,ALLAREA,43.21621
2021,SH_SAN_SAFE,Viet Nam,URBAN,40.77954
2022,SH_SAN_SAFE,Viet Nam,RURAL,45.44761
2022,SH_SAN_SAFE,Viet Nam,ALLAREA,43.65865
2022,SH_SAN_SAFE,Viet Nam,URBAN,40.83284
2000,SH_SAN_SAFE,Slovenia,ALLAREA,39.75493
2001,SH_SAN_SAFE,Slovenia,ALLAREA,41.92333
2002,SH_SAN_SAFE,Slovenia,ALLAREA,44.15049
2003,SH_SAN_SAFE,Slovenia,ALLAREA,46.43694
2004,SH_SAN_SAFE,Slovenia,ALLAREA,48.7832
2005,SH_SAN_SAFE,Slovenia,ALLAREA,51.18982
2006,SH_SAN_SAFE,Slovenia,ALLAREA,53.66814
2007,SH_SAN_SAFE,Slovenia,ALLAREA,56.16689
2008,SH_SAN_SAFE,Slovenia,ALLAREA,58.73014
2009,SH_SAN_SAFE,Slovenia,ALLAREA,61.47698
2010,SH_SAN_SAFE,Slovenia,ALLAREA,64.28428
2011,SH_SAN_SAFE,Slovenia,ALLAREA,67.1525
2012,SH_SAN_SAFE,Slovenia,ALLAREA,70.08209
2013,SH_SAN_SAFE,Slovenia,ALLAREA,73.07351
2014,SH_SAN_SAFE,Slovenia,ALLAREA,76.12722
2015,SH_SAN_SAFE,Slovenia,ALLAREA,79.24368
2016,SH_SAN_SAFE,Slovenia,ALLAREA,80.97411
2004,SH_SAN_SAFE,Austria,URBAN,99.99413
2005,SH_SAN_SAFE,Austria,RURAL,99.26274
2005,SH_SAN_SAFE,Austria,URBAN,99.991
2005,SH_SAN_SAFE,Austria,ALLAREA,99.69105
2006,SH_SAN_SAFE,Austria,RURAL,99.26274
2006,SH_SAN_SAFE,Austria,URBAN,99.98786
2006,SH_SAN_SAFE,Austria,ALLAREA,99.68717
2007,SH_SAN_SAFE,Austria,ALLAREA,99.68329
2007,SH_SAN_SAFE,Austria,RURAL,99.26274
2007,SH_SAN_SAFE,Austria,URBAN,99.98473
2013,SH_SAN_SAFE,Cyprus,ALLAREA,76.47086
2013,SH_SAN_SAFE,Cyprus,URBAN,86.17167
2014,SH_SAN_SAFE,Cyprus,URBAN,86.1709
2014,SH_SAN_SAFE,Cyprus,ALLAREA,76.52732
2015,SH_SAN_SAFE,Cyprus,URBAN,86.17013
2015,SH_SAN_SAFE,Cyprus,ALLAREA,76.59044
2016,SH_SAN_SAFE,Cyprus,ALLAREA,76.65975
2016,SH_SAN_SAFE,Cyprus,URBAN,86.16936
2017,SH_SAN_SAFE,Cyprus,ALLAREA,76.73511
2017,SH_SAN_SAFE,Cyprus,URBAN,86.1686
2017,SH_SAN_SAFE,Кыргызстан,RURAL,96.23805
2017,SH_SAN_SAFE,Кыргызстан,URBAN,84.48897
2017,SH_SAN_SAFE,Кыргызстан,ALLAREA,91.99252
2018,SH_SAN_SAFE,Кыргызстан,ALLAREA,92.16984
2018,SH_SAN_SAFE,Кыргызстан,RURAL,96.31383
2018,SH_SAN_SAFE,Кыргызстан,URBAN,84.91391
2019,SH_SAN_SAFE,Кыргызстан,ALLAREA,92.34319
2019,SH_SAN_SAFE,Кыргызстан,RURAL,96.38599
2019,SH_SAN_SAFE,Кыргызстан,URBAN,85.33735
2020,SH_SAN_SAFE,Кыргызстан,URBAN,85.7593
2017,SH_SAN_SAFE,Slovenia,ALLAREA,82.01331
2018,SH_SAN_SAFE,Slovenia,ALLAREA,83.05648
2019,SH_SAN_SAFE,Slovenia,ALLAREA,83.45947
2020,SH_SAN_SAFE,Slovenia,ALLAREA,83.64574
2021,SH_SAN_SAFE,Slovenia,ALLAREA,83.8301
2022,SH_SAN_SAFE,Slovenia,ALLAREA,84.04144
2000,SH_SAN_SAFE,Spain,ALLAREA,90.8541
2001,SH_SAN_SAFE,Spain,ALLAREA,90.854
2002,SH_SAN_SAFE,Spain,ALLAREA,90.8574
2003,SH_SAN_SAFE,Spain,ALLAREA,90.86075
2008,SH_SAN_SAFE,Austria,ALLAREA,99.67943
2008,SH_SAN_SAFE,Austria,RURAL,99.26274
2008,SH_SAN_SAFE,Austria,URBAN,99.98159
2009,SH_SAN_SAFE,Austria,RURAL,99.26274
2009,SH_SAN_SAFE,Austria,URBAN,99.97845
2009,SH_SAN_SAFE,Austria,ALLAREA,99.67559
2010,SH_SAN_SAFE,Austria,RURAL,99.26274
2010,SH_SAN_SAFE,Austria,URBAN,99.97532
2010,SH_SAN_SAFE,Austria,ALLAREA,99.67176
2011,SH_SAN_SAFE,Austria,ALLAREA,99.66794
2004,SH_SAN_SAFE,Spain,ALLAREA,90.86411
2005,SH_SAN_SAFE,Spain,ALLAREA,90.70634
2006,SH_SAN_SAFE,Spain,ALLAREA,90.54736
2007,SH_SAN_SAFE,Spain,ALLAREA,90.47267
2008,SH_SAN_SAFE,Spain,ALLAREA,90.43695
2009,SH_SAN_SAFE,Spain,ALLAREA,90.40105
2010,SH_SAN_SAFE,Spain,ALLAREA,90.36499
2011,SH_SAN_SAFE,Spain,ALLAREA,90.32878
2012,SH_SAN_SAFE,Spain,ALLAREA,90.29241
2013,SH_SAN_SAFE,Spain,ALLAREA,90.2559
2018,SH_SAN_SAFE,Cyprus,ALLAREA,76.81606
2018,SH_SAN_SAFE,Cyprus,URBAN,86.16783
2019,SH_SAN_SAFE,Cyprus,URBAN,86.16783
2019,SH_SAN_SAFE,Cyprus,ALLAREA,76.81465
2020,SH_SAN_SAFE,Cyprus,URBAN,86.16783
2020,SH_SAN_SAFE,Cyprus,ALLAREA,76.81916
2021,SH_SAN_SAFE,Cyprus,URBAN,86.16783
2021,SH_SAN_SAFE,Cyprus,ALLAREA,76.82902
2022,SH_SAN_SAFE,Cyprus,URBAN,86.16783
2022,SH_SAN_SAFE,Cyprus,ALLAREA,76.84452
2014,SH_SAN_SAFE,Spain,ALLAREA,90.21891
2015,SH_SAN_SAFE,Spain,ALLAREA,90.18124
2016,SH_SAN_SAFE,Spain,ALLAREA,90.14346
2017,SH_SAN_SAFE,Spain,ALLAREA,90.10017
2018,SH_SAN_SAFE,Spain,ALLAREA,90.05554
2019,SH_SAN_SAFE,Spain,ALLAREA,90.01077
2020,SH_SAN_SAFE,Spain,ALLAREA,89.96586
2021,SH_SAN_SAFE,Spain,ALLAREA,89.96563
2022,SH_SAN_SAFE,Spain,ALLAREA,89.96541
2000,SH_SAN_SAFE,Sweden,ALLAREA,95.02129
2020,SH_SAN_SAFE,Кыргызстан,ALLAREA,92.51465
2020,SH_SAN_SAFE,Кыргызстан,RURAL,96.45762
2021,SH_SAN_SAFE,Кыргызстан,RURAL,96.45762
2021,SH_SAN_SAFE,Кыргызстан,ALLAREA,92.57593
2021,SH_SAN_SAFE,Кыргызстан,URBAN,86.0078
2022,SH_SAN_SAFE,Кыргызстан,ALLAREA,92.6361
2022,SH_SAN_SAFE,Кыргызстан,RURAL,96.45762
2022,SH_SAN_SAFE,Кыргызстан,URBAN,86.2563
2000,SH_SAN_SAFE,Latvia,ALLAREA,66.77259
2001,SH_SAN_SAFE,Latvia,ALLAREA,66.76047
2002,SH_SAN_SAFE,Latvia,ALLAREA,66.95748
2003,SH_SAN_SAFE,Latvia,ALLAREA,67.08597
2004,SH_SAN_SAFE,Latvia,ALLAREA,67.16666
2005,SH_SAN_SAFE,Latvia,ALLAREA,67.24608
2006,SH_SAN_SAFE,Latvia,ALLAREA,68.32718
2007,SH_SAN_SAFE,Latvia,ALLAREA,69.41412
2008,SH_SAN_SAFE,Latvia,ALLAREA,70.51003
2009,SH_SAN_SAFE,Latvia,ALLAREA,71.61839
2010,SH_SAN_SAFE,Latvia,ALLAREA,72.7388
2011,SH_SAN_SAFE,Latvia,ALLAREA,73.86738
2000,SH_SAN_SAFE,Czechia,ALLAREA,85.78718
2001,SH_SAN_SAFE,Czechia,ALLAREA,85.80844
2002,SH_SAN_SAFE,Czechia,ALLAREA,85.83225
2003,SH_SAN_SAFE,Czechia,ALLAREA,85.85688
2004,SH_SAN_SAFE,Czechia,ALLAREA,85.88234
2005,SH_SAN_SAFE,Czechia,ALLAREA,85.90863
2006,SH_SAN_SAFE,Czechia,ALLAREA,85.93574
2007,SH_SAN_SAFE,Czechia,ALLAREA,85.96368
2008,SH_SAN_SAFE,Czechia,ALLAREA,85.99245
2009,SH_SAN_SAFE,Czechia,ALLAREA,86.02204
2000,SH_SAN_SAFE,Sweden,RURAL,91.03471
2000,SH_SAN_SAFE,Sweden,URBAN,95.77917
2001,SH_SAN_SAFE,Sweden,RURAL,91.07138
2001,SH_SAN_SAFE,Sweden,ALLAREA,95.0416
2001,SH_SAN_SAFE,Sweden,URBAN,95.79384
2002,SH_SAN_SAFE,Sweden,ALLAREA,95.06086
2002,SH_SAN_SAFE,Sweden,URBAN,95.80634
