Year,SeriesCode,Страна ,IHR Capacity,Value
2012,SH_IHR_CAPS,Estonia,IHR13,29
2012,SH_IHR_CAPS,Estonia,IHR05,50
2012,SH_IHR_CAPS,Estonia,IHR03,80
2013,SH_IHR_CAPS,Estonia,IHR13,77
2013,SH_IHR_CAPS,Estonia,IHR12,100
2013,SH_IHR_CAPS,Estonia,IHR01,25
2013,SH_IHR_CAPS,Estonia,IHR02,73
2013,SH_IHR_CAPS,Estonia,IHR03,90
2013,SH_IHR_CAPS,Estonia,IHR04,65
2013,SH_IHR_CAPS,Estonia,IHR11,100
2013,SH_IHR_CAPS,Estonia,IHR10,100
2013,SH_IHR_CAPS,Estonia,IHR09,86
2013,SH_IHR_CAPS,Estonia,IHR08,91
2013,SH_IHR_CAPS,Estonia,IHR07,40
2013,SH_IHR_CAPS,Estonia,IHR06,100
2013,SH_IHR_CAPS,Estonia,IHR05,55
2014,SH_IHR_CAPS,Estonia,IHR02,73
2014,SH_IHR_CAPS,Estonia,IHR10,100
2014,SH_IHR_CAPS,Estonia,IHR09,90
2014,SH_IHR_CAPS,Estonia,IHR13,92
2014,SH_IHR_CAPS,Estonia,IHR12,85
2014,SH_IHR_CAPS,Estonia,IHR11,100
2014,SH_IHR_CAPS,Estonia,IHR03,95
2014,SH_IHR_CAPS,Estonia,IHR04,70
2014,SH_IHR_CAPS,Estonia,IHR01,25
2014,SH_IHR_CAPS,Estonia,IHR08,81
2014,SH_IHR_CAPS,Estonia,IHR07,40
2014,SH_IHR_CAPS,Estonia,IHR06,86
2014,SH_IHR_CAPS,Estonia,IHR05,65
2015,SH_IHR_CAPS,Estonia,IHR06,86
2015,SH_IHR_CAPS,Estonia,IHR05,82
2015,SH_IHR_CAPS,Estonia,IHR04,70
2015,SH_IHR_CAPS,Estonia,IHR03,95
2015,SH_IHR_CAPS,Estonia,IHR12,85
2015,SH_IHR_CAPS,Estonia,IHR01,33
2015,SH_IHR_CAPS,Estonia,IHR02,63
2015,SH_IHR_CAPS,Estonia,IHR11,100
2015,SH_IHR_CAPS,Estonia,IHR10,100
2015,SH_IHR_CAPS,Estonia,IHR09,15
2015,SH_IHR_CAPS,Estonia,IHR08,82
2015,SH_IHR_CAPS,Estonia,IHR07,40
2015,SH_IHR_CAPS,Estonia,IHR13,92
2016,SH_IHR_CAPS,Estonia,IHR02,63
2016,SH_IHR_CAPS,Estonia,IHR01,25
2016,SH_IHR_CAPS,Estonia,IHR04,70
2016,SH_IHR_CAPS,Estonia,IHR13,92
2016,SH_IHR_CAPS,Estonia,IHR12,77
2016,SH_IHR_CAPS,Estonia,IHR03,95
2016,SH_IHR_CAPS,Estonia,IHR06,86
2016,SH_IHR_CAPS,Estonia,IHR05,82
2016,SH_IHR_CAPS,Estonia,IHR08,82
2016,SH_IHR_CAPS,Estonia,IHR07,40
2016,SH_IHR_CAPS,Estonia,IHR09,15
2016,SH_IHR_CAPS,Estonia,IHR11,100
2016,SH_IHR_CAPS,Estonia,IHR10,100
2017,SH_IHR_CAPS,Estonia,IHR09,15
2017,SH_IHR_CAPS,Estonia,IHR10,100
2017,SH_IHR_CAPS,Estonia,IHR06,86
2017,SH_IHR_CAPS,Estonia,IHR12,77
2017,SH_IHR_CAPS,Estonia,IHR13,92
2017,SH_IHR_CAPS,Estonia,IHR04,70
2017,SH_IHR_CAPS,Estonia,IHR03,95
2017,SH_IHR_CAPS,Estonia,IHR02,47
2017,SH_IHR_CAPS,Estonia,IHR01,25
2017,SH_IHR_CAPS,Estonia,IHR08,82
2017,SH_IHR_CAPS,Estonia,IHR11,100
2017,SH_IHR_CAPS,Estonia,IHR05,82
2017,SH_IHR_CAPS,Estonia,IHR07,40
2018,SH_IHR_CAPS,Estonia,SPAR04,80
2018,SH_IHR_CAPS,Estonia,SPAR05,80
2018,SH_IHR_CAPS,Estonia,SPAR03,80
2018,SH_IHR_CAPS,Estonia,SPAR02,70
2018,SH_IHR_CAPS,Estonia,SPAR10,60
2018,SH_IHR_CAPS,Estonia,SPAR09,80
2018,SH_IHR_CAPS,Estonia,SPAR07,60
2018,SH_IHR_CAPS,Estonia,SPAR06,80
2018,SH_IHR_CAPS,Estonia,SPAR08,73
2018,SH_IHR_CAPS,Estonia,SPAR01,87
2018,SH_IHR_CAPS,Estonia,SPAR13,80
2018,SH_IHR_CAPS,Estonia,SPAR12,80
2018,SH_IHR_CAPS,Estonia,SPAR11,50
2019,SH_IHR_CAPS,Estonia,SPAR06,80
2019,SH_IHR_CAPS,Estonia,SPAR13,80
2019,SH_IHR_CAPS,Estonia,SPAR11,50
2019,SH_IHR_CAPS,Estonia,SPAR12,80
2019,SH_IHR_CAPS,Estonia,SPAR09,80
2019,SH_IHR_CAPS,Estonia,SPAR05,80
2019,SH_IHR_CAPS,Estonia,SPAR08,73
2019,SH_IHR_CAPS,Estonia,SPAR07,60
2019,SH_IHR_CAPS,Estonia,SPAR10,60
2019,SH_IHR_CAPS,Estonia,SPAR03,80
2019,SH_IHR_CAPS,Estonia,SPAR01,87
2019,SH_IHR_CAPS,Estonia,SPAR04,80
2019,SH_IHR_CAPS,Estonia,SPAR02,70
2020,SH_IHR_CAPS,Estonia,SPAR13,80
2020,SH_IHR_CAPS,Estonia,SPAR07,60
2020,SH_IHR_CAPS,Estonia,SPAR08,73
2020,SH_IHR_CAPS,Estonia,SPAR09,80
2020,SH_IHR_CAPS,Estonia,SPAR12,80
2020,SH_IHR_CAPS,Estonia,SPAR10,60
2020,SH_IHR_CAPS,Estonia,SPAR11,30
2020,SH_IHR_CAPS,Estonia,SPAR05,80
2020,SH_IHR_CAPS,Estonia,SPAR06,80
2020,SH_IHR_CAPS,Estonia,SPAR04,80
2020,SH_IHR_CAPS,Estonia,SPAR02,70
2020,SH_IHR_CAPS,Estonia,SPAR01,87
2020,SH_IHR_CAPS,Estonia,SPAR03,80
2021,SH_IHR_CAPS,Estonia,SPAR2-C15,80
2021,SH_IHR_CAPS,Estonia,SPAR2-C13,60
2021,SH_IHR_CAPS,Estonia,SPAR2-C07,93
2021,SH_IHR_CAPS,Estonia,SPAR2-C05,80
2021,SH_IHR_CAPS,Estonia,SPAR2-C06,60
2021,SH_IHR_CAPS,Estonia,SPAR2-C01,60
2021,SH_IHR_CAPS,Estonia,SPAR2-C02,73
2021,SH_IHR_CAPS,Estonia,SPAR2-C14,80
2021,SH_IHR_CAPS,Estonia,SPAR2-C04,64
2021,SH_IHR_CAPS,Estonia,SPAR2-C08,87
2021,SH_IHR_CAPS,Estonia,SPAR2-C11,60
2021,SH_IHR_CAPS,Estonia,SPAR2-C10,93
2021,SH_IHR_CAPS,Estonia,SPAR2-C12,80
2021,SH_IHR_CAPS,Estonia,SPAR2-C09,60
2021,SH_IHR_CAPS,Estonia,SPAR2-C03,80
2022,SH_IHR_CAPS,Estonia,SPAR2-C03,80
2022,SH_IHR_CAPS,Estonia,SPAR2-C02,73
2022,SH_IHR_CAPS,Estonia,SPAR2-C15,80
2022,SH_IHR_CAPS,Estonia,SPAR2-C09,60
2022,SH_IHR_CAPS,Estonia,SPAR2-C10,93
2022,SH_IHR_CAPS,Estonia,SPAR2-C14,80
2022,SH_IHR_CAPS,Estonia,SPAR2-C12,80
2022,SH_IHR_CAPS,Estonia,SPAR2-C13,80
2022,SH_IHR_CAPS,Estonia,SPAR2-C11,53
2022,SH_IHR_CAPS,Estonia,SPAR2-C01,60
2022,SH_IHR_CAPS,Estonia,SPAR2-C05,80
2022,SH_IHR_CAPS,Estonia,SPAR2-C06,60
2022,SH_IHR_CAPS,Estonia,SPAR2-C04,72
2022,SH_IHR_CAPS,Estonia,SPAR2-C07,93
2022,SH_IHR_CAPS,Estonia,SPAR2-C08,87
2010,SH_IHR_CAPS,Finland,IHR01,100
2010,SH_IHR_CAPS,Finland,IHR13,100
2010,SH_IHR_CAPS,Finland,IHR12,57
2010,SH_IHR_CAPS,Finland,IHR11,100
2010,SH_IHR_CAPS,Finland,IHR03,65
2010,SH_IHR_CAPS,Finland,IHR07,83
2010,SH_IHR_CAPS,Finland,IHR04,78
2010,SH_IHR_CAPS,Finland,IHR05,73
2010,SH_IHR_CAPS,Finland,IHR06,100
2010,SH_IHR_CAPS,Finland,IHR02,90
2010,SH_IHR_CAPS,Finland,IHR08,63
2010,SH_IHR_CAPS,Finland,IHR09,80
2010,SH_IHR_CAPS,Finland,IHR10,92
2011,SH_IHR_CAPS,Finland,IHR09,85
2011,SH_IHR_CAPS,Finland,IHR05,65
2011,SH_IHR_CAPS,Finland,IHR06,100
2011,SH_IHR_CAPS,Finland,IHR07,75
2011,SH_IHR_CAPS,Finland,IHR04,86
2011,SH_IHR_CAPS,Finland,IHR01,100
2011,SH_IHR_CAPS,Finland,IHR08,50
2011,SH_IHR_CAPS,Finland,IHR12,58
2011,SH_IHR_CAPS,Finland,IHR13,100
2011,SH_IHR_CAPS,Finland,IHR11,100
2011,SH_IHR_CAPS,Finland,IHR10,100
2011,SH_IHR_CAPS,Finland,IHR02,100
2011,SH_IHR_CAPS,Finland,IHR03,95
2012,SH_IHR_CAPS,Finland,IHR07,80
2012,SH_IHR_CAPS,Finland,IHR10,100
2012,SH_IHR_CAPS,Finland,IHR12,100
2012,SH_IHR_CAPS,Finland,IHR05,80
2012,SH_IHR_CAPS,Finland,IHR01,100
2012,SH_IHR_CAPS,Finland,IHR08,96
2012,SH_IHR_CAPS,Finland,IHR13,100
2012,SH_IHR_CAPS,Finland,IHR11,100
2012,SH_IHR_CAPS,Finland,IHR09,97
2012,SH_IHR_CAPS,Finland,IHR02,100
2012,SH_IHR_CAPS,Finland,IHR06,100
2012,SH_IHR_CAPS,Finland,IHR03,100
2012,SH_IHR_CAPS,Finland,IHR04,100
2013,SH_IHR_CAPS,Finland,IHR12,77
2013,SH_IHR_CAPS,Finland,IHR13,92
2013,SH_IHR_CAPS,Finland,IHR03,95
2013,SH_IHR_CAPS,Finland,IHR02,73
2013,SH_IHR_CAPS,Finland,IHR05,63
2013,SH_IHR_CAPS,Finland,IHR04,94
2013,SH_IHR_CAPS,Finland,IHR10,100
2013,SH_IHR_CAPS,Finland,IHR11,87
2013,SH_IHR_CAPS,Finland,IHR09,91
2013,SH_IHR_CAPS,Finland,IHR08,91
2013,SH_IHR_CAPS,Finland,IHR07,80
2013,SH_IHR_CAPS,Finland,IHR01,100
2013,SH_IHR_CAPS,Finland,IHR06,100
2014,SH_IHR_CAPS,Finland,IHR06,100
2014,SH_IHR_CAPS,Finland,IHR09,34
2014,SH_IHR_CAPS,Finland,IHR10,100
2014,SH_IHR_CAPS,Finland,IHR11,100
2014,SH_IHR_CAPS,Finland,IHR12,92
2014,SH_IHR_CAPS,Finland,IHR13,92
2014,SH_IHR_CAPS,Finland,IHR05,90
2014,SH_IHR_CAPS,Finland,IHR04,100
2014,SH_IHR_CAPS,Finland,IHR03,100
2014,SH_IHR_CAPS,Finland,IHR07,80
2014,SH_IHR_CAPS,Finland,IHR08,96
2014,SH_IHR_CAPS,Finland,IHR02,90
2014,SH_IHR_CAPS,Finland,IHR01,100
2015,SH_IHR_CAPS,Finland,IHR10,100
2015,SH_IHR_CAPS,Finland,IHR09,97
2015,SH_IHR_CAPS,Finland,IHR08,96
2015,SH_IHR_CAPS,Finland,IHR01,100
2015,SH_IHR_CAPS,Finland,IHR02,90
2015,SH_IHR_CAPS,Finland,IHR04,100
2015,SH_IHR_CAPS,Finland,IHR05,90
2015,SH_IHR_CAPS,Finland,IHR06,100
2015,SH_IHR_CAPS,Finland,IHR07,80
2015,SH_IHR_CAPS,Finland,IHR13,100
2015,SH_IHR_CAPS,Finland,IHR12,92
2015,SH_IHR_CAPS,Finland,IHR11,100
2015,SH_IHR_CAPS,Finland,IHR03,100
2018,SH_IHR_CAPS,Finland,SPAR08,93
2018,SH_IHR_CAPS,Finland,SPAR09,100
2018,SH_IHR_CAPS,Finland,SPAR02,100
2018,SH_IHR_CAPS,Finland,SPAR04,100
2018,SH_IHR_CAPS,Finland,SPAR05,87
2018,SH_IHR_CAPS,Finland,SPAR13,100
2018,SH_IHR_CAPS,Finland,SPAR11,100
2018,SH_IHR_CAPS,Finland,SPAR12,100
2018,SH_IHR_CAPS,Finland,SPAR10,80
2018,SH_IHR_CAPS,Finland,SPAR01,100
2018,SH_IHR_CAPS,Finland,SPAR03,100
2018,SH_IHR_CAPS,Finland,SPAR07,80
2018,SH_IHR_CAPS,Finland,SPAR06,80
2019,SH_IHR_CAPS,Finland,SPAR06,80
2019,SH_IHR_CAPS,Finland,SPAR02,100
2019,SH_IHR_CAPS,Finland,SPAR10,80
2019,SH_IHR_CAPS,Finland,SPAR11,100
2019,SH_IHR_CAPS,Finland,SPAR13,100
2019,SH_IHR_CAPS,Finland,SPAR07,80
2019,SH_IHR_CAPS,Finland,SPAR04,100
2019,SH_IHR_CAPS,Finland,SPAR05,87
2019,SH_IHR_CAPS,Finland,SPAR03,100
2019,SH_IHR_CAPS,Finland,SPAR01,100
2019,SH_IHR_CAPS,Finland,SPAR12,100
2019,SH_IHR_CAPS,Finland,SPAR09,100
2019,SH_IHR_CAPS,Finland,SPAR08,93
2020,SH_IHR_CAPS,Finland,SPAR07,60
2020,SH_IHR_CAPS,Finland,SPAR06,60
2020,SH_IHR_CAPS,Finland,SPAR09,100
2020,SH_IHR_CAPS,Finland,SPAR05,87
2020,SH_IHR_CAPS,Finland,SPAR04,100
2020,SH_IHR_CAPS,Finland,SPAR03,100
2020,SH_IHR_CAPS,Finland,SPAR02,90
2020,SH_IHR_CAPS,Finland,SPAR08,87
2020,SH_IHR_CAPS,Finland,SPAR01,87
2020,SH_IHR_CAPS,Finland,SPAR10,80
2020,SH_IHR_CAPS,Finland,SPAR11,60
2020,SH_IHR_CAPS,Finland,SPAR12,60
2020,SH_IHR_CAPS,Finland,SPAR13,100
2021,SH_IHR_CAPS,Finland,SPAR2-C04,92
2021,SH_IHR_CAPS,Finland,SPAR2-C05,80
2021,SH_IHR_CAPS,Finland,SPAR2-C06,60
2021,SH_IHR_CAPS,Finland,SPAR2-C09,93
2021,SH_IHR_CAPS,Finland,SPAR2-C02,80
2021,SH_IHR_CAPS,Finland,SPAR2-C01,90
2021,SH_IHR_CAPS,Finland,SPAR2-C08,93
2021,SH_IHR_CAPS,Finland,SPAR2-C07,53
2021,SH_IHR_CAPS,Finland,SPAR2-C03,100
2021,SH_IHR_CAPS,Finland,SPAR2-C10,87
2021,SH_IHR_CAPS,Finland,SPAR2-C11,80
2021,SH_IHR_CAPS,Finland,SPAR2-C12,100
2021,SH_IHR_CAPS,Finland,SPAR2-C13,100
2021,SH_IHR_CAPS,Finland,SPAR2-C14,60
2021,SH_IHR_CAPS,Finland,SPAR2-C15,100
2022,SH_IHR_CAPS,Finland,SPAR2-C09,93
2022,SH_IHR_CAPS,Finland,SPAR2-C12,100
2022,SH_IHR_CAPS,Finland,SPAR2-C10,87
2022,SH_IHR_CAPS,Finland,SPAR2-C11,73
2022,SH_IHR_CAPS,Finland,SPAR2-C07,53
2022,SH_IHR_CAPS,Finland,SPAR2-C01,90
2022,SH_IHR_CAPS,Finland,SPAR2-C04,92
2022,SH_IHR_CAPS,Finland,SPAR2-C15,100
2022,SH_IHR_CAPS,Finland,SPAR2-C08,87
2022,SH_IHR_CAPS,Finland,SPAR2-C13,100
2022,SH_IHR_CAPS,Finland,SPAR2-C06,60
2022,SH_IHR_CAPS,Finland,SPAR2-C14,60
2022,SH_IHR_CAPS,Finland,SPAR2-C05,80
2022,SH_IHR_CAPS,Finland,SPAR2-C03,100
2022,SH_IHR_CAPS,Finland,SPAR2-C02,80
2010,SH_IHR_CAPS,France,IHR06,50
2010,SH_IHR_CAPS,France,IHR05,60
2010,SH_IHR_CAPS,France,IHR13,80
2010,SH_IHR_CAPS,France,IHR09,22
2010,SH_IHR_CAPS,France,IHR10,38
2010,SH_IHR_CAPS,France,IHR11,86
2010,SH_IHR_CAPS,France,IHR04,56
2010,SH_IHR_CAPS,France,IHR03,67
2010,SH_IHR_CAPS,France,IHR02,56
2010,SH_IHR_CAPS,France,IHR01,100
2010,SH_IHR_CAPS,France,IHR07,50
2010,SH_IHR_CAPS,France,IHR08,85
2010,SH_IHR_CAPS,France,IHR12,71
2011,SH_IHR_CAPS,France,IHR08,100
2011,SH_IHR_CAPS,France,IHR05,87
2011,SH_IHR_CAPS,France,IHR04,100
2011,SH_IHR_CAPS,France,IHR03,95
2011,SH_IHR_CAPS,France,IHR06,71
2011,SH_IHR_CAPS,France,IHR07,50
2011,SH_IHR_CAPS,France,IHR09,30
2011,SH_IHR_CAPS,France,IHR10,67
2011,SH_IHR_CAPS,France,IHR11,83
2011,SH_IHR_CAPS,France,IHR12,92
2011,SH_IHR_CAPS,France,IHR13,92
2011,SH_IHR_CAPS,France,IHR02,53
2011,SH_IHR_CAPS,France,IHR01,100
2012,SH_IHR_CAPS,France,IHR04,94
2012,SH_IHR_CAPS,France,IHR10,78
2012,SH_IHR_CAPS,France,IHR11,93
2012,SH_IHR_CAPS,France,IHR12,92
2012,SH_IHR_CAPS,France,IHR13,100
2012,SH_IHR_CAPS,France,IHR06,86
2012,SH_IHR_CAPS,France,IHR07,60
2012,SH_IHR_CAPS,France,IHR08,96
2012,SH_IHR_CAPS,France,IHR09,22
2012,SH_IHR_CAPS,France,IHR01,100
2012,SH_IHR_CAPS,France,IHR02,63
2012,SH_IHR_CAPS,France,IHR03,95
2012,SH_IHR_CAPS,France,IHR05,80
2013,SH_IHR_CAPS,France,IHR04,100
2013,SH_IHR_CAPS,France,IHR10,100
2013,SH_IHR_CAPS,France,IHR09,21
2013,SH_IHR_CAPS,France,IHR08,100
2013,SH_IHR_CAPS,France,IHR07,60
2013,SH_IHR_CAPS,France,IHR13,100
2013,SH_IHR_CAPS,France,IHR12,85
2013,SH_IHR_CAPS,France,IHR01,100
2013,SH_IHR_CAPS,France,IHR02,80
2013,SH_IHR_CAPS,France,IHR03,95
2013,SH_IHR_CAPS,France,IHR05,80
2013,SH_IHR_CAPS,France,IHR06,86
2013,SH_IHR_CAPS,France,IHR11,100
2014,SH_IHR_CAPS,France,IHR03,95
2014,SH_IHR_CAPS,France,IHR01,100
2014,SH_IHR_CAPS,France,IHR02,80
2014,SH_IHR_CAPS,France,IHR13,100
2014,SH_IHR_CAPS,France,IHR11,100
2014,SH_IHR_CAPS,France,IHR12,92
2014,SH_IHR_CAPS,France,IHR07,60
2014,SH_IHR_CAPS,France,IHR06,86
2014,SH_IHR_CAPS,France,IHR05,80
2014,SH_IHR_CAPS,France,IHR04,100
2014,SH_IHR_CAPS,France,IHR10,100
2014,SH_IHR_CAPS,France,IHR09,21
2014,SH_IHR_CAPS,France,IHR08,100
2015,SH_IHR_CAPS,France,IHR04,100
2015,SH_IHR_CAPS,France,IHR06,100
2015,SH_IHR_CAPS,France,IHR07,60
2015,SH_IHR_CAPS,France,IHR08,100
2015,SH_IHR_CAPS,France,IHR09,27
2015,SH_IHR_CAPS,France,IHR05,80
2015,SH_IHR_CAPS,France,IHR03,95
2015,SH_IHR_CAPS,France,IHR02,90
2015,SH_IHR_CAPS,France,IHR01,100
2015,SH_IHR_CAPS,France,IHR11,100
2015,SH_IHR_CAPS,France,IHR12,100
2015,SH_IHR_CAPS,France,IHR13,100
2015,SH_IHR_CAPS,France,IHR10,100
2016,SH_IHR_CAPS,France,IHR10,100
2016,SH_IHR_CAPS,France,IHR09,27
2016,SH_IHR_CAPS,France,IHR01,100
2016,SH_IHR_CAPS,France,IHR02,100
2016,SH_IHR_CAPS,France,IHR04,100
2016,SH_IHR_CAPS,France,IHR13,100
2016,SH_IHR_CAPS,France,IHR12,100
2016,SH_IHR_CAPS,France,IHR11,100
2016,SH_IHR_CAPS,France,IHR08,100
2016,SH_IHR_CAPS,France,IHR07,60
2016,SH_IHR_CAPS,France,IHR03,95
2016,SH_IHR_CAPS,France,IHR05,80
2016,SH_IHR_CAPS,France,IHR06,100
2017,SH_IHR_CAPS,France,IHR10,100
2017,SH_IHR_CAPS,France,IHR09,27
2017,SH_IHR_CAPS,France,IHR08,100
2017,SH_IHR_CAPS,France,IHR01,100
2017,SH_IHR_CAPS,France,IHR07,60
2017,SH_IHR_CAPS,France,IHR12,100
2017,SH_IHR_CAPS,France,IHR11,100
2017,SH_IHR_CAPS,France,IHR06,100
2017,SH_IHR_CAPS,France,IHR05,80
2017,SH_IHR_CAPS,France,IHR04,100
2017,SH_IHR_CAPS,France,IHR03,95
2017,SH_IHR_CAPS,France,IHR02,100
2017,SH_IHR_CAPS,France,IHR13,100
2018,SH_IHR_CAPS,France,SPAR04,80
2018,SH_IHR_CAPS,France,SPAR06,100
2018,SH_IHR_CAPS,France,SPAR07,80
2018,SH_IHR_CAPS,France,SPAR08,73
2018,SH_IHR_CAPS,France,SPAR01,67
2018,SH_IHR_CAPS,France,SPAR05,73
2018,SH_IHR_CAPS,France,SPAR03,80
2018,SH_IHR_CAPS,France,SPAR02,100
2018,SH_IHR_CAPS,France,SPAR13,100
2018,SH_IHR_CAPS,France,SPAR09,93
2018,SH_IHR_CAPS,France,SPAR12,100
2018,SH_IHR_CAPS,France,SPAR10,80
2018,SH_IHR_CAPS,France,SPAR11,40
2019,SH_IHR_CAPS,France,SPAR10,80
2019,SH_IHR_CAPS,France,SPAR09,93
2019,SH_IHR_CAPS,France,SPAR04,80
2019,SH_IHR_CAPS,France,SPAR03,80
2019,SH_IHR_CAPS,France,SPAR06,100
2019,SH_IHR_CAPS,France,SPAR11,40
2019,SH_IHR_CAPS,France,SPAR05,73
2019,SH_IHR_CAPS,France,SPAR08,73
2019,SH_IHR_CAPS,France,SPAR07,80
2019,SH_IHR_CAPS,France,SPAR01,67
2019,SH_IHR_CAPS,France,SPAR02,100
2019,SH_IHR_CAPS,France,SPAR13,100
2019,SH_IHR_CAPS,France,SPAR12,100
2020,SH_IHR_CAPS,France,SPAR11,40
2020,SH_IHR_CAPS,France,SPAR13,100
2020,SH_IHR_CAPS,France,SPAR10,80
2020,SH_IHR_CAPS,France,SPAR12,100
2020,SH_IHR_CAPS,France,SPAR02,100
2020,SH_IHR_CAPS,France,SPAR03,80
2020,SH_IHR_CAPS,France,SPAR08,87
2020,SH_IHR_CAPS,France,SPAR09,93
2020,SH_IHR_CAPS,France,SPAR07,80
2020,SH_IHR_CAPS,France,SPAR05,73
2020,SH_IHR_CAPS,France,SPAR01,67
2020,SH_IHR_CAPS,France,SPAR06,100
2020,SH_IHR_CAPS,France,SPAR04,80
2021,SH_IHR_CAPS,France,SPAR2-C15,100
2021,SH_IHR_CAPS,France,SPAR2-C01,70
2021,SH_IHR_CAPS,France,SPAR2-C02,100
2021,SH_IHR_CAPS,France,SPAR2-C13,80
2021,SH_IHR_CAPS,France,SPAR2-C12,80
2021,SH_IHR_CAPS,France,SPAR2-C05,100
2021,SH_IHR_CAPS,France,SPAR2-C11,60
2021,SH_IHR_CAPS,France,SPAR2-C10,100
2021,SH_IHR_CAPS,France,SPAR2-C04,92
2021,SH_IHR_CAPS,France,SPAR2-C03,50
2021,SH_IHR_CAPS,France,SPAR2-C14,100
2021,SH_IHR_CAPS,France,SPAR2-C08,100
2021,SH_IHR_CAPS,France,SPAR2-C09,80
2021,SH_IHR_CAPS,France,SPAR2-C06,80
2021,SH_IHR_CAPS,France,SPAR2-C07,100
2022,SH_IHR_CAPS,France,SPAR2-C15,100
2022,SH_IHR_CAPS,France,SPAR2-C14,100
2022,SH_IHR_CAPS,France,SPAR2-C13,80
2022,SH_IHR_CAPS,France,SPAR2-C07,100
2022,SH_IHR_CAPS,France,SPAR2-C03,50
2022,SH_IHR_CAPS,France,SPAR2-C01,70
2022,SH_IHR_CAPS,France,SPAR2-C02,33
2022,SH_IHR_CAPS,France,SPAR2-C12,80
2022,SH_IHR_CAPS,France,SPAR2-C08,100
2022,SH_IHR_CAPS,France,SPAR2-C10,100
2022,SH_IHR_CAPS,France,SPAR2-C11,53
2022,SH_IHR_CAPS,France,SPAR2-C09,80
2022,SH_IHR_CAPS,France,SPAR2-C04,92
2022,SH_IHR_CAPS,France,SPAR2-C06,80
2022,SH_IHR_CAPS,France,SPAR2-C05,100
2010,SH_IHR_CAPS,Georgia,IHR02,91
2010,SH_IHR_CAPS,Georgia,IHR03,96
2010,SH_IHR_CAPS,Georgia,IHR07,83
2010,SH_IHR_CAPS,Georgia,IHR06,100
2010,SH_IHR_CAPS,Georgia,IHR05,100
2010,SH_IHR_CAPS,Georgia,IHR04,100
2010,SH_IHR_CAPS,Georgia,IHR12,85
2010,SH_IHR_CAPS,Georgia,IHR11,86
2010,SH_IHR_CAPS,Georgia,IHR10,92
2010,SH_IHR_CAPS,Georgia,IHR09,84
2010,SH_IHR_CAPS,Georgia,IHR08,94
2010,SH_IHR_CAPS,Georgia,IHR13,100
2010,SH_IHR_CAPS,Georgia,IHR01,100
2011,SH_IHR_CAPS,Georgia,IHR06,100
2011,SH_IHR_CAPS,Georgia,IHR07,100
2011,SH_IHR_CAPS,Georgia,IHR04,100
2011,SH_IHR_CAPS,Georgia,IHR13,92
2011,SH_IHR_CAPS,Georgia,IHR12,83
2011,SH_IHR_CAPS,Georgia,IHR05,100
2011,SH_IHR_CAPS,Georgia,IHR11,67
2011,SH_IHR_CAPS,Georgia,IHR10,100
2011,SH_IHR_CAPS,Georgia,IHR09,75
2011,SH_IHR_CAPS,Georgia,IHR08,80
2011,SH_IHR_CAPS,Georgia,IHR01,100
2011,SH_IHR_CAPS,Georgia,IHR02,83
2011,SH_IHR_CAPS,Georgia,IHR03,100
2012,SH_IHR_CAPS,Georgia,IHR06,100
2012,SH_IHR_CAPS,Georgia,IHR09,66
2012,SH_IHR_CAPS,Georgia,IHR07,100
2012,SH_IHR_CAPS,Georgia,IHR08,91
2012,SH_IHR_CAPS,Georgia,IHR05,100
2012,SH_IHR_CAPS,Georgia,IHR12,62
2012,SH_IHR_CAPS,Georgia,IHR10,100
2012,SH_IHR_CAPS,Georgia,IHR11,67
2012,SH_IHR_CAPS,Georgia,IHR04,100
2012,SH_IHR_CAPS,Georgia,IHR02,100
2012,SH_IHR_CAPS,Georgia,IHR03,100
2012,SH_IHR_CAPS,Georgia,IHR01,100
2012,SH_IHR_CAPS,Georgia,IHR13,71
2013,SH_IHR_CAPS,Georgia,IHR03,100
2013,SH_IHR_CAPS,Georgia,IHR02,83
2013,SH_IHR_CAPS,Georgia,IHR01,100
2013,SH_IHR_CAPS,Georgia,IHR08,96
2013,SH_IHR_CAPS,Georgia,IHR12,62
2013,SH_IHR_CAPS,Georgia,IHR13,83
2013,SH_IHR_CAPS,Georgia,IHR09,94
2013,SH_IHR_CAPS,Georgia,IHR06,100
2013,SH_IHR_CAPS,Georgia,IHR10,100
2013,SH_IHR_CAPS,Georgia,IHR11,67
2013,SH_IHR_CAPS,Georgia,IHR05,100
2013,SH_IHR_CAPS,Georgia,IHR04,100
2013,SH_IHR_CAPS,Georgia,IHR07,100
2014,SH_IHR_CAPS,Georgia,IHR11,100
2014,SH_IHR_CAPS,Georgia,IHR10,100
2014,SH_IHR_CAPS,Georgia,IHR12,62
2014,SH_IHR_CAPS,Georgia,IHR02,100
2014,SH_IHR_CAPS,Georgia,IHR01,100
2014,SH_IHR_CAPS,Georgia,IHR05,100
2014,SH_IHR_CAPS,Georgia,IHR13,77
2014,SH_IHR_CAPS,Georgia,IHR07,60
2014,SH_IHR_CAPS,Georgia,IHR08,96
2014,SH_IHR_CAPS,Georgia,IHR09,94
2014,SH_IHR_CAPS,Georgia,IHR06,100
2014,SH_IHR_CAPS,Georgia,IHR04,81
2014,SH_IHR_CAPS,Georgia,IHR03,95
2015,SH_IHR_CAPS,Georgia,IHR07,40
2015,SH_IHR_CAPS,Georgia,IHR06,86
