Year,SeriesCode,Страна ,Education level,Location,Quantile,Value
2006,SE_AGP_CPRA,Republic of Moldova,UPPSEC,ALLAREA,_T,1.08966
2006,SE_AGP_CPRA,Republic of Moldova,LOWSEC,ALLAREA,_T,1.03657
2007,SE_AGP_CPRA,Republic of Moldova,PRIMAR,ALLAREA,_T,1.00906
2013,SE_AGP_CPRA,Republic of Korea,LOWSEC,ALLAREA,_T,1.001
2013,SE_AGP_CPRA,Republic of Korea,PRIMAR,ALLAREA,_T,1.0
2014,SE_AGP_CPRA,Republic of Korea,PRIMAR,ALLAREA,_T,1.0
2014,SE_AGP_CPRA,Republic of Korea,LOWSEC,ALLAREA,_T,1.0
2014,SE_AGP_CPRA,Republic of Korea,UPPSEC,ALLAREA,_T,0.98377
2015,SE_AGP_CPRA,Republic of Korea,UPPSEC,ALLAREA,_T,0.99495
2015,SE_AGP_CPRA,Republic of Korea,LOWSEC,ALLAREA,_T,1.0
2015,SE_AGP_CPRA,Republic of Korea,PRIMAR,ALLAREA,_T,1.0
2016,SE_AGP_CPRA,Republic of Korea,PRIMAR,ALLAREA,_T,1.0
2016,SE_AGP_CPRA,Republic of Korea,LOWSEC,ALLAREA,_T,1.0
2016,SE_AGP_CPRA,Republic of Korea,UPPSEC,ALLAREA,_T,1.03439
2017,SE_AGP_CPRA,Republic of Korea,UPPSEC,ALLAREA,_T,0.99697
2017,SE_AGP_CPRA,Republic of Korea,LOWSEC,ALLAREA,_T,1.0
2017,SE_AGP_CPRA,Republic of Korea,PRIMAR,ALLAREA,_T,1.0
2018,SE_AGP_CPRA,Republic of Korea,UPPSEC,ALLAREA,_T,0.99697
2018,SE_AGP_CPRA,Republic of Korea,PRIMAR,ALLAREA,_T,1.0
2018,SE_AGP_CPRA,Republic of Korea,LOWSEC,ALLAREA,_T,1.0
2019,SE_AGP_CPRA,Republic of Korea,UPPSEC,ALLAREA,_T,0.99798
2007,SE_AGP_CPRA,Republic of Moldova,LOWSEC,ALLAREA,_T,1.03549
2007,SE_AGP_CPRA,Republic of Moldova,UPPSEC,ALLAREA,_T,1.09204
2008,SE_AGP_CPRA,Republic of Moldova,UPPSEC,ALLAREA,_T,1.0908
2008,SE_AGP_CPRA,Republic of Moldova,LOWSEC,ALLAREA,_T,1.0334
2008,SE_AGP_CPRA,Republic of Moldova,PRIMAR,ALLAREA,_T,1.00906
2009,SE_AGP_CPRA,Republic of Moldova,PRIMAR,ALLAREA,_T,1.01006
2009,SE_AGP_CPRA,Republic of Moldova,LOWSEC,ALLAREA,_T,1.03233
2009,SE_AGP_CPRA,Republic of Moldova,UPPSEC,ALLAREA,_T,1.0882
2019,SE_AGP_CPRA,Republic of Korea,LOWSEC,ALLAREA,_T,1.0
2019,SE_AGP_CPRA,Republic of Korea,PRIMAR,ALLAREA,_T,1.0
2020,SE_AGP_CPRA,Republic of Korea,PRIMAR,ALLAREA,_T,1.0
2020,SE_AGP_CPRA,Republic of Korea,LOWSEC,ALLAREA,_T,1.0
2020,SE_AGP_CPRA,Republic of Korea,UPPSEC,ALLAREA,_T,0.99698
2000,SE_AGP_CPRA,Кыргызстан,UPPSEC,ALLAREA,_T,1.0205
2000,SE_AGP_CPRA,Кыргызстан,PRIMAR,ALLAREA,_T,1.00301
2000,SE_AGP_CPRA,Кыргызстан,LOWSEC,ALLAREA,_T,1.00306
2001,SE_AGP_CPRA,Кыргызстан,LOWSEC,ALLAREA,_T,1.00306
2001,SE_AGP_CPRA,Кыргызстан,PRIMAR,ALLAREA,_T,1.00301
2001,SE_AGP_CPRA,Кыргызстан,UPPSEC,ALLAREA,_T,1.01802
2002,SE_AGP_CPRA,Кыргызстан,UPPSEC,ALLAREA,_T,1.0167
2002,SE_AGP_CPRA,Кыргызстан,PRIMAR,ALLAREA,_T,1.00301
2002,SE_AGP_CPRA,Кыргызстан,LOWSEC,ALLAREA,_T,1.00306
2003,SE_AGP_CPRA,Кыргызстан,LOWSEC,ALLAREA,_T,1.00306
2003,SE_AGP_CPRA,Кыргызстан,PRIMAR,ALLAREA,_T,1.00301
2003,SE_AGP_CPRA,Кыргызстан,UPPSEC,ALLAREA,_T,1.01435
2019,SE_AGP_CPRA,Norway,PRIMAR,ALLAREA,_T,1.005
2019,SE_AGP_CPRA,Norway,LOWSEC,ALLAREA,_T,1.00925
2019,SE_AGP_CPRA,Norway,UPPSEC,ALLAREA,_T,1.05394
2020,SE_AGP_CPRA,Norway,LOWSEC,ALLAREA,_T,1.00793
2020,SE_AGP_CPRA,Norway,PRIMAR,ALLAREA,_T,1.0
2020,SE_AGP_CPRA,Norway,UPPSEC,ALLAREA,_T,1.08327
2021,SE_AGP_CPRA,Norway,PRIMAR,ALLAREA,_T,1.011
2021,SE_AGP_CPRA,Norway,LOWSEC,ALLAREA,_T,1.0
2021,SE_AGP_CPRA,Norway,UPPSEC,ALLAREA,_T,1.04827
2000,SE_AGP_CPRA,Poland,UPPSEC,ALLAREA,_T,1.03433
2010,SE_AGP_CPRA,Republic of Moldova,UPPSEC,ALLAREA,_T,1.0855
2010,SE_AGP_CPRA,Republic of Moldova,LOWSEC,ALLAREA,_T,1.03125
2010,SE_AGP_CPRA,Republic of Moldova,PRIMAR,ALLAREA,_T,1.01006
2011,SE_AGP_CPRA,Republic of Moldova,PRIMAR,ALLAREA,_T,1.01006
2011,SE_AGP_CPRA,Republic of Moldova,LOWSEC,ALLAREA,_T,1.03021
2011,SE_AGP_CPRA,Republic of Moldova,UPPSEC,ALLAREA,_T,1.08148
2012,SE_AGP_CPRA,Republic of Moldova,UPPSEC,ALLAREA,Q2,1.22824
2012,SE_AGP_CPRA,Republic of Moldova,UPPSEC,ALLAREA,Q1,0.9093
2000,SE_AGP_CPRA,Poland,LOWSEC,ALLAREA,_T,1.08742
2000,SE_AGP_CPRA,Poland,PRIMAR,ALLAREA,_T,1.0
2001,SE_AGP_CPRA,Poland,PRIMAR,ALLAREA,_T,1.0
2001,SE_AGP_CPRA,Poland,LOWSEC,ALLAREA,_T,1.08908
2001,SE_AGP_CPRA,Poland,UPPSEC,ALLAREA,_T,1.03529
2002,SE_AGP_CPRA,Poland,LOWSEC,ALLAREA,_T,1.0887
2002,SE_AGP_CPRA,Poland,PRIMAR,ALLAREA,_T,1.0
2002,SE_AGP_CPRA,Poland,UPPSEC,ALLAREA,_T,1.03522
2003,SE_AGP_CPRA,Poland,PRIMAR,ALLAREA,_T,1.001
2004,SE_AGP_CPRA,Кыргызстан,LOWSEC,ALLAREA,_T,1.00408
2004,SE_AGP_CPRA,Кыргызстан,UPPSEC,ALLAREA,_T,1.01098
2004,SE_AGP_CPRA,Кыргызстан,PRIMAR,ALLAREA,_T,1.00402
2005,SE_AGP_CPRA,Кыргызстан,LOWSEC,ALLAREA,_T,1.00408
2005,SE_AGP_CPRA,Кыргызстан,PRIMAR,ALLAREA,_T,1.00402
2005,SE_AGP_CPRA,Кыргызстан,UPPSEC,ALLAREA,_T,1.00765
2006,SE_AGP_CPRA,Кыргызстан,UPPSEC,ALLAREA,_T,1.04901
2006,SE_AGP_CPRA,Кыргызстан,LOWSEC,ALLAREA,Q4,1.0118
2012,SE_AGP_CPRA,Republic of Moldova,PRIMAR,URBAN,_T,1.00899
2012,SE_AGP_CPRA,Republic of Moldova,LOWSEC,ALLAREA,Q1,1.14497
2012,SE_AGP_CPRA,Republic of Moldova,PRIMAR,ALLAREA,Q1,1.00138
2012,SE_AGP_CPRA,Republic of Moldova,LOWSEC,ALLAREA,Q5,1.01106
2012,SE_AGP_CPRA,Republic of Moldova,UPPSEC,RURAL,Q4,0.96847
2012,SE_AGP_CPRA,Republic of Moldova,LOWSEC,ALLAREA,Q2,1.03831
2012,SE_AGP_CPRA,Republic of Moldova,UPPSEC,URBAN,_T,1.10152
2012,SE_AGP_CPRA,Republic of Moldova,LOWSEC,ALLAREA,_T,1.02857
2003,SE_AGP_CPRA,Poland,LOWSEC,ALLAREA,_T,1.08298
2003,SE_AGP_CPRA,Poland,UPPSEC,ALLAREA,_T,1.03617
2004,SE_AGP_CPRA,Poland,UPPSEC,ALLAREA,_T,1.03818
2004,SE_AGP_CPRA,Poland,LOWSEC,ALLAREA,_T,1.07419
2004,SE_AGP_CPRA,Poland,PRIMAR,ALLAREA,_T,1.001
2005,SE_AGP_CPRA,Poland,PRIMAR,ALLAREA,_T,1.001
2005,SE_AGP_CPRA,Poland,LOWSEC,ALLAREA,_T,1.06334
2005,SE_AGP_CPRA,Poland,UPPSEC,ALLAREA,_T,1.03911
2006,SE_AGP_CPRA,Poland,UPPSEC,ALLAREA,_T,1.04288
2012,SE_AGP_CPRA,Republic of Moldova,PRIMAR,URBAN,Q3,1.0275
2012,SE_AGP_CPRA,Republic of Moldova,UPPSEC,RURAL,Q1,0.87154
2012,SE_AGP_CPRA,Republic of Moldova,PRIMAR,ALLAREA,_T,1.00759
2012,SE_AGP_CPRA,Republic of Moldova,PRIMAR,URBAN,Q4,1.0
2012,SE_AGP_CPRA,Republic of Moldova,UPPSEC,ALLAREA,Q5,1.08693
2012,SE_AGP_CPRA,Republic of Moldova,PRIMAR,URBAN,Q5,1.0
2012,SE_AGP_CPRA,Republic of Moldova,UPPSEC,ALLAREA,Q4,1.04975
2012,SE_AGP_CPRA,Republic of Moldova,UPPSEC,ALLAREA,Q3,1.2769
2006,SE_AGP_CPRA,Poland,LOWSEC,ALLAREA,_T,1.01536
2006,SE_AGP_CPRA,Poland,PRIMAR,ALLAREA,_T,1.00341
2007,SE_AGP_CPRA,Poland,PRIMAR,ALLAREA,_T,1.0013
2007,SE_AGP_CPRA,Poland,LOWSEC,ALLAREA,_T,1.00953
2007,SE_AGP_CPRA,Poland,UPPSEC,ALLAREA,_T,1.0314
2008,SE_AGP_CPRA,Poland,UPPSEC,ALLAREA,_T,1.02943
2008,SE_AGP_CPRA,Poland,LOWSEC,ALLAREA,_T,1.00274
2008,SE_AGP_CPRA,Poland,PRIMAR,ALLAREA,_T,1.0015
2009,SE_AGP_CPRA,Poland,PRIMAR,ALLAREA,_T,1.0009
2009,SE_AGP_CPRA,Poland,LOWSEC,ALLAREA,_T,1.01002
2006,SE_AGP_CPRA,Кыргызстан,UPPSEC,URBAN,Q1,1.22639
2006,SE_AGP_CPRA,Кыргызстан,UPPSEC,URBAN,_T,1.09571
2006,SE_AGP_CPRA,Кыргызстан,UPPSEC,RURAL,Q4,1.00419
2006,SE_AGP_CPRA,Кыргызстан,PRIMAR,RURAL,Q4,1.0
2006,SE_AGP_CPRA,Кыргызстан,UPPSEC,ALLAREA,Q3,0.95245
2006,SE_AGP_CPRA,Кыргызстан,PRIMAR,URBAN,Q4,1.02763
2006,SE_AGP_CPRA,Кыргызстан,UPPSEC,URBAN,Q5,1.0427
2006,SE_AGP_CPRA,Кыргызстан,UPPSEC,URBAN,Q2,1.09042
2012,SE_AGP_CPRA,Republic of Moldova,PRIMAR,ALLAREA,Q2,1.00555
2012,SE_AGP_CPRA,Republic of Moldova,LOWSEC,URBAN,Q3,1.06408
2012,SE_AGP_CPRA,Republic of Moldova,PRIMAR,ALLAREA,Q5,1.0
2012,SE_AGP_CPRA,Republic of Moldova,LOWSEC,URBAN,Q1,0.0
2012,SE_AGP_CPRA,Republic of Moldova,LOWSEC,URBAN,Q2,0.0
2012,SE_AGP_CPRA,Republic of Moldova,PRIMAR,RURAL,_T,1.00709
2012,SE_AGP_CPRA,Republic of Moldova,LOWSEC,RURAL,Q4,1.0
2012,SE_AGP_CPRA,Republic of Moldova,LOWSEC,URBAN,_T,1.00983
2009,SE_AGP_CPRA,Poland,UPPSEC,ALLAREA,_T,1.03895
2010,SE_AGP_CPRA,Poland,UPPSEC,ALLAREA,_T,1.04972
2010,SE_AGP_CPRA,Poland,LOWSEC,ALLAREA,_T,1.01414
2010,SE_AGP_CPRA,Poland,PRIMAR,ALLAREA,_T,1.0008
2011,SE_AGP_CPRA,Poland,PRIMAR,ALLAREA,_T,1.0034
2011,SE_AGP_CPRA,Poland,LOWSEC,ALLAREA,_T,1.01182
2011,SE_AGP_CPRA,Poland,UPPSEC,ALLAREA,_T,1.05499
2012,SE_AGP_CPRA,Poland,UPPSEC,ALLAREA,_T,1.06769
2012,SE_AGP_CPRA,Poland,LOWSEC,ALLAREA,_T,1.01293
2012,SE_AGP_CPRA,Poland,PRIMAR,ALLAREA,_T,1.00301
2006,SE_AGP_CPRA,Кыргызстан,UPPSEC,URBAN,Q3,1.23902
2006,SE_AGP_CPRA,Кыргызстан,PRIMAR,URBAN,Q2,1.00372
2006,SE_AGP_CPRA,Кыргызстан,PRIMAR,URBAN,Q1,1.0
2006,SE_AGP_CPRA,Кыргызстан,UPPSEC,RURAL,Q3,0.86585
2006,SE_AGP_CPRA,Кыргызстан,UPPSEC,RURAL,Q2,0.96414
2006,SE_AGP_CPRA,Кыргызстан,LOWSEC,URBAN,Q5,1.02662
2006,SE_AGP_CPRA,Кыргызстан,LOWSEC,URBAN,Q1,1.02231
2006,SE_AGP_CPRA,Кыргызстан,PRIMAR,ALLAREA,Q2,1.00174
2013,SE_AGP_CPRA,Poland,PRIMAR,ALLAREA,_T,0.9998
2013,SE_AGP_CPRA,Poland,LOWSEC,ALLAREA,_T,1.01015
2013,SE_AGP_CPRA,Poland,UPPSEC,ALLAREA,_T,1.07407
2014,SE_AGP_CPRA,Poland,UPPSEC,ALLAREA,_T,1.06289
2014,SE_AGP_CPRA,Poland,LOWSEC,ALLAREA,_T,1.01376
2014,SE_AGP_CPRA,Poland,PRIMAR,ALLAREA,_T,1.0005
2015,SE_AGP_CPRA,Poland,UPPSEC,ALLAREA,_T,1.04652
2015,SE_AGP_CPRA,Poland,PRIMAR,ALLAREA,_T,0.9981
2015,SE_AGP_CPRA,Poland,LOWSEC,ALLAREA,_T,1.01162
2016,SE_AGP_CPRA,Poland,UPPSEC,ALLAREA,_T,1.03486
2012,SE_AGP_CPRA,Republic of Moldova,UPPSEC,RURAL,Q3,1.26689
2012,SE_AGP_CPRA,Republic of Moldova,UPPSEC,RURAL,_T,1.15343
2012,SE_AGP_CPRA,Republic of Moldova,PRIMAR,URBAN,Q1,0.0
2012,SE_AGP_CPRA,Republic of Moldova,UPPSEC,RURAL,Q2,1.28784
2012,SE_AGP_CPRA,Republic of Moldova,PRIMAR,URBAN,Q2,0.0
2012,SE_AGP_CPRA,Republic of Moldova,UPPSEC,URBAN,Q3,1.1978
2012,SE_AGP_CPRA,Republic of Moldova,UPPSEC,URBAN,Q1,0.0
2006,SE_AGP_CPRA,Кыргызстан,LOWSEC,URBAN,Q2,0.9899
2006,SE_AGP_CPRA,Кыргызстан,LOWSEC,RURAL,Q1,0.99779
2006,SE_AGP_CPRA,Кыргызстан,LOWSEC,RURAL,_T,1.01726
2006,SE_AGP_CPRA,Кыргызстан,LOWSEC,RURAL,Q5,0.0
2006,SE_AGP_CPRA,Кыргызстан,LOWSEC,URBAN,_T,1.00525
2006,SE_AGP_CPRA,Кыргызстан,PRIMAR,RURAL,_T,1.00018
2006,SE_AGP_CPRA,Кыргызстан,PRIMAR,RURAL,Q1,1.00307
2006,SE_AGP_CPRA,Кыргызстан,LOWSEC,RURAL,Q4,1.04928
2016,SE_AGP_CPRA,Poland,PRIMAR,ALLAREA,_T,0.99699
2016,SE_AGP_CPRA,Poland,LOWSEC,ALLAREA,_T,1.00132
2017,SE_AGP_CPRA,Poland,LOWSEC,ALLAREA,_T,1.00182
2017,SE_AGP_CPRA,Poland,UPPSEC,ALLAREA,_T,1.03004
2017,SE_AGP_CPRA,Poland,PRIMAR,ALLAREA,_T,1.00351
2018,SE_AGP_CPRA,Poland,PRIMAR,ALLAREA,_T,1.00283
2018,SE_AGP_CPRA,Poland,UPPSEC,ALLAREA,_T,1.04322
2018,SE_AGP_CPRA,Poland,LOWSEC,ALLAREA,_T,1.00506
2019,SE_AGP_CPRA,Poland,LOWSEC,ALLAREA,_T,1.0102
2019,SE_AGP_CPRA,Poland,UPPSEC,ALLAREA,_T,1.04589
2006,SE_AGP_CPRA,Кыргызстан,UPPSEC,RURAL,Q1,1.09807
2006,SE_AGP_CPRA,Кыргызстан,PRIMAR,ALLAREA,Q1,1.00286
2006,SE_AGP_CPRA,Кыргызстан,PRIMAR,URBAN,_T,1.01037
2006,SE_AGP_CPRA,Кыргызстан,LOWSEC,ALLAREA,Q1,0.99937
2006,SE_AGP_CPRA,Кыргызстан,UPPSEC,ALLAREA,Q2,0.99062
2006,SE_AGP_CPRA,Кыргызстан,UPPSEC,ALLAREA,Q1,1.10745
2006,SE_AGP_CPRA,Кыргызстан,UPPSEC,ALLAREA,Q4,1.00999
2006,SE_AGP_CPRA,Кыргызстан,LOWSEC,ALLAREA,_T,1.01498
2012,SE_AGP_CPRA,Republic of Moldova,LOWSEC,ALLAREA,Q3,0.99772
2012,SE_AGP_CPRA,Republic of Moldova,UPPSEC,URBAN,Q2,0.0
2012,SE_AGP_CPRA,Republic of Moldova,PRIMAR,RURAL,Q5,0.0
2012,SE_AGP_CPRA,Republic of Moldova,PRIMAR,RURAL,Q1,0.98828
2012,SE_AGP_CPRA,Republic of Moldova,LOWSEC,RURAL,Q5,0.0
2012,SE_AGP_CPRA,Republic of Moldova,LOWSEC,RURAL,Q3,0.98529
2012,SE_AGP_CPRA,Republic of Moldova,LOWSEC,RURAL,_T,1.03967
2019,SE_AGP_CPRA,Poland,PRIMAR,ALLAREA,_T,1.02662
2020,SE_AGP_CPRA,Poland,UPPSEC,ALLAREA,_T,1.0248
2020,SE_AGP_CPRA,Poland,LOWSEC,ALLAREA,_T,1.01537
2020,SE_AGP_CPRA,Poland,PRIMAR,ALLAREA,_T,1.09232
2021,SE_AGP_CPRA,Poland,LOWSEC,ALLAREA,_T,1.0114
2021,SE_AGP_CPRA,Poland,UPPSEC,ALLAREA,_T,1.02956
2021,SE_AGP_CPRA,Poland,PRIMAR,ALLAREA,_T,1.01151
2000,SE_AGP_CPRA,Portugal,LOWSEC,ALLAREA,_T,1.12927
2000,SE_AGP_CPRA,Portugal,PRIMAR,ALLAREA,_T,1.001
2000,SE_AGP_CPRA,Portugal,UPPSEC,ALLAREA,_T,1.28327
2001,SE_AGP_CPRA,Portugal,UPPSEC,ALLAREA,_T,1.28598
2001,SE_AGP_CPRA,Portugal,PRIMAR,ALLAREA,_T,1.001
2001,SE_AGP_CPRA,Portugal,LOWSEC,ALLAREA,_T,1.12664
2002,SE_AGP_CPRA,Portugal,PRIMAR,ALLAREA,_T,1.001
2002,SE_AGP_CPRA,Portugal,UPPSEC,ALLAREA,_T,1.28288
2002,SE_AGP_CPRA,Portugal,LOWSEC,ALLAREA,_T,1.12397
2003,SE_AGP_CPRA,Portugal,UPPSEC,ALLAREA,_T,1.28496
2003,SE_AGP_CPRA,Portugal,PRIMAR,ALLAREA,_T,1.001
2003,SE_AGP_CPRA,Portugal,LOWSEC,ALLAREA,_T,1.12646
2006,SE_AGP_CPRA,Кыргызстан,PRIMAR,URBAN,Q3,1.00872
2006,SE_AGP_CPRA,Кыргызстан,LOWSEC,URBAN,Q4,0.97105
2006,SE_AGP_CPRA,Кыргызстан,PRIMAR,ALLAREA,Q4,1.014
2006,SE_AGP_CPRA,Кыргызстан,PRIMAR,ALLAREA,Q5,0.99963
2006,SE_AGP_CPRA,Кыргызстан,LOWSEC,URBAN,Q3,0.98031
2006,SE_AGP_CPRA,Кыргызстан,PRIMAR,ALLAREA,Q3,0.99827
2006,SE_AGP_CPRA,Кыргызстан,LOWSEC,RURAL,Q3,0.99698
2006,SE_AGP_CPRA,Кыргызстан,LOWSEC,RURAL,Q2,1.02345
2004,SE_AGP_CPRA,Portugal,LOWSEC,ALLAREA,_T,1.12704
2004,SE_AGP_CPRA,Portugal,PRIMAR,ALLAREA,_T,1.001
2004,SE_AGP_CPRA,Portugal,UPPSEC,ALLAREA,_T,1.28497
2005,SE_AGP_CPRA,Portugal,UPPSEC,ALLAREA,_T,1.28547
2005,SE_AGP_CPRA,Portugal,PRIMAR,ALLAREA,_T,1.001
2005,SE_AGP_CPRA,Portugal,LOWSEC,ALLAREA,_T,1.125
2006,SE_AGP_CPRA,Portugal,LOWSEC,ALLAREA,_T,1.12473
2006,SE_AGP_CPRA,Portugal,PRIMAR,ALLAREA,_T,1.00161
2006,SE_AGP_CPRA,Portugal,UPPSEC,ALLAREA,_T,1.31336
2006,SE_AGP_CPRA,Кыргызстан,PRIMAR,RURAL,Q2,1.00172
2006,SE_AGP_CPRA,Кыргызстан,PRIMAR,RURAL,Q3,0.9961
2006,SE_AGP_CPRA,Кыргызстан,LOWSEC,ALLAREA,Q5,1.02516
2006,SE_AGP_CPRA,Кыргызстан,LOWSEC,ALLAREA,Q2,1.01559
2006,SE_AGP_CPRA,Кыргызстан,UPPSEC,URBAN,Q4,1.01019
2006,SE_AGP_CPRA,Кыргызстан,UPPSEC,RURAL,Q5,0.0
2006,SE_AGP_CPRA,Кыргызстан,PRIMAR,URBAN,Q5,0.99958
2006,SE_AGP_CPRA,Кыргызстан,PRIMAR,RURAL,Q5,0.0
2007,SE_AGP_CPRA,Portugal,UPPSEC,ALLAREA,_T,1.22953
2007,SE_AGP_CPRA,Portugal,PRIMAR,ALLAREA,_T,0.99749
2007,SE_AGP_CPRA,Portugal,LOWSEC,ALLAREA,_T,1.07691
2008,SE_AGP_CPRA,Portugal,LOWSEC,ALLAREA,_T,1.12056
2008,SE_AGP_CPRA,Portugal,PRIMAR,ALLAREA,_T,1.00661
2008,SE_AGP_CPRA,Portugal,UPPSEC,ALLAREA,_T,1.28674
2009,SE_AGP_CPRA,Portugal,UPPSEC,ALLAREA,_T,1.15153
2009,SE_AGP_CPRA,Portugal,PRIMAR,ALLAREA,_T,1.00221
2009,SE_AGP_CPRA,Portugal,LOWSEC,ALLAREA,_T,1.10201
2010,SE_AGP_CPRA,Portugal,LOWSEC,ALLAREA,_T,1.10881
2010,SE_AGP_CPRA,Portugal,PRIMAR,ALLAREA,_T,0.9982
2010,SE_AGP_CPRA,Portugal,UPPSEC,ALLAREA,_T,1.11329
2011,SE_AGP_CPRA,Portugal,UPPSEC,ALLAREA,_T,1.18685
2011,SE_AGP_CPRA,Portugal,PRIMAR,ALLAREA,_T,1.00544
2011,SE_AGP_CPRA,Portugal,LOWSEC,ALLAREA,_T,1.05518
2012,SE_AGP_CPRA,Portugal,LOWSEC,ALLAREA,_T,1.05078
2012,SE_AGP_CPRA,Portugal,PRIMAR,ALLAREA,_T,1.00361
2012,SE_AGP_CPRA,Portugal,UPPSEC,ALLAREA,_T,1.2274
2013,SE_AGP_CPRA,Portugal,UPPSEC,ALLAREA,_T,1.20165
2013,SE_AGP_CPRA,Portugal,PRIMAR,ALLAREA,_T,0.99899
2012,SE_AGP_CPRA,Republic of Moldova,PRIMAR,RURAL,Q3,1.01639
2012,SE_AGP_CPRA,Republic of Moldova,LOWSEC,RURAL,Q1,1.18443
2012,SE_AGP_CPRA,Republic of Moldova,UPPSEC,URBAN,Q5,1.08045
2012,SE_AGP_CPRA,Republic of Moldova,UPPSEC,URBAN,Q4,1.07726
2012,SE_AGP_CPRA,Republic of Moldova,UPPSEC,RURAL,Q5,0.0
2012,SE_AGP_CPRA,Republic of Moldova,LOWSEC,ALLAREA,Q4,1.00265
2012,SE_AGP_CPRA,Republic of Moldova,PRIMAR,RURAL,Q4,1.0
2012,SE_AGP_CPRA,Republic of Moldova,LOWSEC,RURAL,Q2,1.03575
2013,SE_AGP_CPRA,Portugal,LOWSEC,ALLAREA,_T,1.02809
2014,SE_AGP_CPRA,Portugal,LOWSEC,ALLAREA,_T,1.02885
2014,SE_AGP_CPRA,Portugal,PRIMAR,ALLAREA,_T,1.0013
2014,SE_AGP_CPRA,Portugal,UPPSEC,ALLAREA,_T,1.15395
2015,SE_AGP_CPRA,Portugal,LOWSEC,ALLAREA,_T,1.02447
2015,SE_AGP_CPRA,Portugal,UPPSEC,ALLAREA,_T,1.14831
2015,SE_AGP_CPRA,Portugal,PRIMAR,ALLAREA,_T,0.9984
2016,SE_AGP_CPRA,Portugal,LOWSEC,ALLAREA,_T,1.03269
2016,SE_AGP_CPRA,Portugal,PRIMAR,ALLAREA,_T,1.0041
2016,SE_AGP_CPRA,Portugal,UPPSEC,ALLAREA,_T,1.11489
2006,SE_AGP_CPRA,Кыргызстан,LOWSEC,ALLAREA,Q3,0.9972
2006,SE_AGP_CPRA,Кыргызстан,UPPSEC,ALLAREA,Q5,1.04236
2006,SE_AGP_CPRA,Кыргызстан,PRIMAR,ALLAREA,_T,1.00319
2006,SE_AGP_CPRA,Кыргызстан,UPPSEC,RURAL,_T,0.97964
2007,SE_AGP_CPRA,Кыргызстан,LOWSEC,ALLAREA,_T,1.00408
2007,SE_AGP_CPRA,Кыргызстан,PRIMAR,ALLAREA,_T,1.00502
2007,SE_AGP_CPRA,Кыргызстан,UPPSEC,ALLAREA,_T,1.00651
2008,SE_AGP_CPRA,Кыргызстан,UPPSEC,ALLAREA,_T,1.00433
2017,SE_AGP_CPRA,Portugal,UPPSEC,ALLAREA,_T,1.10005
2017,SE_AGP_CPRA,Portugal,PRIMAR,ALLAREA,_T,1.0024
2017,SE_AGP_CPRA,Portugal,LOWSEC,ALLAREA,_T,1.03998
2018,SE_AGP_CPRA,Portugal,LOWSEC,ALLAREA,_T,1.03127
2018,SE_AGP_CPRA,Portugal,PRIMAR,ALLAREA,_T,1.002
2018,SE_AGP_CPRA,Portugal,UPPSEC,ALLAREA,_T,1.08846
2019,SE_AGP_CPRA,Portugal,UPPSEC,ALLAREA,_T,1.103
2019,SE_AGP_CPRA,Portugal,PRIMAR,ALLAREA,_T,1.0044
2019,SE_AGP_CPRA,Portugal,LOWSEC,ALLAREA,_T,1.01383
2020,SE_AGP_CPRA,Portugal,PRIMAR,ALLAREA,_T,1.0001
2008,SE_AGP_CPRA,Кыргызстан,PRIMAR,ALLAREA,_T,1.00402
2008,SE_AGP_CPRA,Кыргызстан,LOWSEC,ALLAREA,_T,1.00408
2009,SE_AGP_CPRA,Кыргызстан,LOWSEC,ALLAREA,_T,1.00408
2009,SE_AGP_CPRA,Кыргызстан,PRIMAR,ALLAREA,_T,1.00402
2009,SE_AGP_CPRA,Кыргызстан,UPPSEC,ALLAREA,_T,1.00325
2010,SE_AGP_CPRA,Кыргызстан,UPPSEC,ALLAREA,_T,1.00432
2010,SE_AGP_CPRA,Кыргызстан,PRIMAR,ALLAREA,_T,1.00402
2010,SE_AGP_CPRA,Кыргызстан,LOWSEC,ALLAREA,_T,1.00408
2011,SE_AGP_CPRA,Кыргызстан,LOWSEC,ALLAREA,_T,1.0051
2012,SE_AGP_CPRA,Republic of Moldova,PRIMAR,RURAL,Q2,1.0099
2012,SE_AGP_CPRA,Republic of Moldova,PRIMAR,ALLAREA,Q3,1.01839
2012,SE_AGP_CPRA,Republic of Moldova,LOWSEC,URBAN,Q5,1.01219
2012,SE_AGP_CPRA,Republic of Moldova,LOWSEC,URBAN,Q4,1.00929
2012,SE_AGP_CPRA,Republic of Moldova,PRIMAR,ALLAREA,Q4,1.0
2012,SE_AGP_CPRA,Republic of Moldova,UPPSEC,ALLAREA,_T,1.14563
2013,SE_AGP_CPRA,Republic of Moldova,UPPSEC,ALLAREA,_T,1.07956
2013,SE_AGP_CPRA,Republic of Moldova,PRIMAR,ALLAREA,_T,1.00905
2011,SE_AGP_CPRA,Кыргызстан,PRIMAR,ALLAREA,_T,1.00402
2011,SE_AGP_CPRA,Кыргызстан,UPPSEC,ALLAREA,_T,1.00539
2012,SE_AGP_CPRA,Кыргызстан,UPPSEC,ALLAREA,_T,1.04941
2012,SE_AGP_CPRA,Кыргызстан,UPPSEC,RURAL,Q1,1.03308
2012,SE_AGP_CPRA,Кыргызстан,PRIMAR,ALLAREA,Q1,1.00182
