Year,SeriesCode,Страна ,Education level,Location,Quantile,Value
2016,SE_AGP_CPRA,Bosnia and Herzegovina,PRIMAR,ALLAREA,_T,1.00301
2016,SE_AGP_CPRA,Bosnia and Herzegovina,LOWSEC,ALLAREA,_T,1.00407
2016,SE_AGP_CPRA,Bosnia and Herzegovina,UPPSEC,ALLAREA,_T,1.15385
2000,SE_AGP_CPRA,Bulgaria,UPPSEC,ALLAREA,_T,1.01511
2018,SE_AGP_CPRA,Georgia,PRIMAR,RURAL,Q2,1.0
2018,SE_AGP_CPRA,Georgia,LOWSEC,RURAL,Q3,0.9261
2018,SE_AGP_CPRA,Georgia,UPPSEC,URBAN,Q3,1.10799
2018,SE_AGP_CPRA,Georgia,LOWSEC,ALLAREA,Q3,0.98346
2018,SE_AGP_CPRA,Georgia,UPPSEC,URBAN,Q2,0.0
2018,SE_AGP_CPRA,Georgia,PRIMAR,ALLAREA,_T,1.00004
2018,SE_AGP_CPRA,Georgia,LOWSEC,ALLAREA,Q4,1.01925
2018,SE_AGP_CPRA,Georgia,UPPSEC,URBAN,Q1,0.0
2000,SE_AGP_CPRA,Bulgaria,LOWSEC,ALLAREA,_T,0.99454
2000,SE_AGP_CPRA,Bulgaria,PRIMAR,ALLAREA,_T,0.99497
2001,SE_AGP_CPRA,Bulgaria,PRIMAR,ALLAREA,_T,0.99497
2001,SE_AGP_CPRA,Bulgaria,LOWSEC,ALLAREA,_T,0.99344
2001,SE_AGP_CPRA,Bulgaria,UPPSEC,ALLAREA,_T,1.01513
2002,SE_AGP_CPRA,Bulgaria,UPPSEC,ALLAREA,_T,1.01641
2002,SE_AGP_CPRA,Bulgaria,LOWSEC,ALLAREA,_T,0.99235
2002,SE_AGP_CPRA,Bulgaria,PRIMAR,ALLAREA,_T,0.99598
2003,SE_AGP_CPRA,Bulgaria,UPPSEC,ALLAREA,_T,1.01643
2018,SE_AGP_CPRA,Georgia,PRIMAR,RURAL,_T,1.00023
2018,SE_AGP_CPRA,Georgia,PRIMAR,RURAL,Q3,1.00107
2018,SE_AGP_CPRA,Georgia,LOWSEC,URBAN,_T,1.01469
2018,SE_AGP_CPRA,Georgia,PRIMAR,RURAL,Q1,1.0
2018,SE_AGP_CPRA,Georgia,UPPSEC,RURAL,Q1,0.94248
2018,SE_AGP_CPRA,Georgia,UPPSEC,ALLAREA,_T,1.07859
2018,SE_AGP_CPRA,Georgia,PRIMAR,ALLAREA,Q2,1.0
2018,SE_AGP_CPRA,Georgia,LOWSEC,URBAN,Q3,1.01847
2003,SE_AGP_CPRA,Bulgaria,PRIMAR,ALLAREA,_T,0.99598
2003,SE_AGP_CPRA,Bulgaria,LOWSEC,ALLAREA,_T,0.99236
2004,SE_AGP_CPRA,Bulgaria,UPPSEC,ALLAREA,_T,1.01641
2004,SE_AGP_CPRA,Bulgaria,LOWSEC,ALLAREA,_T,0.99236
2004,SE_AGP_CPRA,Bulgaria,PRIMAR,ALLAREA,_T,0.99698
2005,SE_AGP_CPRA,Bulgaria,PRIMAR,ALLAREA,_T,0.99598
2005,SE_AGP_CPRA,Bulgaria,LOWSEC,ALLAREA,_T,0.99345
2005,SE_AGP_CPRA,Bulgaria,UPPSEC,ALLAREA,_T,1.01261
2006,SE_AGP_CPRA,Bulgaria,UPPSEC,ALLAREA,_T,1.01901
2014,SE_AGP_CPRA,Greece,UPPSEC,ALLAREA,_T,1.0658
2014,SE_AGP_CPRA,Greece,PRIMAR,ALLAREA,_T,1.00281
2014,SE_AGP_CPRA,Greece,LOWSEC,ALLAREA,_T,1.01501
2015,SE_AGP_CPRA,Greece,LOWSEC,ALLAREA,_T,1.00051
2015,SE_AGP_CPRA,Greece,PRIMAR,ALLAREA,_T,1.0009
2015,SE_AGP_CPRA,Greece,UPPSEC,ALLAREA,_T,1.01804
2016,SE_AGP_CPRA,Greece,UPPSEC,ALLAREA,_T,1.01168
2016,SE_AGP_CPRA,Greece,PRIMAR,ALLAREA,_T,1.0032
2016,SE_AGP_CPRA,Greece,LOWSEC,ALLAREA,_T,0.99858
2017,SE_AGP_CPRA,Greece,LOWSEC,ALLAREA,_T,1.00481
2018,SE_AGP_CPRA,Georgia,PRIMAR,ALLAREA,Q3,0.99614
2018,SE_AGP_CPRA,Georgia,LOWSEC,RURAL,Q2,1.0372
2018,SE_AGP_CPRA,Georgia,PRIMAR,URBAN,_T,0.99992
2018,SE_AGP_CPRA,Georgia,PRIMAR,ALLAREA,Q1,1.0
2018,SE_AGP_CPRA,Georgia,LOWSEC,ALLAREA,Q5,1.0
2018,SE_AGP_CPRA,Georgia,UPPSEC,URBAN,_T,1.11219
2018,SE_AGP_CPRA,Georgia,PRIMAR,URBAN,Q1,1.0
2018,SE_AGP_CPRA,Georgia,UPPSEC,RURAL,_T,0.93917
2017,SE_AGP_CPRA,Greece,PRIMAR,ALLAREA,_T,0.9987
2017,SE_AGP_CPRA,Greece,UPPSEC,ALLAREA,_T,1.014
2018,SE_AGP_CPRA,Greece,UPPSEC,ALLAREA,_T,1.02281
2018,SE_AGP_CPRA,Greece,PRIMAR,ALLAREA,_T,0.9976
2018,SE_AGP_CPRA,Greece,LOWSEC,ALLAREA,_T,1.0076
2019,SE_AGP_CPRA,Greece,LOWSEC,ALLAREA,_T,1.00587
2019,SE_AGP_CPRA,Greece,PRIMAR,ALLAREA,_T,1.0015
2019,SE_AGP_CPRA,Greece,UPPSEC,ALLAREA,_T,1.00778
2020,SE_AGP_CPRA,Greece,UPPSEC,ALLAREA,_T,1.00639
2020,SE_AGP_CPRA,Greece,PRIMAR,ALLAREA,_T,0.9997
2018,SE_AGP_CPRA,Georgia,UPPSEC,RURAL,Q3,1.01405
2018,SE_AGP_CPRA,Georgia,UPPSEC,RURAL,Q2,0.89102
2018,SE_AGP_CPRA,Georgia,PRIMAR,URBAN,Q3,0.99332
2018,SE_AGP_CPRA,Georgia,LOWSEC,URBAN,Q4,1.01925
2018,SE_AGP_CPRA,Georgia,LOWSEC,URBAN,Q5,1.0
2018,SE_AGP_CPRA,Georgia,PRIMAR,ALLAREA,Q5,1.00411
2019,SE_AGP_CPRA,Georgia,UPPSEC,ALLAREA,_T,1.01938
2019,SE_AGP_CPRA,Georgia,PRIMAR,ALLAREA,_T,1.0
2019,SE_AGP_CPRA,Belarus,PRIMAR,RURAL,_T,1.0
2019,SE_AGP_CPRA,Belarus,LOWSEC,URBAN,Q3,1.0
2019,SE_AGP_CPRA,Belarus,PRIMAR,ALLAREA,Q3,1.0
2019,SE_AGP_CPRA,Belarus,PRIMAR,URBAN,Q3,1.0
2019,SE_AGP_CPRA,Belarus,UPPSEC,ALLAREA,Q4,1.04353
2019,SE_AGP_CPRA,Belarus,PRIMAR,RURAL,Q1,1.0
2019,SE_AGP_CPRA,Belarus,LOWSEC,RURAL,Q4,0.0
2019,SE_AGP_CPRA,Belarus,UPPSEC,ALLAREA,Q5,0.9201
2006,SE_AGP_CPRA,Bulgaria,LOWSEC,ALLAREA,_T,0.99394
2006,SE_AGP_CPRA,Bulgaria,PRIMAR,ALLAREA,_T,0.99286
2007,SE_AGP_CPRA,Bulgaria,PRIMAR,ALLAREA,_T,1.00031
2007,SE_AGP_CPRA,Bulgaria,LOWSEC,ALLAREA,_T,1.01282
2007,SE_AGP_CPRA,Bulgaria,UPPSEC,ALLAREA,_T,0.99941
2008,SE_AGP_CPRA,Bulgaria,UPPSEC,ALLAREA,_T,0.97912
2008,SE_AGP_CPRA,Bulgaria,LOWSEC,ALLAREA,_T,0.99131
2008,SE_AGP_CPRA,Bulgaria,PRIMAR,ALLAREA,_T,0.97997
2009,SE_AGP_CPRA,Bulgaria,PRIMAR,ALLAREA,_T,0.9936
2009,SE_AGP_CPRA,Bulgaria,LOWSEC,ALLAREA,_T,1.00053
2009,SE_AGP_CPRA,Bulgaria,UPPSEC,ALLAREA,_T,0.96334
2010,SE_AGP_CPRA,Bulgaria,UPPSEC,ALLAREA,_T,0.98454
2010,SE_AGP_CPRA,Bulgaria,LOWSEC,ALLAREA,_T,0.98835
2010,SE_AGP_CPRA,Bulgaria,PRIMAR,ALLAREA,_T,1.0066
2011,SE_AGP_CPRA,Bulgaria,PRIMAR,ALLAREA,_T,0.9869
2011,SE_AGP_CPRA,Bulgaria,LOWSEC,ALLAREA,_T,0.98647
2011,SE_AGP_CPRA,Bulgaria,UPPSEC,ALLAREA,_T,0.97519
2012,SE_AGP_CPRA,Bulgaria,PRIMAR,ALLAREA,_T,1.00336
2012,SE_AGP_CPRA,Bulgaria,UPPSEC,ALLAREA,_T,1.03064
2012,SE_AGP_CPRA,Bulgaria,LOWSEC,ALLAREA,_T,1.00302
2013,SE_AGP_CPRA,Bulgaria,PRIMAR,ALLAREA,_T,0.9625
2013,SE_AGP_CPRA,Bulgaria,LOWSEC,ALLAREA,_T,0.99887
2013,SE_AGP_CPRA,Bulgaria,UPPSEC,ALLAREA,_T,0.99733
2014,SE_AGP_CPRA,Bulgaria,UPPSEC,ALLAREA,_T,1.02064
2014,SE_AGP_CPRA,Bulgaria,LOWSEC,ALLAREA,_T,0.99716
2014,SE_AGP_CPRA,Bulgaria,PRIMAR,ALLAREA,_T,1.00214
2015,SE_AGP_CPRA,Bulgaria,PRIMAR,ALLAREA,_T,1.004
2015,SE_AGP_CPRA,Bulgaria,LOWSEC,ALLAREA,_T,1.01448
2015,SE_AGP_CPRA,Bulgaria,UPPSEC,ALLAREA,_T,1.02807
2016,SE_AGP_CPRA,Bulgaria,UPPSEC,ALLAREA,_T,1.03412
2016,SE_AGP_CPRA,Bulgaria,LOWSEC,ALLAREA,_T,0.97887
2016,SE_AGP_CPRA,Bulgaria,PRIMAR,ALLAREA,_T,1.0
2017,SE_AGP_CPRA,Bulgaria,LOWSEC,ALLAREA,_T,0.99208
2017,SE_AGP_CPRA,Bulgaria,UPPSEC,ALLAREA,_T,0.96637
2017,SE_AGP_CPRA,Bulgaria,PRIMAR,ALLAREA,_T,1.00997
2018,SE_AGP_CPRA,Bulgaria,UPPSEC,ALLAREA,_T,0.99465
2018,SE_AGP_CPRA,Bulgaria,LOWSEC,ALLAREA,_T,0.98332
2018,SE_AGP_CPRA,Bulgaria,PRIMAR,ALLAREA,_T,1.0196
2019,SE_AGP_CPRA,Bulgaria,PRIMAR,ALLAREA,_T,1.01454
2019,SE_AGP_CPRA,Bulgaria,LOWSEC,ALLAREA,_T,0.99757
2019,SE_AGP_CPRA,Belarus,PRIMAR,URBAN,Q4,1.0
2019,SE_AGP_CPRA,Belarus,LOWSEC,ALLAREA,Q3,1.0
2019,SE_AGP_CPRA,Belarus,PRIMAR,ALLAREA,_T,1.0
2019,SE_AGP_CPRA,Belarus,LOWSEC,ALLAREA,Q4,1.0
2019,SE_AGP_CPRA,Belarus,UPPSEC,URBAN,Q5,0.92166
2019,SE_AGP_CPRA,Belarus,PRIMAR,RURAL,Q4,0.0
2019,SE_AGP_CPRA,Belarus,LOWSEC,RURAL,_T,1.03817
2019,SE_AGP_CPRA,Belarus,LOWSEC,ALLAREA,Q5,1.0
2019,SE_AGP_CPRA,Georgia,LOWSEC,ALLAREA,_T,1.00909
2020,SE_AGP_CPRA,Georgia,LOWSEC,ALLAREA,_T,1.00908
2020,SE_AGP_CPRA,Georgia,PRIMAR,ALLAREA,_T,1.0
2020,SE_AGP_CPRA,Georgia,UPPSEC,ALLAREA,_T,1.01929
2000,SE_AGP_CPRA,Germany,LOWSEC,ALLAREA,_T,1.0052
2000,SE_AGP_CPRA,Germany,UPPSEC,ALLAREA,_T,1.01568
2000,SE_AGP_CPRA,Germany,PRIMAR,ALLAREA,_T,1.0
2001,SE_AGP_CPRA,Germany,UPPSEC,ALLAREA,_T,1.02346
2001,SE_AGP_CPRA,Germany,LOWSEC,ALLAREA,_T,1.00623
2001,SE_AGP_CPRA,Germany,PRIMAR,ALLAREA,_T,1.0
2002,SE_AGP_CPRA,Germany,PRIMAR,ALLAREA,_T,1.0
2002,SE_AGP_CPRA,Germany,LOWSEC,ALLAREA,_T,1.0052
2002,SE_AGP_CPRA,Germany,UPPSEC,ALLAREA,_T,1.02905
2003,SE_AGP_CPRA,Germany,UPPSEC,ALLAREA,_T,1.03571
2003,SE_AGP_CPRA,Germany,LOWSEC,ALLAREA,_T,1.00624
2003,SE_AGP_CPRA,Germany,PRIMAR,ALLAREA,_T,1.0
2004,SE_AGP_CPRA,Germany,PRIMAR,ALLAREA,_T,1.0
2004,SE_AGP_CPRA,Germany,LOWSEC,ALLAREA,_T,1.00727
2019,SE_AGP_CPRA,Belarus,UPPSEC,URBAN,Q1,0.0
2019,SE_AGP_CPRA,Belarus,PRIMAR,RURAL,Q5,0.0
2019,SE_AGP_CPRA,Belarus,LOWSEC,RURAL,Q1,1.01136
2019,SE_AGP_CPRA,Belarus,LOWSEC,URBAN,_T,1.0
2019,SE_AGP_CPRA,Belarus,LOWSEC,URBAN,Q1,0.0
2019,SE_AGP_CPRA,Belarus,LOWSEC,URBAN,Q5,1.0
2019,SE_AGP_CPRA,Belarus,PRIMAR,ALLAREA,Q5,1.0
2019,SE_AGP_CPRA,Belarus,LOWSEC,URBAN,Q4,1.0
2019,SE_AGP_CPRA,Bulgaria,UPPSEC,ALLAREA,_T,1.04611
2020,SE_AGP_CPRA,Bulgaria,UPPSEC,ALLAREA,_T,1.02448
2020,SE_AGP_CPRA,Bulgaria,LOWSEC,ALLAREA,_T,1.01376
2020,SE_AGP_CPRA,Bulgaria,PRIMAR,ALLAREA,_T,1.00383
2021,SE_AGP_CPRA,Bulgaria,PRIMAR,ALLAREA,_T,0.9852
2021,SE_AGP_CPRA,Bulgaria,LOWSEC,ALLAREA,_T,1.0061
2021,SE_AGP_CPRA,Bulgaria,UPPSEC,ALLAREA,_T,1.00756
2000,SE_AGP_CPRA,Ireland,LOWSEC,ALLAREA,_T,1.01433
2000,SE_AGP_CPRA,Ireland,UPPSEC,ALLAREA,_T,1.07509
2004,SE_AGP_CPRA,Germany,UPPSEC,ALLAREA,_T,1.03799
2005,SE_AGP_CPRA,Germany,UPPSEC,ALLAREA,_T,1.04246
2005,SE_AGP_CPRA,Germany,LOWSEC,ALLAREA,_T,1.00831
2005,SE_AGP_CPRA,Germany,PRIMAR,ALLAREA,_T,1.0
2006,SE_AGP_CPRA,Germany,PRIMAR,ALLAREA,_T,1.0
2006,SE_AGP_CPRA,Germany,LOWSEC,ALLAREA,_T,1.01053
2006,SE_AGP_CPRA,Germany,UPPSEC,ALLAREA,_T,0.97491
2007,SE_AGP_CPRA,Germany,UPPSEC,ALLAREA,_T,1.04148
2007,SE_AGP_CPRA,Germany,LOWSEC,ALLAREA,_T,1.015
2000,SE_AGP_CPRA,Ireland,PRIMAR,ALLAREA,_T,1.0
2001,SE_AGP_CPRA,Ireland,LOWSEC,ALLAREA,_T,1.01431
2001,SE_AGP_CPRA,Ireland,PRIMAR,ALLAREA,_T,1.0
2001,SE_AGP_CPRA,Ireland,UPPSEC,ALLAREA,_T,1.08041
2002,SE_AGP_CPRA,Ireland,UPPSEC,ALLAREA,_T,1.08465
2002,SE_AGP_CPRA,Ireland,PRIMAR,ALLAREA,_T,1.0
2002,SE_AGP_CPRA,Ireland,LOWSEC,ALLAREA,_T,1.01228
2003,SE_AGP_CPRA,Ireland,LOWSEC,ALLAREA,_T,1.01126
2003,SE_AGP_CPRA,Ireland,PRIMAR,ALLAREA,_T,1.0
2007,SE_AGP_CPRA,Germany,PRIMAR,ALLAREA,_T,1.0
2008,SE_AGP_CPRA,Germany,PRIMAR,ALLAREA,_T,1.0
2008,SE_AGP_CPRA,Germany,LOWSEC,ALLAREA,_T,0.99066
2008,SE_AGP_CPRA,Germany,UPPSEC,ALLAREA,_T,1.00381
2009,SE_AGP_CPRA,Germany,LOWSEC,ALLAREA,_T,1.00065
2009,SE_AGP_CPRA,Germany,PRIMAR,ALLAREA,_T,1.0
2009,SE_AGP_CPRA,Germany,UPPSEC,ALLAREA,_T,1.04531
2010,SE_AGP_CPRA,Germany,UPPSEC,ALLAREA,_T,1.06062
2010,SE_AGP_CPRA,Germany,PRIMAR,ALLAREA,_T,1.0
2003,SE_AGP_CPRA,Ireland,UPPSEC,ALLAREA,_T,1.08455
2004,SE_AGP_CPRA,Ireland,UPPSEC,ALLAREA,_T,1.08352
2004,SE_AGP_CPRA,Ireland,PRIMAR,ALLAREA,_T,1.0
2004,SE_AGP_CPRA,Ireland,LOWSEC,ALLAREA,_T,1.00921
2005,SE_AGP_CPRA,Ireland,LOWSEC,ALLAREA,_T,1.0092
2005,SE_AGP_CPRA,Ireland,PRIMAR,ALLAREA,_T,1.0
2005,SE_AGP_CPRA,Ireland,UPPSEC,ALLAREA,_T,1.07919
2006,SE_AGP_CPRA,Ireland,UPPSEC,ALLAREA,_T,1.07692
2006,SE_AGP_CPRA,Ireland,PRIMAR,ALLAREA,_T,1.0
2010,SE_AGP_CPRA,Germany,LOWSEC,ALLAREA,_T,0.99788
2011,SE_AGP_CPRA,Germany,LOWSEC,ALLAREA,_T,1.0336
2011,SE_AGP_CPRA,Germany,PRIMAR,ALLAREA,_T,1.0
2011,SE_AGP_CPRA,Germany,UPPSEC,ALLAREA,_T,1.03321
2012,SE_AGP_CPRA,Germany,UPPSEC,ALLAREA,_T,1.0389
2012,SE_AGP_CPRA,Germany,PRIMAR,ALLAREA,_T,1.00598
2012,SE_AGP_CPRA,Germany,LOWSEC,ALLAREA,_T,1.01214
2013,SE_AGP_CPRA,Germany,LOWSEC,ALLAREA,_T,1.00822
2013,SE_AGP_CPRA,Germany,PRIMAR,ALLAREA,_T,1.00405
2013,SE_AGP_CPRA,Germany,UPPSEC,ALLAREA,_T,1.03555
2006,SE_AGP_CPRA,Ireland,LOWSEC,ALLAREA,_T,1.00919
2007,SE_AGP_CPRA,Ireland,LOWSEC,ALLAREA,_T,1.00817
2007,SE_AGP_CPRA,Ireland,PRIMAR,ALLAREA,_T,1.0
2007,SE_AGP_CPRA,Ireland,UPPSEC,ALLAREA,_T,1.07554
2008,SE_AGP_CPRA,Ireland,UPPSEC,ALLAREA,_T,1.07312
2008,SE_AGP_CPRA,Ireland,PRIMAR,ALLAREA,_T,1.0
2008,SE_AGP_CPRA,Ireland,LOWSEC,ALLAREA,_T,1.00714
2009,SE_AGP_CPRA,Ireland,LOWSEC,ALLAREA,_T,1.00713
2009,SE_AGP_CPRA,Ireland,PRIMAR,ALLAREA,_T,1.0
2014,SE_AGP_CPRA,Germany,UPPSEC,ALLAREA,_T,1.02576
2014,SE_AGP_CPRA,Germany,PRIMAR,ALLAREA,_T,1.0
2014,SE_AGP_CPRA,Germany,LOWSEC,ALLAREA,_T,1.00743
2015,SE_AGP_CPRA,Germany,LOWSEC,ALLAREA,_T,1.01298
2015,SE_AGP_CPRA,Germany,PRIMAR,ALLAREA,_T,1.0
2015,SE_AGP_CPRA,Germany,UPPSEC,ALLAREA,_T,1.04175
2016,SE_AGP_CPRA,Germany,UPPSEC,ALLAREA,_T,1.03169
2016,SE_AGP_CPRA,Germany,PRIMAR,ALLAREA,_T,1.0
2016,SE_AGP_CPRA,Germany,LOWSEC,ALLAREA,_T,1.02038
2009,SE_AGP_CPRA,Ireland,UPPSEC,ALLAREA,_T,1.07279
2010,SE_AGP_CPRA,Ireland,UPPSEC,ALLAREA,_T,1.06912
2010,SE_AGP_CPRA,Ireland,PRIMAR,ALLAREA,_T,1.0
2010,SE_AGP_CPRA,Ireland,LOWSEC,ALLAREA,_T,1.0061
2011,SE_AGP_CPRA,Ireland,LOWSEC,ALLAREA,_T,1.00609
2011,SE_AGP_CPRA,Ireland,PRIMAR,ALLAREA,_T,1.0
2011,SE_AGP_CPRA,Ireland,UPPSEC,ALLAREA,_T,1.06541
2012,SE_AGP_CPRA,Ireland,UPPSEC,ALLAREA,_T,1.06167
2012,SE_AGP_CPRA,Ireland,PRIMAR,ALLAREA,_T,1.0
2017,SE_AGP_CPRA,Germany,LOWSEC,ALLAREA,_T,1.01923
2017,SE_AGP_CPRA,Germany,PRIMAR,ALLAREA,_T,1.0
2017,SE_AGP_CPRA,Germany,UPPSEC,ALLAREA,_T,1.03991
2018,SE_AGP_CPRA,Germany,UPPSEC,ALLAREA,_T,1.06236
2018,SE_AGP_CPRA,Germany,PRIMAR,ALLAREA,_T,1.0
2018,SE_AGP_CPRA,Germany,LOWSEC,ALLAREA,_T,1.01821
2019,SE_AGP_CPRA,Germany,LOWSEC,ALLAREA,_T,1.01986
2019,SE_AGP_CPRA,Germany,PRIMAR,ALLAREA,_T,1.0
2019,SE_AGP_CPRA,Germany,UPPSEC,ALLAREA,_T,1.05895
2012,SE_AGP_CPRA,Ireland,LOWSEC,ALLAREA,_T,1.00507
2013,SE_AGP_CPRA,Ireland,LOWSEC,ALLAREA,_T,1.00507
2013,SE_AGP_CPRA,Ireland,PRIMAR,ALLAREA,_T,1.0
2013,SE_AGP_CPRA,Ireland,UPPSEC,ALLAREA,_T,1.06017
2014,SE_AGP_CPRA,Ireland,UPPSEC,ALLAREA,_T,1.05773
2014,SE_AGP_CPRA,Ireland,PRIMAR,ALLAREA,_T,1.0
2014,SE_AGP_CPRA,Ireland,LOWSEC,ALLAREA,_T,1.00506
2015,SE_AGP_CPRA,Ireland,LOWSEC,ALLAREA,_T,1.00405
2015,SE_AGP_CPRA,Ireland,PRIMAR,ALLAREA,_T,1.0
2020,SE_AGP_CPRA,Greece,LOWSEC,ALLAREA,_T,1.00585
2021,SE_AGP_CPRA,Greece,UPPSEC,ALLAREA,_T,1.01736
2021,SE_AGP_CPRA,Greece,LOWSEC,ALLAREA,_T,1.01889
2021,SE_AGP_CPRA,Greece,PRIMAR,ALLAREA,_T,0.99889
2000,SE_AGP_CPRA,Hungary,LOWSEC,ALLAREA,_T,1.01474
2000,SE_AGP_CPRA,Hungary,PRIMAR,ALLAREA,_T,0.99899
2000,SE_AGP_CPRA,Hungary,UPPSEC,ALLAREA,_T,1.03008
2001,SE_AGP_CPRA,Hungary,UPPSEC,ALLAREA,_T,1.03341
2001,SE_AGP_CPRA,Hungary,PRIMAR,ALLAREA,_T,0.99899
2015,SE_AGP_CPRA,Ireland,UPPSEC,ALLAREA,_T,1.05748
2016,SE_AGP_CPRA,Ireland,UPPSEC,ALLAREA,_T,1.05724
2016,SE_AGP_CPRA,Ireland,PRIMAR,ALLAREA,_T,1.0
2016,SE_AGP_CPRA,Ireland,LOWSEC,ALLAREA,_T,1.00506
2017,SE_AGP_CPRA,Ireland,LOWSEC,ALLAREA,_T,1.00404
2017,SE_AGP_CPRA,Ireland,PRIMAR,ALLAREA,_T,1.0
2017,SE_AGP_CPRA,Ireland,UPPSEC,ALLAREA,_T,1.05699
2018,SE_AGP_CPRA,Ireland,UPPSEC,ALLAREA,_T,1.05573
2018,SE_AGP_CPRA,Ireland,PRIMAR,ALLAREA,_T,1.0
2018,SE_AGP_CPRA,Ireland,LOWSEC,ALLAREA,_T,1.00404
2000,SE_AGP_CPRA,Israel,UPPSEC,ALLAREA,_T,1.04811
2000,SE_AGP_CPRA,Israel,LOWSEC,ALLAREA,_T,1.00617
2000,SE_AGP_CPRA,Israel,PRIMAR,ALLAREA,_T,0.99799
2001,SE_AGP_CPRA,Israel,PRIMAR,ALLAREA,_T,0.99799
2001,SE_AGP_CPRA,Israel,LOWSEC,ALLAREA,_T,1.00718
2001,SE_AGP_CPRA,Israel,UPPSEC,ALLAREA,_T,1.04767
2002,SE_AGP_CPRA,Israel,UPPSEC,ALLAREA,_T,1.04837
2002,SE_AGP_CPRA,Israel,LOWSEC,ALLAREA,_T,1.00717
2001,SE_AGP_CPRA,Hungary,LOWSEC,ALLAREA,_T,1.01264
2002,SE_AGP_CPRA,Hungary,PRIMAR,ALLAREA,_T,0.99899
2002,SE_AGP_CPRA,Hungary,UPPSEC,ALLAREA,_T,1.04028
2002,SE_AGP_CPRA,Hungary,LOWSEC,ALLAREA,_T,1.01264
2003,SE_AGP_CPRA,Hungary,UPPSEC,ALLAREA,_T,1.04384
2003,SE_AGP_CPRA,Hungary,PRIMAR,ALLAREA,_T,0.99899
2003,SE_AGP_CPRA,Hungary,LOWSEC,ALLAREA,_T,1.01055
2004,SE_AGP_CPRA,Hungary,LOWSEC,ALLAREA,_T,1.01056
2004,SE_AGP_CPRA,Hungary,PRIMAR,ALLAREA,_T,0.99899
2002,SE_AGP_CPRA,Israel,PRIMAR,ALLAREA,_T,0.999
2003,SE_AGP_CPRA,Israel,PRIMAR,ALLAREA,_T,0.999
2003,SE_AGP_CPRA,Israel,LOWSEC,ALLAREA,_T,1.00716
2003,SE_AGP_CPRA,Israel,UPPSEC,ALLAREA,_T,1.05022
2004,SE_AGP_CPRA,Israel,UPPSEC,ALLAREA,_T,1.05426
2004,SE_AGP_CPRA,Israel,LOWSEC,ALLAREA,_T,1.00817
2004,SE_AGP_CPRA,Israel,PRIMAR,ALLAREA,_T,1.0
2005,SE_AGP_CPRA,Israel,PRIMAR,ALLAREA,_T,0.999
2005,SE_AGP_CPRA,Israel,LOWSEC,ALLAREA,_T,1.00815
2004,SE_AGP_CPRA,Hungary,UPPSEC,ALLAREA,_T,1.04518
2005,SE_AGP_CPRA,Hungary,UPPSEC,ALLAREA,_T,1.04426
2005,SE_AGP_CPRA,Hungary,PRIMAR,ALLAREA,_T,0.99899
2005,SE_AGP_CPRA,Hungary,LOWSEC,ALLAREA,_T,1.00951
2006,SE_AGP_CPRA,Hungary,LOWSEC,ALLAREA,_T,1.00449
2006,SE_AGP_CPRA,Hungary,PRIMAR,ALLAREA,_T,1.0
2006,SE_AGP_CPRA,Hungary,UPPSEC,ALLAREA,_T,1.03016
2007,SE_AGP_CPRA,Hungary,UPPSEC,ALLAREA,_T,1.03097
2007,SE_AGP_CPRA,Hungary,PRIMAR,ALLAREA,_T,1.0
2019,SE_AGP_CPRA,Belarus,PRIMAR,URBAN,Q5,1.0
2019,SE_AGP_CPRA,Belarus,UPPSEC,RURAL,Q4,0.0
2019,SE_AGP_CPRA,Belarus,PRIMAR,URBAN,Q2,1.0
2019,SE_AGP_CPRA,Belarus,UPPSEC,RURAL,Q3,0.0
2019,SE_AGP_CPRA,Belarus,UPPSEC,RURAL,Q2,0.0
2019,SE_AGP_CPRA,Belarus,PRIMAR,ALLAREA,Q1,1.0
2019,SE_AGP_CPRA,Belarus,UPPSEC,RURAL,Q1,1.13501
2019,SE_AGP_CPRA,Belarus,PRIMAR,ALLAREA,Q2,1.0
2020,SE_AGP_CPRA,Germany,UPPSEC,ALLAREA,_T,1.08502
2020,SE_AGP_CPRA,Germany,PRIMAR,ALLAREA,_T,1.0
2020,SE_AGP_CPRA,Germany,LOWSEC,ALLAREA,_T,1.0428
2021,SE_AGP_CPRA,Germany,LOWSEC,ALLAREA,_T,1.01613
2021,SE_AGP_CPRA,Germany,UPPSEC,ALLAREA,_T,1.08212
2000,SE_AGP_CPRA,Latvia,LOWSEC,ALLAREA,_T,1.02002
2000,SE_AGP_CPRA,Latvia,PRIMAR,ALLAREA,_T,1.0
2000,SE_AGP_CPRA,Latvia,UPPSEC,ALLAREA,_T,1.17212
2001,SE_AGP_CPRA,Latvia,UPPSEC,ALLAREA,_T,1.17612
2005,SE_AGP_CPRA,Israel,UPPSEC,ALLAREA,_T,1.05831
2006,SE_AGP_CPRA,Israel,UPPSEC,ALLAREA,_T,1.0612
2006,SE_AGP_CPRA,Israel,LOWSEC,ALLAREA,_T,1.00815
2006,SE_AGP_CPRA,Israel,PRIMAR,ALLAREA,_T,1.0
2007,SE_AGP_CPRA,Israel,PRIMAR,ALLAREA,_T,1.0
2007,SE_AGP_CPRA,Israel,LOWSEC,ALLAREA,_T,1.00915
2007,SE_AGP_CPRA,Israel,UPPSEC,ALLAREA,_T,1.06616
