Year,SeriesCode,Country,Migratory status,Sex,Value
2000,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Male,5.17
2000,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Both sexes,3.08
2001,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Both sexes,3.22
2001,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Female,0.86
2001,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Male,5.13
2002,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Female,0.7
2002,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Both sexes,3.31
2002,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Male,5.5
2003,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Both sexes,3.4
2003,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Male,5.8
2003,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Female,0.3
2004,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Both sexes,2.7
2004,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Female,0.3
2004,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Male,4.6
2005,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Male,7.5
2005,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Female,0.3
2005,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Both sexes,4.3
2006,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Both sexes,5.0
2006,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Female,0.7
2006,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Male,8.6
2007,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Male,7.9
2007,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Both sexes,4.7
2007,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Female,0.8
2008,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Male,9.1
2008,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Both sexes,5.2
2008,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Female,0.4
2009,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Male,4.14
2009,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Female,0.27
2009,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Both sexes,2.37
2010,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Female,0.0
2010,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Both sexes,2.65
2010,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Male,4.94
2011,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Both sexes,2.69
2012,SL_EMP_FTLINJUR,Croatia,NONMIG,Male,7.23
2012,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Male,7.21
2012,SL_EMP_FTLINJUR,Croatia,NONMIG,Female,0.0
2012,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Both sexes,3.87
2012,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Female,0.0
2012,SL_EMP_FTLINJUR,Croatia,NONMIG,Both sexes,3.87
2013,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Female,0.31
2013,SL_EMP_FTLINJUR,Croatia,NONMIG,Female,0.31
2013,SL_EMP_FTLINJUR,Croatia,NONMIG,Both sexes,2.09
2013,SL_EMP_FTLINJUR,Croatia,NONMIG,Male,3.67
2013,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Male,3.66
2013,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Both sexes,2.09
2014,SL_EMP_FTLINJUR,Croatia,NONMIG,Female,0.32
2014,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Male,3.51
2014,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Female,0.32
2014,SL_EMP_FTLINJUR,Croatia,NONMIG,Both sexes,2.02
2014,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Both sexes,2.02
2014,SL_EMP_FTLINJUR,Croatia,NONMIG,Male,3.51
2015,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Male,3.99
2015,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Female,0.3
2015,SL_EMP_FTLINJUR,Croatia,NONMIG,Male,4.0
2015,SL_EMP_FTLINJUR,Croatia,NONMIG,Female,0.31
2015,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Both sexes,2.24
2015,SL_EMP_FTLINJUR,Croatia,NONMIG,Both sexes,2.25
2016,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Male,4.74
2016,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Both sexes,2.71
2016,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Female,0.44
2016,SL_EMP_FTLINJUR,Croatia,NONMIG,Female,0.44
2016,SL_EMP_FTLINJUR,Croatia,MIGPER,Male,0.0
2016,SL_EMP_FTLINJUR,Croatia,MIGPER,Female,0.0
2016,SL_EMP_FTLINJUR,Croatia,NONMIG,Both sexes,2.71
2016,SL_EMP_FTLINJUR,Croatia,MIGPER,Both sexes,0.0
2016,SL_EMP_FTLINJUR,Croatia,NONMIG,Male,4.74
2017,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Both sexes,2.63
2018,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Both sexes,3.04
2019,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Both sexes,2.96
2020,SL_EMP_FTLINJUR,Croatia,Total or no breakdown,Both sexes,2.89
2000,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Both sexes,2.3
2001,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Both sexes,3.9
2002,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Both sexes,7.0
2002,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Female,1.7
2002,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Male,11.9
2003,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Male,6.3
2003,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Both sexes,3.2
2003,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Female,0.0
2004,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Both sexes,5.4
2004,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Male,10.5
2004,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Female,0.0
2005,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Male,9.0
2005,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Both sexes,5.0
2005,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Female,0.0
2006,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Both sexes,6.0
2006,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Female,0.0
2006,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Male,12.0
2007,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Female,0.0
2007,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Male,10.0
2007,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Both sexes,5.0
2008,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Female,0.67
2008,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Male,6.97
2008,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Both sexes,3.92
2009,SL_EMP_FTLINJUR,Cyprus,NONMIG,Both sexes,2.54
2009,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Female,1.17
2009,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Male,3.81
2009,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Both sexes,2.62
2009,SL_EMP_FTLINJUR,Cyprus,NONMIG,Female,1.49
2009,SL_EMP_FTLINJUR,Cyprus,NONMIG,Male,3.32
2010,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Female,0.0
2010,SL_EMP_FTLINJUR,Cyprus,NONMIG,Both sexes,2.95
2010,SL_EMP_FTLINJUR,Cyprus,NONMIG,Male,5.12
2010,SL_EMP_FTLINJUR,Cyprus,NONMIG,Female,0.0
2010,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Both sexes,4.93
2010,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Male,9.02
2011,SL_EMP_FTLINJUR,Cyprus,NONMIG,Female,0.0
2011,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Male,3.67
2011,SL_EMP_FTLINJUR,Cyprus,NONMIG,Both sexes,0.77
2011,SL_EMP_FTLINJUR,Cyprus,NONMIG,Male,1.49
2011,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Both sexes,1.8
2011,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Female,0.0
2012,SL_EMP_FTLINJUR,Cyprus,NONMIG,Male,3.06
2012,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Female,1.19
2012,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Both sexes,3.05
2012,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Male,4.99
2012,SL_EMP_FTLINJUR,Cyprus,NONMIG,Female,0.0
2012,SL_EMP_FTLINJUR,Cyprus,NONMIG,Both sexes,1.58
2013,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Male,4.73
2013,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Both sexes,3.01
2013,SL_EMP_FTLINJUR,Cyprus,NONMIG,Both sexes,2.43
2013,SL_EMP_FTLINJUR,Cyprus,NONMIG,Female,0.0
2013,SL_EMP_FTLINJUR,Cyprus,NONMIG,Male,4.39
2013,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Female,1.14
2014,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Female,0.0
2014,SL_EMP_FTLINJUR,Cyprus,NONMIG,Both sexes,0.86
2014,SL_EMP_FTLINJUR,Cyprus,NONMIG,Male,1.73
2014,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Male,4.42
2014,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Both sexes,2.08
2014,SL_EMP_FTLINJUR,Cyprus,NONMIG,Female,0.0
2015,SL_EMP_FTLINJUR,Cyprus,NONMIG,Both sexes,0.8
2015,SL_EMP_FTLINJUR,Cyprus,NONMIG,Female,0.0
2015,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Male,2.62
2015,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Female,1.28
2015,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Both sexes,1.94
2015,SL_EMP_FTLINJUR,Cyprus,NONMIG,Male,1.56
2016,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Both sexes,1.4
2017,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Both sexes,0.54
2018,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Both sexes,2.29
2019,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Both sexes,2.45
2020,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Male,8.47
2020,SL_EMP_FTLINJUR,Cyprus,NONMIG,Male,3.94
2020,SL_EMP_FTLINJUR,Cyprus,MIGPER,Male,4.03
2020,SL_EMP_FTLINJUR,Cyprus,MIGPER,Both sexes,1.44
2020,SL_EMP_FTLINJUR,Cyprus,Total or no breakdown,Both sexes,3.81
2020,SL_EMP_FTLINJUR,Cyprus,NONMIG,Both sexes,1.97
2000,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Male,9.0
2000,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Both sexes,4.9
2000,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Female,0.3
2001,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Both sexes,5.2
2001,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Female,0.4
2001,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Male,9.4
2002,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Male,8.3
2002,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Female,0.4
2002,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Both sexes,4.6
2003,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Both sexes,4.5
2003,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Male,8.0
2003,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Female,0.5
2004,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Male,7.6
2004,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Female,0.4
2004,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Both sexes,4.2
2005,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Both sexes,3.7
2005,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Male,6.4
2005,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Female,0.6
2006,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Female,0.2
2006,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Both sexes,3.4
2006,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Male,6.2
2007,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Male,7.3
2007,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Both sexes,4.1
2007,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Female,0.5
2008,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Female,0.4
2008,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Male,6.8
2008,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Both sexes,3.8
2009,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Male,3.36
2009,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Female,0.38
2009,SL_EMP_FTLINJUR,Czechia,NONMIG,Both sexes,1.97
2009,SL_EMP_FTLINJUR,Czechia,NONMIG,Male,3.16
2009,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Both sexes,2.09
2009,SL_EMP_FTLINJUR,Czechia,NONMIG,Female,0.38
2010,SL_EMP_FTLINJUR,Czechia,NONMIG,Both sexes,2.22
2010,SL_EMP_FTLINJUR,Czechia,NONMIG,Male,3.49
2010,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Both sexes,2.48
2010,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Female,0.53
2010,SL_EMP_FTLINJUR,Czechia,NONMIG,Female,0.53
2010,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Male,3.93
2011,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Female,0.44
2011,SL_EMP_FTLINJUR,Czechia,NONMIG,Male,4.94
2011,SL_EMP_FTLINJUR,Czechia,NONMIG,Both sexes,2.99
2011,SL_EMP_FTLINJUR,Czechia,NONMIG,Female,0.45
2011,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Male,5.32
2011,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Both sexes,3.2
2012,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Both sexes,2.37
2012,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Female,0.1
2012,SL_EMP_FTLINJUR,Czechia,NONMIG,Both sexes,2.24
2012,SL_EMP_FTLINJUR,Czechia,NONMIG,Female,0.1
2012,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Male,4.13
2012,SL_EMP_FTLINJUR,Czechia,NONMIG,Male,3.9
2013,SL_EMP_FTLINJUR,Czechia,NONMIG,Male,3.58
2013,SL_EMP_FTLINJUR,Czechia,NONMIG,Female,0.28
2013,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Female,0.37
2013,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Male,3.79
2013,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Both sexes,2.31
2013,SL_EMP_FTLINJUR,Czechia,NONMIG,Both sexes,2.15
2014,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Female,0.09
2014,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Male,4.19
2014,SL_EMP_FTLINJUR,Czechia,NONMIG,Male,3.81
2014,SL_EMP_FTLINJUR,Czechia,NONMIG,Female,0.09
2014,SL_EMP_FTLINJUR,Czechia,NONMIG,Both sexes,2.19
2014,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Both sexes,2.41
2015,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Female,0.1
2015,SL_EMP_FTLINJUR,Czechia,NONMIG,Male,3.73
2015,SL_EMP_FTLINJUR,Czechia,NONMIG,Female,0.0
2015,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Male,4.47
2015,SL_EMP_FTLINJUR,Czechia,NONMIG,Both sexes,2.09
2015,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Both sexes,2.55
2016,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Both sexes,2.07
2017,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Both sexes,1.82
2018,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Both sexes,2.59
2019,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Both sexes,2.01
2020,SL_EMP_FTLINJUR,Czechia,Total or no breakdown,Both sexes,2.3
2000,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Both sexes,2.0
2000,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Female,0.0
2000,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Male,4.0
2001,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Female,0.0
2001,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Both sexes,2.0
2001,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Male,3.0
2009,SL_EMP_FTLINJUR,Denmark,NONMIG,Male,2.34
2009,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Male,2.53
2009,SL_EMP_FTLINJUR,Denmark,NONMIG,Female,0.16
2009,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Female,0.15
2009,SL_EMP_FTLINJUR,Denmark,NONMIG,Both sexes,1.32
2009,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Both sexes,1.41
2010,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Both sexes,1.53
2010,SL_EMP_FTLINJUR,Denmark,NONMIG,Female,0.16
2010,SL_EMP_FTLINJUR,Denmark,NONMIG,Both sexes,1.51
2010,SL_EMP_FTLINJUR,Denmark,NONMIG,Male,2.75
2010,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Female,0.16
2010,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Male,2.8
2011,SL_EMP_FTLINJUR,Denmark,NONMIG,Male,2.85
2011,SL_EMP_FTLINJUR,Denmark,NONMIG,Both sexes,1.56
2011,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Male,3.03
2011,SL_EMP_FTLINJUR,Denmark,NONMIG,Female,0.16
2011,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Female,0.16
2011,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Both sexes,1.64
2012,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Both sexes,1.71
2012,SL_EMP_FTLINJUR,Denmark,NONMIG,Female,0.16
2012,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Female,0.16
2012,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Male,3.11
2012,SL_EMP_FTLINJUR,Denmark,NONMIG,Both sexes,1.48
2012,SL_EMP_FTLINJUR,Denmark,NONMIG,Male,2.67
2013,SL_EMP_FTLINJUR,Denmark,NONMIG,Male,2.39
2013,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Male,2.55
2013,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Both sexes,1.49
2013,SL_EMP_FTLINJUR,Denmark,NONMIG,Both sexes,1.34
2013,SL_EMP_FTLINJUR,Denmark,NONMIG,Female,0.17
2013,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Female,0.31
2014,SL_EMP_FTLINJUR,Denmark,NONMIG,Female,0.17
2014,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Female,0.16
2009,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Both sexes,10.0
2010,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Female,2.0
2010,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Male,15.0
2010,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Both sexes,10.0
2011,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Both sexes,10.54
2011,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Female,2.27
2014,SL_EMP_FTLINJUR,Denmark,NONMIG,Male,2.38
2014,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Male,2.51
2014,SL_EMP_FTLINJUR,Denmark,NONMIG,Both sexes,1.34
2014,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Both sexes,1.4
2015,SL_EMP_FTLINJUR,Denmark,NONMIG,Male,1.54
2015,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Male,1.71
2015,SL_EMP_FTLINJUR,Denmark,NONMIG,Both sexes,0.89
2015,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Female,0.15
2011,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Male,15.26
2012,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Both sexes,9.78
2012,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Female,2.06
2012,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Male,14.16
2013,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Male,11.76
2015,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Both sexes,0.98
2015,SL_EMP_FTLINJUR,Denmark,NONMIG,Female,0.17
2016,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Both sexes,1.23
2017,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Both sexes,0.92
2018,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Both sexes,1.28
2019,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Both sexes,1.43
2020,SL_EMP_FTLINJUR,Denmark,Total or no breakdown,Both sexes,1.34
2000,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Both sexes,4.4
2000,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Male,8.0
2000,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Female,0.7
2001,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Both sexes,6.23
2001,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Male,10.89
2001,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Female,1.41
2002,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Male,10.76
2002,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Female,1.04
2002,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Both sexes,5.98
2013,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Both sexes,8.09
2013,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Female,1.66
2014,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Both sexes,7.91
2014,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Male,11.51
2014,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Female,1.59
2015,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Male,12.02
2003,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Both sexes,5.22
2003,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Male,10.25
2003,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Female,0.0
2004,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Female,3.37
2004,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Both sexes,5.71
2004,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Male,8.02
2005,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Both sexes,3.95
2005,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Male,6.66
2015,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Female,1.64
2015,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Both sexes,8.23
2016,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Male,11.46
2016,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Both sexes,7.73
2016,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Female,1.36
2017,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Male,10.97
2005,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Female,1.3
2006,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Female,1.5
2006,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Male,7.1
2006,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Both sexes,4.3
2007,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Female,0.0
2007,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Male,6.4
2007,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Both sexes,3.2
2008,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Male,5.7
2017,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Both sexes,7.46
2017,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Female,1.52
2021,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Both sexes,7.69
2021,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Male,10.64
2021,SL_EMP_FTLINJUR,Mexico,Total or no breakdown,Female,3.04
2000,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Both sexes,6.5
2001,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Both sexes,5.0
2008,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Both sexes,3.2
2008,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Female,0.6
2009,SL_EMP_FTLINJUR,Estonia,NONMIG,Female,0.0
2009,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Male,7.41
2009,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Both sexes,3.47
2009,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Female,0.0
2009,SL_EMP_FTLINJUR,Estonia,NONMIG,Both sexes,3.06
2009,SL_EMP_FTLINJUR,Estonia,NONMIG,Male,6.75
2002,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Both sexes,5.3
2003,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Both sexes,5.6
2004,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Both sexes,4.9
2005,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Both sexes,6.4
2006,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Both sexes,4.7
2007,SL_EMP_FTLINJUR,Moldova,Total or no breakdown,Both sexes,7.1
2010,SL_EMP_FTLINJUR,Estonia,NONMIG,Both sexes,2.93
2010,SL_EMP_FTLINJUR,Estonia,NONMIG,Male,5.44
2010,SL_EMP_FTLINJUR,Estonia,NONMIG,Female,0.83
2010,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Male,6.56
2010,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Both sexes,3.43
2010,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Female,0.71
2011,SL_EMP_FTLINJUR,Estonia,NONMIG,Female,0.0
2011,SL_EMP_FTLINJUR,Estonia,NONMIG,Both sexes,2.89
2011,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Female,0.0
2011,SL_EMP_FTLINJUR,Estonia,Total or no breakdown,Both sexes,3.12
2011,SL_EMP_FTLINJUR,Estonia,NONMIG,Male,6.0
