Year,SeriesCode,Country,Sex,Value
2011,SP_LGL_LNDSEC,Belgium,Both sexes,93.9
2011,SP_LGL_LNDSEC,Costa Rica,Both sexes,97.8
2016,SP_LGL_LNDSEC,Republic of Korea,Both sexes,96.0
2011,SP_LGL_LNDSEC,Netherlands (Kingdom of the),Both sexes,96.8
2013,SP_LGL_LNDSEC,New Zealand,Both sexes,92.5
2011,SP_LGL_LNDSEC,Sweden,Both sexes,96.9
2011,SP_LGL_LNDSEC,Sweden,Both sexes,96.9
