Year,SeriesCode,GeoAreaName,Sex,Value
2016,SI_COV_POOR,Azerbaijan,BOTHSEX,100.0
2018,SI_COV_POOR,Azerbaijan,BOTHSEX,100.0
2016,SI_COV_POOR,Australia,BOTHSEX,100.0
2016,SI_COV_POOR,Austria,BOTHSEX,100.0
2016,SI_COV_POOR,Armenia,BOTHSEX,38.2
2018,SI_COV_POOR,Armenia,BOTHSEX,100.0
2016,SI_COV_POOR,Belgium,BOTHSEX,100.0
2016,SI_COV_POOR,Bulgaria,BOTHSEX,52.1
2016,SI_COV_POOR,Canada,BOTHSEX,100.0
2016,SI_COV_POOR,Chile,BOTHSEX,97.6
2020,SI_COV_POOR,Chile,BOTHSEX,100.0
2016,SI_COV_POOR,China,BOTHSEX,51.6
2020,SI_COV_POOR,China,BOTHSEX,100.0
2016,SI_COV_POOR,Colombia,BOTHSEX,22.8
2019,SI_COV_POOR,Colombia,BOTHSEX,44.4
2021,SI_COV_POOR,Colombia,BOTHSEX,53.6
2016,SI_COV_POOR,Costa Rica,BOTHSEX,38.0
2020,SI_COV_POOR,Costa Rica,BOTHSEX,75.4
2021,SI_COV_POOR,Costa Rica,BOTHSEX,81.2
2016,SI_COV_POOR,Cyprus,BOTHSEX,100.0
2016,SI_COV_POOR,Czechia,BOTHSEX,99.6
2016,SI_COV_POOR,Denmark,BOTHSEX,100.0
2016,SI_COV_POOR,Estonia,BOTHSEX,100.0
2016,SI_COV_POOR,Finland,BOTHSEX,100.0
2016,SI_COV_POOR,France,BOTHSEX,100.0
2016,SI_COV_POOR,Georgia,BOTHSEX,100.0
2018,SI_COV_POOR,Georgia,BOTHSEX,100.0
2016,SI_COV_POOR,Germany,BOTHSEX,100.0
2016,SI_COV_POOR,Hungary,BOTHSEX,100.0
2016,SI_COV_POOR,Ireland,BOTHSEX,100.0
2016,SI_COV_POOR,Kazakhstan,BOTHSEX,28.9
2016,SI_COV_POOR,Republic of Korea,BOTHSEX,21.4
2018,SI_COV_POOR,Kyrgyzstan,BOTHSEX,89.4
2016,SI_COV_POOR,Latvia,BOTHSEX,100.0
2016,SI_COV_POOR,Lithuania,BOTHSEX,54.1
2017,SI_COV_POOR,Mexico,BOTHSEX,45.1
2020,SI_COV_POOR,Mexico,BOTHSEX,66.8
2021,SI_COV_POOR,Mexico,BOTHSEX,68.9
2016,SI_COV_POOR,Netherlands (Kingdom of the),BOTHSEX,100.0
2016,SI_COV_POOR,New Zealand,BOTHSEX,37.4
2016,SI_COV_POOR,Norway,BOTHSEX,100.0
2016,SI_COV_POOR,Poland,BOTHSEX,100.0
2016,SI_COV_POOR,Portugal,BOTHSEX,100.0
2016,SI_COV_POOR,Romania,BOTHSEX,100.0
2016,SI_COV_POOR,Slovakia,BOTHSEX,100.0
2018,SI_COV_POOR,Viet Nam,BOTHSEX,100.0
2016,SI_COV_POOR,Slovenia,BOTHSEX,100.0
2016,SI_COV_POOR,Spain,BOTHSEX,100.0
2016,SI_COV_POOR,Sweden,BOTHSEX,100.0
2016,SI_COV_POOR,Switzerland,BOTHSEX,100.0
2018,SI_COV_POOR,Tajikistan,BOTHSEX,28.1
2018,SI_COV_POOR,Ukraine,BOTHSEX,43.0
2016,SI_COV_POOR,United Kingdom of Great Britain and Northern Ireland,BOTHSEX,100.0
2017,SI_COV_POOR,Uzbekistan,BOTHSEX,68.0
2018,SI_COV_POOR,Uzbekistan,BOTHSEX,82.5
2018,SI_COV_POOR,Uzbekistan,BOTHSEX,82.5
