Year,SeriesCode,Country,Value
2000,PA_NUS_ATLS,Albania,144.008
2001,PA_NUS_ATLS,Albania,143.66
2002,PA_NUS_ATLS,Albania,140.4058
2003,PA_NUS_ATLS,Albania,120.7767
2004,PA_NUS_ATLS,Albania,102.6706
2005,PA_NUS_ATLS,Albania,99.8703
2006,PA_NUS_ATLS,Albania,98.1034
2007,PA_NUS_ATLS,Albania,90.4279
2008,PA_NUS_ATLS,Albania,83.8946
2009,PA_NUS_ATLS,Albania,94.9781
2000,PA_NUS_ATLS,Belarus,0.07171
2001,PA_NUS_ATLS,Belarus,0.139
2002,PA_NUS_ATLS,Belarus,0.1791
2003,PA_NUS_ATLS,Belarus,0.2051
2004,PA_NUS_ATLS,Belarus,0.216
2005,PA_NUS_ATLS,Belarus,0.2154
2006,PA_NUS_ATLS,Belarus,0.2145
2007,PA_NUS_ATLS,Belarus,0.2146
2008,PA_NUS_ATLS,Belarus,0.2136
2009,PA_NUS_ATLS,Belarus,0.2793
2010,PA_NUS_ATLS,Belarus,0.2979
2011,PA_NUS_ATLS,Belarus,0.4975
2012,PA_NUS_ATLS,Belarus,0.8337
2013,PA_NUS_ATLS,Belarus,0.888
2014,PA_NUS_ATLS,Belarus,1.0224
2015,PA_NUS_ATLS,Belarus,1.5926
2016,PA_NUS_ATLS,Belarus,1.9896
2017,PA_NUS_ATLS,Belarus,1.9323
2018,PA_NUS_ATLS,Belarus,2.0376
2019,PA_NUS_ATLS,Belarus,2.0918
2010,PA_NUS_ATLS,Albania,103.9367
2011,PA_NUS_ATLS,Albania,100.8958
2012,PA_NUS_ATLS,Albania,108.1842
2013,PA_NUS_ATLS,Albania,105.6692
2014,PA_NUS_ATLS,Albania,105.48
2015,PA_NUS_ATLS,Albania,125.9617
2016,PA_NUS_ATLS,Albania,124.1425
2017,PA_NUS_ATLS,Albania,119.1
2018,PA_NUS_ATLS,Albania,107.9892
2019,PA_NUS_ATLS,Albania,109.8508
2020,PA_NUS_ATLS,Belarus,2.4396
2021,PA_NUS_ATLS,Belarus,2.5387
2000,PA_NUS_ATLS,Canada,1.4851
2001,PA_NUS_ATLS,Canada,1.5488
2002,PA_NUS_ATLS,Canada,1.5693
2003,PA_NUS_ATLS,Canada,1.4011
2004,PA_NUS_ATLS,Canada,1.301
2005,PA_NUS_ATLS,Canada,1.2118
2006,PA_NUS_ATLS,Canada,1.1344
2007,PA_NUS_ATLS,Canada,1.0741
2008,PA_NUS_ATLS,Canada,1.067
2009,PA_NUS_ATLS,Canada,1.1431
2010,PA_NUS_ATLS,Canada,1.03011
2011,PA_NUS_ATLS,Canada,0.98926
2012,PA_NUS_ATLS,Canada,0.99936
2013,PA_NUS_ATLS,Canada,1.03014
2014,PA_NUS_ATLS,Canada,1.10475
2015,PA_NUS_ATLS,Canada,1.27879
2016,PA_NUS_ATLS,Canada,1.32562
2017,PA_NUS_ATLS,Canada,1.29794
2020,PA_NUS_ATLS,Albania,108.65
2021,PA_NUS_ATLS,Albania,103.52
2000,PA_NUS_ATLS,Azerbaijan,0.8948
2001,PA_NUS_ATLS,Azerbaijan,0.9313
2002,PA_NUS_ATLS,Azerbaijan,0.9722
2003,PA_NUS_ATLS,Azerbaijan,0.9821
2004,PA_NUS_ATLS,Azerbaijan,0.9827
2005,PA_NUS_ATLS,Azerbaijan,0.9454
2006,PA_NUS_ATLS,Azerbaijan,0.8934
2007,PA_NUS_ATLS,Azerbaijan,0.8581
2000,PA_NUS_ATLS,Germany,1.08271
2001,PA_NUS_ATLS,Germany,1.11653
2002,PA_NUS_ATLS,Germany,1.05756
2003,PA_NUS_ATLS,Germany,0.88405
2004,PA_NUS_ATLS,Germany,0.80392
2005,PA_NUS_ATLS,Germany,0.8038
2006,PA_NUS_ATLS,Germany,0.79643
2007,PA_NUS_ATLS,Germany,0.72967
2008,PA_NUS_ATLS,Germany,0.67992
2009,PA_NUS_ATLS,Germany,0.71696
2000,PA_NUS_ATLS,Malta,1.0206
2001,PA_NUS_ATLS,Malta,1.0483
2002,PA_NUS_ATLS,Malta,1.0101
2003,PA_NUS_ATLS,Malta,0.8787
2004,PA_NUS_ATLS,Malta,0.8028
2005,PA_NUS_ATLS,Malta,0.8041
2006,PA_NUS_ATLS,Malta,0.7971
2007,PA_NUS_ATLS,Malta,0.7306
2008,PA_NUS_ATLS,Malta,0.6827
2009,PA_NUS_ATLS,Malta,0.7198
2008,PA_NUS_ATLS,Azerbaijan,0.8216
2009,PA_NUS_ATLS,Azerbaijan,0.8038
2010,PA_NUS_ATLS,Azerbaijan,0.8026
2011,PA_NUS_ATLS,Azerbaijan,0.7897
2012,PA_NUS_ATLS,Azerbaijan,0.7856
2013,PA_NUS_ATLS,Azerbaijan,0.7845
2014,PA_NUS_ATLS,Azerbaijan,0.7843
2015,PA_NUS_ATLS,Azerbaijan,1.0246
2016,PA_NUS_ATLS,Azerbaijan,1.5957
