Year,SeriesCode,Country,Activity,Sex,Value
2019,SL_ISV_IFEM_19ICLS,Slovenia,ISIC4_A,Male,56.9
2019,SL_ISV_IFEM_19ICLS,Slovenia,NONAGR,Male,7.22
2019,SL_ISV_IFEM_19ICLS,Slovenia,TOTAL,Male,8.74
2019,SL_ISV_IFEM_19ICLS,Slovenia,NONAGR,Female,4.42
2019,SL_ISV_IFEM_19ICLS,Slovenia,ISIC4_A,Female,60.41
2019,SL_ISV_IFEM_19ICLS,Slovenia,NONAGR,Both sexes,5.92
2019,SL_ISV_IFEM_19ICLS,Slovenia,TOTAL,Female,5.51
2019,SL_ISV_IFEM_19ICLS,Slovenia,ISIC4_A,Both sexes,58.14
2019,SL_ISV_IFEM_19ICLS,Slovenia,TOTAL,Both sexes,7.26
2020,SL_ISV_IFEM_19ICLS,Slovenia,TOTAL,Both sexes,6.93
2020,SL_ISV_IFEM_19ICLS,Slovenia,TOTAL,Male,8.32
2020,SL_ISV_IFEM_19ICLS,Slovenia,NONAGR,Female,4.54
2020,SL_ISV_IFEM_19ICLS,Slovenia,ISIC4_A,Female,43.56
2020,SL_ISV_IFEM_19ICLS,Slovenia,TOTAL,Female,5.3
2020,SL_ISV_IFEM_19ICLS,Slovenia,NONAGR,Both sexes,5.87
2020,SL_ISV_IFEM_19ICLS,Slovenia,ISIC4_A,Both sexes,48.5
2020,SL_ISV_IFEM_19ICLS,Slovenia,ISIC4_A,Male,51.25
2020,SL_ISV_IFEM_19ICLS,Slovenia,NONAGR,Male,7.01
2021,SL_ISV_IFEM_19ICLS,Slovenia,NONAGR,Male,7.4
2021,SL_ISV_IFEM_19ICLS,Slovenia,NONAGR,Female,5.4
2021,SL_ISV_IFEM_19ICLS,Slovenia,ISIC4_A,Male,50.81
2021,SL_ISV_IFEM_19ICLS,Slovenia,NONAGR,Both sexes,6.46
2021,SL_ISV_IFEM_19ICLS,Slovenia,TOTAL,Female,6.33
2021,SL_ISV_IFEM_19ICLS,Slovenia,ISIC4_A,Female,59.14
2021,SL_ISV_IFEM_19ICLS,Slovenia,ISIC4_A,Both sexes,53.28
2021,SL_ISV_IFEM_19ICLS,Slovenia,TOTAL,Both sexes,7.74
2021,SL_ISV_IFEM_19ICLS,Slovenia,TOTAL,Male,8.95
2007,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Both sexes,12.83
2007,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Female,26.17
2007,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Male,11.32
2007,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Female,17.11
2007,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Both sexes,18.88
2007,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Male,13.59
2007,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Male,13.74
2007,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Both sexes,18.58
2007,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Female,25.89
2008,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Both sexes,4.63
2008,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Male,4.15
2008,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Male,3.93
2008,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Female,5.54
2008,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Both sexes,9.63
2008,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Male,7.86
2008,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Female,5.8
2008,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Female,13.97
2008,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Both sexes,4.85
2009,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Both sexes,3.67
2009,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Female,4.28
2009,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Female,11.78
2009,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Both sexes,8.38
2009,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Male,3.06
2009,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Male,2.86
2009,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Female,4.45
2009,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Male,7.14
2009,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Both sexes,3.48
2010,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Female,3.98
2010,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Both sexes,4.24
2010,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Both sexes,8.54
2010,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Male,4.1
2010,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Male,4.38
2010,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Male,8.99
2010,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Both sexes,4.04
2010,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Female,7.18
2010,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Female,4.06
2011,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Female,5.24
2011,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Both sexes,4.48
2011,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Male,6.45
2011,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Female,5.23
2011,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Male,4.02
2011,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Female,5.05
2011,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Both sexes,6.11
2011,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Both sexes,4.55
2011,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Male,3.87
2012,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Female,4.76
2012,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Female,4.75
2012,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Male,3.74
2012,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Female,5.38
2012,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Male,6.08
2012,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Both sexes,4.19
2012,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Both sexes,5.89
2012,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Both sexes,4.27
2012,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Male,3.88
2013,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Both sexes,7.62
2013,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Female,5.92
2013,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Female,5.86
2013,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Male,4.33
2013,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Male,4.59
2013,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Female,5.86
2013,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Both sexes,5.03
2013,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Male,8.18
2013,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Both sexes,5.15
2014,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Female,6.82
2014,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Female,6.83
2014,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Both sexes,6.71
2014,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Male,6.61
2014,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Male,6.69
2014,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Male,7.92
2014,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Both sexes,6.75
2014,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Female,6.76
2014,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Both sexes,7.58
2015,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Male,6.72
2015,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Both sexes,6.66
2015,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Male,6.63
2015,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Female,6.96
2015,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Both sexes,6.79
2015,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Male,5.36
2020,SL_ISV_IFEM_19ICLS,Austria,NONAGR,Female,4.85
2021,SL_ISV_IFEM_19ICLS,Austria,NONAGR,Both sexes,5.81
2021,SL_ISV_IFEM_19ICLS,Austria,ISIC4_A,Both sexes,11.96
2021,SL_ISV_IFEM_19ICLS,Austria,TOTAL,Female,6.89
2021,SL_ISV_IFEM_19ICLS,Austria,ISIC4_A,Male,9.27
2021,SL_ISV_IFEM_19ICLS,Austria,TOTAL,Male,5.35
2021,SL_ISV_IFEM_19ICLS,Austria,NONAGR,Female,6.57
2021,SL_ISV_IFEM_19ICLS,Austria,TOTAL,Both sexes,6.04
2015,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Female,9.94
2015,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Female,6.87
2015,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Both sexes,6.78
2016,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Female,5.84
2016,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Male,5.67
2016,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Female,5.86
2016,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Both sexes,5.77
2016,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Both sexes,6.02
2021,SL_ISV_IFEM_19ICLS,Austria,NONAGR,Male,5.19
2021,SL_ISV_IFEM_19ICLS,Austria,ISIC4_A,Female,15.76
2018,SL_ISV_IFEM_19ICLS,Armenia,ISIC4_A,Both sexes,97.7
2018,SL_ISV_IFEM_19ICLS,Armenia,TOTAL,Female,38.94
2018,SL_ISV_IFEM_19ICLS,Armenia,TOTAL,Both sexes,46.01
2018,SL_ISV_IFEM_19ICLS,Armenia,TOTAL,Male,51.26
2018,SL_ISV_IFEM_19ICLS,Armenia,ISIC4_A,Female,98.73
2018,SL_ISV_IFEM_19ICLS,Armenia,ISIC4_A,Male,96.78
2016,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Both sexes,5.76
2016,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Male,6.52
2016,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Female,4.92
2016,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Male,5.72
2017,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Female,6.58
2017,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Female,5.15
2017,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Both sexes,6.63
2017,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Male,6.57
2017,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Female,6.62
2017,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Both sexes,7.46
2017,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Male,8.39
2017,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Male,6.67
2017,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Both sexes,6.59
2018,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Male,5.03
2018,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Male,3.83
2018,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Both sexes,5.94
2018,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Female,7.23
2018,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Both sexes,6.05
2018,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Both sexes,3.89
2018,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Female,4.07
2018,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Male,4.95
2018,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Female,7.14
2019,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Both sexes,6.05
2019,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Male,5.38
2019,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Both sexes,6.68
2019,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Male,5.66
2019,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Female,6.4
2019,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Female,6.51
2019,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Female,10.45
2019,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Male,5.68
2019,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Both sexes,6.02
2020,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Female,5.0
2020,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Both sexes,5.04
2020,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Both sexes,4.97
2020,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Male,6.78
2020,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Female,5.99
2020,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Both sexes,6.59
2020,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Male,4.95
2020,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Female,5.02
2020,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Male,5.06
2021,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Both sexes,9.57
2021,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Male,5.56
2021,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Both sexes,6.0
2021,SL_ISV_IFEM_19ICLS,Spain,NONAGR,Female,6.51
2021,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Male,11.11
2021,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Female,6.47
2021,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Both sexes,6.15
2021,SL_ISV_IFEM_19ICLS,Spain,ISIC4_A,Female,4.38
2021,SL_ISV_IFEM_19ICLS,Spain,TOTAL,Male,5.89
2007,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Female,4.69
2007,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Male,4.83
2007,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Both sexes,4.76
2007,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Female,4.68
2007,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Both sexes,4.65
2007,SL_ISV_IFEM_19ICLS,Sweden,ISIC4_A,Male,21.6
2007,SL_ISV_IFEM_19ICLS,Sweden,ISIC4_A,Both sexes,19.68
2007,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Male,4.62
2008,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Male,5.12
2008,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Female,5.66
2008,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Male,5.15
2008,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Both sexes,5.38
2008,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Both sexes,5.38
2008,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Female,5.65
2009,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Both sexes,4.78
2009,SL_ISV_IFEM_19ICLS,Sweden,ISIC4_A,Male,9.9
2009,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Male,4.85
2009,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Female,4.57
2009,SL_ISV_IFEM_19ICLS,Sweden,ISIC4_A,Both sexes,9.19
2009,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Both sexes,4.72
2009,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Male,4.96
2009,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Female,4.58
2010,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Male,5.73
2010,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Female,6.02
2010,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Female,6.1
2010,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Both sexes,5.87
2010,SL_ISV_IFEM_19ICLS,Sweden,ISIC4_A,Both sexes,11.79
2010,SL_ISV_IFEM_19ICLS,Sweden,ISIC4_A,Male,9.87
2010,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Male,5.82
2010,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Both sexes,5.95
2011,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Both sexes,4.89
2011,SL_ISV_IFEM_19ICLS,Sweden,ISIC4_A,Male,7.92
2011,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Male,5.1
2011,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Female,4.68
2011,SL_ISV_IFEM_19ICLS,Sweden,ISIC4_A,Both sexes,7.74
2011,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Female,4.65
2011,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Both sexes,4.95
2011,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Male,5.19
2012,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Both sexes,4.76
2012,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Female,4.7
2012,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Female,4.65
2012,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Male,4.86
2012,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Male,4.78
2012,SL_ISV_IFEM_19ICLS,Sweden,ISIC4_A,Both sexes,3.89
2012,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Both sexes,4.74
2013,SL_ISV_IFEM_19ICLS,Sweden,ISIC4_A,Male,5.99
2013,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Female,3.73
2013,SL_ISV_IFEM_19ICLS,Sweden,ISIC4_A,Both sexes,4.78
2013,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Male,4.23
2013,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Male,4.28
2013,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Female,3.76
2013,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Both sexes,4.02
2013,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Both sexes,4.0
2014,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Male,4.13
2014,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Female,3.87
2014,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Both sexes,3.96
2014,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Male,4.38
2014,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Both sexes,4.14
2014,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Female,3.78
2014,SL_ISV_IFEM_19ICLS,Sweden,ISIC4_A,Male,15.39
2014,SL_ISV_IFEM_19ICLS,Sweden,ISIC4_A,Both sexes,16.5
2015,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Female,4.52
2015,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Male,4.93
2015,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Both sexes,4.79
2015,SL_ISV_IFEM_19ICLS,Sweden,ISIC4_A,Male,10.29
2015,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Both sexes,4.73
2015,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Male,5.03
2015,SL_ISV_IFEM_19ICLS,Sweden,ISIC4_A,Both sexes,10.55
2015,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Female,4.5
2016,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Female,3.6
2016,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Female,3.58
2016,SL_ISV_IFEM_19ICLS,Sweden,ISIC4_A,Both sexes,11.91
2016,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Male,4.67
2016,SL_ISV_IFEM_19ICLS,Sweden,ISIC4_A,Male,12.0
2016,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Male,4.83
2016,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Both sexes,4.25
2016,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Both sexes,4.15
2017,SL_ISV_IFEM_19ICLS,Sweden,ISIC4_A,Both sexes,10.86
2017,SL_ISV_IFEM_19ICLS,Sweden,ISIC4_A,Male,13.51
2017,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Female,3.86
2017,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Male,4.57
2017,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Both sexes,4.13
2017,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Female,3.84
2017,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Male,4.38
2017,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Both sexes,4.22
2018,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Both sexes,3.33
2018,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Both sexes,3.42
2018,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Female,3.21
2018,SL_ISV_IFEM_19ICLS,Sweden,ISIC4_A,Both sexes,10.86
2018,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Female,3.27
2018,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Male,3.55
2018,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Male,3.44
2018,SL_ISV_IFEM_19ICLS,Sweden,ISIC4_A,Male,9.97
2019,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Both sexes,4.31
2019,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Female,3.9
2019,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Male,4.49
2019,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Both sexes,4.22
2019,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Female,3.97
2019,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Male,4.6
2019,SL_ISV_IFEM_19ICLS,Sweden,ISIC4_A,Both sexes,13.71
2020,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Both sexes,3.46
2020,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Male,4.0
2020,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Female,2.94
2020,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Male,3.92
2020,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Both sexes,3.51
2020,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Female,2.96
2021,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Male,3.16
2021,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Female,3.1
2021,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Female,3.17
2021,SL_ISV_IFEM_19ICLS,Sweden,ISIC4_A,Both sexes,6.96
2021,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Both sexes,3.11
2021,SL_ISV_IFEM_19ICLS,Sweden,TOTAL,Both sexes,3.16
2021,SL_ISV_IFEM_19ICLS,Sweden,ISIC4_A,Male,5.24
2021,SL_ISV_IFEM_19ICLS,Sweden,NONAGR,Male,3.12
2007,SL_ISV_IFEM_19ICLS,Switzerland,NONAGR,Male,3.17
2007,SL_ISV_IFEM_19ICLS,Switzerland,ISIC4_A,Both sexes,8.84
2007,SL_ISV_IFEM_19ICLS,Switzerland,TOTAL,Male,3.3
2007,SL_ISV_IFEM_19ICLS,Switzerland,ISIC4_A,Female,11.15
2007,SL_ISV_IFEM_19ICLS,Switzerland,TOTAL,Female,4.06
2007,SL_ISV_IFEM_19ICLS,Switzerland,NONAGR,Both sexes,3.51
2007,SL_ISV_IFEM_19ICLS,Switzerland,TOTAL,Both sexes,3.62
2007,SL_ISV_IFEM_19ICLS,Switzerland,NONAGR,Female,3.97
2007,SL_ISV_IFEM_19ICLS,Switzerland,ISIC4_A,Male,8.11
2009,SL_ISV_IFEM_19ICLS,Switzerland,NONAGR,Both sexes,3.11
2009,SL_ISV_IFEM_19ICLS,Switzerland,ISIC4_A,Female,28.0
2009,SL_ISV_IFEM_19ICLS,Switzerland,NONAGR,Male,2.64
2009,SL_ISV_IFEM_19ICLS,Switzerland,TOTAL,Both sexes,3.36
2009,SL_ISV_IFEM_19ICLS,Switzerland,ISIC4_A,Male,6.66
2009,SL_ISV_IFEM_19ICLS,Switzerland,TOTAL,Female,4.12
2009,SL_ISV_IFEM_19ICLS,Switzerland,TOTAL,Male,2.76
2009,SL_ISV_IFEM_19ICLS,Switzerland,ISIC4_A,Both sexes,13.32
2009,SL_ISV_IFEM_19ICLS,Switzerland,NONAGR,Female,3.7
2010,SL_ISV_IFEM_19ICLS,Switzerland,NONAGR,Male,2.64
2010,SL_ISV_IFEM_19ICLS,Switzerland,TOTAL,Female,4.19
2010,SL_ISV_IFEM_19ICLS,Switzerland,ISIC4_A,Both sexes,10.91
2010,SL_ISV_IFEM_19ICLS,Switzerland,ISIC4_A,Male,6.04
2010,SL_ISV_IFEM_19ICLS,Switzerland,TOTAL,Both sexes,3.39
2010,SL_ISV_IFEM_19ICLS,Switzerland,NONAGR,Female,3.88
2010,SL_ISV_IFEM_19ICLS,Switzerland,ISIC4_A,Female,21.16
2010,SL_ISV_IFEM_19ICLS,Switzerland,NONAGR,Both sexes,3.2
2010,SL_ISV_IFEM_19ICLS,Switzerland,TOTAL,Male,2.74
2011,SL_ISV_IFEM_19ICLS,Switzerland,ISIC4_A,Both sexes,8.47
2011,SL_ISV_IFEM_19ICLS,Switzerland,TOTAL,Both sexes,1.71
2011,SL_ISV_IFEM_19ICLS,Switzerland,ISIC4_A,Female,21.28
2011,SL_ISV_IFEM_19ICLS,Switzerland,NONAGR,Male,0.96
2011,SL_ISV_IFEM_19ICLS,Switzerland,NONAGR,Female,2.29
2011,SL_ISV_IFEM_19ICLS,Switzerland,NONAGR,Both sexes,1.55
2011,SL_ISV_IFEM_19ICLS,Switzerland,TOTAL,Male,0.95
2011,SL_ISV_IFEM_19ICLS,Switzerland,TOTAL,Female,2.66
2012,SL_ISV_IFEM_19ICLS,Switzerland,NONAGR,Male,0.68
2012,SL_ISV_IFEM_19ICLS,Switzerland,ISIC4_A,Female,18.5
2012,SL_ISV_IFEM_19ICLS,Switzerland,NONAGR,Both sexes,1.28
2012,SL_ISV_IFEM_19ICLS,Switzerland,TOTAL,Both sexes,1.45
2012,SL_ISV_IFEM_19ICLS,Switzerland,TOTAL,Male,0.71
2012,SL_ISV_IFEM_19ICLS,Switzerland,TOTAL,Female,2.35
2012,SL_ISV_IFEM_19ICLS,Switzerland,NONAGR,Female,2.0
2012,SL_ISV_IFEM_19ICLS,Switzerland,ISIC4_A,Both sexes,7.9
2013,SL_ISV_IFEM_19ICLS,Switzerland,NONAGR,Female,1.89
2013,SL_ISV_IFEM_19ICLS,Switzerland,ISIC4_A,Male,2.94
2013,SL_ISV_IFEM_19ICLS,Switzerland,TOTAL,Both sexes,1.55
2013,SL_ISV_IFEM_19ICLS,Switzerland,NONAGR,Male,0.78
2013,SL_ISV_IFEM_19ICLS,Switzerland,NONAGR,Both sexes,1.28
2013,SL_ISV_IFEM_19ICLS,Switzerland,TOTAL,Female,2.42
2013,SL_ISV_IFEM_19ICLS,Switzerland,TOTAL,Male,0.84
2013,SL_ISV_IFEM_19ICLS,Switzerland,ISIC4_A,Both sexes,11.83
2013,SL_ISV_IFEM_19ICLS,Switzerland,ISIC4_A,Female,28.88
2014,SL_ISV_IFEM_19ICLS,Switzerland,TOTAL,Both sexes,1.82
