Year,SeriesCode,Country,Sex,Value
2000,SE_PRE_PARTN,Albania,Both sexes,54.07937
2001,SE_PRE_PARTN,Albania,Both sexes,56.59373
2001,SE_PRE_PARTN,Albania,Female,60.87087
2001,SE_PRE_PARTN,Albania,Male,52.66008
2003,SE_PRE_PARTN,Albania,Male,61.25696
2003,SE_PRE_PARTN,Albania,Female,66.38779
2003,SE_PRE_PARTN,Albania,Both sexes,63.70377
2004,SE_PRE_PARTN,Albania,Both sexes,60.75647
2004,SE_PRE_PARTN,Albania,Female,62.13843
2004,SE_PRE_PARTN,Albania,Male,59.49406
2007,SE_PRE_PARTN,Chile,Both sexes,87.81236
2007,SE_PRE_PARTN,Chile,Male,88.42955
2007,SE_PRE_PARTN,Chile,Female,87.17195
2008,SE_PRE_PARTN,Chile,Male,84.70885
2008,SE_PRE_PARTN,Chile,Both sexes,84.99087
2008,SE_PRE_PARTN,Chile,Female,85.28352
2009,SE_PRE_PARTN,Chile,Both sexes,85.60951
2009,SE_PRE_PARTN,Chile,Male,85.57954
2009,SE_PRE_PARTN,Chile,Female,85.64061
2010,SE_PRE_PARTN,Chile,Female,88.72692
2008,SE_PRE_PARTN,Albania,Male,64.76811
2008,SE_PRE_PARTN,Albania,Female,65.32444
2008,SE_PRE_PARTN,Albania,Both sexes,65.03185
2009,SE_PRE_PARTN,Albania,Both sexes,72.28605
2009,SE_PRE_PARTN,Albania,Female,73.5052
2009,SE_PRE_PARTN,Albania,Male,71.20109
2010,SE_PRE_PARTN,Albania,Male,73.74577
2010,SE_PRE_PARTN,Albania,Female,74.63991
2010,SE_PRE_PARTN,Albania,Both sexes,74.16339
2011,SE_PRE_PARTN,Albania,Male,77.75655
2010,SE_PRE_PARTN,Chile,Male,89.24001
2010,SE_PRE_PARTN,Chile,Both sexes,88.98821
2011,SE_PRE_PARTN,Chile,Both sexes,89.01366
2011,SE_PRE_PARTN,Chile,Male,89.56532
2011,SE_PRE_PARTN,Chile,Female,88.44135
2012,SE_PRE_PARTN,Chile,Female,91.51483
2012,SE_PRE_PARTN,Chile,Male,92.00842
2012,SE_PRE_PARTN,Chile,Both sexes,91.76613
2013,SE_PRE_PARTN,Chile,Both sexes,93.125
2013,SE_PRE_PARTN,Chile,Male,93.47339
2011,SE_PRE_PARTN,Albania,Both sexes,78.8836
2011,SE_PRE_PARTN,Albania,Female,80.18825
2012,SE_PRE_PARTN,Albania,Male,83.7272
2012,SE_PRE_PARTN,Albania,Female,86.35106
2012,SE_PRE_PARTN,Albania,Both sexes,84.94154
2013,SE_PRE_PARTN,Albania,Both sexes,86.70171
2013,SE_PRE_PARTN,Albania,Female,89.74456
2013,SE_PRE_PARTN,Albania,Male,84.0783
2014,SE_PRE_PARTN,Albania,Male,88.81087
2014,SE_PRE_PARTN,Albania,Female,93.01367
2013,SE_PRE_PARTN,Chile,Female,92.76372
2014,SE_PRE_PARTN,Chile,Female,95.55144
2014,SE_PRE_PARTN,Chile,Male,95.74977
2014,SE_PRE_PARTN,Chile,Both sexes,95.6524
2015,SE_PRE_PARTN,Chile,Both sexes,95.10332
2015,SE_PRE_PARTN,Chile,Male,95.20405
2015,SE_PRE_PARTN,Chile,Female,94.99885
2016,SE_PRE_PARTN,Chile,Female,95.15824
2016,SE_PRE_PARTN,Chile,Male,95.8747
2016,SE_PRE_PARTN,Chile,Both sexes,95.52292
2014,SE_PRE_PARTN,Albania,Both sexes,90.76092
2015,SE_PRE_PARTN,Albania,Both sexes,88.12827
2015,SE_PRE_PARTN,Albania,Female,90.04306
2015,SE_PRE_PARTN,Albania,Male,86.46084
2016,SE_PRE_PARTN,Albania,Female,97.03653
2016,SE_PRE_PARTN,Albania,Both sexes,95.70909
2016,SE_PRE_PARTN,Albania,Male,94.54732
2017,SE_PRE_PARTN,Albania,Both sexes,97.24487
