Year,SeriesCode,Country,Sex,Value
2018,VC_VOV_SEXL,Israel,Female,0.53
2018,VC_VOV_SEXL,Israel,Both sexes,0.34
2021,VC_VOV_SEXL,Israel,Female,0.58
2021,VC_VOV_SEXL,Israel,Both sexes,0.35
2014,VC_VOV_SEXL,Republic of Korea,Male,0.0
2014,VC_VOV_SEXL,Republic of Korea,Female,0.2
2014,VC_VOV_SEXL,Republic of Korea,Both sexes,0.1
2016,VC_VOV_SEXL,Republic of Korea,Both sexes,0.1
2016,VC_VOV_SEXL,Republic of Korea,Male,0.0
2016,VC_VOV_SEXL,Republic of Korea,Female,0.1
2018,VC_VOV_SEXL,Republic of Korea,Both sexes,0.15
2020,VC_VOV_SEXL,Republic of Korea,Both sexes,0.37
2020,VC_VOV_SEXL,Luxembourg,Both sexes,2.3
2020,VC_VOV_SEXL,Luxembourg,Female,3.8
2020,VC_VOV_SEXL,Luxembourg,Male,0.87
2015,VC_VOV_SEXL,Mexico,Male,0.16
2015,VC_VOV_SEXL,Mexico,Both sexes,0.56
2015,VC_VOV_SEXL,Mexico,Female,0.92
2016,VC_VOV_SEXL,Mexico,Male,0.17
2016,VC_VOV_SEXL,Mexico,Female,1.17
2016,VC_VOV_SEXL,Mexico,Both sexes,0.7
2017,VC_VOV_SEXL,Mexico,Female,1.59
2017,VC_VOV_SEXL,Mexico,Both sexes,0.91
2017,VC_VOV_SEXL,Mexico,Male,0.15
2018,VC_VOV_SEXL,Mexico,Both sexes,0.9
2018,VC_VOV_SEXL,Mexico,Male,0.19
2018,VC_VOV_SEXL,Mexico,Female,1.53
2019,VC_VOV_SEXL,Mexico,Female,2.36
2019,VC_VOV_SEXL,Mexico,Male,0.32
2019,VC_VOV_SEXL,Mexico,Both sexes,1.41
2020,VC_VOV_SEXL,Mexico,Female,2.09
2020,VC_VOV_SEXL,Mexico,Both sexes,1.19
2020,VC_VOV_SEXL,Mexico,Male,0.16
2021,VC_VOV_SEXL,Mexico,Both sexes,1.45
2021,VC_VOV_SEXL,Mexico,Female,2.43
2021,VC_VOV_SEXL,Mexico,Male,0.29
2020,VC_VOV_SEXL,Slovenia,Both sexes,0.43
2020,VC_VOV_SEXL,Slovenia,Male,0.21
2020,VC_VOV_SEXL,Slovenia,Female,0.66
2020,VC_VOV_SEXL,Slovenia,Female,0.66
