Year,SeriesCode,Страна ,Value
2002,DC_ODA_BDVDL,Australia,13.81827
2003,DC_ODA_BDVDL,Australia,0.65522
2004,DC_ODA_BDVDL,Australia,0.99134
2005,DC_ODA_BDVDL,Australia,17.96881
2006,DC_ODA_BDVDL,Australia,78.52524
2007,DC_ODA_BDVDL,Australia,76.41683
2008,DC_ODA_BDVDL,Australia,114.81802
2009,DC_ODA_BDVDL,Australia,195.46964
2010,DC_ODA_BDVDL,Australia,419.33847
2011,DC_ODA_BDVDL,Australia,336.54083
2012,DC_ODA_BDVDL,Australia,319.32778
2013,DC_ODA_BDVDL,Australia,275.31807
2014,DC_ODA_BDVDL,Australia,227.49197
2015,DC_ODA_BDVDL,Australia,257.4333
2016,DC_ODA_BDVDL,Australia,315.19215
2017,DC_ODA_BDVDL,Australia,241.45216
2018,DC_ODA_BDVDL,Australia,222.84999
2019,DC_ODA_BDVDL,Australia,201.71443
2020,DC_ODA_BDVDL,Australia,173.4741
2021,DC_ODA_BDVDL,Australia,165.11348
2002,DC_ODA_BDVDL,Austria,11.00661
2003,DC_ODA_BDVDL,Austria,5.05337
2004,DC_ODA_BDVDL,Austria,10.71125
2005,DC_ODA_BDVDL,Austria,16.79333
2006,DC_ODA_BDVDL,Austria,18.3347
2007,DC_ODA_BDVDL,Austria,14.11081
2008,DC_ODA_BDVDL,Austria,32.9435
2009,DC_ODA_BDVDL,Austria,31.89889
2010,DC_ODA_BDVDL,Austria,17.91985
2011,DC_ODA_BDVDL,Austria,18.72026
2012,DC_ODA_BDVDL,Austria,16.86016
2013,DC_ODA_BDVDL,Austria,49.24825
2014,DC_ODA_BDVDL,Austria,22.98801
2015,DC_ODA_BDVDL,Austria,20.30848
2016,DC_ODA_BDVDL,Austria,22.96638
2017,DC_ODA_BDVDL,Austria,25.22566
2018,DC_ODA_BDVDL,Austria,24.13031
2019,DC_ODA_BDVDL,Austria,24.22665
2020,DC_ODA_BDVDL,Austria,23.37056
2021,DC_ODA_BDVDL,Austria,32.53772
2002,DC_ODA_BDVDL,Belgium,6.35676
2003,DC_ODA_BDVDL,Belgium,6.22919
2004,DC_ODA_BDVDL,Belgium,20.99246
2005,DC_ODA_BDVDL,Belgium,28.54999
2006,DC_ODA_BDVDL,Belgium,31.96305
2007,DC_ODA_BDVDL,Belgium,61.83633
2008,DC_ODA_BDVDL,Belgium,120.89887
2009,DC_ODA_BDVDL,Belgium,168.5263
2010,DC_ODA_BDVDL,Belgium,156.69778
2011,DC_ODA_BDVDL,Belgium,164.54621
2012,DC_ODA_BDVDL,Belgium,93.47081
2013,DC_ODA_BDVDL,Belgium,166.09406
2014,DC_ODA_BDVDL,Belgium,191.22694
2015,DC_ODA_BDVDL,Belgium,231.38029
2016,DC_ODA_BDVDL,Belgium,153.79518
2017,DC_ODA_BDVDL,Belgium,212.8931
2018,DC_ODA_BDVDL,Belgium,140.17121
2019,DC_ODA_BDVDL,Belgium,106.17863
2020,DC_ODA_BDVDL,Belgium,142.45482
2021,DC_ODA_BDVDL,Belgium,128.12634
2002,DC_ODA_BDVDL,Canada,92.04592
2003,DC_ODA_BDVDL,Canada,114.48231
2004,DC_ODA_BDVDL,Canada,273.98239
2005,DC_ODA_BDVDL,Canada,6.90931
2002,DC_ODA_BDVDL,Australia,13.81827
2003,DC_ODA_BDVDL,Australia,0.65522
2004,DC_ODA_BDVDL,Australia,0.99134
2005,DC_ODA_BDVDL,Australia,17.96881
2006,DC_ODA_BDVDL,Australia,78.52524
2007,DC_ODA_BDVDL,Australia,76.41683
2008,DC_ODA_BDVDL,Australia,114.81802
2009,DC_ODA_BDVDL,Australia,195.46964
2006,DC_ODA_BDVDL,Canada,95.18957
2007,DC_ODA_BDVDL,Canada,66.78697
2008,DC_ODA_BDVDL,Canada,32.8046
2009,DC_ODA_BDVDL,Canada,138.15537
2010,DC_ODA_BDVDL,Canada,50.71211
2011,DC_ODA_BDVDL,Canada,79.45395
2012,DC_ODA_BDVDL,Canada,329.39039
2013,DC_ODA_BDVDL,Canada,53.43547
2010,DC_ODA_BDVDL,Australia,419.33847
2011,DC_ODA_BDVDL,Australia,336.54083
2012,DC_ODA_BDVDL,Australia,319.32778
2013,DC_ODA_BDVDL,Australia,275.31807
2014,DC_ODA_BDVDL,Australia,227.49197
2015,DC_ODA_BDVDL,Australia,257.4333
2016,DC_ODA_BDVDL,Australia,315.19215
2017,DC_ODA_BDVDL,Australia,241.45216
2014,DC_ODA_BDVDL,Canada,43.73991
2015,DC_ODA_BDVDL,Canada,72.0678
2016,DC_ODA_BDVDL,Canada,27.93552
2017,DC_ODA_BDVDL,Canada,5.50136
2018,DC_ODA_BDVDL,Canada,29.04039
2019,DC_ODA_BDVDL,Canada,158.03396
2020,DC_ODA_BDVDL,Canada,49.41183
2021,DC_ODA_BDVDL,Canada,223.01344
2018,DC_ODA_BDVDL,Australia,222.84999
2019,DC_ODA_BDVDL,Australia,201.71443
2020,DC_ODA_BDVDL,Australia,173.4741
2021,DC_ODA_BDVDL,Australia,165.11348
2002,DC_ODA_BDVDL,Austria,11.00661
2003,DC_ODA_BDVDL,Austria,5.05337
2004,DC_ODA_BDVDL,Austria,10.71125
2005,DC_ODA_BDVDL,Austria,16.79333
2006,DC_ODA_BDVDL,Austria,18.3347
2007,DC_ODA_BDVDL,Austria,14.11081
2008,DC_ODA_BDVDL,Austria,32.9435
2009,DC_ODA_BDVDL,Austria,31.89889
2010,DC_ODA_BDVDL,Austria,17.91985
2011,DC_ODA_BDVDL,Austria,18.72026
2012,DC_ODA_BDVDL,Austria,16.86016
2013,DC_ODA_BDVDL,Austria,49.24825
2014,DC_ODA_BDVDL,Austria,22.98801
2015,DC_ODA_BDVDL,Austria,20.30848
2016,DC_ODA_BDVDL,Austria,22.96638
2017,DC_ODA_BDVDL,Austria,25.22566
