Year,SeriesCode,Country,Activity,Level of requirement,Value
2019,EN_SCP_FRMN,Ireland,ISIC4_N,TOTAL,1
2019,EN_SCP_FRMN,Ireland,ISIC4_K,TOTAL,3
2019,EN_SCP_FRMN,Ireland,ISIC4_H,TOTAL,1
2019,EN_SCP_FRMN,Ireland,TOTAL,TOTAL,32
2019,EN_SCP_FRMN,Ireland,ISIC4_R,TOTAL,1
2019,EN_SCP_FRMN,Ireland,ISIC4_S,TOTAL,1
2019,EN_SCP_FRMN,Ireland,ISIC4_B,TOTAL,1
2019,EN_SCP_FRMN,Ireland,ISIC4_J,TOTAL,1
2019,EN_SCP_FRMN,Ireland,ISIC4_F,TOTAL,2
2019,EN_SCP_FRMN,Ireland,ISIC4_G,TOTAL,32
2020,EN_SCP_FRMN,Ireland,ISIC4_A,TOTAL,1
2020,EN_SCP_FRMN,Ireland,ISIC4_G,TOTAL,36
2020,EN_SCP_FRMN,Ireland,TOTAL,TOTAL,36
2020,EN_SCP_FRMN,Ireland,ISIC4_M,TOTAL,3
2020,EN_SCP_FRMN,Ireland,ISIC4_B,TOTAL,1
2020,EN_SCP_FRMN,Ireland,ISIC4_S,TOTAL,1
2020,EN_SCP_FRMN,Ireland,ISIC4_L,TOTAL,3
2020,EN_SCP_FRMN,Ireland,ISIC4_J,TOTAL,2
2017,EN_SCP_FRMN,France,ISIC4_K,TOTAL,9
2017,EN_SCP_FRMN,France,ISIC4_H,TOTAL,2
2017,EN_SCP_FRMN,France,ISIC4_C,TOTAL,29
2017,EN_SCP_FRMN,France,ISIC4_Q,TOTAL,1
2017,EN_SCP_FRMN,France,ISIC4_G,TOTAL,89
2017,EN_SCP_FRMN,France,TOTAL,TOTAL,89
2017,EN_SCP_FRMN,France,ISIC4_J,TOTAL,9
2017,EN_SCP_FRMN,France,ISIC4_I,TOTAL,3
2018,EN_SCP_FRMN,France,ISIC4_G,TOTAL,118
2018,EN_SCP_FRMN,France,ISIC4_B,TOTAL,4
2018,EN_SCP_FRMN,France,ISIC4_Q,TOTAL,2
2018,EN_SCP_FRMN,France,ISIC4_F,TOTAL,5
2018,EN_SCP_FRMN,France,ISIC4_C,TOTAL,43
2018,EN_SCP_FRMN,France,ISIC4_M,TOTAL,16
2018,EN_SCP_FRMN,France,TOTAL,TOTAL,118
2018,EN_SCP_FRMN,France,ISIC4_A,TOTAL,1
2018,EN_SCP_FRMN,France,ISIC4_K,TOTAL,11
2018,EN_SCP_FRMN,France,ISIC4_J,TOTAL,9
2018,EN_SCP_FRMN,France,ISIC4_I,TOTAL,3
2018,EN_SCP_FRMN,France,ISIC4_L,TOTAL,5
2018,EN_SCP_FRMN,France,ISIC4_N,TOTAL,5
2018,EN_SCP_FRMN,France,ISIC4_S,TOTAL,1
2020,EN_SCP_FRMN,Ireland,ISIC4_N,TOTAL,2
2020,EN_SCP_FRMN,Ireland,ISIC4_C,TOTAL,14
2020,EN_SCP_FRMN,Ireland,ISIC4_F,TOTAL,2
2020,EN_SCP_FRMN,Ireland,ISIC4_K,TOTAL,3
2020,EN_SCP_FRMN,Ireland,ISIC4_H,TOTAL,1
2020,EN_SCP_FRMN,Ireland,ISIC4_R,TOTAL,1
2021,EN_SCP_FRMN,Ireland,ISIC4_J,TOTAL,2
2021,EN_SCP_FRMN,Ireland,ISIC4_R,TOTAL,1
2021,EN_SCP_FRMN,Ireland,ISIC4_K,TOTAL,3
2021,EN_SCP_FRMN,Ireland,ISIC4_H,TOTAL,1
2021,EN_SCP_FRMN,Ireland,ISIC4_C,TOTAL,14
2021,EN_SCP_FRMN,Ireland,ISIC4_A,TOTAL,1
2021,EN_SCP_FRMN,Ireland,ISIC4_F,TOTAL,2
2021,EN_SCP_FRMN,Ireland,ISIC4_M,TOTAL,3
2021,EN_SCP_FRMN,Ireland,ISIC4_B,TOTAL,1
2021,EN_SCP_FRMN,Ireland,TOTAL,TOTAL,37
2021,EN_SCP_FRMN,Ireland,ISIC4_S,TOTAL,1
2021,EN_SCP_FRMN,Ireland,ISIC4_N,TOTAL,2
2021,EN_SCP_FRMN,Ireland,ISIC4_L,TOTAL,3
2021,EN_SCP_FRMN,Ireland,ISIC4_G,TOTAL,37
2016,EN_SCP_FRMN,Israel,ISIC4_C,TOTAL,1
2016,EN_SCP_FRMN,Israel,ISIC4_K,TOTAL,3
2016,EN_SCP_FRMN,Israel,TOTAL,TOTAL,4
2016,EN_SCP_FRMN,Israel,ISIC4_G,TOTAL,4
2017,EN_SCP_FRMN,Israel,ISIC4_K,TOTAL,3
2017,EN_SCP_FRMN,Israel,ISIC4_C,TOTAL,1
2017,EN_SCP_FRMN,Israel,TOTAL,TOTAL,4
2017,EN_SCP_FRMN,Israel,ISIC4_G,TOTAL,4
2018,EN_SCP_FRMN,Israel,ISIC4_C,TOTAL,2
2018,EN_SCP_FRMN,Israel,ISIC4_K,TOTAL,3
2018,EN_SCP_FRMN,Israel,ISIC4_G,TOTAL,5
2018,EN_SCP_FRMN,Israel,TOTAL,TOTAL,5
2019,EN_SCP_FRMN,Israel,TOTAL,TOTAL,5
2019,EN_SCP_FRMN,Israel,ISIC4_C,TOTAL,2
2019,EN_SCP_FRMN,Israel,ISIC4_K,TOTAL,3
2019,EN_SCP_FRMN,Israel,ISIC4_G,TOTAL,5
2020,EN_SCP_FRMN,Israel,TOTAL,TOTAL,6
2020,EN_SCP_FRMN,Israel,ISIC4_K,TOTAL,3
2020,EN_SCP_FRMN,Israel,ISIC4_G,TOTAL,6
2020,EN_SCP_FRMN,Israel,ISIC4_C,TOTAL,3
2021,EN_SCP_FRMN,Israel,ISIC4_C,TOTAL,4
2021,EN_SCP_FRMN,Israel,ISIC4_K,TOTAL,3
2021,EN_SCP_FRMN,Israel,ISIC4_J,TOTAL,1
2021,EN_SCP_FRMN,Israel,ISIC4_G,TOTAL,8
2021,EN_SCP_FRMN,Israel,TOTAL,TOTAL,8
2016,EN_SCP_FRMN,Italy,ISIC4_I,TOTAL,1
2016,EN_SCP_FRMN,Italy,ISIC4_C,TOTAL,6
2016,EN_SCP_FRMN,Italy,TOTAL,TOTAL,26
2016,EN_SCP_FRMN,Italy,ISIC4_G,TOTAL,26
2016,EN_SCP_FRMN,Italy,ISIC4_H,TOTAL,2
2016,EN_SCP_FRMN,Italy,ISIC4_J,TOTAL,3
2016,EN_SCP_FRMN,Italy,ISIC4_K,TOTAL,7
2017,EN_SCP_FRMN,Italy,ISIC4_I,TOTAL,1
2017,EN_SCP_FRMN,Italy,ISIC4_G,TOTAL,35
2017,EN_SCP_FRMN,Italy,ISIC4_H,TOTAL,2
2018,EN_SCP_FRMN,France,ISIC4_H,TOTAL,3
2019,EN_SCP_FRMN,France,ISIC4_I,TOTAL,3
2019,EN_SCP_FRMN,France,ISIC4_B,TOTAL,4
2019,EN_SCP_FRMN,France,ISIC4_N,TOTAL,5
2019,EN_SCP_FRMN,France,ISIC4_S,TOTAL,1
2019,EN_SCP_FRMN,France,ISIC4_K,TOTAL,12
2019,EN_SCP_FRMN,France,ISIC4_C,TOTAL,46
2019,EN_SCP_FRMN,France,ISIC4_Q,TOTAL,2
2019,EN_SCP_FRMN,France,TOTAL,TOTAL,123
2019,EN_SCP_FRMN,France,ISIC4_F,TOTAL,5
2019,EN_SCP_FRMN,France,ISIC4_A,TOTAL,1
2019,EN_SCP_FRMN,France,ISIC4_G,TOTAL,123
2019,EN_SCP_FRMN,France,ISIC4_L,TOTAL,6
2019,EN_SCP_FRMN,France,ISIC4_M,TOTAL,16
2019,EN_SCP_FRMN,France,ISIC4_H,TOTAL,3
2019,EN_SCP_FRMN,France,ISIC4_J,TOTAL,9
2020,EN_SCP_FRMN,France,ISIC4_L,TOTAL,8
2020,EN_SCP_FRMN,France,ISIC4_M,TOTAL,17
2020,EN_SCP_FRMN,France,ISIC4_I,TOTAL,3
2020,EN_SCP_FRMN,France,ISIC4_N,TOTAL,5
2020,EN_SCP_FRMN,France,ISIC4_J,TOTAL,10
2020,EN_SCP_FRMN,France,ISIC4_G,TOTAL,138
2020,EN_SCP_FRMN,France,ISIC4_B,TOTAL,4
2020,EN_SCP_FRMN,France,TOTAL,TOTAL,138
2020,EN_SCP_FRMN,France,ISIC4_K,TOTAL,12
2020,EN_SCP_FRMN,France,ISIC4_A,TOTAL,1
2020,EN_SCP_FRMN,France,ISIC4_C,TOTAL,53
2020,EN_SCP_FRMN,France,ISIC4_F,TOTAL,5
2020,EN_SCP_FRMN,France,ISIC4_S,TOTAL,1
2020,EN_SCP_FRMN,France,ISIC4_H,TOTAL,4
2020,EN_SCP_FRMN,France,ISIC4_Q,TOTAL,2
2021,EN_SCP_FRMN,France,ISIC4_H,TOTAL,4
2021,EN_SCP_FRMN,France,ISIC4_A,TOTAL,1
2021,EN_SCP_FRMN,France,TOTAL,TOTAL,150
2021,EN_SCP_FRMN,France,ISIC4_J,TOTAL,12
2021,EN_SCP_FRMN,France,ISIC4_G,TOTAL,150
2021,EN_SCP_FRMN,France,ISIC4_S,TOTAL,1
2021,EN_SCP_FRMN,France,ISIC4_K,TOTAL,13
2021,EN_SCP_FRMN,France,ISIC4_Q,TOTAL,2
2021,EN_SCP_FRMN,France,ISIC4_C,TOTAL,58
2021,EN_SCP_FRMN,France,ISIC4_I,TOTAL,3
2021,EN_SCP_FRMN,France,ISIC4_M,TOTAL,17
2021,EN_SCP_FRMN,France,ISIC4_N,TOTAL,4
2021,EN_SCP_FRMN,France,ISIC4_F,TOTAL,5
2021,EN_SCP_FRMN,France,ISIC4_L,TOTAL,11
2021,EN_SCP_FRMN,France,ISIC4_B,TOTAL,5
2018,EN_SCP_FRMN,Georgia,ISIC4_K,TOTAL,1
2018,EN_SCP_FRMN,Georgia,ISIC4_G,TOTAL,1
2018,EN_SCP_FRMN,Georgia,TOTAL,TOTAL,1
2019,EN_SCP_FRMN,Georgia,ISIC4_G,TOTAL,1
2019,EN_SCP_FRMN,Georgia,ISIC4_K,TOTAL,1
2019,EN_SCP_FRMN,Georgia,TOTAL,TOTAL,1
2020,EN_SCP_FRMN,Georgia,ISIC4_G,TOTAL,1
2020,EN_SCP_FRMN,Georgia,TOTAL,TOTAL,1
2020,EN_SCP_FRMN,Georgia,ISIC4_K,TOTAL,1
2021,EN_SCP_FRMN,Georgia,ISIC4_K,TOTAL,1
2021,EN_SCP_FRMN,Georgia,ISIC4_G,TOTAL,1
2021,EN_SCP_FRMN,Georgia,TOTAL,TOTAL,1
2016,EN_SCP_FRMN,Germany,ISIC4_K,TOTAL,7
2016,EN_SCP_FRMN,Germany,TOTAL,TOTAL,59
2016,EN_SCP_FRMN,Germany,ISIC4_G,TOTAL,59
2016,EN_SCP_FRMN,Germany,ISIC4_L,TOTAL,2
2016,EN_SCP_FRMN,Germany,ISIC4_M,TOTAL,1
2016,EN_SCP_FRMN,Germany,ISIC4_Q,TOTAL,3
2016,EN_SCP_FRMN,Germany,ISIC4_H,TOTAL,3
2016,EN_SCP_FRMN,Germany,ISIC4_J,TOTAL,5
2016,EN_SCP_FRMN,Germany,ISIC4_N,TOTAL,1
2016,EN_SCP_FRMN,Germany,ISIC4_F,TOTAL,1
2016,EN_SCP_FRMN,Germany,ISIC4_B,TOTAL,1
2016,EN_SCP_FRMN,Germany,ISIC4_C,TOTAL,27
2017,EN_SCP_FRMN,Germany,ISIC4_H,TOTAL,4
2017,EN_SCP_FRMN,Germany,TOTAL,TOTAL,86
2017,EN_SCP_FRMN,Germany,ISIC4_R,TOTAL,1
2017,EN_SCP_FRMN,Germany,ISIC4_Q,TOTAL,3
2017,EN_SCP_FRMN,Germany,ISIC4_L,TOTAL,6
2017,EN_SCP_FRMN,Germany,ISIC4_G,TOTAL,86
2017,EN_SCP_FRMN,Germany,ISIC4_J,TOTAL,8
2017,EN_SCP_FRMN,Germany,ISIC4_F,TOTAL,1
2017,EN_SCP_FRMN,Germany,ISIC4_N,TOTAL,1
2017,EN_SCP_FRMN,Germany,ISIC4_C,TOTAL,37
2017,EN_SCP_FRMN,Germany,ISIC4_B,TOTAL,1
2017,EN_SCP_FRMN,Germany,ISIC4_M,TOTAL,4
2017,EN_SCP_FRMN,Germany,ISIC4_K,TOTAL,8
2018,EN_SCP_FRMN,Germany,ISIC4_L,TOTAL,9
2018,EN_SCP_FRMN,Germany,ISIC4_H,TOTAL,4
2018,EN_SCP_FRMN,Germany,ISIC4_R,TOTAL,1
2018,EN_SCP_FRMN,Germany,ISIC4_J,TOTAL,12
2018,EN_SCP_FRMN,Germany,ISIC4_A,TOTAL,1
2018,EN_SCP_FRMN,Germany,ISIC4_N,TOTAL,2
2018,EN_SCP_FRMN,Germany,ISIC4_B,TOTAL,1
2018,EN_SCP_FRMN,Germany,ISIC4_C,TOTAL,54
2018,EN_SCP_FRMN,Germany,ISIC4_K,TOTAL,10
2018,EN_SCP_FRMN,Germany,ISIC4_Q,TOTAL,3
2018,EN_SCP_FRMN,Germany,ISIC4_G,TOTAL,120
2018,EN_SCP_FRMN,Germany,TOTAL,TOTAL,120
2018,EN_SCP_FRMN,Germany,ISIC4_M,TOTAL,7
2018,EN_SCP_FRMN,Germany,ISIC4_F,TOTAL,1
2019,EN_SCP_FRMN,Germany,ISIC4_H,TOTAL,4
2019,EN_SCP_FRMN,Germany,ISIC4_C,TOTAL,61
2019,EN_SCP_FRMN,Germany,ISIC4_J,TOTAL,13
2019,EN_SCP_FRMN,Germany,ISIC4_R,TOTAL,2
2019,EN_SCP_FRMN,Germany,ISIC4_L,TOTAL,10
2019,EN_SCP_FRMN,Germany,ISIC4_K,TOTAL,13
2019,EN_SCP_FRMN,Germany,ISIC4_A,TOTAL,1
2019,EN_SCP_FRMN,Germany,ISIC4_F,TOTAL,1
2019,EN_SCP_FRMN,Germany,ISIC4_N,TOTAL,3
2019,EN_SCP_FRMN,Germany,ISIC4_M,TOTAL,7
2019,EN_SCP_FRMN,Germany,ISIC4_B,TOTAL,1
2019,EN_SCP_FRMN,Germany,TOTAL,TOTAL,135
2019,EN_SCP_FRMN,Germany,ISIC4_G,TOTAL,135
2019,EN_SCP_FRMN,Germany,ISIC4_Q,TOTAL,3
2020,EN_SCP_FRMN,Germany,ISIC4_R,TOTAL,2
2020,EN_SCP_FRMN,Germany,ISIC4_F,TOTAL,3
2020,EN_SCP_FRMN,Germany,ISIC4_M,TOTAL,12
2020,EN_SCP_FRMN,Germany,ISIC4_H,TOTAL,4
2020,EN_SCP_FRMN,Germany,ISIC4_B,TOTAL,1
2020,EN_SCP_FRMN,Germany,ISIC4_A,TOTAL,1
2020,EN_SCP_FRMN,Germany,ISIC4_Q,TOTAL,3
2020,EN_SCP_FRMN,Germany,ISIC4_N,TOTAL,4
2020,EN_SCP_FRMN,Germany,ISIC4_G,TOTAL,181
2020,EN_SCP_FRMN,Germany,ISIC4_K,TOTAL,14
2020,EN_SCP_FRMN,Germany,ISIC4_J,TOTAL,20
2020,EN_SCP_FRMN,Germany,ISIC4_C,TOTAL,88
2020,EN_SCP_FRMN,Germany,TOTAL,TOTAL,181
2020,EN_SCP_FRMN,Germany,ISIC4_L,TOTAL,10
2021,EN_SCP_FRMN,Germany,TOTAL,TOTAL,195
2021,EN_SCP_FRMN,Germany,ISIC4_K,TOTAL,16
2021,EN_SCP_FRMN,Germany,ISIC4_F,TOTAL,3
2021,EN_SCP_FRMN,Germany,ISIC4_B,TOTAL,1
2021,EN_SCP_FRMN,Germany,ISIC4_C,TOTAL,94
2021,EN_SCP_FRMN,Germany,ISIC4_G,TOTAL,195
2021,EN_SCP_FRMN,Germany,ISIC4_A,TOTAL,1
2021,EN_SCP_FRMN,Germany,ISIC4_L,TOTAL,11
2021,EN_SCP_FRMN,Germany,ISIC4_H,TOTAL,4
2021,EN_SCP_FRMN,Germany,ISIC4_R,TOTAL,2
2021,EN_SCP_FRMN,Germany,ISIC4_J,TOTAL,23
2021,EN_SCP_FRMN,Germany,ISIC4_N,TOTAL,4
2021,EN_SCP_FRMN,Germany,ISIC4_S,TOTAL,1
2021,EN_SCP_FRMN,Germany,ISIC4_Q,TOTAL,3
2021,EN_SCP_FRMN,Germany,ISIC4_M,TOTAL,13
2016,EN_SCP_FRMN,Greece,ISIC4_R,TOTAL,1
2016,EN_SCP_FRMN,Greece,ISIC4_G,TOTAL,6
2016,EN_SCP_FRMN,Greece,TOTAL,TOTAL,6
2016,EN_SCP_FRMN,Greece,ISIC4_F,TOTAL,1
2016,EN_SCP_FRMN,Greece,ISIC4_K,TOTAL,2
2016,EN_SCP_FRMN,Greece,ISIC4_C,TOTAL,2
2017,EN_SCP_FRMN,Greece,ISIC4_C,TOTAL,3
2017,EN_SCP_FRMN,Greece,ISIC4_G,TOTAL,9
2017,EN_SCP_FRMN,Greece,ISIC4_F,TOTAL,2
2017,EN_SCP_FRMN,Greece,TOTAL,TOTAL,9
2017,EN_SCP_FRMN,Greece,ISIC4_K,TOTAL,2
2017,EN_SCP_FRMN,Greece,ISIC4_R,TOTAL,1
2018,EN_SCP_FRMN,Greece,ISIC4_C,TOTAL,4
2018,EN_SCP_FRMN,Greece,TOTAL,TOTAL,11
2018,EN_SCP_FRMN,Greece,ISIC4_K,TOTAL,2
2018,EN_SCP_FRMN,Greece,ISIC4_F,TOTAL,2
2018,EN_SCP_FRMN,Greece,ISIC4_R,TOTAL,1
2018,EN_SCP_FRMN,Greece,ISIC4_G,TOTAL,11
2019,EN_SCP_FRMN,Greece,ISIC4_R,TOTAL,1
2019,EN_SCP_FRMN,Greece,ISIC4_G,TOTAL,12
2019,EN_SCP_FRMN,Greece,ISIC4_C,TOTAL,4
2019,EN_SCP_FRMN,Greece,TOTAL,TOTAL,12
2019,EN_SCP_FRMN,Greece,ISIC4_H,TOTAL,1
2019,EN_SCP_FRMN,Greece,ISIC4_F,TOTAL,2
2019,EN_SCP_FRMN,Greece,ISIC4_K,TOTAL,2
2020,EN_SCP_FRMN,Greece,ISIC4_K,TOTAL,2
2020,EN_SCP_FRMN,Greece,ISIC4_G,TOTAL,13
2020,EN_SCP_FRMN,Greece,ISIC4_R,TOTAL,1
2020,EN_SCP_FRMN,Greece,ISIC4_H,TOTAL,2
2020,EN_SCP_FRMN,Greece,ISIC4_F,TOTAL,2
2020,EN_SCP_FRMN,Greece,ISIC4_C,TOTAL,4
2020,EN_SCP_FRMN,Greece,TOTAL,TOTAL,13
2021,EN_SCP_FRMN,Greece,ISIC4_R,TOTAL,1
2021,EN_SCP_FRMN,Greece,ISIC4_C,TOTAL,4
2021,EN_SCP_FRMN,Greece,TOTAL,TOTAL,13
2021,EN_SCP_FRMN,Greece,ISIC4_H,TOTAL,2
2017,EN_SCP_FRMN,Italy,ISIC4_J,TOTAL,4
2017,EN_SCP_FRMN,Italy,ISIC4_C,TOTAL,9
2017,EN_SCP_FRMN,Italy,TOTAL,TOTAL,35
2017,EN_SCP_FRMN,Italy,ISIC4_K,TOTAL,9
2018,EN_SCP_FRMN,Italy,ISIC4_G,TOTAL,66
2018,EN_SCP_FRMN,Italy,ISIC4_K,TOTAL,13
2018,EN_SCP_FRMN,Italy,ISIC4_L,TOTAL,1
2018,EN_SCP_FRMN,Italy,ISIC4_S,TOTAL,1
2018,EN_SCP_FRMN,Italy,ISIC4_J,TOTAL,5
2018,EN_SCP_FRMN,Italy,ISIC4_C,TOTAL,25
2018,EN_SCP_FRMN,Italy,ISIC4_M,TOTAL,1
2018,EN_SCP_FRMN,Italy,ISIC4_F,TOTAL,2
2018,EN_SCP_FRMN,Italy,TOTAL,TOTAL,66
2018,EN_SCP_FRMN,Italy,ISIC4_I,TOTAL,1
2018,EN_SCP_FRMN,Italy,ISIC4_H,TOTAL,3
2019,EN_SCP_FRMN,Italy,ISIC4_I,TOTAL,1
2019,EN_SCP_FRMN,Italy,ISIC4_H,TOTAL,3
2019,EN_SCP_FRMN,Italy,ISIC4_L,TOTAL,1
2019,EN_SCP_FRMN,Italy,ISIC4_F,TOTAL,2
2019,EN_SCP_FRMN,Italy,ISIC4_J,TOTAL,5
2019,EN_SCP_FRMN,Italy,ISIC4_S,TOTAL,1
2019,EN_SCP_FRMN,Italy,ISIC4_C,TOTAL,25
2019,EN_SCP_FRMN,Italy,ISIC4_K,TOTAL,15
2019,EN_SCP_FRMN,Italy,ISIC4_M,TOTAL,1
2019,EN_SCP_FRMN,Italy,ISIC4_G,TOTAL,68
2019,EN_SCP_FRMN,Italy,TOTAL,TOTAL,68
2020,EN_SCP_FRMN,Italy,TOTAL,TOTAL,89
2020,EN_SCP_FRMN,Italy,ISIC4_G,TOTAL,89
2020,EN_SCP_FRMN,Italy,ISIC4_N,TOTAL,1
2020,EN_SCP_FRMN,Italy,ISIC4_Q,TOTAL,1
2020,EN_SCP_FRMN,Italy,ISIC4_S,TOTAL,1
2020,EN_SCP_FRMN,Italy,ISIC4_L,TOTAL,1
2020,EN_SCP_FRMN,Italy,ISIC4_F,TOTAL,2
2020,EN_SCP_FRMN,Italy,ISIC4_H,TOTAL,4
2020,EN_SCP_FRMN,Italy,ISIC4_C,TOTAL,33
2020,EN_SCP_FRMN,Italy,ISIC4_J,TOTAL,10
2020,EN_SCP_FRMN,Italy,ISIC4_I,TOTAL,1
2020,EN_SCP_FRMN,Italy,ISIC4_M,TOTAL,3
2020,EN_SCP_FRMN,Italy,ISIC4_K,TOTAL,16
2021,EN_SCP_FRMN,Italy,ISIC4_M,TOTAL,3
2021,EN_SCP_FRMN,Italy,ISIC4_Q,TOTAL,1
2021,EN_SCP_FRMN,Italy,TOTAL,TOTAL,94
2021,EN_SCP_FRMN,Italy,ISIC4_L,TOTAL,1
2021,EN_SCP_FRMN,Italy,ISIC4_C,TOTAL,36
2021,EN_SCP_FRMN,Italy,ISIC4_F,TOTAL,2
2021,EN_SCP_FRMN,Italy,ISIC4_S,TOTAL,1
2021,EN_SCP_FRMN,Italy,ISIC4_J,TOTAL,9
2021,EN_SCP_FRMN,Italy,ISIC4_G,TOTAL,94
2021,EN_SCP_FRMN,Italy,ISIC4_N,TOTAL,2
2021,EN_SCP_FRMN,Italy,ISIC4_K,TOTAL,16
2021,EN_SCP_FRMN,Italy,ISIC4_I,TOTAL,1
2021,EN_SCP_FRMN,Italy,ISIC4_H,TOTAL,4
2016,EN_SCP_FRMN,Japan,ISIC4_L,TOTAL,7
2016,EN_SCP_FRMN,Japan,TOTAL,TOTAL,265
2016,EN_SCP_FRMN,Japan,ISIC4_G,TOTAL,265
2016,EN_SCP_FRMN,Japan,ISIC4_J,TOTAL,6
2016,EN_SCP_FRMN,Japan,ISIC4_F,TOTAL,13
2016,EN_SCP_FRMN,Japan,ISIC4_K,TOTAL,16
2016,EN_SCP_FRMN,Japan,ISIC4_M,TOTAL,10
2016,EN_SCP_FRMN,Japan,ISIC4_B,TOTAL,3
2016,EN_SCP_FRMN,Japan,ISIC4_R,TOTAL,1
2016,EN_SCP_FRMN,Japan,ISIC4_P,TOTAL,1
2016,EN_SCP_FRMN,Japan,ISIC4_I,TOTAL,1
2016,EN_SCP_FRMN,Japan,ISIC4_N,TOTAL,1
2016,EN_SCP_FRMN,Japan,ISIC4_H,TOTAL,12
2016,EN_SCP_FRMN,Japan,ISIC4_C,TOTAL,168
2017,EN_SCP_FRMN,Japan,ISIC4_G,TOTAL,274
2017,EN_SCP_FRMN,Japan,ISIC4_B,TOTAL,3
2017,EN_SCP_FRMN,Japan,ISIC4_J,TOTAL,8
2017,EN_SCP_FRMN,Japan,ISIC4_C,TOTAL,170
2017,EN_SCP_FRMN,Japan,ISIC4_F,TOTAL,13
2017,EN_SCP_FRMN,Japan,ISIC4_N,TOTAL,1
2017,EN_SCP_FRMN,Japan,ISIC4_P,TOTAL,1
2017,EN_SCP_FRMN,Japan,ISIC4_R,TOTAL,1
2017,EN_SCP_FRMN,Japan,ISIC4_L,TOTAL,9
2017,EN_SCP_FRMN,Japan,ISIC4_M,TOTAL,10
2017,EN_SCP_FRMN,Japan,TOTAL,TOTAL,274
2017,EN_SCP_FRMN,Japan,ISIC4_I,TOTAL,1
2017,EN_SCP_FRMN,Japan,ISIC4_K,TOTAL,16
2017,EN_SCP_FRMN,Japan,ISIC4_H,TOTAL,14
2018,EN_SCP_FRMN,Japan,ISIC4_K,TOTAL,20
2018,EN_SCP_FRMN,Japan,ISIC4_P,TOTAL,1
2018,EN_SCP_FRMN,Japan,ISIC4_R,TOTAL,1
2018,EN_SCP_FRMN,Japan,ISIC4_I,TOTAL,1
2018,EN_SCP_FRMN,Japan,ISIC4_N,TOTAL,1
2018,EN_SCP_FRMN,Japan,ISIC4_L,TOTAL,13
2018,EN_SCP_FRMN,Japan,ISIC4_J,TOTAL,9
2018,EN_SCP_FRMN,Japan,ISIC4_B,TOTAL,3
2018,EN_SCP_FRMN,Japan,TOTAL,TOTAL,296
2018,EN_SCP_FRMN,Japan,ISIC4_G,TOTAL,296
2018,EN_SCP_FRMN,Japan,ISIC4_C,TOTAL,174
2018,EN_SCP_FRMN,Japan,ISIC4_Q,TOTAL,1
2018,EN_SCP_FRMN,Japan,ISIC4_H,TOTAL,15
2018,EN_SCP_FRMN,Japan,ISIC4_F,TOTAL,14
2018,EN_SCP_FRMN,Japan,ISIC4_M,TOTAL,11
2019,EN_SCP_FRMN,Japan,ISIC4_C,TOTAL,183
2019,EN_SCP_FRMN,Japan,ISIC4_B,TOTAL,3
2019,EN_SCP_FRMN,Japan,ISIC4_I,TOTAL,2
2019,EN_SCP_FRMN,Japan,ISIC4_K,TOTAL,27
2019,EN_SCP_FRMN,Japan,ISIC4_R,TOTAL,1
2019,EN_SCP_FRMN,Japan,ISIC4_J,TOTAL,10
2019,EN_SCP_FRMN,Japan,ISIC4_L,TOTAL,17
2019,EN_SCP_FRMN,Japan,TOTAL,TOTAL,327
2019,EN_SCP_FRMN,Japan,ISIC4_S,TOTAL,1
2019,EN_SCP_FRMN,Japan,ISIC4_M,TOTAL,14
2019,EN_SCP_FRMN,Japan,ISIC4_G,TOTAL,327
2019,EN_SCP_FRMN,Japan,ISIC4_N,TOTAL,1
2019,EN_SCP_FRMN,Japan,ISIC4_Q,TOTAL,1
2019,EN_SCP_FRMN,Japan,ISIC4_F,TOTAL,15
2019,EN_SCP_FRMN,Japan,ISIC4_H,TOTAL,17
2019,EN_SCP_FRMN,Japan,ISIC4_P,TOTAL,1
2020,EN_SCP_FRMN,Japan,ISIC4_H,TOTAL,17
2020,EN_SCP_FRMN,Japan,ISIC4_P,TOTAL,1
2020,EN_SCP_FRMN,Japan,ISIC4_B,TOTAL,3
2020,EN_SCP_FRMN,Japan,ISIC4_N,TOTAL,1
2020,EN_SCP_FRMN,Japan,ISIC4_J,TOTAL,10
2020,EN_SCP_FRMN,Japan,ISIC4_C,TOTAL,190
2020,EN_SCP_FRMN,Japan,ISIC4_G,TOTAL,340
2020,EN_SCP_FRMN,Japan,ISIC4_I,TOTAL,2
2020,EN_SCP_FRMN,Japan,ISIC4_F,TOTAL,15
2020,EN_SCP_FRMN,Japan,TOTAL,TOTAL,340
2020,EN_SCP_FRMN,Japan,ISIC4_L,TOTAL,16
2020,EN_SCP_FRMN,Japan,ISIC4_R,TOTAL,1
2020,EN_SCP_FRMN,Japan,ISIC4_Q,TOTAL,1
2020,EN_SCP_FRMN,Japan,ISIC4_M,TOTAL,16
2020,EN_SCP_FRMN,Japan,ISIC4_S,TOTAL,1
2020,EN_SCP_FRMN,Japan,ISIC4_K,TOTAL,28
2021,EN_SCP_FRMN,Japan,ISIC4_P,TOTAL,1
2021,EN_SCP_FRMN,Japan,ISIC4_M,TOTAL,17
2021,EN_SCP_FRMN,Japan,ISIC4_Q,TOTAL,1
2021,EN_SCP_FRMN,Japan,ISIC4_J,TOTAL,11
2021,EN_SCP_FRMN,Japan,ISIC4_K,TOTAL,33
