Year,SeriesCode,Country,Activity,Level of requirement,Value
2021,EN_SCP_FRMN,Canada,ISIC4_Q,TOTAL,2
2021,EN_SCP_FRMN,Canada,ISIC4_L,TOTAL,24
2016,EN_SCP_FRMN,Chile,ISIC4_J,TOTAL,1
2016,EN_SCP_FRMN,Chile,ISIC4_K,TOTAL,3
2016,EN_SCP_FRMN,Chile,ISIC4_H,TOTAL,2
2016,EN_SCP_FRMN,Chile,ISIC4_G,TOTAL,20
2016,EN_SCP_FRMN,Chile,ISIC4_M,TOTAL,1
2016,EN_SCP_FRMN,Chile,ISIC4_L,TOTAL,1
2016,EN_SCP_FRMN,Chile,TOTAL,TOTAL,20
2016,EN_SCP_FRMN,Chile,ISIC4_C,TOTAL,5
2017,EN_SCP_FRMN,Chile,ISIC4_J,TOTAL,1
2017,EN_SCP_FRMN,Chile,ISIC4_G,TOTAL,21
2017,EN_SCP_FRMN,Chile,ISIC4_H,TOTAL,2
2017,EN_SCP_FRMN,Chile,ISIC4_K,TOTAL,4
2017,EN_SCP_FRMN,Chile,ISIC4_L,TOTAL,1
2017,EN_SCP_FRMN,Chile,ISIC4_M,TOTAL,1
2017,EN_SCP_FRMN,Chile,TOTAL,TOTAL,21
2017,EN_SCP_FRMN,Chile,ISIC4_C,TOTAL,4
2017,EN_SCP_FRMN,Chile,ISIC4_B,TOTAL,1
2018,EN_SCP_FRMN,Chile,ISIC4_M,TOTAL,1
2018,EN_SCP_FRMN,Chile,ISIC4_L,TOTAL,1
2018,EN_SCP_FRMN,Chile,TOTAL,TOTAL,24
2018,EN_SCP_FRMN,Chile,ISIC4_H,TOTAL,2
2018,EN_SCP_FRMN,Chile,ISIC4_B,TOTAL,1
2018,EN_SCP_FRMN,Chile,ISIC4_J,TOTAL,1
2018,EN_SCP_FRMN,Chile,ISIC4_G,TOTAL,24
2018,EN_SCP_FRMN,Chile,ISIC4_C,TOTAL,5
2018,EN_SCP_FRMN,Chile,ISIC4_K,TOTAL,5
2019,EN_SCP_FRMN,Chile,ISIC4_K,TOTAL,5
2019,EN_SCP_FRMN,Chile,ISIC4_M,TOTAL,1
2019,EN_SCP_FRMN,Chile,ISIC4_C,TOTAL,5
2019,EN_SCP_FRMN,Chile,ISIC4_G,TOTAL,26
2019,EN_SCP_FRMN,Chile,ISIC4_B,TOTAL,1
2019,EN_SCP_FRMN,Chile,ISIC4_J,TOTAL,1
2019,EN_SCP_FRMN,Chile,ISIC4_F,TOTAL,1
2019,EN_SCP_FRMN,Chile,ISIC4_L,TOTAL,2
2019,EN_SCP_FRMN,Chile,ISIC4_H,TOTAL,2
2019,EN_SCP_FRMN,Chile,TOTAL,TOTAL,26
2020,EN_SCP_FRMN,Chile,ISIC4_L,TOTAL,2
2020,EN_SCP_FRMN,Chile,ISIC4_H,TOTAL,2
2020,EN_SCP_FRMN,Chile,ISIC4_J,TOTAL,1
2020,EN_SCP_FRMN,Chile,TOTAL,TOTAL,30
2020,EN_SCP_FRMN,Chile,ISIC4_C,TOTAL,5
2020,EN_SCP_FRMN,Chile,ISIC4_M,TOTAL,1
2020,EN_SCP_FRMN,Chile,ISIC4_G,TOTAL,30
2020,EN_SCP_FRMN,Chile,ISIC4_K,TOTAL,6
2020,EN_SCP_FRMN,Chile,ISIC4_B,TOTAL,1
2020,EN_SCP_FRMN,Chile,ISIC4_F,TOTAL,2
2021,EN_SCP_FRMN,Chile,ISIC4_G,TOTAL,32
2021,EN_SCP_FRMN,Chile,ISIC4_F,TOTAL,2
2021,EN_SCP_FRMN,Chile,ISIC4_L,TOTAL,2
2021,EN_SCP_FRMN,Chile,ISIC4_C,TOTAL,5
2021,EN_SCP_FRMN,Chile,TOTAL,TOTAL,32
2021,EN_SCP_FRMN,Chile,ISIC4_M,TOTAL,1
2021,EN_SCP_FRMN,Chile,ISIC4_J,TOTAL,1
2021,EN_SCP_FRMN,Chile,ISIC4_K,TOTAL,6
2021,EN_SCP_FRMN,Chile,ISIC4_H,TOTAL,2
2021,EN_SCP_FRMN,Chile,ISIC4_B,TOTAL,1
2016,EN_SCP_FRMN,China,ISIC4_L,TOTAL,2
2016,EN_SCP_FRMN,China,ISIC4_C,TOTAL,40
2016,EN_SCP_FRMN,China,ISIC4_J,TOTAL,4
2016,EN_SCP_FRMN,China,ISIC4_F,TOTAL,13
2016,EN_SCP_FRMN,China,ISIC4_B,TOTAL,5
2016,EN_SCP_FRMN,China,ISIC4_K,TOTAL,18
2016,EN_SCP_FRMN,China,TOTAL,TOTAL,102
2016,EN_SCP_FRMN,China,ISIC4_H,TOTAL,6
2016,EN_SCP_FRMN,China,ISIC4_G,TOTAL,102
2017,EN_SCP_FRMN,China,ISIC4_I,TOTAL,1
2017,EN_SCP_FRMN,China,ISIC4_L,TOTAL,4
2017,EN_SCP_FRMN,China,ISIC4_M,TOTAL,6
2017,EN_SCP_FRMN,China,ISIC4_A,TOTAL,1
2017,EN_SCP_FRMN,China,TOTAL,TOTAL,241
2017,EN_SCP_FRMN,China,ISIC4_G,TOTAL,241
2017,EN_SCP_FRMN,China,ISIC4_B,TOTAL,11
2017,EN_SCP_FRMN,China,ISIC4_F,TOTAL,26
2017,EN_SCP_FRMN,China,ISIC4_J,TOTAL,7
2017,EN_SCP_FRMN,China,ISIC4_C,TOTAL,96
2017,EN_SCP_FRMN,China,ISIC4_Q,TOTAL,1
2017,EN_SCP_FRMN,China,ISIC4_R,TOTAL,1
2017,EN_SCP_FRMN,China,ISIC4_H,TOTAL,12
2017,EN_SCP_FRMN,China,ISIC4_K,TOTAL,46
2018,EN_SCP_FRMN,China,ISIC4_B,TOTAL,12
2018,EN_SCP_FRMN,China,ISIC4_K,TOTAL,51
2018,EN_SCP_FRMN,China,ISIC4_I,TOTAL,2
2018,EN_SCP_FRMN,China,TOTAL,TOTAL,293
2018,EN_SCP_FRMN,China,ISIC4_C,TOTAL,120
2018,EN_SCP_FRMN,China,ISIC4_J,TOTAL,11
2018,EN_SCP_FRMN,China,ISIC4_Q,TOTAL,1
2018,EN_SCP_FRMN,China,ISIC4_F,TOTAL,31
2018,EN_SCP_FRMN,China,ISIC4_G,TOTAL,293
2018,EN_SCP_FRMN,China,ISIC4_H,TOTAL,14
2018,EN_SCP_FRMN,China,ISIC4_A,TOTAL,2
2018,EN_SCP_FRMN,China,ISIC4_R,TOTAL,1
2018,EN_SCP_FRMN,China,ISIC4_M,TOTAL,8
2018,EN_SCP_FRMN,China,ISIC4_L,TOTAL,4
2019,EN_SCP_FRMN,China,ISIC4_C,TOTAL,253
2019,EN_SCP_FRMN,China,ISIC4_J,TOTAL,23
2019,EN_SCP_FRMN,China,ISIC4_G,TOTAL,520
2019,EN_SCP_FRMN,China,ISIC4_P,TOTAL,3
2019,EN_SCP_FRMN,China,ISIC4_L,TOTAL,8
2019,EN_SCP_FRMN,China,ISIC4_H,TOTAL,23
2019,EN_SCP_FRMN,China,ISIC4_Q,TOTAL,4
2019,EN_SCP_FRMN,China,ISIC4_A,TOTAL,4
2019,EN_SCP_FRMN,China,ISIC4_I,TOTAL,3
2019,EN_SCP_FRMN,China,ISIC4_K,TOTAL,65
2019,EN_SCP_FRMN,China,ISIC4_N,TOTAL,5
2019,EN_SCP_FRMN,China,ISIC4_B,TOTAL,18
2019,EN_SCP_FRMN,China,ISIC4_M,TOTAL,18
2019,EN_SCP_FRMN,China,ISIC4_F,TOTAL,40
2019,EN_SCP_FRMN,China,ISIC4_R,TOTAL,1
2019,EN_SCP_FRMN,China,TOTAL,TOTAL,520
2020,EN_SCP_FRMN,China,ISIC4_I,TOTAL,5
2020,EN_SCP_FRMN,China,ISIC4_A,TOTAL,5
2020,EN_SCP_FRMN,China,ISIC4_K,TOTAL,72
2020,EN_SCP_FRMN,China,ISIC4_B,TOTAL,22
2020,EN_SCP_FRMN,China,ISIC4_L,TOTAL,13
2020,EN_SCP_FRMN,China,ISIC4_P,TOTAL,4
2020,EN_SCP_FRMN,China,TOTAL,TOTAL,681
2020,EN_SCP_FRMN,China,ISIC4_F,TOTAL,48
2020,EN_SCP_FRMN,China,ISIC4_N,TOTAL,6
2020,EN_SCP_FRMN,China,ISIC4_R,TOTAL,1
2020,EN_SCP_FRMN,China,ISIC4_J,TOTAL,28
2020,EN_SCP_FRMN,China,ISIC4_Q,TOTAL,5
2020,EN_SCP_FRMN,China,ISIC4_G,TOTAL,681
2020,EN_SCP_FRMN,China,ISIC4_M,TOTAL,28
2020,EN_SCP_FRMN,China,ISIC4_H,TOTAL,29
2020,EN_SCP_FRMN,China,ISIC4_C,TOTAL,349
2021,EN_SCP_FRMN,China,ISIC4_J,TOTAL,36
2021,EN_SCP_FRMN,China,ISIC4_N,TOTAL,7
2021,EN_SCP_FRMN,China,ISIC4_F,TOTAL,65
2021,EN_SCP_FRMN,China,ISIC4_M,TOTAL,32
2021,EN_SCP_FRMN,China,ISIC4_Q,TOTAL,6
2021,EN_SCP_FRMN,China,ISIC4_R,TOTAL,1
2021,EN_SCP_FRMN,China,ISIC4_C,TOTAL,464
2021,EN_SCP_FRMN,China,ISIC4_L,TOTAL,14
2021,EN_SCP_FRMN,China,ISIC4_G,TOTAL,891
2021,EN_SCP_FRMN,China,ISIC4_B,TOTAL,33
2021,EN_SCP_FRMN,China,ISIC4_P,TOTAL,4
2021,EN_SCP_FRMN,China,ISIC4_I,TOTAL,5
2021,EN_SCP_FRMN,China,ISIC4_A,TOTAL,6
2021,EN_SCP_FRMN,China,ISIC4_K,TOTAL,99
2021,EN_SCP_FRMN,China,ISIC4_H,TOTAL,35
2021,EN_SCP_FRMN,China,TOTAL,TOTAL,891
2016,EN_SCP_FRMN,Colombia,ISIC4_J,TOTAL,1
2016,EN_SCP_FRMN,Colombia,ISIC4_G,TOTAL,10
2016,EN_SCP_FRMN,Colombia,ISIC4_K,TOTAL,4
2016,EN_SCP_FRMN,Colombia,ISIC4_B,TOTAL,1
2016,EN_SCP_FRMN,Colombia,ISIC4_C,TOTAL,3
2016,EN_SCP_FRMN,Colombia,TOTAL,TOTAL,10
2017,EN_SCP_FRMN,Colombia,ISIC4_G,TOTAL,11
2017,EN_SCP_FRMN,Colombia,ISIC4_J,TOTAL,1
2017,EN_SCP_FRMN,Colombia,ISIC4_B,TOTAL,1
2017,EN_SCP_FRMN,Colombia,ISIC4_C,TOTAL,3
2017,EN_SCP_FRMN,Colombia,ISIC4_K,TOTAL,4
2017,EN_SCP_FRMN,Colombia,TOTAL,TOTAL,11
2017,EN_SCP_FRMN,Colombia,ISIC4_F,TOTAL,1
2018,EN_SCP_FRMN,Colombia,ISIC4_B,TOTAL,1
2018,EN_SCP_FRMN,Colombia,TOTAL,TOTAL,12
2018,EN_SCP_FRMN,Colombia,ISIC4_G,TOTAL,12
2018,EN_SCP_FRMN,Colombia,ISIC4_F,TOTAL,1
2018,EN_SCP_FRMN,Colombia,ISIC4_C,TOTAL,3
2018,EN_SCP_FRMN,Colombia,ISIC4_J,TOTAL,1
2018,EN_SCP_FRMN,Colombia,ISIC4_K,TOTAL,5
2019,EN_SCP_FRMN,Colombia,ISIC4_J,TOTAL,1
2019,EN_SCP_FRMN,Colombia,ISIC4_G,TOTAL,14
2019,EN_SCP_FRMN,Colombia,ISIC4_B,TOTAL,1
2019,EN_SCP_FRMN,Colombia,ISIC4_K,TOTAL,6
2019,EN_SCP_FRMN,Colombia,ISIC4_F,TOTAL,1
2019,EN_SCP_FRMN,Colombia,ISIC4_C,TOTAL,4
2019,EN_SCP_FRMN,Colombia,TOTAL,TOTAL,14
2020,EN_SCP_FRMN,Colombia,ISIC4_J,TOTAL,1
2020,EN_SCP_FRMN,Colombia,ISIC4_B,TOTAL,1
2020,EN_SCP_FRMN,Colombia,ISIC4_F,TOTAL,1
2020,EN_SCP_FRMN,Colombia,ISIC4_G,TOTAL,14
2020,EN_SCP_FRMN,Colombia,TOTAL,TOTAL,14
2020,EN_SCP_FRMN,Colombia,ISIC4_K,TOTAL,6
2020,EN_SCP_FRMN,Colombia,ISIC4_C,TOTAL,4
2021,EN_SCP_FRMN,Colombia,ISIC4_J,TOTAL,1
2021,EN_SCP_FRMN,Colombia,ISIC4_F,TOTAL,1
2021,EN_SCP_FRMN,Colombia,ISIC4_G,TOTAL,14
2021,EN_SCP_FRMN,Colombia,ISIC4_C,TOTAL,4
2021,EN_SCP_FRMN,Colombia,TOTAL,TOTAL,14
2021,EN_SCP_FRMN,Colombia,ISIC4_B,TOTAL,1
2021,EN_SCP_FRMN,Colombia,ISIC4_K,TOTAL,6
2016,EN_SCP_FRMN,Cyprus,ISIC4_B,TOTAL,1
2016,EN_SCP_FRMN,Cyprus,ISIC4_G,TOTAL,1
2016,EN_SCP_FRMN,Cyprus,TOTAL,TOTAL,1
2017,EN_SCP_FRMN,Cyprus,ISIC4_B,TOTAL,1
2017,EN_SCP_FRMN,Cyprus,ISIC4_G,TOTAL,2
2017,EN_SCP_FRMN,Cyprus,TOTAL,TOTAL,2
2017,EN_SCP_FRMN,Cyprus,ISIC4_K,TOTAL,1
2018,EN_SCP_FRMN,Cyprus,ISIC4_B,TOTAL,1
2018,EN_SCP_FRMN,Cyprus,TOTAL,TOTAL,4
2018,EN_SCP_FRMN,Cyprus,ISIC4_G,TOTAL,4
2018,EN_SCP_FRMN,Cyprus,ISIC4_H,TOTAL,1
2018,EN_SCP_FRMN,Cyprus,ISIC4_K,TOTAL,1
2018,EN_SCP_FRMN,Cyprus,ISIC4_A,TOTAL,1
2019,EN_SCP_FRMN,Cyprus,ISIC4_G,TOTAL,9
2019,EN_SCP_FRMN,Cyprus,ISIC4_A,TOTAL,1
2019,EN_SCP_FRMN,Cyprus,ISIC4_K,TOTAL,2
2019,EN_SCP_FRMN,Cyprus,ISIC4_B,TOTAL,1
2019,EN_SCP_FRMN,Cyprus,ISIC4_H,TOTAL,2
2019,EN_SCP_FRMN,Cyprus,ISIC4_N,TOTAL,1
2019,EN_SCP_FRMN,Cyprus,TOTAL,TOTAL,9
2019,EN_SCP_FRMN,Cyprus,ISIC4_F,TOTAL,1
2019,EN_SCP_FRMN,Cyprus,ISIC4_M,TOTAL,1
2020,EN_SCP_FRMN,Cyprus,ISIC4_B,TOTAL,1
2020,EN_SCP_FRMN,Cyprus,ISIC4_F,TOTAL,1
2020,EN_SCP_FRMN,Cyprus,TOTAL,TOTAL,10
2020,EN_SCP_FRMN,Cyprus,ISIC4_K,TOTAL,2
2020,EN_SCP_FRMN,Cyprus,ISIC4_G,TOTAL,10
2020,EN_SCP_FRMN,Cyprus,ISIC4_H,TOTAL,2
2020,EN_SCP_FRMN,Cyprus,ISIC4_A,TOTAL,1
2020,EN_SCP_FRMN,Cyprus,ISIC4_N,TOTAL,1
2020,EN_SCP_FRMN,Cyprus,ISIC4_M,TOTAL,1
2020,EN_SCP_FRMN,Cyprus,ISIC4_Q,TOTAL,1
2021,EN_SCP_FRMN,Cyprus,ISIC4_A,TOTAL,1
2021,EN_SCP_FRMN,Cyprus,ISIC4_Q,TOTAL,1
2021,EN_SCP_FRMN,Cyprus,ISIC4_M,TOTAL,1
2021,EN_SCP_FRMN,Cyprus,ISIC4_B,TOTAL,2
2021,EN_SCP_FRMN,Cyprus,ISIC4_N,TOTAL,1
2021,EN_SCP_FRMN,Cyprus,TOTAL,TOTAL,12
2021,EN_SCP_FRMN,Cyprus,ISIC4_K,TOTAL,2
2021,EN_SCP_FRMN,Cyprus,ISIC4_G,TOTAL,12
2021,EN_SCP_FRMN,Cyprus,ISIC4_H,TOTAL,2
2021,EN_SCP_FRMN,Cyprus,ISIC4_F,TOTAL,1
2016,EN_SCP_FRMN,Czechia,ISIC4_K,TOTAL,1
2016,EN_SCP_FRMN,Czechia,ISIC4_G,TOTAL,1
2016,EN_SCP_FRMN,Czechia,TOTAL,TOTAL,1
2017,EN_SCP_FRMN,Czechia,ISIC4_G,TOTAL,2
2017,EN_SCP_FRMN,Czechia,TOTAL,TOTAL,2
2017,EN_SCP_FRMN,Czechia,ISIC4_K,TOTAL,2
2018,EN_SCP_FRMN,Czechia,ISIC4_K,TOTAL,2
2018,EN_SCP_FRMN,Czechia,ISIC4_G,TOTAL,2
2018,EN_SCP_FRMN,Czechia,TOTAL,TOTAL,2
2019,EN_SCP_FRMN,Czechia,ISIC4_G,TOTAL,2
2019,EN_SCP_FRMN,Czechia,ISIC4_K,TOTAL,2
2019,EN_SCP_FRMN,Czechia,TOTAL,TOTAL,2
2020,EN_SCP_FRMN,Czechia,ISIC4_G,TOTAL,2
2020,EN_SCP_FRMN,Czechia,TOTAL,TOTAL,2
2020,EN_SCP_FRMN,Czechia,ISIC4_K,TOTAL,2
2021,EN_SCP_FRMN,Czechia,TOTAL,TOTAL,2
2021,EN_SCP_FRMN,Czechia,ISIC4_G,TOTAL,2
2021,EN_SCP_FRMN,Czechia,ISIC4_K,TOTAL,2
2016,EN_SCP_FRMN,Denmark,ISIC4_N,TOTAL,1
2016,EN_SCP_FRMN,Denmark,TOTAL,TOTAL,25
2016,EN_SCP_FRMN,Denmark,ISIC4_C,TOTAL,14
2016,EN_SCP_FRMN,Denmark,ISIC4_J,TOTAL,1
2016,EN_SCP_FRMN,Denmark,ISIC4_K,TOTAL,4
2016,EN_SCP_FRMN,Denmark,ISIC4_M,TOTAL,1
2016,EN_SCP_FRMN,Denmark,ISIC4_H,TOTAL,3
2016,EN_SCP_FRMN,Denmark,ISIC4_G,TOTAL,25
2017,EN_SCP_FRMN,Denmark,TOTAL,TOTAL,28
2017,EN_SCP_FRMN,Denmark,ISIC4_C,TOTAL,15
2017,EN_SCP_FRMN,Denmark,ISIC4_K,TOTAL,5
2017,EN_SCP_FRMN,Denmark,ISIC4_N,TOTAL,1
2017,EN_SCP_FRMN,Denmark,ISIC4_M,TOTAL,1
2017,EN_SCP_FRMN,Denmark,ISIC4_G,TOTAL,28
2017,EN_SCP_FRMN,Denmark,ISIC4_J,TOTAL,1
2017,EN_SCP_FRMN,Denmark,ISIC4_H,TOTAL,3
2018,EN_SCP_FRMN,Denmark,ISIC4_J,TOTAL,1
2018,EN_SCP_FRMN,Denmark,ISIC4_K,TOTAL,6
2018,EN_SCP_FRMN,Denmark,ISIC4_N,TOTAL,1
2018,EN_SCP_FRMN,Denmark,ISIC4_M,TOTAL,2
2018,EN_SCP_FRMN,Denmark,TOTAL,TOTAL,36
2018,EN_SCP_FRMN,Denmark,ISIC4_G,TOTAL,36
2018,EN_SCP_FRMN,Denmark,ISIC4_F,TOTAL,1
2018,EN_SCP_FRMN,Denmark,ISIC4_C,TOTAL,19
2018,EN_SCP_FRMN,Denmark,ISIC4_H,TOTAL,4
2019,EN_SCP_FRMN,Denmark,TOTAL,TOTAL,44
2019,EN_SCP_FRMN,Denmark,ISIC4_J,TOTAL,1
2019,EN_SCP_FRMN,Denmark,ISIC4_G,TOTAL,44
2019,EN_SCP_FRMN,Denmark,ISIC4_B,TOTAL,1
2019,EN_SCP_FRMN,Denmark,ISIC4_F,TOTAL,2
2019,EN_SCP_FRMN,Denmark,ISIC4_N,TOTAL,1
2019,EN_SCP_FRMN,Denmark,ISIC4_H,TOTAL,4
2019,EN_SCP_FRMN,Denmark,ISIC4_K,TOTAL,7
2019,EN_SCP_FRMN,Denmark,ISIC4_C,TOTAL,22
2019,EN_SCP_FRMN,Denmark,ISIC4_M,TOTAL,3
2020,EN_SCP_FRMN,Denmark,ISIC4_B,TOTAL,1
2020,EN_SCP_FRMN,Denmark,ISIC4_L,TOTAL,1
2020,EN_SCP_FRMN,Denmark,ISIC4_N,TOTAL,1
2020,EN_SCP_FRMN,Denmark,TOTAL,TOTAL,55
2020,EN_SCP_FRMN,Denmark,ISIC4_M,TOTAL,5
2020,EN_SCP_FRMN,Denmark,ISIC4_F,TOTAL,3
2020,EN_SCP_FRMN,Denmark,ISIC4_K,TOTAL,7
2020,EN_SCP_FRMN,Denmark,ISIC4_C,TOTAL,26
2020,EN_SCP_FRMN,Denmark,ISIC4_H,TOTAL,5
2020,EN_SCP_FRMN,Denmark,ISIC4_J,TOTAL,3
2020,EN_SCP_FRMN,Denmark,ISIC4_G,TOTAL,55
2021,EN_SCP_FRMN,Denmark,ISIC4_N,TOTAL,1
2021,EN_SCP_FRMN,Denmark,ISIC4_G,TOTAL,58
2021,EN_SCP_FRMN,Denmark,ISIC4_L,TOTAL,1
2021,EN_SCP_FRMN,Denmark,ISIC4_M,TOTAL,6
2021,EN_SCP_FRMN,Denmark,ISIC4_H,TOTAL,6
2021,EN_SCP_FRMN,Denmark,ISIC4_J,TOTAL,3
2021,EN_SCP_FRMN,Denmark,ISIC4_F,TOTAL,3
2021,EN_SCP_FRMN,Denmark,ISIC4_C,TOTAL,27
2021,EN_SCP_FRMN,Denmark,ISIC4_K,TOTAL,7
2021,EN_SCP_FRMN,Denmark,ISIC4_B,TOTAL,1
2021,EN_SCP_FRMN,Denmark,TOTAL,TOTAL,58
2016,EN_SCP_FRMN,Finland,ISIC4_M,TOTAL,1
2016,EN_SCP_FRMN,Finland,ISIC4_J,TOTAL,2
2016,EN_SCP_FRMN,Finland,ISIC4_G,TOTAL,21
2016,EN_SCP_FRMN,Finland,TOTAL,TOTAL,21
2016,EN_SCP_FRMN,Finland,ISIC4_K,TOTAL,1
2016,EN_SCP_FRMN,Finland,ISIC4_F,TOTAL,1
2016,EN_SCP_FRMN,Finland,ISIC4_C,TOTAL,14
2017,EN_SCP_FRMN,Finland,ISIC4_F,TOTAL,1
2017,EN_SCP_FRMN,Finland,ISIC4_K,TOTAL,1
2017,EN_SCP_FRMN,Finland,ISIC4_C,TOTAL,16
2017,EN_SCP_FRMN,Finland,ISIC4_M,TOTAL,1
2017,EN_SCP_FRMN,Finland,ISIC4_G,TOTAL,23
2017,EN_SCP_FRMN,Finland,ISIC4_J,TOTAL,2
2017,EN_SCP_FRMN,Finland,TOTAL,TOTAL,23
2018,EN_SCP_FRMN,Finland,TOTAL,TOTAL,29
2018,EN_SCP_FRMN,Finland,ISIC4_L,TOTAL,1
2018,EN_SCP_FRMN,Finland,ISIC4_J,TOTAL,3
2018,EN_SCP_FRMN,Finland,ISIC4_F,TOTAL,2
2018,EN_SCP_FRMN,Finland,ISIC4_H,TOTAL,1
2018,EN_SCP_FRMN,Finland,ISIC4_K,TOTAL,2
2018,EN_SCP_FRMN,Finland,ISIC4_G,TOTAL,29
2018,EN_SCP_FRMN,Finland,ISIC4_M,TOTAL,1
2018,EN_SCP_FRMN,Finland,ISIC4_C,TOTAL,16
2019,EN_SCP_FRMN,Finland,ISIC4_F,TOTAL,2
2019,EN_SCP_FRMN,Finland,TOTAL,TOTAL,37
2019,EN_SCP_FRMN,Finland,ISIC4_G,TOTAL,37
2019,EN_SCP_FRMN,Finland,ISIC4_J,TOTAL,5
2019,EN_SCP_FRMN,Finland,ISIC4_H,TOTAL,1
2019,EN_SCP_FRMN,Finland,ISIC4_M,TOTAL,2
2019,EN_SCP_FRMN,Finland,ISIC4_L,TOTAL,2
2019,EN_SCP_FRMN,Finland,ISIC4_C,TOTAL,19
2019,EN_SCP_FRMN,Finland,ISIC4_K,TOTAL,3
2020,EN_SCP_FRMN,Finland,TOTAL,TOTAL,62
2020,EN_SCP_FRMN,Finland,ISIC4_J,TOTAL,6
2020,EN_SCP_FRMN,Finland,ISIC4_C,TOTAL,31
2020,EN_SCP_FRMN,Finland,ISIC4_N,TOTAL,1
2020,EN_SCP_FRMN,Finland,ISIC4_M,TOTAL,4
2020,EN_SCP_FRMN,Finland,ISIC4_F,TOTAL,3
2020,EN_SCP_FRMN,Finland,ISIC4_Q,TOTAL,1
2020,EN_SCP_FRMN,Finland,ISIC4_G,TOTAL,62
2020,EN_SCP_FRMN,Finland,ISIC4_L,TOTAL,2
2020,EN_SCP_FRMN,Finland,ISIC4_K,TOTAL,4
2020,EN_SCP_FRMN,Finland,ISIC4_H,TOTAL,2
2021,EN_SCP_FRMN,Finland,ISIC4_L,TOTAL,2
2021,EN_SCP_FRMN,Finland,ISIC4_H,TOTAL,2
2021,EN_SCP_FRMN,Finland,ISIC4_J,TOTAL,7
2021,EN_SCP_FRMN,Finland,ISIC4_G,TOTAL,65
2021,EN_SCP_FRMN,Finland,ISIC4_K,TOTAL,4
2021,EN_SCP_FRMN,Finland,ISIC4_C,TOTAL,31
2021,EN_SCP_FRMN,Finland,ISIC4_N,TOTAL,1
2021,EN_SCP_FRMN,Finland,TOTAL,TOTAL,65
2021,EN_SCP_FRMN,Finland,ISIC4_F,TOTAL,3
2021,EN_SCP_FRMN,Finland,ISIC4_M,TOTAL,5
2021,EN_SCP_FRMN,Finland,ISIC4_Q,TOTAL,2
2016,EN_SCP_FRMN,France,ISIC4_Q,TOTAL,1
2016,EN_SCP_FRMN,France,ISIC4_F,TOTAL,3
2016,EN_SCP_FRMN,France,ISIC4_B,TOTAL,3
2016,EN_SCP_FRMN,France,ISIC4_I,TOTAL,3
2016,EN_SCP_FRMN,France,ISIC4_H,TOTAL,2
2016,EN_SCP_FRMN,France,ISIC4_L,TOTAL,4
2016,EN_SCP_FRMN,France,ISIC4_N,TOTAL,1
2016,EN_SCP_FRMN,France,ISIC4_C,TOTAL,29
2016,EN_SCP_FRMN,Ireland,ISIC4_R,TOTAL,1
2017,EN_SCP_FRMN,Ireland,ISIC4_H,TOTAL,1
2017,EN_SCP_FRMN,Ireland,ISIC4_G,TOTAL,21
2017,EN_SCP_FRMN,Ireland,ISIC4_K,TOTAL,2
2017,EN_SCP_FRMN,Ireland,ISIC4_S,TOTAL,1
2017,EN_SCP_FRMN,Ireland,ISIC4_R,TOTAL,1
2017,EN_SCP_FRMN,Ireland,ISIC4_C,TOTAL,11
2017,EN_SCP_FRMN,Ireland,ISIC4_B,TOTAL,1
2017,EN_SCP_FRMN,Ireland,ISIC4_M,TOTAL,2
2017,EN_SCP_FRMN,Ireland,TOTAL,TOTAL,21
2017,EN_SCP_FRMN,Ireland,ISIC4_N,TOTAL,1
2016,EN_SCP_FRMN,France,ISIC4_K,TOTAL,8
2016,EN_SCP_FRMN,France,ISIC4_M,TOTAL,11
2016,EN_SCP_FRMN,France,TOTAL,TOTAL,81
2016,EN_SCP_FRMN,France,ISIC4_G,TOTAL,81
2016,EN_SCP_FRMN,France,ISIC4_J,TOTAL,9
2017,EN_SCP_FRMN,France,ISIC4_S,TOTAL,1
2017,EN_SCP_FRMN,France,ISIC4_F,TOTAL,3
2017,EN_SCP_FRMN,France,ISIC4_L,TOTAL,4
2017,EN_SCP_FRMN,France,ISIC4_N,TOTAL,2
2017,EN_SCP_FRMN,France,ISIC4_B,TOTAL,4
2017,EN_SCP_FRMN,France,ISIC4_M,TOTAL,14
2018,EN_SCP_FRMN,Ireland,ISIC4_R,TOTAL,1
2018,EN_SCP_FRMN,Ireland,ISIC4_B,TOTAL,1
2018,EN_SCP_FRMN,Ireland,TOTAL,TOTAL,24
2018,EN_SCP_FRMN,Ireland,ISIC4_L,TOTAL,1
2018,EN_SCP_FRMN,Ireland,ISIC4_K,TOTAL,2
2018,EN_SCP_FRMN,Ireland,ISIC4_M,TOTAL,2
2018,EN_SCP_FRMN,Ireland,ISIC4_H,TOTAL,1
2018,EN_SCP_FRMN,Ireland,ISIC4_N,TOTAL,1
2018,EN_SCP_FRMN,Ireland,ISIC4_C,TOTAL,12
2018,EN_SCP_FRMN,Ireland,ISIC4_G,TOTAL,24
2018,EN_SCP_FRMN,Ireland,ISIC4_S,TOTAL,1
2019,EN_SCP_FRMN,Ireland,ISIC4_M,TOTAL,2
2019,EN_SCP_FRMN,Ireland,ISIC4_A,TOTAL,1
2019,EN_SCP_FRMN,Ireland,ISIC4_C,TOTAL,14
2019,EN_SCP_FRMN,Ireland,ISIC4_L,TOTAL,2
